setting,probe_country_baseline,service_id_baseline,path_scope_stratum_baseline,msm_id_baseline,file_name_baseline,total_mappable_segments_baseline,top1_network_transition_share_baseline,top2_network_transition_share_baseline,top3_network_transition_share_baseline,network_transition_entropy_baseline,network_transition_normalized_entropy_baseline,effective_network_transition_count_baseline,network_transition_concentration_tier_baseline,top1_corridor_share_baseline,top2_corridor_share_baseline,top3_corridor_share_baseline,corridor_entropy_baseline,corridor_normalized_entropy_baseline,effective_corridor_count_baseline,corridor_minus_network_normalized_entropy_baseline,normalized_entropy_reduction_baseline,corridor_concentration_tier_baseline,cross_layer_distribution_class_baseline,country_fallback_share_baseline,auditable_cross_layer_case_baseline,sufficient_trace_observation_baseline,sufficient_corridor_observation_baseline,sufficient_network_transition_resolution_baseline,auditable_paper_case_baseline,observation_sufficiency_reason_baseline,failed_thresholds_baseline,unique_probes_baseline,unique_probe_asns_baseline,domestic_segment_share_baseline,international_segment_share_baseline,analysis_scope_baseline,stable_unit_id,probe_country_current,service_id_current,path_scope_stratum_current,msm_id_current,file_name_current,total_mappable_segments_current,top1_network_transition_share_current,top2_network_transition_share_current,top3_network_transition_share_current,network_transition_entropy_current,network_transition_normalized_entropy_current,effective_network_transition_count_current,network_transition_concentration_tier_current,top1_corridor_share_current,top2_corridor_share_current,top3_corridor_share_current,corridor_entropy_current,corridor_normalized_entropy_current,effective_corridor_count_current,corridor_minus_network_normalized_entropy_current,normalized_entropy_reduction_current,corridor_concentration_tier_current,cross_layer_distribution_class_current,country_fallback_share_current,auditable_cross_layer_case_current,sufficient_trace_observation_current,sufficient_corridor_observation_current,sufficient_network_transition_resolution_current,auditable_paper_case_current,observation_sufficiency_reason_current,failed_thresholds_current,unique_probes_current,unique_probe_asns_current,domestic_segment_share_current,international_segment_share_current,analysis_scope_current,top2_shift_baseline,entropy_reduction_baseline,top2_shift_current,entropy_reduction_current,classification_comparable,classification_agrees
catchment30_diameter30_rtt0,AU,A-Root,all_publicly_visible,5009.0,dns-root_a-root_msm5009_20260701T000000Z_010000Z.json,316.0,0.2689873417721519,0.4145569620253164,0.5537974683544303,2.211223123797995,0.7975301587505924,9.126872864178212,broad_network_transition_distribution,0.5284810126582279,0.7784810126582279,0.8765822784810127,1.2816174780031813,0.6586210974979353,3.602461918575965,-0.1389090612526571,0.1389090612526571,weak_corridor_observation_concentration,network_and_physical_both_broad,0.0443037974683544,True,True,True,True,True,auditable,,105.0,40.0,0.9588607594936708,0.0411392405063291,probe_country_service,paper_unit_v1|AU|A-Root|all_publicly_visible|probe_country_service,AU,A-Root,all_publicly_visible,5009.0,dns-root_a-root_msm5009_20260701T000000Z_010000Z.json,148.0,0.5743243243243243,0.7162162162162162,0.7972972972972974,1.452862702194439,0.6309702545260922,4.275336027375103,broad_network_transition_distribution,0.5337837837837838,0.7432432432432432,0.8986486486486487,1.2474722412716786,0.6962275141814253,3.4815313540818176,0.065257259655333,-0.065257259655333,weak_corridor_observation_concentration,network_and_physical_both_broad,0.054054054054054,True,True,True,True,True,auditable,,85.0,34.0,0.9121621621621622,0.0878378378378378,probe_country_service,0.3639240506329115,0.13890906125265712,0.027027027027026973,-0.06525725965533302,True,1.0
catchment30_diameter30_rtt0,CA,A-Root,all_publicly_visible,5009.0,dns-root_a-root_msm5009_20260701T000000Z_010000Z.json,102.0,0.2352941176470588,0.4117647058823529,0.5588235294117647,2.336658358540427,0.7935835570285537,10.346604089114178,broad_network_transition_distribution,0.5549019607843138,0.907843137254902,0.9666666666666668,1.0272339342098875,0.4939951009058216,2.793328608089986,-0.299588456122732,0.299588456122732,moderate_corridor_observation_concentration,network_broad_physical_concentrated,0.1274509803921568,True,True,True,True,True,auditable,,44.0,15.0,0.6176470588235294,0.3823529411764705,probe_country_service,paper_unit_v1|CA|A-Root|all_publicly_visible|probe_country_service,CA,A-Root,all_publicly_visible,5009.0,dns-root_a-root_msm5009_20260701T000000Z_010000Z.json,43.0,0.3255813953488372,0.5581395348837209,0.6976744186046512,1.8463905019110955,0.8403285312553467,6.336905145767198,broad_network_transition_distribution,0.627906976744186,0.8604651162790697,0.9534883720930232,0.9950392292364276,0.7177690807546853,2.7048304476313296,-0.1225594505006614,0.1225594505006614,moderate_corridor_observation_concentration,network_broad_physical_concentrated,0.2558139534883721,True,True,True,True,True,auditable,,33.0,10.0,0.3720930232558139,0.627906976744186,probe_country_service,0.49607843137254903,0.29958845612273205,0.3023255813953488,0.12255945050066142,True,1.0
catchment30_diameter30_rtt0,ES,A-Root,all_publicly_visible,5009.0,dns-root_a-root_msm5009_20260701T000000Z_010000Z.json,39.0,0.717948717948718,0.8461538461538461,0.9230769230769232,0.9803628586147608,0.547150929269056,2.665423238261319,moderate_network_transition_concentration,0.8461538461538461,0.9487179487179488,0.9743589743589745,0.5627942878508411,0.4059702640615221,1.7555712242294117,-0.1411806652075338,0.1411806652075338,severe_corridor_observation_concentration,network_and_physical_both_concentrated,0.0,True,True,True,True,True,auditable,,39.0,20.0,0.0512820512820512,0.9487179487179488,probe_country_service,paper_unit_v1|ES|A-Root|all_publicly_visible|probe_country_service,ES,A-Root,all_publicly_visible,5009.0,dns-root_a-root_msm5009_20260701T000000Z_010000Z.json,37.0,0.7027027027027027,0.8378378378378379,0.918918918918919,0.9774089727022444,0.6072983400919265,2.657561499163538,moderate_network_transition_concentration,0.8378378378378378,0.945945945945946,1.0,0.5464564222485762,0.4974060711728124,1.727121970373039,-0.109892268919114,0.109892268919114,severe_corridor_observation_concentration,network_and_physical_both_concentrated,0.0,True,True,True,True,True,auditable,,37.0,19.0,0.054054054054054,0.945945945945946,probe_country_service,0.10256410256410264,0.14118066520753386,0.10810810810810811,0.10989226891911413,True,1.0
catchment30_diameter30_rtt0,FI,A-Root,all_publicly_visible,5009.0,dns-root_a-root_msm5009_20260701T000000Z_010000Z.json,67.0,0.5223880597014925,0.6417910447761194,0.7313432835820894,1.7290259778639634,0.6958112402377269,5.635162461489382,broad_network_transition_distribution,0.7014925373134329,0.835820895522388,0.9104477611940298,1.018703376619422,0.5685491797949368,2.7696013049793677,-0.1272620604427901,0.1272620604427901,moderate_corridor_observation_concentration,network_broad_physical_concentrated,0.0,True,True,True,True,True,auditable,,60.0,37.0,0.2238805970149253,0.7761194029850746,probe_country_service,paper_unit_v1|FI|A-Root|all_publicly_visible|probe_country_service,FI,A-Root,all_publicly_visible,5009.0,dns-root_a-root_msm5009_20260701T000000Z_010000Z.json,56.0,0.6071428571428571,0.7321428571428571,0.8392857142857142,1.340769346378915,0.6447737623322659,3.8219828031821934,weak_network_transition_concentration,0.8035714285714286,0.9107142857142856,1.0,0.6307524332850917,0.5741356070664176,1.879023887604061,-0.0706381552658482,0.0706381552658482,severe_corridor_observation_concentration,network_broad_physical_concentrated,0.0,True,True,True,True,True,auditable,,51.0,32.0,0.1964285714285714,0.8035714285714286,probe_country_service,0.19402985074626866,0.1272620604427901,0.1785714285714285,0.07063815526584827,True,1.0
catchment30_diameter30_rtt0,ID,A-Root,all_publicly_visible,5009.0,dns-root_a-root_msm5009_20260701T000000Z_010000Z.json,133.0,0.1654135338345864,0.2857142857142857,0.3834586466165413,3.001018558766266,0.8440857285598848,20.106005645424545,broad_network_transition_distribution,0.6616541353383458,0.7857142857142857,0.9097744360902256,1.165856296985049,0.5306040670628497,3.2086692810002626,-0.3134816614970351,0.3134816614970351,weak_corridor_observation_concentration,network_and_physical_both_broad,0.112781954887218,True,True,True,True,True,auditable,,63.0,50.0,0.8045112781954887,0.1954887218045112,probe_country_service,paper_unit_v1|ID|A-Root|all_publicly_visible|probe_country_service,ID,A-Root,all_publicly_visible,5009.0,dns-root_a-root_msm5009_20260701T000000Z_010000Z.json,60.0,0.2833333333333333,0.4499999999999999,0.5,2.627520225846958,0.8267702078410947,13.839408707730271,broad_network_transition_distribution,0.1694444444444444,0.3388888888888888,0.5055555555555555,2.1476705946870256,0.8956482040938635,8.564884055616998,0.0688779962527688,-0.0688779962527688,broad_corridor_observation_distribution,network_and_physical_both_broad,0.05,True,True,True,True,True,auditable,,41.0,35.0,0.6333333333333334,0.3666666666666667,probe_country_service,0.5,0.31348166149703516,-0.1111111111111111,-0.0688779962527688,True,1.0
catchment30_diameter30_rtt0,IN,A-Root,all_publicly_visible,5009.0,dns-root_a-root_msm5009_20260701T000000Z_010000Z.json,86.0,0.3023255813953488,0.5465116279069767,0.7441860465116279,1.8244058875042115,0.7608363501943557,6.199110955557657,broad_network_transition_distribution,0.6046511627906976,0.8488372093023255,0.9534883720930232,1.0757314809561591,0.6003771708373432,2.932136918600718,-0.1604591793570124,0.1604591793570124,moderate_corridor_observation_concentration,network_broad_physical_concentrated,0.1046511627906976,True,True,True,True,True,auditable,,55.0,24.0,0.627906976744186,0.3720930232558139,probe_country_service,paper_unit_v1|IN|A-Root|all_publicly_visible|probe_country_service,IN,A-Root,all_publicly_visible,5009.0,dns-root_a-root_msm5009_20260701T000000Z_010000Z.json,30.0,0.5333333333333333,0.7333333333333334,0.8666666666666667,1.3330824424353458,0.7440074771920578,3.792716217327,weak_network_transition_concentration,0.3666666666666666,0.7,0.8999999999999999,1.3498790447551303,0.8387270079363203,3.856958983063602,0.0947195307442624,-0.0947195307442624,weak_corridor_observation_concentration,network_and_physical_both_concentrated,0.1666666666666666,True,True,True,True,True,auditable,,29.0,11.0,0.0333333333333333,0.9666666666666668,probe_country_service,0.3023255813953488,0.16045917935701248,-0.03333333333333344,-0.09471953074426243,True,0.0
catchment30_diameter30_rtt0,NO,A-Root,all_publicly_visible,5009.0,dns-root_a-root_msm5009_20260701T000000Z_010000Z.json,110.0,0.1909090909090909,0.3363636363636363,0.4636363636363636,2.6658810123596064,0.8388407354534128,14.38061346484436,broad_network_transition_distribution,0.8060606060606061,0.8621212121212122,0.890909090909091,0.9187190215311196,0.3581821289603752,2.506078100850454,-0.4806586064930375,0.4806586064930375,severe_corridor_observation_concentration,network_broad_physical_concentrated,0.0,True,True,True,True,True,auditable,,50.0,21.0,0.990909090909091,0.009090909090909,probe_country_service,paper_unit_v1|NO|A-Root|all_publicly_visible|probe_country_service,NO,A-Root,all_publicly_visible,5009.0,dns-root_a-root_msm5009_20260701T000000Z_010000Z.json,84.0,0.2261904761904762,0.4166666666666666,0.5714285714285714,2.366224969420578,0.80362506615452,10.65708542879141,broad_network_transition_distribution,0.7738095238095238,0.8214285714285714,0.8690476190476191,0.9736323283039792,0.4431191687671504,2.64754376303514,-0.3605058973873695,0.3605058973873695,moderate_corridor_observation_concentration,network_broad_physical_concentrated,0.0,True,True,True,True,True,auditable,,43.0,18.0,1.0,0.0,probe_country_service,0.5257575757575759,0.48065860649303754,0.4047619047619048,0.3605058973873696,True,1.0
catchment30_diameter30_rtt0,NZ,A-Root,all_publicly_visible,5009.0,dns-root_a-root_msm5009_20260701T000000Z_010000Z.json,286.0,0.3251748251748251,0.444055944055944,0.5524475524475524,2.255115757756491,0.740712477534828,9.53639715819608,broad_network_transition_distribution,0.3146853146853147,0.5314685314685315,0.6608391608391608,1.9679094743249583,0.791945031211877,7.155701663122317,0.0512325536770489,-0.0512325536770489,broad_corridor_observation_distribution,network_and_physical_both_broad,0.0069930069930069,True,True,True,True,True,auditable,,63.0,17.0,0.7972027972027972,0.2027972027972027,probe_country_service,paper_unit_v1|NZ|A-Root|all_publicly_visible|probe_country_service,NZ,A-Root,all_publicly_visible,5009.0,dns-root_a-root_msm5009_20260701T000000Z_010000Z.json,146.0,0.6301369863013698,0.6986301369863013,0.7602739726027397,1.4646193028475831,0.5894061666149661,4.3258960704685565,broad_network_transition_distribution,0.4246575342465753,0.6712328767123288,0.8184931506849314,1.4279718231355656,0.733832352860078,4.170232639633759,0.1444261862451118,-0.1444261862451118,weak_corridor_observation_concentration,network_and_physical_both_broad,0.0,True,True,True,True,True,auditable,,58.0,15.0,0.6095890410958904,0.3904109589041096,probe_country_service,0.08741258741258745,-0.05123255367704893,-0.02739726027397249,-0.14442618624511183,True,1.0
catchment30_diameter30_rtt5,AU,A-Root,all_publicly_visible,5009.0,dns-root_a-root_msm5009_20260701T000000Z_010000Z.json,316.0,0.2689873417721519,0.4145569620253164,0.5537974683544303,2.211223123797995,0.7975301587505924,9.126872864178212,broad_network_transition_distribution,0.5284810126582279,0.7784810126582279,0.8765822784810127,1.2816174780031813,0.6586210974979353,3.602461918575965,-0.1389090612526571,0.1389090612526571,weak_corridor_observation_concentration,network_and_physical_both_broad,0.0443037974683544,True,True,True,True,True,auditable,,105.0,40.0,0.9588607594936708,0.0411392405063291,probe_country_service,paper_unit_v1|AU|A-Root|all_publicly_visible|probe_country_service,AU,A-Root,all_publicly_visible,5009.0,dns-root_a-root_msm5009_20260701T000000Z_010000Z.json,149.0,0.5704697986577181,0.7114093959731543,0.7986577181208053,1.459723497610855,0.6339498601169089,4.304769084835879,broad_network_transition_distribution,0.5302013422818792,0.738255033557047,0.8993288590604027,1.2514734886913597,0.69846065288581,3.4954897292624416,0.0645107927689011,-0.0645107927689011,weak_corridor_observation_concentration,network_and_physical_both_broad,0.0536912751677852,True,True,True,True,True,auditable,,86.0,34.0,0.912751677852349,0.087248322147651,probe_country_service,0.3639240506329115,0.13890906125265712,0.02684563758389269,-0.06451079276890115,True,1.0
catchment30_diameter30_rtt5,CA,A-Root,all_publicly_visible,5009.0,dns-root_a-root_msm5009_20260701T000000Z_010000Z.json,102.0,0.2352941176470588,0.4117647058823529,0.5588235294117647,2.336658358540427,0.7935835570285537,10.346604089114178,broad_network_transition_distribution,0.5549019607843138,0.907843137254902,0.9666666666666668,1.0272339342098875,0.4939951009058216,2.793328608089986,-0.299588456122732,0.299588456122732,moderate_corridor_observation_concentration,network_broad_physical_concentrated,0.1274509803921568,True,True,True,True,True,auditable,,44.0,15.0,0.6176470588235294,0.3823529411764705,probe_country_service,paper_unit_v1|CA|A-Root|all_publicly_visible|probe_country_service,CA,A-Root,all_publicly_visible,5009.0,dns-root_a-root_msm5009_20260701T000000Z_010000Z.json,52.0,0.3461538461538461,0.5384615384615384,0.7115384615384616,1.8776386962364089,0.8154481247834884,6.538048302493469,broad_network_transition_distribution,0.6346153846153846,0.8269230769230769,0.9423076923076924,1.0193784466639857,0.7353261148956134,2.771471611078526,-0.0801220098878749,0.0801220098878749,moderate_corridor_observation_concentration,network_broad_physical_concentrated,0.2115384615384615,True,True,True,True,True,auditable,,39.0,11.0,0.3269230769230769,0.6730769230769231,probe_country_service,0.49607843137254903,0.29958845612273205,0.28846153846153844,0.08012200988787499,True,1.0
