country,msm_id,file_name,total_mappable_segments,total_observation_mass,unique_corridors_observed,top1_corridor_id,top1_corridor_share,top2_corridor_share,top3_corridor_share,effective_corridor_count,corridor_concentration_tier,is_corridor_concentrated,auditable_corridor_concentration,sufficient_corridor_observation,auditable_paper_case,observation_sufficiency_reason,failed_thresholds,unique_probes,unique_probe_asns,unique_measurements_or_targets,domestic_segment_share,international_segment_share,paper_case_scope,probe_country,service_id
GR,5008,dns-root_l-root_msm5008_20260701T000000Z_010000Z.json,183,183.0,1,landing_region_0088::landing_region_0424,1.0,1.0,1.0,1.0,severe_corridor_observation_concentration,True,True,True,True,auditable,,92,39,1,1.0,0.0,country_corridor_concentration_summary,,
CH,5008,dns-root_l-root_msm5008_20260701T000000Z_010000Z.json,70,70.0,1,landing_region_0376::landing_region_0376,1.0,1.0,1.0,1.0,severe_corridor_observation_concentration,True,True,True,True,auditable,,16,11,1,1.0,0.0,country_corridor_concentration_summary,,
,5008,dns-root_l-root_msm5008_20260701T000000Z_010000Z.json,36,36.0,1,landing_region_0088::landing_region_0424,1.0,1.0,1.0,1.0,severe_corridor_observation_concentration,True,True,True,True,auditable,,18,10,1,1.0,0.0,service_country_corridor_concentration_summary,GR,L-Root
CA,5008,dns-root_l-root_msm5008_20260701T000000Z_010000Z.json,320,320.0,3,landing_region_0008::landing_region_0008,0.9875,0.99375,1.0,1.078812846250242,severe_corridor_observation_concentration,True,True,True,True,auditable,,53,10,1,0.721875,0.278125,country_corridor_concentration_summary,,
PT,5008,dns-root_l-root_msm5008_20260701T000000Z_010000Z.json,200,200.0,3,landing_region_0239::landing_region_0239,0.96,0.98,1.0,1.2161255601997387,severe_corridor_observation_concentration,True,True,True,True,auditable,,54,15,1,0.98,0.02,country_corridor_concentration_summary,,
ID,5008,dns-root_l-root_msm5008_20260701T000000Z_010000Z.json,549,549.0,6,landing_region_0061::landing_region_0061,0.9544626593806922,0.9690346083788707,0.9799635701275046,1.2913013307802388,severe_corridor_observation_concentration,True,True,True,True,auditable,,86,52,1,0.9927140255009107,0.007285974499089253,country_corridor_concentration_summary,,
,5008,dns-root_l-root_msm5008_20260701T000000Z_010000Z.json,185,185.0,3,landing_region_0239::landing_region_0239,0.9459459459459459,0.9783783783783784,1.0,1.2797470245310942,severe_corridor_observation_concentration,True,True,True,True,auditable,,48,13,1,1.0,0.0,service_country_corridor_concentration_summary,PT,L-Root
,5008,dns-root_l-root_msm5008_20260701T000000Z_010000Z.json,49,49.0,3,landing_region_0512::landing_region_0640,0.9387755102040817,0.979591836734694,1.0,1.3090396752783968,severe_corridor_observation_concentration,True,True,True,True,auditable,,24,13,1,0.0,1.0,service_country_corridor_concentration_summary,RU,L-Root
SG,5008,dns-root_l-root_msm5008_20260701T000000Z_010000Z.json,1732,1732.0,5,landing_region_0132::landing_region_0132,0.930715935334873,0.9913394919168591,0.9953810623556582,1.3325209698171634,severe_corridor_observation_concentration,True,True,True,True,auditable,,512,204,1,0.930715935334873,0.06928406466512702,country_corridor_concentration_summary,,
,5008,dns-root_l-root_msm5008_20260701T000000Z_010000Z.json,475,475.0,11,landing_region_0061::landing_region_0061,0.9157894736842105,0.9326315789473684,0.9494736842105262,1.5965698738313256,severe_corridor_observation_concentration,True,True,True,True,auditable,,70,50,1,0.9873684210526316,0.01263157894736842,service_country_corridor_concentration_summary,ID,L-Root
,5008,dns-root_l-root_msm5008_20260701T000000Z_010000Z.json,263,263.0,6,landing_region_0008::landing_region_0008,0.9049429657794676,0.9657794676806083,0.9771863117870722,1.5265978581365043,severe_corridor_observation_concentration,True,True,True,True,auditable,,43,9,1,0.7186311787072244,0.2813688212927757,service_country_corridor_concentration_summary,CA,L-Root
IL,5008,dns-root_l-root_msm5008_20260701T000000Z_010000Z.json,75,75.0,2,landing_region_0083::landing_region_0083,0.88,1.0,1.0,1.4432896557346915,severe_corridor_observation_concentration,True,True,True,True,auditable,,19,9,1,0.88,0.12,country_corridor_concentration_summary,,
,5008,dns-root_l-root_msm5008_20260701T000000Z_010000Z.json,66,66.0,2,landing_region_0376::landing_region_0376,0.8787878787878788,1.0,1.0,1.4467694736375643,severe_corridor_observation_concentration,True,True,True,True,auditable,,14,9,1,1.0,0.0,service_country_corridor_concentration_summary,CH,L-Root
TW,5008,dns-root_l-root_msm5008_20260701T000000Z_010000Z.json,487,487.0,6,landing_region_0719::landing_region_0719,0.8418891170431212,0.9425051334702259,0.9733059548254621,1.8386662645188163,severe_corridor_observation_concentration,True,True,True,True,auditable,,67,22,1,0.9589322381930184,0.04106776180698152,country_corridor_concentration_summary,,
NZ,5008,dns-root_l-root_msm5008_20260701T000000Z_010000Z.json,1032,1032.0,6,landing_region_0089::landing_region_0089,0.810077519379845,0.9069767441860466,0.9583333333333334,2.037242550658333,severe_corridor_observation_concentration,True,True,True,True,auditable,,286,126,1,0.9903100775193798,0.009689922480620155,country_corridor_concentration_summary,,
DK,5008,dns-root_l-root_msm5008_20260701T000000Z_010000Z.json,480,480.0,4,landing_region_0051::landing_region_0051,0.8,0.9125000000000001,0.9916666666666667,1.9444581120165008,severe_corridor_observation_concentration,True,True,True,True,auditable,,100,38,1,0.7083333333333334,0.2916666666666667,country_corridor_concentration_summary,,
NO,5008,dns-root_l-root_msm5008_20260701T000000Z_010000Z.json,313,313.0,9,landing_region_0335::landing_region_0335,0.7859424920127795,0.8722044728434505,0.9105431309904153,2.439961976226886,moderate_corridor_observation_concentration,True,True,True,True,auditable,,65,29,1,1.0,0.0,country_corridor_concentration_summary,,
,5008,dns-root_l-root_msm5008_20260701T000000Z_010000Z.json,540,540.0,4,landing_region_0051::landing_region_0051,0.7851851851851852,0.8925925925925926,0.9925925925925926,2.005952775679214,moderate_corridor_observation_concentration,True,True,True,True,auditable,,83,28,1,0.7888888888888889,0.2111111111111111,service_country_corridor_concentration_summary,DK,L-Root
,5008,dns-root_l-root_msm5008_20260701T000000Z_010000Z.json,60,60.0,6,landing_region_0132::landing_region_0132,0.7833333333333333,0.85,0.9166666666666666,2.333446939041399,moderate_corridor_observation_concentration,True,True,True,True,auditable,,14,10,1,0.9,0.1,service_country_corridor_concentration_summary,AE,L-Root
,5008,dns-root_l-root_msm5008_20260701T000000Z_010000Z.json,309,309.0,11,landing_region_0335::landing_region_0335,0.7799352750809061,0.8511326860841424,0.889967637540453,2.6347238715404115,moderate_corridor_observation_concentration,True,True,True,True,auditable,,63,27,1,1.0,0.0,service_country_corridor_concentration_summary,NO,L-Root
,5008,dns-root_l-root_msm5008_20260701T000000Z_010000Z.json,77,77.0,3,landing_region_0083::landing_region_0083,0.7792207792207793,0.8961038961038962,1.0,1.9749493059083036,moderate_corridor_observation_concentration,True,True,True,True,auditable,,16,8,1,0.8831168831168831,0.11688311688311688,service_country_corridor_concentration_summary,IL,L-Root
,5008,dns-root_l-root_msm5008_20260701T000000Z_010000Z.json,607,607.0,11,landing_region_0132::landing_region_0132,0.7627677100494233,0.815485996705107,0.8616144975288302,2.7535602666282584,moderate_corridor_observation_concentration,True,True,True,True,auditable,,78,37,1,0.899505766062603,0.10049423393739704,service_country_corridor_concentration_summary,SG,L-Root
