probe_country,service_id,msm_id,file_name,total_mappable_segments,total_observation_mass,unique_corridors_observed,top1_corridor_id,top1_corridor_share,top2_corridor_share,top3_corridor_share,effective_corridor_count,corridor_concentration_tier,is_corridor_concentrated,auditable_corridor_concentration,sufficient_corridor_observation,auditable_paper_case,observation_sufficiency_reason,failed_thresholds,unique_probes,unique_probe_asns,unique_measurements_or_targets,domestic_segment_share,international_segment_share,analysis_scope
AD,L-Root,5008,dns-root_l-root_msm5008_20260701T000000Z_010000Z.json,5,5.0,1,landing_region_0126::landing_region_0431,1.0,1.0,1.0,1.0,severe_corridor_observation_concentration,True,False,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",3,1,1,0.0,1.0,probe_country_service
AE,L-Root,5008,dns-root_l-root_msm5008_20260701T000000Z_010000Z.json,60,60.0,6,landing_region_0132::landing_region_0132,0.7833333333333333,0.85,0.9166666666666666,2.333446939041399,moderate_corridor_observation_concentration,True,True,True,True,auditable,,14,10,1,0.9,0.1,probe_country_service
AF,L-Root,5008,dns-root_l-root_msm5008_20260701T000000Z_010000Z.json,4,4.0,1,landing_region_0132::landing_region_0485,1.0,1.0,1.0,1.0,severe_corridor_observation_concentration,True,False,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",2,1,1,0.0,1.0,probe_country_service
AL,L-Root,5008,dns-root_l-root_msm5008_20260701T000000Z_010000Z.json,11,11.0,2,landing_region_0128::landing_region_0341,0.9090909090909091,1.0,1.0,1.3561314133862727,severe_corridor_observation_concentration,True,False,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes","minimum_mappable_segments,minimum_unique_probes",5,5,1,0.09090909090909091,0.9090909090909091,probe_country_service
AT,L-Root,5008,dns-root_l-root_msm5008_20260701T000000Z_010000Z.json,2,2.0,1,landing_region_0376::landing_region_0376,1.0,1.0,1.0,1.0,severe_corridor_observation_concentration,True,False,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,1,1.0,0.0,probe_country_service
AU,L-Root,5008,dns-root_l-root_msm5008_20260701T000000Z_010000Z.json,605,605.0,10,landing_region_0041::landing_region_0041,0.512396694214876,0.656198347107438,0.7900826446280991,4.7713469930623384,broad_corridor_observation_distribution,False,False,True,True,auditable,,94,45,1,0.824793388429752,0.17520661157024794,probe_country_service
AX,L-Root,5008,dns-root_l-root_msm5008_20260701T000000Z_010000Z.json,9,9.0,2,landing_region_0415::landing_region_0415,0.6666666666666666,1.0,1.0,1.8898815748423097,moderate_corridor_observation_concentration,True,False,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,1,0.6666666666666666,0.3333333333333333,probe_country_service
BD,L-Root,5008,dns-root_l-root_msm5008_20260701T000000Z_010000Z.json,23,23.0,6,landing_region_0132::landing_region_0132,0.2608695652173913,0.43478260869565216,0.6086956521739131,5.704319898928255,broad_corridor_observation_distribution,False,False,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes","minimum_mappable_segments,minimum_unique_probes",3,3,1,0.782608695652174,0.21739130434782608,probe_country_service
BE,L-Root,5008,dns-root_l-root_msm5008_20260701T000000Z_010000Z.json,12,12.0,1,landing_region_0088::landing_region_0424,1.0,1.0,1.0,1.0,severe_corridor_observation_concentration,True,False,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",6,1,1,1.0,0.0,probe_country_service
BG,L-Root,5008,dns-root_l-root_msm5008_20260701T000000Z_010000Z.json,4,4.0,2,landing_region_0041::landing_region_0041,0.5,1.0,1.0,2.0,moderate_corridor_observation_concentration,True,False,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,1,1.0,0.0,probe_country_service
BH,L-Root,5008,dns-root_l-root_msm5008_20260701T000000Z_010000Z.json,10,10.0,4,landing_region_0337::landing_region_0377,0.5,0.7,0.9,3.389245277339832,weak_corridor_observation_concentration,True,False,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",3,1,1,0.7,0.3,probe_country_service
BJ,L-Root,5008,dns-root_l-root_msm5008_20260701T000000Z_010000Z.json,4,4.0,2,landing_region_0006::landing_region_0556,0.5,1.0,1.0,2.0,moderate_corridor_observation_concentration,True,False,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,1,0.0,1.0,probe_country_service
