country,msm_id,file_name,total_mappable_segments,total_observation_mass,unique_corridors_observed,top1_corridor_id,top1_corridor_share,top2_corridor_share,top3_corridor_share,effective_corridor_count,corridor_concentration_tier,is_corridor_concentrated,auditable_corridor_concentration,sufficient_corridor_observation,auditable_paper_case,observation_sufficiency_reason,failed_thresholds,unique_probes,unique_probe_asns,unique_measurements_or_targets,domestic_segment_share,international_segment_share,paper_case_scope,probe_country,service_id
FR,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,184,184.0,1,landing_region_0230::landing_region_0431,1.0,1.0,1.0,1.0,severe_corridor_observation_concentration,True,True,True,True,auditable,,103,47,1,0.0,1.0,country_corridor_concentration_summary,,
SE,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,77,77.0,3,landing_region_0051::landing_region_0512,0.948051948051948,0.974025974025974,1.0,1.2715280229121337,severe_corridor_observation_concentration,True,True,True,True,auditable,,27,15,1,0.8701298701298701,0.12987012987012986,country_corridor_concentration_summary,,
AE,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,30,30.0,2,landing_region_0330::landing_region_0377,0.9333333333333333,1.0,1.0,1.2775319170740629,severe_corridor_observation_concentration,True,True,True,True,auditable,,14,7,1,0.06666666666666667,0.9333333333333333,country_corridor_concentration_summary,,
,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,59,59.0,3,landing_region_0008::landing_region_0223,0.9322033898305084,0.9661016949152542,1.0,1.3429851165805868,severe_corridor_observation_concentration,True,True,True,True,auditable,,28,6,1,0.7966101694915254,0.2033898305084746,service_country_corridor_concentration_summary,CA,K-Root
,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,47,47.0,3,landing_region_0051::landing_region_0512,0.9148936170212766,0.9574468085106382,1.0,1.4191503878204665,severe_corridor_observation_concentration,True,True,True,True,auditable,,15,11,1,0.9148936170212766,0.0851063829787234,service_country_corridor_concentration_summary,SE,K-Root
ZA,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,43,43.0,4,landing_region_0233::landing_region_0556,0.8604651162790697,0.9069767441860465,0.9534883720930232,1.746149368757859,severe_corridor_observation_concentration,True,True,True,True,auditable,,19,7,1,0.046511627906976744,0.9534883720930233,country_corridor_concentration_summary,,
NG,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,42,42.0,4,landing_region_0006::landing_region_0556,0.8333333333333334,0.9285714285714286,0.9761904761904763,1.8401452782076908,severe_corridor_observation_concentration,True,True,True,True,auditable,,18,9,1,0.0,1.0,country_corridor_concentration_summary,,
,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,47,47.0,4,landing_region_0719::landing_region_1011,0.8297872340425532,0.9148936170212766,0.9574468085106382,1.883623223063423,severe_corridor_observation_concentration,True,True,True,True,auditable,,16,3,1,0.9574468085106383,0.0425531914893617,service_country_corridor_concentration_summary,TW,K-Root
ID,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,93,93.0,4,landing_region_0061::landing_region_0132,0.8279569892473119,0.946236559139785,0.989247311827957,1.8091694069483795,severe_corridor_observation_concentration,True,True,True,True,auditable,,40,24,1,1.0,0.0,country_corridor_concentration_summary,,
FI,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,115,115.0,5,landing_region_0351::landing_region_0512,0.7130434782608696,0.8347826086956521,0.9130434782608696,2.592972553283242,moderate_corridor_observation_concentration,True,True,True,True,auditable,,42,13,1,0.20869565217391303,0.7913043478260869,country_corridor_concentration_summary,,
TW,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,75,75.0,5,landing_region_0719::landing_region_1011,0.7066666666666667,0.8666666666666667,0.92,2.5802202770547,moderate_corridor_observation_concentration,True,True,True,True,auditable,,22,4,1,0.8133333333333334,0.18666666666666668,country_corridor_concentration_summary,,
NO,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,48,48.0,5,landing_region_0335::landing_region_0562,0.6666666666666666,0.8125,0.8958333333333333,2.8975423581299844,moderate_corridor_observation_concentration,True,True,True,True,auditable,,13,7,1,1.0,0.0,country_corridor_concentration_summary,,
PE,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,46,46.0,2,landing_region_0591::landing_region_0975,0.6086956521739131,1.0,1.0,1.9529244426221104,moderate_corridor_observation_concentration,True,True,True,True,auditable,,16,13,1,0.0,1.0,country_corridor_concentration_summary,,
,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,129,129.0,5,landing_region_0351::landing_region_0512,0.5581395348837209,0.8062015503875969,0.8837209302325582,3.3134540881569574,moderate_corridor_observation_concentration,True,True,True,True,auditable,,37,11,1,0.37209302325581395,0.627906976744186,service_country_corridor_concentration_summary,FI,K-Root
,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,70,70.0,5,landing_region_0233::landing_region_0556,0.5,0.9142857142857144,0.9428571428571428,2.763190630779913,moderate_corridor_observation_concentration,True,True,True,True,auditable,,18,6,1,0.02857142857142857,0.9714285714285714,service_country_corridor_concentration_summary,ZA,K-Root
