probe_country,service_id,msm_id,file_name,total_mappable_segments,total_observation_mass,unique_corridors_observed,top1_corridor_id,top1_corridor_share,top2_corridor_share,top3_corridor_share,effective_corridor_count,corridor_concentration_tier,is_corridor_concentrated,auditable_corridor_concentration,sufficient_corridor_observation,auditable_paper_case,observation_sufficiency_reason,failed_thresholds,unique_probes,unique_probe_asns,unique_measurements_or_targets,domestic_segment_share,international_segment_share,analysis_scope
AU,K-Root,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,622,622.0,9,landing_region_0041::landing_region_0735,0.4180064308681672,0.590032154340836,0.7186495176848875,5.307022504233414,broad_corridor_observation_distribution,False,False,True,True,auditable,,94,39,1,0.684887459807074,0.31511254019292606,probe_country_service
CA,K-Root,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,59,59.0,3,landing_region_0008::landing_region_0223,0.9322033898305084,0.9661016949152542,1.0,1.3429851165805868,severe_corridor_observation_concentration,True,True,True,True,auditable,,28,6,1,0.7966101694915254,0.2033898305084746,probe_country_service
CN,K-Root,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,88,88.0,6,landing_region_0061::landing_region_0132,0.5454545454545454,0.7613636363636364,0.9545454545454545,3.212221755404834,weak_corridor_observation_concentration,True,True,True,True,auditable,,12,5,1,0.2840909090909091,0.7159090909090909,probe_country_service
FI,K-Root,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,129,129.0,5,landing_region_0351::landing_region_0512,0.5581395348837209,0.8062015503875969,0.8837209302325582,3.3134540881569574,moderate_corridor_observation_concentration,True,True,True,True,auditable,,37,11,1,0.37209302325581395,0.627906976744186,probe_country_service
NO,K-Root,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,51,51.0,7,landing_region_0335::landing_region_0562,0.5294117647058824,0.6666666666666667,0.7450980392156863,4.49017515685593,broad_corridor_observation_distribution,False,False,True,True,auditable,,11,5,1,0.8431372549019608,0.1568627450980392,probe_country_service
NZ,K-Root,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,125,125.0,8,landing_region_0089::landing_region_0362,0.432,0.592,0.736,5.29601576560542,broad_corridor_observation_distribution,False,False,True,True,auditable,,20,8,1,0.792,0.208,probe_country_service
PH,K-Root,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,76,76.0,11,landing_region_0230::landing_region_0250,0.3223684210526316,0.5460526315789473,0.6907894736842105,6.935531501178389,broad_corridor_observation_distribution,False,False,True,True,auditable,,15,9,1,0.13157894736842105,0.868421052631579,probe_country_service
SE,K-Root,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,47,47.0,3,landing_region_0051::landing_region_0512,0.9148936170212766,0.9574468085106382,1.0,1.4191503878204665,severe_corridor_observation_concentration,True,True,True,True,auditable,,15,11,1,0.9148936170212766,0.0851063829787234,probe_country_service
SG,K-Root,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,105,105.0,8,landing_region_0132::landing_region_0719,0.5238095238095238,0.6666666666666667,0.780952380952381,4.497244708226571,broad_corridor_observation_distribution,False,False,True,True,auditable,,28,11,1,0.02857142857142857,0.9714285714285714,probe_country_service
TW,K-Root,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,47,47.0,4,landing_region_0719::landing_region_1011,0.8297872340425532,0.9148936170212766,0.9574468085106382,1.883623223063423,severe_corridor_observation_concentration,True,True,True,True,auditable,,16,3,1,0.9574468085106383,0.0425531914893617,probe_country_service
US,K-Root,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,117,117.0,16,landing_region_0041::landing_region_0635,0.3504273504273504,0.5384615384615384,0.6068376068376068,8.91359147741721,broad_corridor_observation_distribution,False,False,True,True,auditable,,25,18,1,0.7264957264957265,0.27350427350427353,probe_country_service
ZA,K-Root,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,70,70.0,5,landing_region_0233::landing_region_0556,0.5,0.9142857142857144,0.9428571428571428,2.763190630779913,moderate_corridor_observation_concentration,True,True,True,True,auditable,,18,6,1,0.02857142857142857,0.9714285714285714,probe_country_service
