exact_landing_pair_id,landing_station_a_id,landing_station_a_name,landing_station_b_id,landing_station_b_name,corridor_id,corridor_label,candidate_scope,cable_count,cable_ids,cable_names,strict_parallel_candidate,strict_parallel_cable_pair_relationships
martin-valley-bc-canada::port-neville-bc-canada,martin-valley-bc-canada,"Martin Valley, BC, Canada",port-neville-bc-canada,"Port Neville, BC, Canada",landing_region_151157275ebf::landing_region_a68c77efa240,"Dryad Point, BC, Canada <-> Echo Bay, BC, Canada",inter_region,1,"[""connected-coast""]","[""Connected Coast""]",False,0
martin-valley-bc-canada::powell-river-bc-canada,martin-valley-bc-canada,"Martin Valley, BC, Canada",powell-river-bc-canada,"Powell River, BC, Canada",landing_region_151157275ebf::landing_region_ed5425cf5b7d,"Dryad Point, BC, Canada <-> Powell River, BC, Canada",inter_region,1,"[""connected-coast""]","[""Connected Coast""]",False,0
martin-valley-bc-canada::prince-rupert-bc-canada,martin-valley-bc-canada,"Martin Valley, BC, Canada",prince-rupert-bc-canada,"Prince Rupert, BC, Canada",landing_region_151157275ebf::landing_region_b8933f05bc99,"Dryad Point, BC, Canada <-> Ridley Island, BC, Canada",inter_region,1,"[""connected-coast""]","[""Connected Coast""]",False,0
martin-valley-bc-canada::pulteney-point-bc-canada,martin-valley-bc-canada,"Martin Valley, BC, Canada",pulteney-point-bc-canada,"Pulteney Point, BC, Canada",landing_region_151157275ebf::landing_region_7bdceaa19ebe,"Dryad Point, BC, Canada <-> Alert Bay, BC, Canada",inter_region,1,"[""connected-coast""]","[""Connected Coast""]",False,0
martin-valley-bc-canada::qualicum-beach-bc-canada,martin-valley-bc-canada,"Martin Valley, BC, Canada",qualicum-beach-bc-canada,"Qualicum Beach, BC, Canada",landing_region_151157275ebf::landing_region_4da2bf713882,"Dryad Point, BC, Canada <-> Bowser, BC, Canada",inter_region,1,"[""connected-coast""]","[""Connected Coast""]",False,0
martin-valley-bc-canada::quatsino-bc-canada,martin-valley-bc-canada,"Martin Valley, BC, Canada",quatsino-bc-canada,"Quatsino, BC, Canada",landing_region_151157275ebf::landing_region_649fb65d8e50,"Dryad Point, BC, Canada <-> Quatsino, BC, Canada",inter_region,1,"[""connected-coast""]","[""Connected Coast""]",False,0
martin-valley-bc-canada::queens-cove-bc-canada,martin-valley-bc-canada,"Martin Valley, BC, Canada",queens-cove-bc-canada,"Queens Cove, BC, Canada",landing_region_151157275ebf::landing_region_873dfa13253a,"Dryad Point, BC, Canada <-> Zeballos, BC, Canada",inter_region,1,"[""connected-coast""]","[""Connected Coast""]",False,0
martin-valley-bc-canada::refuge-cove-bc-canada,martin-valley-bc-canada,"Martin Valley, BC, Canada",refuge-cove-bc-canada,"Refuge Cove, BC, Canada",landing_region_151157275ebf::landing_region_8f0601374e44,"Dryad Point, BC, Canada <-> Whaletown, BC, Canada",inter_region,1,"[""connected-coast""]","[""Connected Coast""]",False,0
martin-valley-bc-canada::ridley-island-bc-canada,martin-valley-bc-canada,"Martin Valley, BC, Canada",ridley-island-bc-canada,"Ridley Island, BC, Canada",landing_region_151157275ebf::landing_region_b8933f05bc99,"Dryad Point, BC, Canada <-> Ridley Island, BC, Canada",inter_region,1,"[""connected-coast""]","[""Connected Coast""]",False,0
martin-valley-bc-canada::salmon-beach-bc-canada,martin-valley-bc-canada,"Martin Valley, BC, Canada",salmon-beach-bc-canada,"Salmon Beach, BC, Canada",landing_region_151157275ebf::landing_region_49c51c03c37a,"Dryad Point, BC, Canada <-> Toquaht Bay, BC, Canada",inter_region,1,"[""connected-coast""]","[""Connected Coast""]",False,0
martin-valley-bc-canada::saltery-bay-bc-canada,martin-valley-bc-canada,"Martin Valley, BC, Canada",saltery-bay-bc-canada,"Saltery Bay, BC, Canada",landing_region_151157275ebf::landing_region_ed5425cf5b7d,"Dryad Point, BC, Canada <-> Powell River, BC, Canada",inter_region,1,"[""connected-coast""]","[""Connected Coast""]",False,0
martin-valley-bc-canada::sarita-bc-canada,martin-valley-bc-canada,"Martin Valley, BC, Canada",sarita-bc-canada,"Sarita, BC, Canada",landing_region_151157275ebf::landing_region_49c51c03c37a,"Dryad Point, BC, Canada <-> Toquaht Bay, BC, Canada",inter_region,1,"[""connected-coast""]","[""Connected Coast""]",False,0
martin-valley-bc-canada::sayward-bc-canada,martin-valley-bc-canada,"Martin Valley, BC, Canada",sayward-bc-canada,"Sayward, BC, Canada",landing_region_151157275ebf::landing_region_d7320c9e337c,"Dryad Point, BC, Canada <-> Edith Point, BC, Canada",inter_region,1,"[""connected-coast""]","[""Connected Coast""]",False,0
martin-valley-bc-canada::scarlett-point-bc-canada,martin-valley-bc-canada,"Martin Valley, BC, Canada",scarlett-point-bc-canada,"Scarlett Point, BC, Canada",landing_region_151157275ebf::landing_region_6bc3964522a7,"Dryad Point, BC, Canada <-> Pine Island, BC, Canada",inter_region,1,"[""connected-coast""]","[""Connected Coast""]",False,0
martin-valley-bc-canada::seaford-bc-canada,martin-valley-bc-canada,"Martin Valley, BC, Canada",seaford-bc-canada,"Seaford, BC, Canada",landing_region_151157275ebf::landing_region_8f0601374e44,"Dryad Point, BC, Canada <-> Whaletown, BC, Canada",inter_region,1,"[""connected-coast""]","[""Connected Coast""]",False,0
martin-valley-bc-canada::shawl-bay-bc-canada,martin-valley-bc-canada,"Martin Valley, BC, Canada",shawl-bay-bc-canada,"Shawl Bay, BC, Canada",landing_region_151157275ebf::landing_region_16bdf83d6c5a,"Dryad Point, BC, Canada <-> Kingcome Inlet, BC, Canada",inter_region,1,"[""connected-coast""]","[""Connected Coast""]",False,0
martin-valley-bc-canada::shearwater-bc-canada,martin-valley-bc-canada,"Martin Valley, BC, Canada",shearwater-bc-canada,"Shearwater, BC, Canada",landing_region_151157275ebf::landing_region_151157275ebf,"Dryad Point, BC, Canada intra-region",intra_landing_region,1,"[""connected-coast""]","[""Connected Coast""]",False,0
martin-valley-bc-canada::smith-island-bc-canada,martin-valley-bc-canada,"Martin Valley, BC, Canada",smith-island-bc-canada,"Smith Island, BC, Canada",landing_region_151157275ebf::landing_region_b8933f05bc99,"Dryad Point, BC, Canada <-> Ridley Island, BC, Canada",inter_region,1,"[""connected-coast""]","[""Connected Coast""]",False,0
martin-valley-bc-canada::snaw-naw-as-bc-canada,martin-valley-bc-canada,"Martin Valley, BC, Canada",snaw-naw-as-bc-canada,"Snaw-naw-as, BC, Canada",landing_region_151157275ebf::landing_region_70abce74b352,"Dryad Point, BC, Canada <-> Snaw-naw-as, BC, Canada",inter_region,1,"[""connected-coast""]","[""Connected Coast""]",False,0
martin-valley-bc-canada::squirrel-cove-bc-canada,martin-valley-bc-canada,"Martin Valley, BC, Canada",squirrel-cove-bc-canada,"Squirrel Cove, BC, Canada",landing_region_151157275ebf::landing_region_8f0601374e44,"Dryad Point, BC, Canada <-> Whaletown, BC, Canada",inter_region,1,"[""connected-coast""]","[""Connected Coast""]",False,0
martin-valley-bc-canada::stories-beach-bc-canada,martin-valley-bc-canada,"Martin Valley, BC, Canada",stories-beach-bc-canada,"Stories Beach, BC, Canada",landing_region_151157275ebf::landing_region_8f0601374e44,"Dryad Point, BC, Canada <-> Whaletown, BC, Canada",inter_region,1,"[""connected-coast""]","[""Connected Coast""]",False,0
martin-valley-bc-canada::surge-narrows-bc-canada,martin-valley-bc-canada,"Martin Valley, BC, Canada",surge-narrows-bc-canada,"Surge Narrows, BC, Canada",landing_region_151157275ebf::landing_region_8f0601374e44,"Dryad Point, BC, Canada <-> Whaletown, BC, Canada",inter_region,1,"[""connected-coast""]","[""Connected Coast""]",False,0
martin-valley-bc-canada::tahsis-bc-canada,martin-valley-bc-canada,"Martin Valley, BC, Canada",tahsis-bc-canada,"Tahsis, BC, Canada",landing_region_151157275ebf::landing_region_873dfa13253a,"Dryad Point, BC, Canada <-> Zeballos, BC, Canada",inter_region,1,"[""connected-coast""]","[""Connected Coast""]",False,0
martin-valley-bc-canada::telegraph-cove-bc-canada,martin-valley-bc-canada,"Martin Valley, BC, Canada",telegraph-cove-bc-canada,"Telegraph Cove, BC, Canada",landing_region_151157275ebf::landing_region_7bdceaa19ebe,"Dryad Point, BC, Canada <-> Alert Bay, BC, Canada",inter_region,1,"[""connected-coast""]","[""Connected Coast""]",False,0
martin-valley-bc-canada::tlell-bc-canada,martin-valley-bc-canada,"Martin Valley, BC, Canada",tlell-bc-canada,"Tlell, BC, Canada",landing_region_151157275ebf::landing_region_37f0c7348ffb,"Dryad Point, BC, Canada <-> Tlell, BC, Canada",inter_region,1,"[""connected-coast""]","[""Connected Coast""]",False,0
martin-valley-bc-canada::tofino-bc-canada,martin-valley-bc-canada,"Martin Valley, BC, Canada",tofino-bc-canada,"Tofino, BC, Canada",landing_region_151157275ebf::landing_region_7384eefdc238,"Dryad Point, BC, Canada <-> Ahousat, BC, Canada",inter_region,1,"[""connected-coast""]","[""Connected Coast""]",False,0
martin-valley-bc-canada::tom-island-bc-canada,martin-valley-bc-canada,"Martin Valley, BC, Canada",tom-island-bc-canada,"Tom Island, BC, Canada",landing_region_151157275ebf::landing_region_9dcf572015d8,"Dryad Point, BC, Canada <-> Tom Island, BC, Canada",inter_region,1,"[""connected-coast""]","[""Connected Coast""]",False,0
martin-valley-bc-canada::toquaht-bay-bc-canada,martin-valley-bc-canada,"Martin Valley, BC, Canada",toquaht-bay-bc-canada,"Toquaht Bay, BC, Canada",landing_region_151157275ebf::landing_region_49c51c03c37a,"Dryad Point, BC, Canada <-> Toquaht Bay, BC, Canada",inter_region,1,"[""connected-coast""]","[""Connected Coast""]",False,0
martin-valley-bc-canada::uchucklesaht-bc-canada,martin-valley-bc-canada,"Martin Valley, BC, Canada",uchucklesaht-bc-canada,"Uchucklesaht, BC, Canada",landing_region_151157275ebf::landing_region_49c51c03c37a,"Dryad Point, BC, Canada <-> Toquaht Bay, BC, Canada",inter_region,1,"[""connected-coast""]","[""Connected Coast""]",False,0
martin-valley-bc-canada::ucluelet-bc-canada,martin-valley-bc-canada,"Martin Valley, BC, Canada",ucluelet-bc-canada,"Ucluelet, BC, Canada",landing_region_151157275ebf::landing_region_49c51c03c37a,"Dryad Point, BC, Canada <-> Toquaht Bay, BC, Canada",inter_region,1,"[""connected-coast""]","[""Connected Coast""]",False,0
martin-valley-bc-canada::van-anda-bc-canada,martin-valley-bc-canada,"Martin Valley, BC, Canada",van-anda-bc-canada,"Van Anda, BC, Canada",landing_region_10ed1e7f3a53::landing_region_151157275ebf,"Comox, BC, Canada <-> Dryad Point, BC, Canada",inter_region,1,"[""connected-coast""]","[""Connected Coast""]",False,0
martin-valley-bc-canada::vancouver-bc-canada,martin-valley-bc-canada,"Martin Valley, BC, Canada",vancouver-bc-canada,"Vancouver, BC, Canada",landing_region_151157275ebf::landing_region_94c53aa4a6d7,"Dryad Point, BC, Canada <-> Vancouver, BC, Canada",inter_region,1,"[""connected-coast""]","[""Connected Coast""]",False,0
martin-valley-bc-canada::whaletown-bc-canada,martin-valley-bc-canada,"Martin Valley, BC, Canada",whaletown-bc-canada,"Whaletown, BC, Canada",landing_region_151157275ebf::landing_region_8f0601374e44,"Dryad Point, BC, Canada <-> Whaletown, BC, Canada",inter_region,1,"[""connected-coast""]","[""Connected Coast""]",False,0
martin-valley-bc-canada::williams-beach-bc-canada,martin-valley-bc-canada,"Martin Valley, BC, Canada",williams-beach-bc-canada,"Williams Beach, BC, Canada",landing_region_10ed1e7f3a53::landing_region_151157275ebf,"Comox, BC, Canada <-> Dryad Point, BC, Canada",inter_region,1,"[""connected-coast""]","[""Connected Coast""]",False,0
martin-valley-bc-canada::winter-harbour-bc-canada,martin-valley-bc-canada,"Martin Valley, BC, Canada",winter-harbour-bc-canada,"Winter Harbour, BC, Canada",landing_region_151157275ebf::landing_region_649fb65d8e50,"Dryad Point, BC, Canada <-> Quatsino, BC, Canada",inter_region,1,"[""connected-coast""]","[""Connected Coast""]",False,0
martin-valley-bc-canada::wuikinuxv-bc-canada,martin-valley-bc-canada,"Martin Valley, BC, Canada",wuikinuxv-bc-canada,"Wuikinuxv, BC, Canada",landing_region_151157275ebf::landing_region_8cf800cc8073,"Dryad Point, BC, Canada <-> Duncanby, BC, Canada",inter_region,1,"[""connected-coast""]","[""Connected Coast""]",False,0
martin-valley-bc-canada::yuquot-bc-canada,martin-valley-bc-canada,"Martin Valley, BC, Canada",yuquot-bc-canada,"Yuquot, BC, Canada",landing_region_151157275ebf::landing_region_6ab1017fdc2f,"Dryad Point, BC, Canada <-> Gold River, BC, Canada",inter_region,1,"[""connected-coast""]","[""Connected Coast""]",False,0
martin-valley-bc-canada::zeballos-bc-canada,martin-valley-bc-canada,"Martin Valley, BC, Canada",zeballos-bc-canada,"Zeballos, BC, Canada",landing_region_151157275ebf::landing_region_873dfa13253a,"Dryad Point, BC, Canada <-> Zeballos, BC, Canada",inter_region,1,"[""connected-coast""]","[""Connected Coast""]",False,0
maruyama-japan::mersing-malaysia,maruyama-japan,"Maruyama, Japan",mersing-malaysia,"Mersing, Malaysia",landing_region_e2bda68c9220::landing_region_ea9847129f13,"Mersing, Malaysia <-> Maruyama, Japan",inter_region,1,"[""asia-submarine-cable-express-asecahaya-malaysia""]","[""Asia Submarine-cable Express (ASE)/Cahaya Malaysia""]",False,0
maruyama-japan::morro-bay-ca-united-states,maruyama-japan,"Maruyama, Japan",morro-bay-ca-united-states,"Morro Bay, CA, United States",landing_region_3233aab99cbd::landing_region_ea9847129f13,"San Luis Obispo, CA, United States <-> Maruyama, Japan",inter_region,1,"[""e2a""]","[""E2A""]",False,0
maruyama-japan::nanhui-china,maruyama-japan,"Maruyama, Japan",nanhui-china,"Nanhui, China",landing_region_6de47797807a::landing_region_ea9847129f13,"Lingang, China <-> Maruyama, Japan",inter_region,2,"[""asia-pacific-gateway-apg"", ""new-cross-pacific-ncp-cable-system""]","[""Asia Pacific Gateway (APG)"", ""New Cross Pacific (NCP) Cable System""]",True,1
maruyama-japan::nasugbu-philippines,maruyama-japan,"Maruyama, Japan",nasugbu-philippines,"Nasugbu, Philippines",landing_region_71e1260196d0::landing_region_ea9847129f13,"Cavite, Philippines <-> Maruyama, Japan",inter_region,1,"[""candle""]","[""Candle""]",False,0
maruyama-japan::nedonna-beach-or-united-states,maruyama-japan,"Maruyama, Japan",nedonna-beach-or-united-states,"Nedonna Beach, OR, United States",landing_region_904955a5f72e::landing_region_ea9847129f13,"Nedonna Beach, OR, United States <-> Maruyama, Japan",inter_region,1,"[""trans-pacific-express-tpe-cable-system""]","[""Trans-Pacific Express (TPE) Cable System""]",False,0
maruyama-japan::oxford-falls-nsw-australia,maruyama-japan,"Maruyama, Japan",oxford-falls-nsw-australia,"Oxford Falls, NSW, Australia",landing_region_58084817cbe7::landing_region_ea9847129f13,"Paddington, NSW, Australia <-> Maruyama, Japan",inter_region,1,"[""australia-japan-cable-ajc""]","[""Australia-Japan Cable (AJC)""]",False,0
maruyama-japan::pacific-city-or-united-states,maruyama-japan,"Maruyama, Japan",pacific-city-or-united-states,"Pacific City, OR, United States",landing_region_ea9847129f13::landing_region_f4fe0a11d2d7,"Maruyama, Japan <-> Pacific City, OR, United States",inter_region,1,"[""new-cross-pacific-ncp-cable-system""]","[""New Cross Pacific (NCP) Cable System""]",False,0
maruyama-japan::paddington-nsw-australia,maruyama-japan,"Maruyama, Japan",paddington-nsw-australia,"Paddington, NSW, Australia",landing_region_58084817cbe7::landing_region_ea9847129f13,"Paddington, NSW, Australia <-> Maruyama, Japan",inter_region,1,"[""australia-japan-cable-ajc""]","[""Australia-Japan Cable (AJC)""]",False,0
maruyama-japan::qingdao-china,maruyama-japan,"Maruyama, Japan",qingdao-china,"Qingdao, China",landing_region_b7d24fbff960::landing_region_ea9847129f13,"Qingdao, China <-> Maruyama, Japan",inter_region,1,"[""trans-pacific-express-tpe-cable-system""]","[""Trans-Pacific Express (TPE) Cable System""]",False,0
maruyama-japan::quy-nhon-vietnam,maruyama-japan,"Maruyama, Japan",quy-nhon-vietnam,"Quy Nhon, Vietnam",landing_region_6a0cd51cccf9::landing_region_ea9847129f13,"Quy Nhon, Vietnam <-> Maruyama, Japan",inter_region,1,"[""asia-direct-cable-adc""]","[""Asia Direct Cable (ADC)""]",False,0
maruyama-japan::sedili-malaysia,maruyama-japan,"Maruyama, Japan",sedili-malaysia,"Sedili, Malaysia",landing_region_c0c3cfced92c::landing_region_ea9847129f13,"Sedili, Malaysia <-> Maruyama, Japan",inter_region,1,"[""candle""]","[""Candle""]",False,0
maruyama-japan::shantou-china,maruyama-japan,"Maruyama, Japan",shantou-china,"Shantou, China",landing_region_c3dc1f9caa32::landing_region_ea9847129f13,"Shantou, China <-> Maruyama, Japan",inter_region,1,"[""asia-direct-cable-adc""]","[""Asia Direct Cable (ADC)""]",False,0
maruyama-japan::shima-japan,maruyama-japan,"Maruyama, Japan",shima-japan,"Shima, Japan",landing_region_d77c3f65b5a6::landing_region_ea9847129f13,"Shima, Japan <-> Maruyama, Japan",inter_region,3,"[""asia-pacific-gateway-apg"", ""australia-japan-cable-ajc"", ""jupiter""]","[""Asia Pacific Gateway (APG)"", ""Australia-Japan Cable (AJC)"", ""JUPITER""]",True,3
maruyama-japan::songkhla-thailand,maruyama-japan,"Maruyama, Japan",songkhla-thailand,"Songkhla, Thailand",landing_region_04269067e649::landing_region_ea9847129f13,"Songkhla, Thailand <-> Maruyama, Japan",inter_region,1,"[""asia-pacific-gateway-apg""]","[""Asia Pacific Gateway (APG)""]",False,0
maruyama-japan::sriracha-thailand,maruyama-japan,"Maruyama, Japan",sriracha-thailand,"Sriracha, Thailand",landing_region_b8a30afb11ed::landing_region_ea9847129f13,"Sriracha, Thailand <-> Maruyama, Japan",inter_region,1,"[""asia-direct-cable-adc""]","[""Asia Direct Cable (ADC)""]",False,0
maruyama-japan::tanguisson-point-guam,maruyama-japan,"Maruyama, Japan",tanguisson-point-guam,"Tanguisson Point, Guam",landing_region_bc6c664daa8f::landing_region_ea9847129f13,"Alupang, Guam <-> Maruyama, Japan",inter_region,1,"[""australia-japan-cable-ajc""]","[""Australia-Japan Cable (AJC)""]",False,0
maruyama-japan::tanshui-taiwan,maruyama-japan,"Maruyama, Japan",tanshui-taiwan,"Tanshui, Taiwan",landing_region_3362110f86da::landing_region_ea9847129f13,"Pa Li, Taiwan <-> Maruyama, Japan",inter_region,1,"[""trans-pacific-express-tpe-cable-system""]","[""Trans-Pacific Express (TPE) Cable System""]",False,0
maruyama-japan::tomakomai-japan,maruyama-japan,"Maruyama, Japan",tomakomai-japan,"Tomakomai, Japan",landing_region_20f4475c4813::landing_region_ea9847129f13,"Tomakomai, Japan <-> Maruyama, Japan",inter_region,1,"[""e2a""]","[""E2A""]",False,0
maruyama-japan::toucheng-taiwan,maruyama-japan,"Maruyama, Japan",toucheng-taiwan,"Toucheng, Taiwan",landing_region_8eebb9f0ec75::landing_region_ea9847129f13,"Toucheng, Taiwan <-> Maruyama, Japan",inter_region,4,"[""asia-pacific-gateway-apg"", ""candle"", ""e2a"", ""new-cross-pacific-ncp-cable-system""]","[""Asia Pacific Gateway (APG)"", ""Candle"", ""E2A"", ""New Cross Pacific (NCP) Cable System""]",True,6
maruyama-japan::tseung-kwan-o-china,maruyama-japan,"Maruyama, Japan",tseung-kwan-o-china,"Tseung Kwan O, China",landing_region_319252418c1f::landing_region_ea9847129f13,"Deep Water Bay, China <-> Maruyama, Japan",inter_region,2,"[""asia-pacific-gateway-apg"", ""asia-submarine-cable-express-asecahaya-malaysia""]","[""Asia Pacific Gateway (APG)"", ""Asia Submarine-cable Express (ASE)/Cahaya Malaysia""]",True,1
maruyama-japan::tuas-singapore,maruyama-japan,"Maruyama, Japan",tuas-singapore,"Tuas, Singapore",landing_region_d0ecf913edd7::landing_region_ea9847129f13,"Katong, Singapore <-> Maruyama, Japan",inter_region,1,"[""asia-direct-cable-adc""]","[""Asia Direct Cable (ADC)""]",False,0
maruyama-japan::tumon-bay-guam,maruyama-japan,"Maruyama, Japan",tumon-bay-guam,"Tumon Bay, Guam",landing_region_bc6c664daa8f::landing_region_ea9847129f13,"Alupang, Guam <-> Maruyama, Japan",inter_region,1,"[""australia-japan-cable-ajc""]","[""Australia-Japan Cable (AJC)""]",False,0
masbate-city-philippines::milagros-philippines,masbate-city-philippines,"Masbate City, Philippines",milagros-philippines,"Milagros, Philippines",landing_region_366ebb1c106b::landing_region_5cf0b30d1e13,"Palanas, Philippines <-> Bulan, Philippines",inter_region,1,"[""converge-domestic-submarine-cable-network-cdscn""]","[""Converge Domestic Submarine Cable Network (CDSCN)""]",False,0
masbate-city-philippines::naga-philippines,masbate-city-philippines,"Masbate City, Philippines",naga-philippines,"Naga, Philippines",landing_region_568e54040a5c::landing_region_5cf0b30d1e13,"Talisay, Philippines <-> Bulan, Philippines",inter_region,1,"[""converge-domestic-submarine-cable-network-cdscn""]","[""Converge Domestic Submarine Cable Network (CDSCN)""]",False,0
masbate-city-philippines::nasugbu-philippines,masbate-city-philippines,"Masbate City, Philippines",nasugbu-philippines,"Nasugbu, Philippines",landing_region_5cf0b30d1e13::landing_region_71e1260196d0,"Bulan, Philippines <-> Cavite, Philippines",inter_region,1,"[""pldt-domestic-fiber-optic-network-dfon""]","[""PLDT Domestic Fiber Optic Network (DFON)""]",False,0
masbate-city-philippines::ormoc-philippines,masbate-city-philippines,"Masbate City, Philippines",ormoc-philippines,"Ormoc, Philippines",landing_region_00c458c2b5c8::landing_region_5cf0b30d1e13,"Palompon, Philippines <-> Bulan, Philippines",inter_region,2,"[""converge-domestic-submarine-cable-network-cdscn"", ""pldt-domestic-fiber-optic-network-dfon""]","[""Converge Domestic Submarine Cable Network (CDSCN)"", ""PLDT Domestic Fiber Optic Network (DFON)""]",True,1
masbate-city-philippines::ozamiz-city-philippines,masbate-city-philippines,"Masbate City, Philippines",ozamiz-city-philippines,"Ozamiz City, Philippines",landing_region_5cf0b30d1e13::landing_region_85aed312acd2,"Bulan, Philippines <-> Ozamiz City, Philippines",inter_region,1,"[""pldt-domestic-fiber-optic-network-dfon""]","[""PLDT Domestic Fiber Optic Network (DFON)""]",False,0
masbate-city-philippines::pasacao-philippines,masbate-city-philippines,"Masbate City, Philippines",pasacao-philippines,"Pasacao, Philippines",landing_region_52a5bf9d3a78::landing_region_5cf0b30d1e13,"Pasacao, Philippines <-> Bulan, Philippines",inter_region,1,"[""converge-domestic-submarine-cable-network-cdscn""]","[""Converge Domestic Submarine Cable Network (CDSCN)""]",False,0
masbate-city-philippines::pinamalayan-philippines,masbate-city-philippines,"Masbate City, Philippines",pinamalayan-philippines,"Pinamalayan, Philippines",landing_region_5cf0b30d1e13::landing_region_f1cf3d89b00f,"Bulan, Philippines <-> Pinamalayan, Philippines",inter_region,1,"[""pldt-domestic-fiber-optic-network-dfon""]","[""PLDT Domestic Fiber Optic Network (DFON)""]",False,0
masbate-city-philippines::roxas-city-philippines,masbate-city-philippines,"Masbate City, Philippines",roxas-city-philippines,"Roxas City, Philippines",landing_region_5cf0b30d1e13::landing_region_73f9243dcd5b,"Bulan, Philippines <-> Roxas City, Philippines",inter_region,2,"[""converge-domestic-submarine-cable-network-cdscn"", ""pldt-domestic-fiber-optic-network-dfon""]","[""Converge Domestic Submarine Cable Network (CDSCN)"", ""PLDT Domestic Fiber Optic Network (DFON)""]",True,1
masbate-city-philippines::roxas-philippines,masbate-city-philippines,"Masbate City, Philippines",roxas-philippines,"Roxas, Philippines",landing_region_5cf0b30d1e13::landing_region_68949973e697,"Bulan, Philippines <-> Roxas, Philippines",inter_region,1,"[""converge-domestic-submarine-cable-network-cdscn""]","[""Converge Domestic Submarine Cable Network (CDSCN)""]",False,0
masbate-city-philippines::san-carlos-philippines,masbate-city-philippines,"Masbate City, Philippines",san-carlos-philippines,"San Carlos, Philippines",landing_region_523d74a2945b::landing_region_5cf0b30d1e13,"San Carlos, Philippines <-> Bulan, Philippines",inter_region,1,"[""converge-domestic-submarine-cable-network-cdscn""]","[""Converge Domestic Submarine Cable Network (CDSCN)""]",False,0
masbate-city-philippines::san-juan-philippines,masbate-city-philippines,"Masbate City, Philippines",san-juan-philippines,"San Juan, Philippines",landing_region_5cf0b30d1e13::landing_region_85b85b02a38f,"Bulan, Philippines <-> Batangas, Philippines",inter_region,1,"[""converge-domestic-submarine-cable-network-cdscn""]","[""Converge Domestic Submarine Cable Network (CDSCN)""]",False,0
masbate-city-philippines::san-remigio-philippines,masbate-city-philippines,"Masbate City, Philippines",san-remigio-philippines,"San Remigio, Philippines",landing_region_5cf0b30d1e13::landing_region_73d583aa73b2,"Bulan, Philippines <-> San Remigio, Philippines",inter_region,1,"[""converge-domestic-submarine-cable-network-cdscn""]","[""Converge Domestic Submarine Cable Network (CDSCN)""]",False,0
masbate-city-philippines::tagbilaran-philippines,masbate-city-philippines,"Masbate City, Philippines",tagbilaran-philippines,"Tagbilaran, Philippines",landing_region_5cf0b30d1e13::landing_region_e0e5e838eb99,"Bulan, Philippines <-> Tagbilaran, Philippines",inter_region,1,"[""converge-domestic-submarine-cable-network-cdscn""]","[""Converge Domestic Submarine Cable Network (CDSCN)""]",False,0
masbate-city-philippines::talisay-city-philippines,masbate-city-philippines,"Masbate City, Philippines",talisay-city-philippines,"Talisay City, Philippines",landing_region_5cf0b30d1e13::landing_region_65dc35728215,"Bulan, Philippines <-> Leganes, Philippines",inter_region,1,"[""converge-domestic-submarine-cable-network-cdscn""]","[""Converge Domestic Submarine Cable Network (CDSCN)""]",False,0
masbate-city-philippines::taytay-philippines,masbate-city-philippines,"Masbate City, Philippines",taytay-philippines,"Taytay, Philippines",landing_region_51f1c48ed3a8::landing_region_5cf0b30d1e13,"Taytay, Philippines <-> Bulan, Philippines",inter_region,1,"[""converge-domestic-submarine-cable-network-cdscn""]","[""Converge Domestic Submarine Cable Network (CDSCN)""]",False,0
masbate-city-philippines::toledo-philippines,masbate-city-philippines,"Masbate City, Philippines",toledo-philippines,"Toledo, Philippines",landing_region_568e54040a5c::landing_region_5cf0b30d1e13,"Talisay, Philippines <-> Bulan, Philippines",inter_region,1,"[""converge-domestic-submarine-cable-network-cdscn""]","[""Converge Domestic Submarine Cable Network (CDSCN)""]",False,0
masohi-indonesia::namlea-indonesia,masohi-indonesia,"Masohi, Indonesia",namlea-indonesia,"Namlea, Indonesia",landing_region_8e7917fa5d03::landing_region_f52e46805bb2,"Masohi, Indonesia <-> Namlea, Indonesia",inter_region,1,"[""smpcs-packet-1""]","[""SMPCS Packet-1""]",False,0
masohi-indonesia::sanana-indonesia,masohi-indonesia,"Masohi, Indonesia",sanana-indonesia,"Sanana, Indonesia",landing_region_32cbc5c69cb4::landing_region_8e7917fa5d03,"Sanana, Indonesia <-> Masohi, Indonesia",inter_region,1,"[""smpcs-packet-1""]","[""SMPCS Packet-1""]",False,0
masohi-indonesia::sofifi-indonesia,masohi-indonesia,"Masohi, Indonesia",sofifi-indonesia,"Sofifi, Indonesia",landing_region_159d1e38b2b5::landing_region_8e7917fa5d03,"Tidore, Indonesia <-> Masohi, Indonesia",inter_region,1,"[""smpcs-packet-1""]","[""SMPCS Packet-1""]",False,0
masohi-indonesia::sorong-indonesia,masohi-indonesia,"Masohi, Indonesia",sorong-indonesia,"Sorong, Indonesia",landing_region_8e7917fa5d03::landing_region_fe9ec1b6a8ea,"Masohi, Indonesia <-> Sorong, Indonesia",inter_region,1,"[""smpcs-packet-1""]","[""SMPCS Packet-1""]",False,0
masohi-indonesia::ternate-indonesia,masohi-indonesia,"Masohi, Indonesia",ternate-indonesia,"Ternate, Indonesia",landing_region_159d1e38b2b5::landing_region_8e7917fa5d03,"Tidore, Indonesia <-> Masohi, Indonesia",inter_region,1,"[""smpcs-packet-1""]","[""SMPCS Packet-1""]",False,0
