landing_region_id,landing_region_label,landing_station_count,region_diameter_km,configured_maximum_diameter_km,diameter_within_configured_maximum,configured_radius_km,diameter_within_configured_radius,region_assignment_methods,landing_station_ids
landing_region_3996aeca3c5e,"Perth, WA, Australia",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""perth-wa-australia""]"
landing_region_39a017a0671d,"Conil de la Frontera, Spain",2,26.934640264576867,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""conil-de-la-frontera-spain"", ""zahara-de-los-atunes-spain""]"
landing_region_39bf558d0a9a,"Winter Harbour, BC, Canada",3,23.31226403641843,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""holberg-bc-canada"", ""kains-island-bc-canada"", ""winter-harbour-bc-canada""]"
landing_region_39f1629dcefb,"Hithadhoo, Maldives",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""hithadhoo-maldives""]"
landing_region_3a5e19f503ba,"Petropavlovsk-Kamchatsky, Russia",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""petropavlovsk-kamchatsky-russia""]"
landing_region_3a6575387387,"Annaba, Algeria",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""annaba-algeria""]"
landing_region_3a8375414218,"Sainte Marie, Réunion",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""sainte-marie-runion""]"
landing_region_3a991c05745c,"Waialua, HI, United States",2,12.604555261950484,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""keawaula-hi-united-states"", ""waialua-hi-united-states""]"
landing_region_3ac9da776834,"Limbe, Cameroon",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""limbe-cameroon""]"
landing_region_3b187c75ac78,"Dumai, Indonesia",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""dumai-indonesia""]"
landing_region_3b5d19c387a5,"Juruti, Brazil",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""juruti-brazil""]"
landing_region_3b64f12b5328,"Northport, NY, United States",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""northport-ny-united-states""]"
landing_region_3b78cd501ed9,"Sri Vijaya Puram, India",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""sri-vijaya-puram-india""]"
landing_region_3b96281acedd,"Alofi, Niue",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""alofi-niue""]"
landing_region_3b9c13427ecf,"Okhotskoe, Russia",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""okhotskoe-russia""]"
landing_region_3b9f734578b9,"Uarini, Brazil",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""uarini-brazil""]"
landing_region_3c1d75eedfbd,"Funafuti, Tuvalu",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""funafuti-tuvalu""]"
landing_region_3c46303905df,"Cacique, Dominican Republic",2,0.06489701442995992,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""cacique-dominican-republic"", ""haina-dominican-republic""]"
landing_region_3c83e7337745,"Serwaru, Indonesia",2,10.644312690300536,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""serwaru-indonesia"", ""tiakur-indonesia""]"
landing_region_3c901b8ed5c3,"Nopigeia, Greece",2,26.218334045057063,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""chania-greece"", ""nopigeia-greece""]"
landing_region_3c99e4792a25,"Stavsnas, Sweden",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""stavsnas-sweden""]"
landing_region_3d0216bd425c,"Patti, Italy",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""patti-italy""]"
landing_region_3d1043917494,"Tobruk, Libya",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""tobruk-libya""]"
landing_region_3d8052a560f6,"Ilyinskoye, Russia",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""ilyinskoye-russia""]"
landing_region_3d94d1c98c16,"Näsby, Sweden",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""nsby-sweden""]"
landing_region_3e31fa94835d,"Takesung, Indonesia",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""takesung-indonesia""]"
landing_region_3e66a317c0e3,"Port Grenaugh, Isle of Man",5,23.655759813558333,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""douglas-isle-of-man"", ""groudle-bay-isle-of-man"", ""peel-isle-of-man"", ""port-erin-isle-of-man"", ""port-grenaugh-isle-of-man""]"
landing_region_3e7b4a85e943,"Pentaskhinos, Cyprus",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""pentaskhinos-cyprus""]"
landing_region_3e8a591932e8,"Kaimana, Indonesia",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""kaimana-indonesia""]"
landing_region_3eb4f4d89687,"Hamnäs, Finland",3,21.223929430843093,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""hamns-finland"", ""mariehamn-finland"", ""skatrarna-finland""]"
landing_region_3eb56c664582,"Suro, Guinea-Bissau",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""suro-guinea-bissau""]"
landing_region_3ee19f69866b,"Luanda, Angola",2,15.612635832314544,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""cacuaco-angola"", ""luanda-angola""]"
landing_region_3ef708e5dbea,"Kilchatten Bay, United Kingdom",8,26.22844351055946,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""ardbeg-point-united-kingdom"", ""ardneil-bay-united-kingdom"", ""ardyne-point-united-kingdom"", ""corrie-united-kingdom"", ""down-craig-united-kingdom"", ""kilchatten-bay-united-kingdom"", ""largs-united-kingdom"", ""portachur-point-united-kingdom""]"
landing_region_3f2eb808de43,"Luna, Philippines",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""luna-philippines""]"
landing_region_3f5e2b5e2386,"Budai, Taiwan",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""budai-taiwan""]"
landing_region_3fa611bf7ec5,"Ilo, Peru",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""ilo-peru""]"
landing_region_3ff4b2c55259,"Aeng Batu Batu, Indonesia",2,21.46717045808834,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""aeng-batu-batu-indonesia"", ""makassar-indonesia""]"
landing_region_40338bdcfbb7,"Tripoli, Lebanon",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""tripoli-lebanon""]"
landing_region_4037b26e0c1d,"Mandurah, WA, Australia",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""mandurah-wa-australia""]"
landing_region_406441f9d079,"Tchoima, Congo, Dem. Rep.",2,7.022084210478929,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""kasenyi-congo-dem-rep-"", ""tchoima-congo-dem-rep-""]"
landing_region_408d7085b44b,"Bizerte, Tunisia",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""bizerte-tunisia""]"
landing_region_409dec2490bf,"Igiugig, AK, United States",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""igiugig-ak-united-states""]"
landing_region_40cb50bc733e,"Esbjerg, Denmark",3,21.30517132939409,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""endrup-denmark"", ""esbjerg-denmark"", ""fano-denmark""]"
landing_region_40e6b90529a0,"Tjele, Denmark",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""tjele-denmark""]"
landing_region_40f2aeaaf215,"Santa Isabel do Rio Negro, Brazil",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""santa-isabel-do-rio-negro-brazil""]"
landing_region_4152cf6e5b87,"Banjul, Gambia",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""banjul-gambia""]"
landing_region_415a31d03a7b,"Topolobampo, Mexico",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""topolobampo-mexico""]"
landing_region_4273adf95dba,"São Miguel, Portugal",2,0.718679566974991,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""ponta-delgada-portugal"", ""so-miguel-portugal""]"
landing_region_4273ca45823c,"Oona River, BC, Canada",2,20.681397083986358,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""kitkatla-bc-canada"", ""oona-river-bc-canada""]"
landing_region_427f751cf9c3,"Valverde, Canary Islands, Spain",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""valverde-canary-islands-spain""]"
landing_region_42ecadcd855e,"Oshima, Japan",2,25.67396148095623,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""oshima-japan"", ""toshima-japan""]"
landing_region_42f8a71551cf,"Fresh Creek, Bahamas",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""fresh-creek-bahamas""]"
landing_region_43406e56a30d,"Rarotonga, Cook Islands",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""rarotonga-cook-islands""]"
landing_region_4352ed1ae85d,"Nahariyya, Israel",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""nahariyya-israel""]"
landing_region_43739e073274,"Toco, Trinidad and Tobago",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""toco-trinidad-and-tobago""]"
landing_region_43ba1599282d,"Óbidos, Brazil",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""bidos-brazil""]"
landing_region_43beb9566ca1,"Natuna, Indonesia",2,26.032063197211702,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""natuna-indonesia"", ""ranai-indonesia""]"
landing_region_43d026e6950b,"Brega, Libya",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""brega-libya""]"
landing_region_443f465b9a9a,"Saint-Louis, Guadeloupe",2,29.178473858439567,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""saint-louis-guadeloupe"", ""terre-de-haut-guadeloupe""]"
landing_region_444dc0e269ed,"Puerto Cabello, Venezuela",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""puerto-cabello-venezuela""]"
landing_region_446243f7e5f0,"Tocopilla, Chile",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""tocopilla-chile""]"
landing_region_44881e2261b3,"Almeirim, Brazil",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""almeirim-brazil""]"
landing_region_449d489865b0,"Puerto Limon, Costa Rica",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""puerto-limon-costa-rica""]"
landing_region_44c1453a4e71,"Bacong, Philippines",3,20.79310787311463,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""bacong-philippines"", ""dumaguete-philippines"", ""zamboanguita-philippines""]"
landing_region_44c320047513,"Kårstø, Norway",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""krst-norway""]"
landing_region_44d3dc4efb7d,"Graciosa, Portugal",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""graciosa-portugal""]"
landing_region_44e270aeb18c,"Melkbosstrand, South Africa",3,25.23608020049121,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""cape-town-south-africa"", ""duynefontein-south-africa"", ""melkbosstrand-south-africa""]"
landing_region_45006012853f,"Lecce, Italy",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""lecce-italy""]"
landing_region_452f717586f4,"Murdeira, Cape Verde",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""murdeira-cape-verde""]"
landing_region_4550aebfadcc,"Scarborough, United Kingdom",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""scarborough-united-kingdom""]"
landing_region_45e459de87a3,"Bozyazi, Turkey",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""bozyazi-turkey""]"
landing_region_45eacf2160e8,"Ijmuiden, Netherlands",3,15.602004747630474,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""beverwijk-netherlands"", ""ijmuiden-netherlands"", ""zandvoort-netherlands""]"
landing_region_460056ab6568,"Gahdhoo, Maldives",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""gahdhoo-maldives""]"
landing_region_465d1b4e7da4,"Mt. Lavinia, Sri Lanka",3,11.978188131466744,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""colombo-sri-lanka"", ""mt-lavinia-sri-lanka"", ""ratmalana-sri-lanka""]"
landing_region_466f092d0a6e,"Fort Amador, Panama",3,3.6802051969283456,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""balboa-panama"", ""fort-amador-panama"", ""panama-city-panama""]"
landing_region_46875403cb1a,"Wuikinuxv, BC, Canada",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""wuikinuxv-bc-canada""]"
landing_region_469fde7d6ed3,"Corfu, Greece",4,14.963997717543538,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""aethos-greece"", ""corfu-greece"", ""kokkini-greece"", ""kontokali-greece""]"
landing_region_46d8d15f91e3,"Dalian, China",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""dalian-china""]"
landing_region_47389671a1ce,"Kangiqsualujjuaq, QC, Canada",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""kangiqsualujjuaq-qc-canada""]"
landing_region_47675850637a,"Luganville, Vanuatu",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""luganville-vanuatu""]"
landing_region_47a0fd0a55e7,"Naknek, AK, United States",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""naknek-ak-united-states""]"
landing_region_47af17c54e44,"Schoelcher, Martinique",2,2.437128674082748,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""le-lamentin-martinique"", ""schoelcher-martinique""]"
landing_region_47cd509d1110,"Lae, Papua New Guinea",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""lae-papua-new-guinea""]"
landing_region_4804c09e35d9,"Ciudad Lázaro Cárdenas, Mexico",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""ciudad-lzaro-crdenas-mexico""]"
landing_region_48065bfc061a,"Bangaram, India",2,13.181872904384935,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""agatti-india"", ""bangaram-india""]"
landing_region_4828b3140997,"Kikori, Papua New Guinea",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""kikori-papua-new-guinea""]"
landing_region_4829ebf8ae5c,"Ustica, Italy",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""ustica-italy""]"
landing_region_4858370e721c,"Thinadhoo, Maldives",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""thinadhoo-maldives""]"
landing_region_487741c75de6,"Pachi, Greece",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""pachi-greece""]"
landing_region_487ef2039a69,"Merauke, Indonesia",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""merauke-indonesia""]"
landing_region_48aec3674c25,"Conference, Grenada",2,26.23372722105674,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""conference-grenada"", ""point-salines-grenada""]"
landing_region_48c5f53ca951,"Wakatobi, Indonesia",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""wakatobi-indonesia""]"
landing_region_48d68ac11ac8,"Telegraph Cove, BC, Canada",5,27.560854361728282,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""alert-bay-bc-canada"", ""harbledown-island-bc-canada"", ""hyde-creek-bc-canada"", ""mitchell-bay-bc-canada"", ""telegraph-cove-bc-canada""]"
landing_region_4902d01cb35c,"Georgetown, Guyana",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""georgetown-guyana""]"
landing_region_497961b49f44,"False Pass, AK, United States",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""false-pass-ak-united-states""]"
landing_region_498054ccd10e,"Korakia, Greece",2,19.260758071153717,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""heraklion-greece"", ""korakia-greece""]"
landing_region_4a0f15ed646c,"Novo Airão, Brazil",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""novo-airo-brazil""]"
landing_region_4a1972e240f9,"Salalah, Oman",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""salalah-oman""]"
landing_region_4a25316cf3d1,"Tubuai, French Polynesia",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""tubuai-french-polynesia""]"
landing_region_4a305adf53fa,"Dzhubga, Russia",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""dzhubga-russia""]"
landing_region_4a3d114cc67a,"Filicudi Porto, Italy",2,19.26386465233398,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""alicudi-porto-italy"", ""filicudi-porto-italy""]"
landing_region_4aa1b46f5eb4,"Balchik, Bulgaria",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""balchik-bulgaria""]"
landing_region_4acb5842315f,"Alotau, Papua New Guinea",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""alotau-papua-new-guinea""]"
landing_region_4b188f8b0733,"Morant Point, Jamaica",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""morant-point-jamaica""]"
landing_region_4b81514e2b1d,"Cordova, AK, United States",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""cordova-ak-united-states""]"
landing_region_4b8b4bd56b51,"Akita, Japan",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""akita-japan""]"
landing_region_4b8d21b59484,"Chisasibi, QC, Canada",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""chisasibi-qc-canada""]"
landing_region_4bed2fd698ea,"Galway, Ireland",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""galway-ireland""]"
landing_region_4c7edcf225ea,"Eight-Mile Rock, Bahamas",2,7.036767459792057,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""eight-mile-rock-bahamas"", ""hawksbill-bahamas""]"
landing_region_4c98cf0b911d,"Hirara, Japan",2,9.919467618342711,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""gusukube-japan"", ""hirara-japan""]"
landing_region_4d0aa9fbe6f5,"St. Martins, NB, Canada",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""st-martins-nb-canada""]"
landing_region_4d0efd9bb45b,"Lurin, Peru",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""lurin-peru""]"
landing_region_4d2f894c056a,"Togiak, AK, United States",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""togiak-ak-united-states""]"
landing_region_4da5bad1fa4e,"Kitadaito, Japan",2,13.031552586604576,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""kitadaito-japan"", ""minamidaito-japan""]"
landing_region_4dc2204794ee,"Ngeremlengui, Palau",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""ngeremlengui-palau""]"
landing_region_4e13a0776c8a,"Amderma, Russia",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""amderma-russia""]"
landing_region_4efd45ab6dbb,"Levanzo, Italy",2,23.538712210761474,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""levanzo-italy"", ""marettimo-italy""]"
landing_region_4f0748349571,"Kungsbacka, Sweden",2,11.159369822220407,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""kungsbacka-sweden"", ""lerkil-sweden""]"
landing_region_4f5be9e5d0fa,"Veracruz, Mexico",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""veracruz-mexico""]"
landing_region_4f8c56121405,"Mossbank, United Kingdom",4,17.690224846219195,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""burravoe-united-kingdom"", ""mossbank-united-kingdom"", ""skelberry-united-kingdom"", ""symbister-united-kingdom""]"
landing_region_4f8f07f01c4b,"Fomboni Moheli, Comoros",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""fomboni-moheli-comoros""]"
landing_region_4fb50772c612,"Kingcome Inlet, BC, Canada",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""kingcome-inlet-bc-canada""]"
landing_region_4fbdd90d0c7a,"Boat Bluff, BC, Canada",2,5.699109355595524,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""boat-bluff-bc-canada"", ""klemtu-bc-canada""]"
landing_region_4fe0b19faba5,"Sitio, Brazil",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""sitio-brazil""]"
landing_region_500e5328b192,"Pointe-Noire, Congo, Rep.",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""pointe-noire-congo-rep-""]"
landing_region_50541c12c3a2,"Johnstone Point, AK, United States",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""johnstone-point-ak-united-states""]"
landing_region_5060ce7a6a86,"Hoonah, AK, United States",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""hoonah-ak-united-states""]"
landing_region_5067eb8d0563,"Kwa Ibo, Nigeria",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""kwa-ibo-nigeria""]"
landing_region_508245093782,"Puerto Plata, Dominican Republic",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""puerto-plata-dominican-republic""]"
landing_region_50c26b062998,"Zafarana, Egypt",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""zafarana-egypt""]"
landing_region_5103f7b42b55,"Vitória, Brazil",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""vitria-brazil""]"
landing_region_5113b57f1083,"Praia Grande, Brazil",2,10.044887812736754,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""praia-grande-brazil"", ""santos-brazil""]"
landing_region_5121a0752084,"Barcelos, Brazil",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""barcelos-brazil""]"
landing_region_51738c738daf,"Herlandsvika, Norway",2,21.813828277787895,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""herlandsvika-norway"", ""lesund-norway""]"
landing_region_5189c565469c,"Manacapuru, Brazil",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""manacapuru-brazil""]"
landing_region_51f1c48ed3a8,"Taytay, Philippines",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""taytay-philippines""]"
landing_region_52093edc7f01,"Singaraja, Indonesia",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""singaraja-indonesia""]"
landing_region_52366bd33e7d,"Santander, Spain",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""santander-spain""]"
landing_region_523d74a2945b,"San Carlos, Philippines",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""san-carlos-philippines""]"
landing_region_52655e0dc23a,"Nahodka, Russia",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""nahodka-russia""]"
landing_region_5277949f58ed,"Santa Maria do Boiaçu, Brazil",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""santa-maria-do-boiau-brazil""]"
landing_region_52a2ab278ecf,"Saint-Pierre, Saint Pierre and Miquelon",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""saint-pierre-saint-pierre-and-miquelon""]"
landing_region_52a5bf9d3a78,"Pasacao, Philippines",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""pasacao-philippines""]"
landing_region_52dd2b32e785,"Tebingtinggi Island, Indonesia",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""tebingtinggi-island-indonesia""]"
landing_region_530fd95ed1fa,"Sochi, Russia",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""sochi-russia""]"
landing_region_539acf8519ac,"Kuujjuaq, QC, Canada",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""kuujjuaq-qc-canada""]"
landing_region_53e5f8f3326f,"La Línea, Spain",3,25.984825396395426,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""gibraltar-gibraltar"", ""la-lnea-spain"", ""manilva-spain""]"
landing_region_53f6f144f3ed,"Korsor, Denmark",2,22.135971200900368,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""korsor-denmark"", ""nybor-denmark""]"
landing_region_5468180dba9a,"TotalEnergies Tyra, Denmark",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""totalenergies-tyra-denmark""]"
landing_region_54abe52a9aed,"Hemnesberget, Norway",3,25.94866911760076,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""hemnesberget-norway"", ""mo-i-rana-norway"", ""utskarpen-norway""]"
landing_region_54df44679988,"Al Hudaydah, Yemen",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""al-hudaydah-yemen""]"
landing_region_54f9d6b44a8a,"Danang, Vietnam",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""danang-vietnam""]"
landing_region_5524694c9ae5,"Dar Es Salaam, Tanzania",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""dar-es-salaam-tanzania""]"
landing_region_5551a5c50b2e,"Beira, Mozambique",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""beira-mozambique""]"
landing_region_5631d1801aee,"Tallinn, Estonia",2,27.20131501505897,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""meremisa-estonia"", ""tallinn-estonia""]"
landing_region_56435274248d,"Fair Isle, United Kingdom",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""fair-isle-united-kingdom""]"
