landing_region_id,landing_region_label,landing_station_count,region_diameter_km,configured_maximum_diameter_km,diameter_within_configured_maximum,configured_radius_km,diameter_within_configured_radius,region_assignment_methods,landing_station_ids
landing_region_004115a5edfc,"Klaipeda, Lithuania",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""klaipeda-lithuania""]"
landing_region_0074f164da96,"Mumbai, India",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""mumbai-india""]"
landing_region_00988b1e1ee9,"Preveza, Greece",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""preveza-greece""]"
landing_region_009c537762f0,"Dongyin, Taiwan",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""dongyin-taiwan""]"
landing_region_00c458c2b5c8,"Palompon, Philippines",2,24.12529489628604,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""ormoc-philippines"", ""palompon-philippines""]"
landing_region_00d4cd5b696d,"Kalemie, Congo, Dem. Rep.",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""kalemie-congo-dem-rep-""]"
landing_region_010aeea39f91,"Banyu Urip, Indonesia",3,14.698825174469448,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""banyu-urip-indonesia"", ""gresik-indonesia"", ""surabaya-indonesia""]"
landing_region_0154ac1fee30,"Tripoli, Libya",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""tripoli-libya""]"
landing_region_016097ac5724,"Tympaki, Greece",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""tympaki-greece""]"
landing_region_01613167ddff,"Pulau Perhentian Kecil, Malaysia",3,23.72427666357425,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""kampung-raja-malaysia"", ""pulau-perhentian-besar-malaysia"", ""pulau-perhentian-kecil-malaysia""]"
landing_region_018bcce81392,"Borba, Brazil",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""borba-brazil""]"
landing_region_018ed5849946,"Sao Tome, Sao Tome and Principe",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""sao-tome-sao-tome-and-principe""]"
landing_region_026bb6041f11,"Hachijo, Japan",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""hachijo-japan""]"
landing_region_02cd140ae638,"Teluk, Indonesia",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""teluk-indonesia""]"
landing_region_03018c62011c,"Yate, New Caledonia",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""yate-new-caledonia""]"
landing_region_03056283037d,"Ventotene, Italy",2,2.2657194917307044,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""santo-stefano-italy"", ""ventotene-italy""]"
landing_region_0369c5ba2c1c,"Cumaná, Venezuela",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""cuman-venezuela""]"
landing_region_0389fb1be871,"Havelet Bay, Guernsey",4,9.699872414780316,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""havelet-bay-guernsey"", ""lancresse-bay-guernsey"", ""pembroke-guernsey"", ""saints-bay-guernsey""]"
landing_region_03a3c4467b7e,"Nome, AK, United States",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""nome-ak-united-states""]"
landing_region_03b120eb3dc3,"Sape, Indonesia",2,25.84943577733942,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""bima-indonesia"", ""sape-indonesia""]"
landing_region_04269067e649,"Songkhla, Thailand",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""songkhla-thailand""]"
landing_region_04462a045ffd,"Bastia, France",2,12.150996802159359,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""bastia-france"", ""st-florent-france""]"
landing_region_047255f97e15,"Boca Raton, FL, United States",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""boca-raton-fl-united-states""]"
landing_region_04a5b4bc2547,"Gallows Bay, Bonaire, Sint Eustatius and Saba",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""gallows-bay-bonaire-sint-eustatius-and-saba""]"
landing_region_04cd51c6609e,"Puger, Indonesia",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""puger-indonesia""]"
landing_region_04d22ee1208c,"Genoa, Italy",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""genoa-italy""]"
landing_region_04d7ac3b394e,"Uvira, Congo, Dem. Rep.",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""uvira-congo-dem-rep-""]"
landing_region_05364bcc7756,"Salmon Beach, BC, Canada",4,15.171265679294097,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""macoah-bc-canada"", ""salmon-beach-bc-canada"", ""toquaht-bay-bc-canada"", ""ucluelet-bc-canada""]"
landing_region_0540c8f10892,"Little Andaman, India",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""little-andaman-india""]"
landing_region_0575a17deb36,"Rørvik, Norway",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""rrvik-norway""]"
landing_region_057e600cacb0,"Teriberka, Russia",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""teriberka-russia""]"
landing_region_0595a7175b82,"Ardmair, United Kingdom",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""ardmair-united-kingdom""]"
landing_region_05a5445633a9,"Al Khobar, Saudi Arabia",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""al-khobar-saudi-arabia""]"
landing_region_05d4f4227b7d,"Ithaafushi, Maldives",3,25.086725317980605,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""ithaafushi-maldives"", ""maafushi-maldives"", ""male-maldives""]"
landing_region_063bd0144968,"Berbera, Somalia",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""berbera-somalia""]"
landing_region_06879a622368,"Le Porge, France",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""le-porge-france""]"
landing_region_069f1cd0a78f,"Tainan, Taiwan",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""tainan-taiwan""]"
landing_region_06c447394fa3,"Hollis, AK, United States",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""hollis-ak-united-states""]"
landing_region_06ebfe063016,"Juelsminde, Denmark",2,16.73653687869383,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""bogense-denmark"", ""juelsminde-denmark""]"
landing_region_0712d7194ee9,"Kwakiutl (Cluxewe), BC, Canada",3,26.01293496970785,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""kwakiutl-cluxewe-bc-canada"", ""port-hardy-bc-canada"", ""pulteney-point-bc-canada""]"
landing_region_071eb1b3f10e,"Holyhead, United Kingdom",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""holyhead-united-kingdom""]"
landing_region_0740197af8d6,"Åheim, Norway",2,11.237857907897883,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""heim-norway"", ""lefdal-norway""]"
landing_region_077347b14027,"Telisai, Brunei",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""telisai-brunei""]"
landing_region_07c15c5c24ef,"Calatrava, Philippines",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""calatrava-philippines""]"
landing_region_07e9af2eb3bc,"Skagway, AK, United States",2,25.834276447592284,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""haines-ak-united-states"", ""skagway-ak-united-states""]"
landing_region_08a3e371f791,"Bosaso, Somalia",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""bosaso-somalia""]"
landing_region_08ab5d7ae73f,"Wilhelmshaven, Germany",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""wilhelmshaven-germany""]"
landing_region_08d221ee162c,"Clinton, WA, United States",5,17.918066980149657,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""clinton-wa-united-states"", ""everett-wa-united-states"", ""harbour-pointe-wa-united-states"", ""hat-island-wa-united-states"", ""maxwelton-wa-united-states""]"
landing_region_08ea81d123b5,"Marseille, France",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""marseille-france""]"
landing_region_09a4b76c28fd,"Saltcoats, United Kingdom",2,13.223461511143569,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""saltcoats-united-kingdom"", ""troon-united-kingdom""]"
landing_region_09d9f94c7c1e,"Virginia Beach, VA, United States",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""virginia-beach-va-united-states""]"
landing_region_0a23cb1a9825,"Agats, Indonesia",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""agats-indonesia""]"
landing_region_0aad7a62a2dd,"Emmonak, AK, United States",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""emmonak-ak-united-states""]"
landing_region_0b004886b275,"Four Mile Bluff, TAS, Australia",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""four-mile-bluff-tas-australia""]"
landing_region_0b676cdd6a2f,"Daru, Papua New Guinea",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""daru-papua-new-guinea""]"
landing_region_0b7d560eb3a4,"Butedale, BC, Canada",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""butedale-bc-canada""]"
landing_region_0ba1e701e841,"Calama, Brazil",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""calama-brazil""]"
landing_region_0c15d757fbf1,"Fakfak, Indonesia",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""fakfak-indonesia""]"
landing_region_0c8f4b828bc1,"Nkusi, Uganda",2,2.2496935191362177,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""mpeefu-uganda"", ""nkusi-uganda""]"
landing_region_0caa39fe96fb,"Hosan-ri, South Korea",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""hosan-ri-south-korea""]"
landing_region_0d09ac541ea3,"Pascagoula, MS, United States",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""pascagoula-ms-united-states""]"
landing_region_0d0cb3061e77,"Västervik, Sweden",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""vstervik-sweden""]"
landing_region_0d3014bb0110,"Stories Beach, BC, Canada",3,26.449257864136086,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""campbell-river-bc-canada"", ""stories-beach-bc-canada"", ""williams-beach-bc-canada""]"
landing_region_0df733c8cc48,"Terceira, Portugal",2,3.100309533505431,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""angra-do-heroismo-portugal"", ""terceira-portugal""]"
landing_region_0e28c31e8be5,"Byxelkrok, Sweden",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""byxelkrok-sweden""]"
landing_region_0e4787536c66,"Blackpool, United Kingdom",2,18.109236322157468,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""blackpool-united-kingdom"", ""southport-united-kingdom""]"
landing_region_0e48eef92d58,"Kota Mappi, Indonesia",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""kota-mappi-indonesia""]"
landing_region_0e8cc04df97e,"Kosrae, Micronesia",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""kosrae-micronesia""]"
landing_region_0e9a6c8bd7c7,"Batangas, Philippines",2,14.508444762911608,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""batangas-philippines"", ""ilijan-philippines""]"
landing_region_0f0b029fba92,"Pantelleria, Italy",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""pantelleria-italy""]"
landing_region_0f2b14d1a949,"Pangai, Tonga",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""pangai-tonga""]"
landing_region_0f9020acdf6d,"Yanbu, Saudi Arabia",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""yanbu-saudi-arabia""]"
landing_region_100e61a37e48,"Opitsat, BC, Canada",3,17.559871620592663,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""ahousat-bc-canada"", ""opitsat-bc-canada"", ""tofino-bc-canada""]"
landing_region_102c216bece2,"Tobishima, Japan",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""tobishima-japan""]"
landing_region_107a6a151862,"Bawean, Indonesia",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""bawean-indonesia""]"
landing_region_1099873094e8,"Kihelkonna, Estonia",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""kihelkonna-estonia""]"
landing_region_10c60941f915,"Puerto Barrios, Guatemala",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""puerto-barrios-guatemala""]"
landing_region_10d7a648d4c7,"Kuujjuarapik, QC, Canada",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""kuujjuarapik-qc-canada""]"
landing_region_1122d8a42574,"Belmont, United Kingdom",2,2.9685920316458256,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""belmont-united-kingdom"", ""gutcher-united-kingdom""]"
landing_region_114013c4fcb1,"Cayman Brac, Cayman Islands",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""cayman-brac-cayman-islands""]"
landing_region_1154e3e5aa4d,"Laeso, Denmark",4,27.827707614457484,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""laeso-denmark"", ""lyngsa-denmark"", ""saeby-denmark"", ""vestero-denmark""]"
landing_region_1159954a018c,"Brean, United Kingdom",2,8.33470582374175,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""brean-united-kingdom"", ""highbridge-united-kingdom""]"
landing_region_1183642a8ac8,"Petit Perello, France",2,5.923936279178004,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""petit-perello-france"", ""port-nl-france""]"
landing_region_1188870205d8,"Koko Head, HI, United States",3,15.69101885575185,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""hawaii-kai-hi-united-states"", ""kailua-hi-united-states"", ""koko-head-hi-united-states""]"
landing_region_119199debf2f,"Itacoatiara, Brazil",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""itacoatiara-brazil""]"
landing_region_11a5fc08eb7a,"Caticlan, Philippines",3,13.206451026115753,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""boracay-philippines"", ""caticlan-philippines"", ""nabas-philippines""]"
landing_region_11d566e903fb,"Fortune, NL, Canada",2,22.64924094268694,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""fortune-nl-canada"", ""lamaline-nl-canada""]"
landing_region_120f0473048e,"Leverburgh, United Kingdom",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""leverburgh-united-kingdom""]"
landing_region_12508b392901,"Wawonii, Indonesia",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""wawonii-indonesia""]"
landing_region_12580b6090cf,"Ouzinkie, AK, United States",2,15.876164524441279,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""kodiak-ak-united-states"", ""ouzinkie-ak-united-states""]"
landing_region_12a650616015,"Beculuk, Indonesia",3,29.95971876462394,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""beculuk-indonesia"", ""benculuk-indonesia"", ""muncar-indonesia""]"
landing_region_12b2e61408d0,"Banjarmasin, Indonesia",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""banjarmasin-indonesia""]"
landing_region_12c9297fad4a,"Hoxa, United Kingdom",6,28.052268477887242,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""ayre-of-cara-united-kingdom"", ""hoxa-united-kingdom"", ""linksness-united-kingdom"", ""quoyness-united-kingdom"", ""sandgarth-united-kingdom"", ""weddel-united-kingdom""]"
landing_region_1307ca77141a,"Belém do Solimões, Brazil",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""belm-do-solimes-brazil""]"
landing_region_135de26fe470,"Varna, Bulgaria",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""varna-bulgaria""]"
landing_region_1392e3aea9b8,"Fujairah, United Arab Emirates",2,7.8278218718646455,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""fujairah-united-arab-emirates"", ""kalba-united-arab-emirates""]"
landing_region_13c15dac5ae6,"Estepona, Spain",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""estepona-spain""]"
landing_region_13c1d3ee6ea6,"Jeneponto, Indonesia",2,18.54086309122628,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""bulobulo-indonesia"", ""jeneponto-indonesia""]"
landing_region_13c1ea8ba7b1,"Farosund, Sweden",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""farosund-sweden""]"
landing_region_13f0185f23a2,"Santo Antônio do Içá, Brazil",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""santo-antnio-do-i-brazil""]"
landing_region_148bfc2cedd8,"Cold Bay, AK, United States",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""cold-bay-ak-united-states""]"
landing_region_1497f5544d8d,"Hanko, Finland",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""hanko-finland""]"
landing_region_149acfcae34c,"Melbourne, VIC, Australia",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""melbourne-vic-australia""]"
landing_region_14c442056a92,"Bitra, India",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""bitra-india""]"
landing_region_14c60694a35c,"Carúpano, Venezuela",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""carpano-venezuela""]"
landing_region_14db368b2428,"Halul Island, Qatar",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""halul-island-qatar""]"
landing_region_150b225bb130,"Cirebon, Indonesia",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""cirebon-indonesia""]"
landing_region_153f3e8597de,"Lannion, France",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""lannion-france""]"
landing_region_154d18c0be92,"Punta Cana, Dominican Republic",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""punta-cana-dominican-republic""]"
landing_region_1567ae98e3c2,"Nuuk, Greenland",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""nuuk-greenland""]"
landing_region_159d1e38b2b5,"Tidore, Indonesia",3,23.25348531169866,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""sofifi-indonesia"", ""ternate-indonesia"", ""tidore-indonesia""]"
landing_region_15b0069bdd24,"Sungailiat, Indonesia",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""sungailiat-indonesia""]"
landing_region_15bd93313ef3,"Baie-Mahault, Guadeloupe",2,4.142665630593908,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""baie-mahault-guadeloupe"", ""pointe-a-pitre-guadeloupe""]"
landing_region_16217d497d23,"Toulon, France",2,4.917376114422293,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""la-seyne-france"", ""toulon-france""]"
landing_region_16498428a563,"Telde, Spain",7,26.542919850076117,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""aguimes-canary-islands-spain"", ""el-goro-canary-islands-spain"", ""gran-canaria-canary-islands-spain"", ""las-palmas-spain"", ""piedra-santa-spain"", ""tarahales-spain"", ""telde-spain""]"
landing_region_1649b24cd0e3,"Whanganui, New Zealand",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""whanganui-new-zealand""]"
landing_region_164e038b4e26,"Maasin, Philippines",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""maasin-philippines""]"
landing_region_16506ee61a44,"Medan, Indonesia",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""medan-indonesia""]"
landing_region_16857eb815f2,"Sylt, Germany",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""sylt-germany""]"
landing_region_168e07afedf0,"Norsup, Vanuatu",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""norsup-vanuatu""]"
landing_region_16a2258926e6,"Lingao, China",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""lingao-china""]"
landing_region_173727a59ebb,"Djibouti City, Djibouti",2,2.769777475581511,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""djibouti-city-djibouti"", ""haramous-djibouti""]"
landing_region_173aea2d0d24,"Vila do Porto, Portugal",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""vila-do-porto-portugal""]"
landing_region_174c23aac651,"Port Gentil, Gabon",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""port-gentil-gabon""]"
landing_region_178fa09e5c0a,"Salluit, QC, Canada",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""salluit-qc-canada""]"
landing_region_17b79965bab0,"Curuá, Brazil",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""curu-brazil""]"
landing_region_17bde3b21644,"Puerto Saavedra, Chile",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""puerto-saavedra-chile""]"
landing_region_17f0858c5f8b,"Saint Paul, Réunion",2,6.6981042746024615,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""le-port-runion"", ""saint-paul-runion""]"
landing_region_182973d551ac,"Kremasti, Greece",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""kremasti-greece""]"
landing_region_1844c51ad2db,"Kota Kinabalu, Malaysia",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""kota-kinabalu-malaysia""]"
landing_region_18a3556fcc96,"Bangga, Indonesia",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""bangga-indonesia""]"
landing_region_18c7bc334ebe,"Ibaraki, Japan",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""ibaraki-japan""]"
landing_region_190feb72677f,"Mazatlán, Mexico",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""mazatln-mexico""]"
landing_region_192d23342e5f,"Tel Aviv, Israel",3,21.278756503409134,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""herzeliyya-israel"", ""rishon-lezion-israel"", ""tel-aviv-israel""]"
landing_region_1940abfea478,"Larsen Bay, AK, United States",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""larsen-bay-ak-united-states""]"
landing_region_1a00bf1d418e,"Bilbao, Spain",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""bilbao-spain""]"
landing_region_1a00f6adc575,"Duncan Town, Bahamas",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""duncan-town-bahamas""]"
landing_region_1a2486160a2b,"Gustavus, AK, United States",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""gustavus-ak-united-states""]"
landing_region_1a3ed4fe187f,"Kawaihae, HI, United States",3,24.247736590338608,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""kawaihae-hi-united-states"", ""kohala-hi-united-states"", ""spencer-beach-hi-united-states""]"
landing_region_1a4049df1b14,"Paraparaumu, New Zealand",2,7.759347643150938,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""paraparaumu-new-zealand"", ""waikanae-new-zealand""]"
landing_region_1a418f57bf9f,"Capri Strand, Sweden",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""capri-strand-sweden""]"
landing_region_1a7bd9b543d8,"Ashkelon, Israel",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""ashkelon-israel""]"
landing_region_1ad4dd854de2,"Praia, Cape Verde",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""praia-cape-verde""]"
landing_region_1b1af8bd92ae,"Akutan, AK, United States",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""akutan-ak-united-states""]"
landing_region_1b3a8d836a7d,"Karachi, Pakistan",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""karachi-pakistan""]"
landing_region_1b785e127311,"Syros, Greece",4,24.695302028312078,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""ermoupoli-greece"", ""marlas-greece"", ""syros-greece"", ""tinos-greece""]"
landing_region_1c12bbea2f36,"Borbby Strandbad, Sweden",2,24.44640289994004,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""borbby-strandbad-sweden"", ""ystad-sweden""]"
landing_region_1c2d4f32ae54,"Ambon, Indonesia",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""ambon-indonesia""]"
landing_region_1c4e1ee6b405,"Labuha, Indonesia",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""labuha-indonesia""]"
landing_region_1c77d928c2ce,"Comox, BC, Canada",2,24.376372815652477,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""comox-bc-canada"", ""hornby-island-bc-canada""]"
landing_region_1c9649b61aa0,"Freeport, TX, United States",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""freeport-tx-united-states""]"
landing_region_1c9f39986bc3,"Nasugbu, Philippines",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""nasugbu-philippines""]"
landing_region_1ce0b85cd8b9,"Uto, Sweden",2,17.823777848456178,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""nynashamn-sweden"", ""uto-sweden""]"
landing_region_1cece50a3587,"Suva, Fiji",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""suva-fiji""]"
landing_region_1d01824555bd,"Yaren, Nauru",1,0.0,30.0,True,30.0,True,"[""diameter_limited_complete_link_greedy""]","[""yaren-nauru""]"
