landing_station_id,landing_station_name,landing_region_id,landing_region_label,latitude,longitude,region_assignment_method
aasiaat-greenland,"Aasiaat, Greenland",landing_region_a8f5ceccf79f,"Aasiaat, Greenland",68.70697200462038,-52.85911683438676,diameter_limited_complete_link_greedy
aberdeen-united-kingdom,"Aberdeen, United Kingdom",landing_region_bc8cb7972e5f,"Aberdeen, United Kingdom",57.15381999999989,-2.106789,diameter_limited_complete_link_greedy
abidjan-cte-divoire,"Abidjan, Côte d'Ivoire",landing_region_bed1f90b1b26,"Abidjan, Côte d'Ivoire",5.323518612555771,-4.026241271803983,diameter_limited_complete_link_greedy
abu-dhabi-united-arab-emirates,"Abu Dhabi, United Arab Emirates",landing_region_1ef38be3b39c,"Abu Dhabi, United Arab Emirates",24.44378591321795,54.41888334074638,diameter_limited_complete_link_greedy
abu-talat-egypt,"Abu Talat, Egypt",landing_region_64a572f9238e,"Abu Talat, Egypt",31.071848731738037,29.702494600068096,diameter_limited_complete_link_greedy
accra-ghana,"Accra, Ghana",landing_region_2e263771884f,"Accra, Ghana",5.558283401661053,-0.201097497196668,diameter_limited_complete_link_greedy
achnaba-united-kingdom,"Achnaba, United Kingdom",landing_region_76cb6de7f2af,"Ardbeg Point, United Kingdom",56.019419800771715,-5.365791104104307,diameter_limited_complete_link_greedy
addenbroke-island-bc-canada,"Addenbroke Island, BC, Canada",landing_region_8cf800cc8073,"Duncanby, BC, Canada",51.60320130299947,-127.86370028877155,diameter_limited_complete_link_greedy
adelaide-sa-australia,"Adelaide, SA, Australia",landing_region_b204db5c9fda,"Adelaide, SA, Australia",-34.926102000000434,138.5998839999997,diameter_limited_complete_link_greedy
aden-yemen,"Aden, Yemen",landing_region_b429bd3f3caf,"Aden, Yemen",12.800683889023277,45.0335384269116,diameter_limited_complete_link_greedy
aeng-batu-batu-indonesia,"Aeng Batu Batu, Indonesia",landing_region_3ff4b2c55259,"Aeng Batu Batu, Indonesia",-5.343255863481059,119.3846441249859,diameter_limited_complete_link_greedy
aethos-greece,"Aethos, Greece",landing_region_03407a16cda6,"Corfu, Greece",39.683615198996556,20.01544924229398,diameter_limited_complete_link_greedy
afu-brazil,"Afuá, Brazil",landing_region_6bf3fe2e7221,"Afuá, Brazil",-0.157127594999777,-50.388308309999694,diameter_limited_complete_link_greedy
agat-guam,"Agat, Guam",landing_region_bc6c664daa8f,"Alupang, Guam",13.385309999999615,144.65753000000052,diameter_limited_complete_link_greedy
agats-indonesia,"Agats, Indonesia",landing_region_0a23cb1a9825,"Agats, Indonesia",-5.53562932769966,138.12136310762435,diameter_limited_complete_link_greedy
