country,msm_id,file_name,total_mappable_segments,total_observation_mass,unique_corridors_observed,top1_corridor_id,top1_corridor_share,top2_corridor_share,top3_corridor_share,corridor_entropy,corridor_normalized_entropy,effective_corridor_count,corridor_concentration_tier,is_corridor_concentrated,auditable_corridor_concentration,sufficient_corridor_observation,auditable_paper_case,observation_sufficiency_reason,failed_thresholds,unique_probes,unique_probe_asns,unique_measurements_or_targets,domestic_segment_share,international_segment_share,analysis_scope
LC,5010,dns-root_b-root_msm5010_20260701T000000Z_010000Z.json,4,4.0,12,landing_region_47af17c54e44::landing_region_588e014b726d,0.125,0.25,0.375,2.4260151319598084,0.9763003097789544,11.31370849898476,broad_corridor_observation_distribution,False,False,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",2,2,1,0.5,0.5,transition_near_country
LK,5010,dns-root_b-root_msm5010_20260701T000000Z_010000Z.json,8,8.0,2,landing_region_465d1b4e7da4::landing_region_d0ecf913edd7,0.625,1.0,1.0,0.6615632381579821,0.954434002924965,1.9378192408783848,moderate_corridor_observation_concentration,True,False,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes","minimum_mappable_segments,minimum_unique_probes",7,4,1,0.0,1.0,transition_near_country
ME,5010,dns-root_b-root_msm5010_20260701T000000Z_010000Z.json,1,1.0,1,landing_region_7adde3db3d0d::landing_region_ac34543a7a05,1.0,1.0,1.0,-0.0,0.0,1.0,severe_corridor_observation_concentration,True,False,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,1,1.0,0.0,transition_near_country
MM,5010,dns-root_b-root_msm5010_20260701T000000Z_010000Z.json,2,2.0,1,landing_region_a314ea9d2330::landing_region_d0ecf913edd7,1.0,1.0,1.0,-0.0,0.0,1.0,severe_corridor_observation_concentration,True,False,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",2,2,1,0.0,1.0,transition_near_country
MP,5010,dns-root_b-root_msm5010_20260701T000000Z_010000Z.json,1,1.0,2,landing_region_3602b9b9f277::landing_region_a13562362d3c,0.5,1.0,1.0,0.6931471805599453,1.0,2.0,moderate_corridor_observation_concentration,True,False,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,1,0.0,1.0,transition_near_country
MT,5010,dns-root_b-root_msm5010_20260701T000000Z_010000Z.json,15,15.0,3,landing_region_9e2ae58b14d4::landing_region_9e3a5ff856b9,0.8,0.9333333333333333,1.0,0.6277052571971504,0.5713619478607342,1.8733068857244586,severe_corridor_observation_concentration,True,False,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",9,2,1,0.8,0.2,transition_near_country
MV,5010,dns-root_b-root_msm5010_20260701T000000Z_010000Z.json,5,5.0,2,landing_region_3e5f0fe5028c::landing_region_d0ecf913edd7,0.8,1.0,1.0,0.5004024235381879,0.7219280948873623,1.6493848884661177,severe_corridor_observation_concentration,True,False,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",5,2,1,0.0,1.0,transition_near_country
MX,5010,dns-root_b-root_msm5010_20260701T000000Z_010000Z.json,2,2.0,1,landing_region_0c894d5ef6d3::landing_region_2899c8b816f4,1.0,1.0,1.0,-0.0,0.0,1.0,severe_corridor_observation_concentration,True,False,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",2,2,1,0.0,1.0,transition_near_country
MY,5010,dns-root_b-root_msm5010_20260701T000000Z_010000Z.json,17,16.999999999999996,6,landing_region_d0ecf913edd7::landing_region_d5376611ccce,0.9411764705882353,0.9529411764705882,0.9647058823529412,0.31839089444431,0.1776973415865259,1.374913602287442,severe_corridor_observation_concentration,True,False,False,False,insufficient_minimum_mappable_segments,minimum_mappable_segments,17,11,1,0.0,1.0,transition_near_country
NC,5010,dns-root_b-root_msm5010_20260701T000000Z_010000Z.json,6,6.0,1,landing_region_3563aa191965::landing_region_58084817cbe7,1.0,1.0,1.0,-0.0,0.0,1.0,severe_corridor_observation_concentration,True,False,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",5,2,1,0.0,1.0,transition_near_country
NG,5010,dns-root_b-root_msm5010_20260701T000000Z_010000Z.json,5,5.0,3,landing_region_30beda532e6f::landing_region_c88b92706e9c,0.6,0.8,1.0,0.9502705392332347,0.8649735207179272,2.586409289858933,moderate_corridor_observation_concentration,True,False,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes","minimum_mappable_segments,minimum_unique_probes",5,4,1,0.0,1.0,transition_near_country
NL,5010,dns-root_b-root_msm5010_20260701T000000Z_010000Z.json,300,300.0,1,landing_region_120836cdab0e::landing_region_35391ab448ed,1.0,1.0,1.0,-0.0,0.0,1.0,severe_corridor_observation_concentration,True,True,True,True,auditable,,287,53,1,0.0,1.0,transition_near_country
NO,5010,dns-root_b-root_msm5010_20260701T000000Z_010000Z.json,51,51.00000000000001,40,landing_region_2f1f6d8f7ce5::landing_region_d514e04d4eb8,0.1895424836601307,0.3366013071895425,0.3954248366013072,2.941501471560088,0.7973970166684757,18.944269250304693,broad_corridor_observation_distribution,False,False,True,True,auditable,,36,15,1,0.980392156862745,0.019607843137254898,transition_near_country
NU,5010,dns-root_b-root_msm5010_20260701T000000Z_010000Z.json,1,1.0,1,landing_region_0601a73acabb::landing_region_3b96281acedd,1.0,1.0,1.0,-0.0,0.0,1.0,severe_corridor_observation_concentration,True,False,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,0,1,0.0,1.0,transition_near_country
NZ,5010,dns-root_b-root_msm5010_20260701T000000Z_010000Z.json,117,117.0,12,landing_region_58084817cbe7::landing_region_64abd2b76b5b,0.18803418803418803,0.37606837606837606,0.5256410256410257,2.176175011578048,0.8757572489750101,8.812533870377102,broad_corridor_observation_distribution,False,False,True,True,auditable,,65,14,1,0.5299145299145299,0.4700854700854701,transition_near_country
PA,5010,dns-root_b-root_msm5010_20260701T000000Z_010000Z.json,5,5.0,4,landing_region_0c894d5ef6d3::landing_region_9e23da50dbe5,0.4,0.8,0.9,1.193549604098133,0.860964047443681,3.298769776932235,moderate_corridor_observation_concentration,True,False,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes","minimum_mappable_segments,minimum_unique_probes",4,4,1,0.4,0.6,transition_near_country
PE,5010,dns-root_b-root_msm5010_20260701T000000Z_010000Z.json,8,8.0,1,landing_region_0c894d5ef6d3::landing_region_4d0efd9bb45b,1.0,1.0,1.0,-0.0,0.0,1.0,severe_corridor_observation_concentration,True,False,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes","minimum_mappable_segments,minimum_unique_probes",8,4,1,0.0,1.0,transition_near_country
PG,5010,dns-root_b-root_msm5010_20260701T000000Z_010000Z.json,1,1.0,1,landing_region_58084817cbe7::landing_region_a4275bfd77b7,1.0,1.0,1.0,-0.0,0.0,1.0,severe_corridor_observation_concentration,True,False,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,1,0.0,1.0,transition_near_country
PH,5010,dns-root_b-root_msm5010_20260701T000000Z_010000Z.json,79,79.0,50,landing_region_71e1260196d0::landing_region_85b85b02a38f,0.4899939722724533,0.5722724532851116,0.6545509342977698,2.0838882350115577,0.5326881340217194,8.035652756343667,broad_corridor_observation_distribution,False,False,True,True,auditable,,43,23,1,0.6455696202531646,0.35443037974683544,transition_near_country
PR,5010,dns-root_b-root_msm5010_20260701T000000Z_010000Z.json,3,3.0,2,landing_region_0c894d5ef6d3::landing_region_222235fff376,0.5,1.0,1.0,0.6931471805599453,1.0,2.0,moderate_corridor_observation_concentration,True,False,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",3,2,1,0.0,1.0,transition_near_country
PT,5010,dns-root_b-root_msm5010_20260701T000000Z_010000Z.json,35,35.0,4,landing_region_1a00bf1d418e::landing_region_c88b92706e9c,0.6571428571428571,0.8571428571428572,0.9714285714285714,0.9472647627969223,0.68330708784799,2.578646793769045,moderate_corridor_observation_concentration,True,True,True,True,auditable,,33,22,1,0.34285714285714286,0.6571428571428571,transition_near_country
