probe_country,service_id,path_scope_stratum,total_atomic_segments,uniquely_resolved_segments,bounded_candidate_set_segments,no_matched_corridor_segments,insufficiently_resolved_segments,rtt_conclusive_segments,rtt_inconclusive_segments,uniquely_resolved_share,bounded_candidate_set_share,no_matched_corridor_share,insufficiently_resolved_share
?,B-Root,all_publicly_visible,7,0,0,4,3,4,3,0.0,0.0,0.5714285714285714,0.42857142857142855
AD,B-Root,all_publicly_visible,34,0,0,29,5,19,15,0.0,0.0,0.8529411764705882,0.14705882352941177
AE,B-Root,all_publicly_visible,138,9,0,97,32,96,42,0.06521739130434782,0.0,0.7028985507246377,0.2318840579710145
AF,B-Root,all_publicly_visible,47,3,0,18,26,35,12,0.06382978723404255,0.0,0.3829787234042553,0.5531914893617021
AL,B-Root,all_publicly_visible,210,2,0,135,73,149,61,0.009523809523809525,0.0,0.6428571428571429,0.3476190476190476
AM,B-Root,all_publicly_visible,129,0,0,99,30,92,37,0.0,0.0,0.7674418604651163,0.23255813953488372
AO,B-Root,all_publicly_visible,84,2,0,43,39,61,23,0.023809523809523808,0.0,0.5119047619047619,0.4642857142857143
AR,B-Root,all_publicly_visible,332,0,0,239,93,244,88,0.0,0.0,0.7198795180722891,0.28012048192771083
AT,B-Root,all_publicly_visible,1721,0,0,1443,278,1137,584,0.0,0.0,0.8384660081348053,0.16153399186519465
AU,B-Root,all_publicly_visible,2389,410,0,1220,759,1614,775,0.17161992465466722,0.0,0.5106739221431561,0.31770615320217666
AX,B-Root,all_publicly_visible,13,2,0,9,2,9,4,0.15384615384615385,0.0,0.6923076923076923,0.15384615384615385
AZ,B-Root,all_publicly_visible,51,0,0,23,28,37,14,0.0,0.0,0.45098039215686275,0.5490196078431373
BA,B-Root,all_publicly_visible,111,0,0,93,18,76,35,0.0,0.0,0.8378378378378378,0.16216216216216217
BB,B-Root,all_publicly_visible,10,0,0,8,2,7,3,0.0,0.0,0.8,0.2
BD,B-Root,all_publicly_visible,72,10,0,24,38,56,16,0.1388888888888889,0.0,0.3333333333333333,0.5277777777777778
BE,B-Root,all_publicly_visible,1160,0,0,864,296,776,384,0.0,0.0,0.7448275862068966,0.25517241379310346
BF,B-Root,all_publicly_visible,49,6,0,27,16,35,14,0.12244897959183673,0.0,0.5510204081632653,0.32653061224489793
BG,B-Root,all_publicly_visible,557,0,0,465,92,385,172,0.0,0.0,0.8348294434470377,0.1651705565529623
BH,B-Root,all_publicly_visible,55,8,0,19,28,42,13,0.14545454545454545,0.0,0.34545454545454546,0.509090909090909
BI,B-Root,all_publicly_visible,16,0,0,15,1,10,6,0.0,0.0,0.9375,0.0625
BJ,B-Root,all_publicly_visible,99,5,0,81,13,67,32,0.050505050505050504,0.0,0.8181818181818182,0.13131313131313133
BL,B-Root,all_publicly_visible,7,0,0,7,0,6,1,0.0,0.0,1.0,0.0
BO,B-Root,all_publicly_visible,175,0,0,124,51,126,49,0.0,0.0,0.7085714285714285,0.2914285714285714
BR,B-Root,all_publicly_visible,768,1,0,482,285,547,221,0.0013020833333333333,0.0,0.6276041666666666,0.37109375
BT,B-Root,all_publicly_visible,17,4,0,11,2,12,5,0.23529411764705882,0.0,0.6470588235294118,0.11764705882352941
BW,B-Root,all_publicly_visible,13,0,0,10,3,9,4,0.0,0.0,0.7692307692307693,0.23076923076923078
BY,B-Root,all_publicly_visible,275,3,0,234,38,206,69,0.01090909090909091,0.0,0.850909090909091,0.13818181818181818
CA,B-Root,all_publicly_visible,2857,157,3,2070,627,2053,804,0.054952747637381866,0.0010500525026251313,0.7245362268113406,0.21946097304865242
CD,B-Root,all_publicly_visible,33,0,0,26,7,25,8,0.0,0.0,0.7878787878787878,0.21212121212121213
CG,B-Root,all_publicly_visible,29,0,0,12,17,19,10,0.0,0.0,0.41379310344827586,0.5862068965517241
CH,B-Root,all_publicly_visible,2712,0,0,2300,412,1928,784,0.0,0.0,0.8480825958702065,0.15191740412979352
CI,B-Root,all_publicly_visible,26,4,0,10,12,22,4,0.15384615384615385,0.0,0.38461538461538464,0.46153846153846156
CK,B-Root,all_publicly_visible,6,0,0,5,1,4,2,0.0,0.0,0.8333333333333334,0.16666666666666666
CL,B-Root,all_publicly_visible,416,0,0,140,276,328,88,0.0,0.0,0.33653846153846156,0.6634615384615384
CM,B-Root,all_publicly_visible,20,5,0,12,3,14,6,0.25,0.0,0.6,0.15
CN,B-Root,all_publicly_visible,813,11,0,589,213,581,232,0.013530135301353014,0.0,0.7244772447724477,0.26199261992619927
CO,B-Root,all_publicly_visible,294,2,0,191,101,226,68,0.006802721088435374,0.0,0.6496598639455783,0.3435374149659864
CR,B-Root,all_publicly_visible,107,0,0,44,63,86,21,0.0,0.0,0.411214953271028,0.5887850467289719
CU,B-Root,all_publicly_visible,10,1,0,6,3,8,2,0.1,0.0,0.6,0.3
CV,B-Root,all_publicly_visible,34,6,0,17,11,29,5,0.17647058823529413,0.0,0.5,0.3235294117647059
CW,B-Root,all_publicly_visible,19,1,0,17,1,12,7,0.05263157894736842,0.0,0.8947368421052632,0.05263157894736842
CY,B-Root,all_publicly_visible,87,10,0,57,20,61,26,0.11494252873563218,0.0,0.6551724137931034,0.22988505747126436
CZ,B-Root,all_publicly_visible,2111,0,0,1492,619,1428,683,0.0,0.0,0.7067740407389863,0.29322595926101375
DE,B-Root,all_publicly_visible,12308,2,0,9953,2353,8435,3873,0.00016249593760155997,0.0,0.8086610334741632,0.19117647058823528
DJ,B-Root,all_publicly_visible,17,0,3,12,2,12,5,0.0,0.17647058823529413,0.7058823529411765,0.11764705882352941
DK,B-Root,all_publicly_visible,891,9,0,686,196,617,274,0.010101010101010102,0.0,0.7699214365881033,0.21997755331088664
DO,B-Root,all_publicly_visible,53,4,0,30,19,43,10,0.07547169811320754,0.0,0.5660377358490566,0.3584905660377358
DZ,B-Root,all_publicly_visible,8,0,0,5,3,6,2,0.0,0.0,0.625,0.375
EC,B-Root,all_publicly_visible,237,2,0,112,123,179,58,0.008438818565400843,0.0,0.47257383966244726,0.5189873417721519
EE,B-Root,all_publicly_visible,241,31,0,183,27,166,75,0.12863070539419086,0.0,0.7593360995850622,0.11203319502074689
EG,B-Root,all_publicly_visible,23,0,0,9,14,18,5,0.0,0.0,0.391304347826087,0.6086956521739131
ES,B-Root,all_publicly_visible,1973,10,0,1280,683,1331,642,0.00506842372022301,0.0,0.6487582361885453,0.34617334009123163
ET,B-Root,all_publicly_visible,9,0,0,5,4,5,4,0.0,0.0,0.5555555555555556,0.4444444444444444
FI,B-Root,all_publicly_visible,1431,166,0,1070,195,1032,399,0.11600279524807827,0.0,0.7477288609364081,0.13626834381551362
FJ,B-Root,all_publicly_visible,5,0,0,2,3,2,3,0.0,0.0,0.4,0.6
FM,B-Root,all_publicly_visible,12,0,0,12,0,8,4,0.0,0.0,1.0,0.0
FR,B-Root,all_publicly_visible,8352,0,0,6565,1787,5662,2690,0.0,0.0,0.7860392720306514,0.21396072796934865
GB,B-Root,all_publicly_visible,4616,0,0,3693,923,3245,1371,0.0,0.0,0.8000433275563258,0.19995667244367418
GB,B-Root,resolved_entry_only,1,0,0,0,1,1,0,0.0,0.0,0.0,1.0
