country,msm_id,file_name,total_mappable_segments,top1_network_transition_share,top2_network_transition_share,top3_network_transition_share,network_transition_entropy,network_transition_normalized_entropy,effective_network_transition_count,network_transition_concentration_tier,top1_corridor_share,top2_corridor_share,top3_corridor_share,corridor_entropy,corridor_normalized_entropy,effective_corridor_count,corridor_minus_network_normalized_entropy,normalized_entropy_reduction,corridor_concentration_tier,cross_layer_distribution_class,country_fallback_share,auditable_cross_layer_case,sufficient_trace_observation,sufficient_corridor_observation,sufficient_network_transition_resolution,auditable_paper_case,observation_sufficiency_reason,failed_thresholds,unique_probes,unique_probe_asns,domestic_segment_share,international_segment_share,paper_case_scope,probe_country,service_id,path_scope_stratum
,5010,dns-root_b-root_msm5010_20260701T000000Z_010000Z.json,58.0,0.41379310344827586,0.46551724137931033,0.5172413793103449,2.3597972902629234,0.7877196874683914,10.588804781032415,broad_network_transition_distribution,0.16666666666666666,0.2959770114942529,0.34770114942528735,3.132555635763778,0.8229139421164667,22.93251186440953,0.03519425464807535,-0.03519425464807535,broad_corridor_observation_distribution,network_and_physical_both_broad,0.0,True,True,True,True,True,auditable,,40.0,17.0,0.8793103448275862,0.1206896551724138,service_country_cross_layer_distribution_audit,NO,B-Root,all_publicly_visible
NO,5010,dns-root_b-root_msm5010_20260701T000000Z_010000Z.json,51.0,0.49019607843137253,0.5490196078431372,0.6078431372549019,2.034421125242896,0.7337623171169178,7.647823711760326,broad_network_transition_distribution,0.1895424836601307,0.3366013071895425,0.3954248366013072,2.941501471560088,0.7973970166684757,18.944269250304693,0.06363469955155798,-0.06363469955155798,broad_corridor_observation_distribution,network_and_physical_both_broad,0.0,True,True,True,True,True,auditable,,36.0,15.0,0.980392156862745,0.019607843137254898,country_cross_layer_distribution_audit,,,
CA,5010,dns-root_b-root_msm5010_20260701T000000Z_010000Z.json,83.0,0.42168674698795183,0.5662650602409639,0.6867469879518072,1.9553870307745964,0.7220645429611052,7.066653506883078,broad_network_transition_distribution,0.17670682730923695,0.3534136546184739,0.5100401606425703,2.447453154847213,0.7425892889578468,11.558870546109931,0.02052474599674159,-0.02052474599674159,broad_corridor_observation_distribution,network_and_physical_both_broad,0.012048192771084338,True,True,True,True,True,auditable,,62.0,17.0,0.28915662650602403,0.7108433734939759,country_cross_layer_distribution_audit,,,
,5010,dns-root_b-root_msm5010_20260701T000000Z_010000Z.json,75.0,0.14666666666666667,0.28,0.37333333333333335,2.8715803163512525,0.8813674741802014,17.664912303034328,broad_network_transition_distribution,0.2,0.4,0.5066666666666667,2.3298588042515753,0.8403189357163094,10.276490433843355,-0.041048538463892004,0.041048538463892004,broad_corridor_observation_distribution,network_and_physical_both_broad,0.04,True,True,True,True,True,auditable,,45.0,36.0,0.4533333333333333,0.5466666666666666,service_country_cross_layer_distribution_audit,ID,B-Root,all_publicly_visible
,5010,dns-root_b-root_msm5010_20260701T000000Z_010000Z.json,68.0,0.45588235294117646,0.6029411764705882,0.7205882352941176,1.822401962895621,0.7105021226224928,6.186700843180182,broad_network_transition_distribution,0.19852941176470587,0.392156862745098,0.5625,2.3077410640591474,0.6925568514814262,10.05169285957812,-0.017945271141066588,0.017945271141066588,broad_corridor_observation_distribution,network_and_physical_both_broad,0.0,True,True,True,True,True,auditable,,55.0,19.0,0.29411764705882343,0.7058823529411762,service_country_cross_layer_distribution_audit,CA,B-Root,all_publicly_visible
,5010,dns-root_b-root_msm5010_20260701T000000Z_010000Z.json,91.0,0.15384615384615385,0.2967032967032967,0.38461538461538464,2.8876819462611087,0.8490192194755563,17.95164844800486,broad_network_transition_distribution,0.41439037153322866,0.5462585034013605,0.6121925693354264,2.2513476227263554,0.5725959981512245,9.500530343941525,-0.2764232213243317,0.2764232213243317,broad_corridor_observation_distribution,network_and_physical_both_broad,0.0,True,True,True,True,True,auditable,,45.0,27.0,0.5604395604395603,0.43956043956043955,service_country_cross_layer_distribution_audit,PH,B-Root,all_publicly_visible
NZ,5010,dns-root_b-root_msm5010_20260701T000000Z_010000Z.json,117.0,0.3162393162393162,0.5641025641025641,0.6752136752136753,1.9199221257225145,0.7726335014984618,6.820427312760179,broad_network_transition_distribution,0.18803418803418803,0.37606837606837606,0.5256410256410257,2.176175011578048,0.8757572489750101,8.812533870377102,0.10312374747654829,-0.10312374747654829,broad_corridor_observation_distribution,network_and_physical_both_broad,0.05128205128205128,True,True,True,True,True,auditable,,65.0,14.0,0.5299145299145299,0.4700854700854701,country_cross_layer_distribution_audit,,,
ID,5010,dns-root_b-root_msm5010_20260701T000000Z_010000Z.json,82.0,0.14634146341463414,0.2804878048780488,0.3780487804878049,2.918068516090896,0.8853801431102334,18.5055098244505,broad_network_transition_distribution,0.23170731707317074,0.4634146341463415,0.5731707317073171,2.1596850319140257,0.7975055377610826,8.668406956896447,-0.08787460534915081,0.08787460534915081,broad_corridor_observation_distribution,network_and_physical_both_broad,0.036585365853658534,True,True,True,True,True,auditable,,51.0,35.0,0.4756097560975608,0.5243902439024389,country_cross_layer_distribution_audit,,,
,5010,dns-root_b-root_msm5010_20260701T000000Z_010000Z.json,188.0,0.4946808510638298,0.6382978723404256,0.7446808510638299,1.7317537077193506,0.6751609744970645,5.650554645691931,broad_network_transition_distribution,0.32978723404255317,0.4361702127659574,0.5345744680851063,2.151244691886226,0.8151564832431474,8.595550553609028,0.1399955087460829,-0.1399955087460829,broad_corridor_observation_distribution,network_and_physical_both_broad,0.031914893617021274,True,True,True,True,True,auditable,,60.0,17.0,0.6117021276595744,0.3882978723404255,service_country_cross_layer_distribution_audit,NZ,B-Root,all_publicly_visible
PH,5010,dns-root_b-root_msm5010_20260701T000000Z_010000Z.json,79.0,0.17721518987341772,0.35443037974683544,0.45569620253164556,2.762616319655243,0.8290656564503562,15.841234511084496,broad_network_transition_distribution,0.4899939722724533,0.5722724532851116,0.6545509342977698,2.0838882350115577,0.5326881340217194,8.035652756343667,-0.2963775224286368,0.2963775224286368,broad_corridor_observation_distribution,network_and_physical_both_broad,0.012658227848101266,True,True,True,True,True,auditable,,43.0,23.0,0.6455696202531646,0.35443037974683544,country_cross_layer_distribution_audit,,,
,5010,dns-root_b-root_msm5010_20260701T000000Z_010000Z.json,255.0,0.4470588235294118,0.6549019607843137,0.7490196078431373,1.8316909621719522,0.6114334643125245,6.244436842515646,broad_network_transition_distribution,0.32941176470588235,0.47058823529411764,0.596078431372549,2.081837218018198,0.7687587243289893,8.019188386110915,0.15732526001646474,-0.15732526001646474,broad_corridor_observation_distribution,network_and_physical_both_broad,0.2196078431372549,True,True,True,True,True,auditable,,115.0,45.0,0.9098039215686274,0.09019607843137255,service_country_cross_layer_distribution_audit,AU,B-Root,all_publicly_visible
US,5010,dns-root_b-root_msm5010_20260701T000000Z_010000Z.json,261.0,0.20689655172413793,0.2835249042145594,0.36015325670498083,3.060598136684333,0.8087856140325874,21.340317772266822,broad_network_transition_distribution,0.2867177522349936,0.5255427841634738,0.6790549169859514,2.074407024555857,0.6615885349165417,7.959825078530521,-0.14719707911604574,0.14719707911604574,broad_corridor_observation_distribution,network_and_physical_both_broad,0.0842911877394636,True,True,True,True,True,auditable,,190.0,67.0,0.9272030651340996,0.07279693486590039,country_cross_layer_distribution_audit,,,
,5010,dns-root_b-root_msm5010_20260701T000000Z_010000Z.json,176.0,0.4375,0.5170454545454546,0.5625,2.531403391239148,0.6959019745746879,12.571135985094926,broad_network_transition_distribution,0.21875,0.4375,0.5928030303030303,2.051055274743959,0.6541409849598986,7.776102702865571,-0.04176098961478936,0.04176098961478936,broad_corridor_observation_distribution,network_and_physical_both_broad,0.03409090909090909,True,True,True,True,True,auditable,,120.0,65.0,0.47159090909090867,0.5284090909090907,service_country_cross_layer_distribution_audit,JP,B-Root,all_publicly_visible
SE,5010,dns-root_b-root_msm5010_20260701T000000Z_010000Z.json,68.0,0.20588235294117646,0.36764705882352944,0.5,2.444330210590335,0.8627413165754999,11.522829144657782,broad_network_transition_distribution,0.3602941176470588,0.5024509803921569,0.6274509803921569,2.0433000658842992,0.7369647180248428,7.716030639068572,-0.12577659855065715,0.12577659855065715,broad_corridor_observation_distribution,network_and_physical_both_broad,0.0,True,True,True,True,True,auditable,,49.0,25.0,0.7352941176470589,0.2647058823529412,country_cross_layer_distribution_audit,,,
,5010,dns-root_b-root_msm5010_20260701T000000Z_010000Z.json,55.0,0.2,0.34545454545454546,0.45454545454545453,2.493841932987847,0.8994633473706285,12.10770386407945,broad_network_transition_distribution,0.28484848484848485,0.5303030303030303,0.6757575757575758,1.9322321070643478,0.7775874024198036,6.904905541648439,-0.12187594495082488,0.12187594495082488,broad_corridor_observation_distribution,network_and_physical_both_broad,0.0,True,True,True,True,True,auditable,,34.0,20.0,0.7636363636363636,0.2363636363636364,service_country_cross_layer_distribution_audit,SE,B-Root,all_publicly_visible
,5010,dns-root_b-root_msm5010_20260701T000000Z_010000Z.json,187.0,0.26737967914438504,0.36898395721925137,0.45989304812834225,2.7868349392266962,0.7717801973476424,16.229570847148107,broad_network_transition_distribution,0.3342245989304813,0.5962566844919786,0.779144385026738,1.8640095504166145,0.5865254806626531,6.449544772542875,-0.18525471668498927,0.18525471668498927,broad_corridor_observation_distribution,network_and_physical_both_broad,0.0962566844919786,True,True,True,True,True,auditable,,124.0,45.0,0.9625668449197861,0.0374331550802139,service_country_cross_layer_distribution_audit,US,B-Root,all_publicly_visible
JP,5010,dns-root_b-root_msm5010_20260701T000000Z_010000Z.json,234.0,0.42735042735042733,0.5213675213675213,0.5982905982905983,2.5324644930123323,0.673312882886942,12.58448231943691,broad_network_transition_distribution,0.26495726495726496,0.5299145299145299,0.6794871794871795,1.8465458437046265,0.5973861153859,6.337889608440097,-0.07592676750104199,0.07592676750104199,broad_corridor_observation_distribution,network_and_physical_both_broad,0.0811965811965812,True,True,True,True,True,auditable,,164.0,69.0,0.46153846153846123,0.5384615384615383,country_cross_layer_distribution_audit,,,
