probe_country,total_valid_traces,mappable_traces,submarine_exposed_traces,service_physical_exposure_rate,mappable_trace_rate,unique_services,unique_probes,unique_probe_asns,unique_target_ips,unique_target_asns
GR,75,70,1,0.013333333333333334,0.9333333333333333,1,73,26,1,1
GT,4,4,1,0.25,1.0,1,4,3,1,1
GU,9,8,8,0.8888888888888888,0.8888888888888888,1,9,5,1,1
HK,52,48,35,0.6730769230769231,0.9230769230769231,1,49,32,1,1
HN,8,7,5,0.625,0.875,1,8,6,1,1
HR,43,36,5,0.11627906976744186,0.8372093023255814,1,42,20,1,1
HT,1,1,0,0.0,1.0,1,1,1,1,1
HU,55,51,0,0.0,0.9272727272727272,1,55,23,1,1
ID,84,81,55,0.6547619047619048,0.9642857142857143,1,78,57,1,1
IE,92,90,0,0.0,0.9782608695652174,1,88,25,1,1
IL,32,32,13,0.40625,1.0,1,29,12,1,1
IM,3,3,2,0.6666666666666666,1.0,1,3,3,1,1
IN,141,122,42,0.2978723404255319,0.8652482269503546,1,135,59,1,1
IQ,8,8,0,0.0,1.0,1,8,6,1,1
IR,46,16,0,0.0,0.34782608695652173,1,44,22,1,1
IS,12,12,0,0.0,1.0,1,11,8,1,1
IT,319,303,3,0.009404388714733543,0.9498432601880877,1,306,102,1,1
JO,2,1,0,0.0,0.5,1,2,2,1,1
JP,234,221,126,0.5384615384615384,0.9444444444444444,1,223,99,1,1
KE,15,14,4,0.26666666666666666,0.9333333333333333,1,15,10,1,1
KG,22,20,0,0.0,0.9090909090909091,1,20,13,1,1
KH,3,3,0,0.0,1.0,1,3,3,1,1
KI,2,2,2,1.0,1.0,1,2,1,1,1
KN,1,1,1,1.0,1.0,1,1,1,1,1
KR,22,19,3,0.13636363636363635,0.8636363636363636,1,21,12,1,1
KW,2,1,0,0.0,0.5,1,2,2,1,1
KY,1,1,1,1.0,1.0,1,1,1,1,1
KZ,56,56,0,0.0,1.0,1,52,20,1,1
LA,1,1,1,1.0,1.0,1,1,1,1,1
LB,2,1,0,0.0,0.5,1,2,2,1,1
LC,2,2,2,1.0,1.0,1,2,2,1,1
LI,3,3,3,1.0,1.0,1,3,3,1,1
LK,14,13,8,0.5714285714285714,0.9285714285714286,1,13,6,1,1
LS,1,1,0,0.0,1.0,1,1,1,1,1
LT,38,35,0,0.0,0.9210526315789473,1,36,21,1,1
LU,39,37,2,0.05128205128205128,0.9487179487179487,1,38,20,1,1
LV,34,34,0,0.0,1.0,1,30,19,1,1
MA,1,1,0,0.0,1.0,1,1,1,1,1
MD,26,26,0,0.0,1.0,1,25,15,1,1
ME,6,6,1,0.16666666666666666,1.0,1,6,5,1,1
MG,2,2,0,0.0,1.0,1,2,1,1,1
MH,1,1,0,0.0,1.0,1,1,1,1,1
MK,10,9,0,0.0,0.9,1,10,8,1,1
ML,1,1,1,1.0,1.0,1,1,1,1,1
MM,3,3,3,1.0,1.0,1,3,3,1,1
MN,7,7,5,0.7142857142857143,1.0,1,7,7,1,1
MP,1,1,1,1.0,1.0,1,1,1,1,1
MT,8,8,8,1.0,1.0,1,8,2,1,1
MU,8,7,1,0.125,0.875,1,8,4,1,1
MV,12,12,5,0.4166666666666667,1.0,1,11,4,1,1
MW,1,1,0,0.0,1.0,1,1,1,1,1
MX,45,43,3,0.06666666666666667,0.9555555555555556,1,43,22,1,1
MY,33,30,16,0.48484848484848486,0.9090909090909091,1,33,18,1,1
MZ,4,4,0,0.0,1.0,1,3,3,1,1
NA,1843,1702,336,0.18231144872490504,0.9234943027672273,1,1744,4,1,1
NC,6,6,6,1.0,1.0,1,5,2,1,1
NG,9,9,7,0.7777777777777778,1.0,1,9,6,1,1
NI,6,6,0,0.0,1.0,1,6,4,1,1
NL,604,580,210,0.347682119205298,0.9602649006622517,1,574,159,1,1
NO,93,87,46,0.4946236559139785,0.9354838709677419,1,87,32,1,1
NP,15,14,2,0.13333333333333333,0.9333333333333333,1,15,9,1,1
NZ,103,90,64,0.6213592233009708,0.8737864077669902,1,98,32,1,1
OM,1,1,0,0.0,1.0,1,1,1,1,1
PA,19,18,5,0.2631578947368421,0.9473684210526315,1,18,11,1,1
PE,21,16,0,0.0,0.7619047619047619,1,19,14,1,1
PF,5,5,0,0.0,1.0,1,5,1,1,1
PG,1,1,1,1.0,1.0,1,1,1,1,1
PH,60,56,46,0.7666666666666667,0.9333333333333333,1,59,33,1,1
PK,6,4,0,0.0,0.6666666666666666,1,6,5,1,1
PL,210,200,0,0.0,0.9523809523809523,1,202,119,1,1
PR,1,1,1,1.0,1.0,1,1,1,1,1
PS,1,1,0,0.0,1.0,1,1,1,1,1
PT,98,93,11,0.11224489795918367,0.9489795918367347,1,94,21,1,1
PW,1,1,0,0.0,1.0,1,1,1,1,1
PY,10,10,1,0.1,1.0,1,10,8,1,1
QA,1,1,1,1.0,1.0,1,1,1,1,1
RE,37,37,1,0.02702702702702703,1.0,1,36,4,1,1
RO,87,86,1,0.011494252873563218,0.9885057471264368,1,81,43,1,1
RS,46,43,0,0.0,0.9347826086956522,1,45,16,1,1
RU,485,458,55,0.1134020618556701,0.9443298969072165,1,463,279,1,1
RW,1,1,0,0.0,1.0,1,1,1,1,1
SA,15,14,0,0.0,0.9333333333333333,1,15,8,1,1
