probe_country,service_id,path_scope_stratum,msm_id,file_name,network_transition_key,network_transition_representation,network_transition_observation_count,unique_atomic_segments,share_of_network_transition_observations,rank_within_unit,is_top1_network_transition,is_top2_network_transition,is_top3_network_transition,used_country_fallback_transition,group_total_mappable_segments,group_unique_probes,group_unique_probe_asns,domestic_segment_count,international_segment_count
BJ,D-Root,resolved_entry_only,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,28683->174,as_transition,3,3,1.0,1,True,False,False,False,3,2,1,0,3
BR,D-Root,all_publicly_visible,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,-1->1916,as_transition,3,3,0.6,1,True,False,False,False,5,5,3,0,3
BR,D-Root,all_publicly_visible,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,7195->7195,as_transition,2,2,0.4,2,False,True,False,False,5,5,3,1,1
BR,D-Root,resolved_entry_only,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,-1->1916,as_transition,3,3,0.6,1,True,False,False,False,5,5,3,0,3
BR,D-Root,resolved_entry_only,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,7195->7195,as_transition,2,2,0.4,2,False,True,False,False,5,5,3,1,1
CA,D-Root,all_publicly_visible,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,6327->6327,as_transition,10,10,0.43478260869565216,1,True,False,False,False,23,12,7,0,10
CA,D-Root,all_publicly_visible,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,-1->2914,as_transition,4,4,0.17391304347826086,2,False,True,False,False,23,12,7,0,4
CA,D-Root,all_publicly_visible,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,174->174,as_transition,3,3,0.13043478260869565,3,False,False,True,False,23,12,7,0,3
CA,D-Root,all_publicly_visible,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,5645->-1,as_transition,2,2,0.08695652173913043,4,False,False,False,False,23,12,7,0,2
CA,D-Root,all_publicly_visible,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,3356->3356,as_transition,2,2,0.08695652173913043,5,False,False,False,False,23,12,7,0,2
CA,D-Root,all_publicly_visible,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,12212->174,as_transition,1,1,0.043478260869565216,6,False,False,False,False,23,12,7,0,1
CA,D-Root,all_publicly_visible,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,63479->63479,as_transition,1,1,0.043478260869565216,7,False,False,False,False,23,12,7,1,0
CA,D-Root,resolved_entry_only,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,6327->6327,as_transition,10,10,0.43478260869565216,1,True,False,False,False,23,12,7,0,10
CA,D-Root,resolved_entry_only,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,-1->2914,as_transition,4,4,0.17391304347826086,2,False,True,False,False,23,12,7,0,4
CA,D-Root,resolved_entry_only,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,174->174,as_transition,3,3,0.13043478260869565,3,False,False,True,False,23,12,7,0,3
CA,D-Root,resolved_entry_only,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,5645->-1,as_transition,2,2,0.08695652173913043,4,False,False,False,False,23,12,7,0,2
CA,D-Root,resolved_entry_only,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,3356->3356,as_transition,2,2,0.08695652173913043,5,False,False,False,False,23,12,7,0,2
CA,D-Root,resolved_entry_only,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,12212->174,as_transition,1,1,0.043478260869565216,6,False,False,False,False,23,12,7,0,1
CA,D-Root,resolved_entry_only,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,63479->63479,as_transition,1,1,0.043478260869565216,7,False,False,False,False,23,12,7,1,0
CM,D-Root,all_publicly_visible,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,60171->60171,as_transition,2,2,1.0,1,True,False,False,False,2,1,1,0,2
CM,D-Root,resolved_entry_only,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,60171->60171,as_transition,2,2,1.0,1,True,False,False,False,2,1,1,0,2
CN,D-Root,all_publicly_visible,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,3491->3491,as_transition,2,2,0.5,1,True,False,False,False,4,3,3,0,2
CN,D-Root,all_publicly_visible,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,17816->-1,as_transition,1,1,0.25,2,False,True,False,False,4,3,3,1,0
CN,D-Root,all_publicly_visible,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,4134->4134,as_transition,1,1,0.25,3,False,False,True,False,4,3,3,1,0
CN,D-Root,resolved_entry_only,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,3491->3491,as_transition,2,2,0.5,1,True,False,False,False,4,3,3,0,2
CN,D-Root,resolved_entry_only,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,17816->-1,as_transition,1,1,0.25,2,False,True,False,False,4,3,3,1,0
CN,D-Root,resolved_entry_only,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,4134->4134,as_transition,1,1,0.25,3,False,False,True,False,4,3,3,1,0
CO,D-Root,all_publicly_visible,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,23520->23520,as_transition,5,5,0.7142857142857143,1,True,False,False,False,7,4,3,0,5
CO,D-Root,all_publicly_visible,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,52320->52320,as_transition,2,2,0.2857142857142857,2,False,True,False,False,7,4,3,0,2
CO,D-Root,resolved_entry_only,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,23520->23520,as_transition,3,3,0.6,1,True,False,False,False,5,3,3,0,3
CO,D-Root,resolved_entry_only,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,52320->52320,as_transition,2,2,0.4,2,False,True,False,False,5,3,3,0,2
CU,D-Root,all_publicly_visible,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,23520->23520,as_transition,1,1,1.0,1,True,False,False,False,1,1,1,0,1
CU,D-Root,resolved_entry_only,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,23520->23520,as_transition,1,1,1.0,1,True,False,False,False,1,1,1,0,1
CV,D-Root,all_publicly_visible,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,37575->-1,as_transition,2,2,1.0,1,True,False,False,False,2,1,1,0,2
CV,D-Root,resolved_entry_only,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,37575->-1,as_transition,2,2,1.0,1,True,False,False,False,2,1,1,0,2
CW,D-Root,all_publicly_visible,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,23520->-1,as_transition,3,3,1.0,1,True,False,False,False,3,2,2,0,3
CW,D-Root,resolved_entry_only,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,23520->-1,as_transition,3,3,1.0,1,True,False,False,False,3,2,2,0,3
CY,D-Root,all_publicly_visible,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,5504->1299,as_transition,4,4,0.6666666666666666,1,True,False,False,False,6,4,2,0,4
CY,D-Root,all_publicly_visible,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,35432->35432,as_transition,2,2,0.3333333333333333,2,False,True,False,False,6,4,2,0,2
CY,D-Root,resolved_entry_only,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,5504->1299,as_transition,4,4,0.6666666666666666,1,True,False,False,False,6,4,2,0,4
CY,D-Root,resolved_entry_only,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,35432->35432,as_transition,2,2,0.3333333333333333,2,False,True,False,False,6,4,2,0,2
DJ,D-Root,all_publicly_visible,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,30990->-1,as_transition,2,2,1.0,1,True,False,False,False,2,2,1,0,2
DJ,D-Root,resolved_entry_only,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,30990->-1,as_transition,2,2,1.0,1,True,False,False,False,2,2,1,0,2
DO,D-Root,all_publicly_visible,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,64126->-1,as_transition,2,2,0.4,1,True,False,False,False,5,3,3,0,2
DO,D-Root,all_publicly_visible,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,265721->-1,as_transition,2,2,0.4,2,False,True,False,False,5,3,3,0,2
DO,D-Root,all_publicly_visible,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,23520->23520,as_transition,1,1,0.2,3,False,False,True,False,5,3,3,0,1
DO,D-Root,resolved_entry_only,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,64126->-1,as_transition,2,2,0.4,1,True,False,False,False,5,3,3,0,2
DO,D-Root,resolved_entry_only,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,265721->-1,as_transition,2,2,0.4,2,False,True,False,False,5,3,3,0,2
DO,D-Root,resolved_entry_only,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,23520->23520,as_transition,1,1,0.2,3,False,False,True,False,5,3,3,0,1
EC,D-Root,all_publicly_visible,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,1299->1299,as_transition,2,2,1.0,1,True,False,False,False,2,1,1,2,0
EC,D-Root,resolved_entry_only,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,1299->1299,as_transition,2,2,1.0,1,True,False,False,False,2,1,1,2,0
EE,D-Root,all_publicly_visible,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,1257->1257,as_transition,24,24,0.5217391304347826,1,True,False,False,False,46,17,12,0,24
EE,D-Root,all_publicly_visible,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,2586->6667,as_transition,8,8,0.17391304347826086,2,False,True,False,False,46,17,12,0,8
EE,D-Root,all_publicly_visible,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,1299->1299,as_transition,4,4,0.08695652173913043,3,False,False,True,False,46,17,12,0,4
EE,D-Root,all_publicly_visible,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,3327->3327,as_transition,4,4,0.08695652173913043,4,False,False,False,False,46,17,12,0,4
EE,D-Root,all_publicly_visible,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,3221->1299,as_transition,3,3,0.06521739130434782,5,False,False,False,False,46,17,12,0,3
EE,D-Root,all_publicly_visible,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,174->174,as_transition,2,2,0.043478260869565216,6,False,False,False,False,46,17,12,0,2
EE,D-Root,all_publicly_visible,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,2603->-1,as_transition,1,1,0.021739130434782608,7,False,False,False,False,46,17,12,0,1
EE,D-Root,resolved_entry_only,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,1257->1257,as_transition,24,24,0.5217391304347826,1,True,False,False,False,46,17,12,0,24
EE,D-Root,resolved_entry_only,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,2586->6667,as_transition,8,8,0.17391304347826086,2,False,True,False,False,46,17,12,0,8
EE,D-Root,resolved_entry_only,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,1299->1299,as_transition,4,4,0.08695652173913043,3,False,False,True,False,46,17,12,0,4
EE,D-Root,resolved_entry_only,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,3327->3327,as_transition,4,4,0.08695652173913043,4,False,False,False,False,46,17,12,0,4
EE,D-Root,resolved_entry_only,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,3221->1299,as_transition,3,3,0.06521739130434782,5,False,False,False,False,46,17,12,0,3
EE,D-Root,resolved_entry_only,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,174->174,as_transition,2,2,0.043478260869565216,6,False,False,False,False,46,17,12,0,2
EE,D-Root,resolved_entry_only,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,2603->-1,as_transition,1,1,0.021739130434782608,7,False,False,False,False,46,17,12,0,1
ES,D-Root,all_publicly_visible,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,3352->12956,as_transition,2,2,0.6666666666666666,1,True,False,False,False,3,2,1,2,0
ES,D-Root,all_publicly_visible,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,3352->3352,as_transition,1,1,0.3333333333333333,2,False,True,False,False,3,2,1,1,0
ES,D-Root,resolved_entry_only,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,3352->12956,as_transition,2,2,0.6666666666666666,1,True,False,False,False,3,2,1,2,0
ES,D-Root,resolved_entry_only,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,3352->3352,as_transition,1,1,0.3333333333333333,2,False,True,False,False,3,2,1,1,0
ET,D-Root,all_publicly_visible,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,30990->-1,as_transition,2,2,1.0,1,True,False,False,False,2,1,1,0,2
FI,D-Root,all_publicly_visible,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,174->174,as_transition,22,22,0.2857142857142857,1,True,False,False,False,77,32,15,0,22
FI,D-Root,all_publicly_visible,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,47605->47605,as_transition,14,14,0.18181818181818182,2,False,True,False,False,77,32,15,14,0
FI,D-Root,all_publicly_visible,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,47605->-1,as_transition,12,12,0.15584415584415584,3,False,False,True,False,77,32,15,12,0
FI,D-Root,all_publicly_visible,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,1299->1299,as_transition,8,8,0.1038961038961039,4,False,False,False,False,77,32,15,0,8
FI,D-Root,all_publicly_visible,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,16086->3356,as_transition,6,6,0.07792207792207792,5,False,False,False,False,77,32,15,0,6
FI,D-Root,all_publicly_visible,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,16086->174,as_transition,5,5,0.06493506493506493,6,False,False,False,False,77,32,15,0,5
FI,D-Root,all_publicly_visible,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,49282->42708,as_transition,4,4,0.05194805194805195,7,False,False,False,False,77,32,15,0,4
FI,D-Root,all_publicly_visible,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,39699->-1,as_transition,4,4,0.05194805194805195,8,False,False,False,False,77,32,15,4,0
FI,D-Root,all_publicly_visible,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,39699->39699,as_transition,2,2,0.025974025974025976,9,False,False,False,False,77,32,15,2,0
FI,D-Root,resolved_entry_only,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,174->174,as_transition,21,21,0.27631578947368424,1,True,False,False,False,76,31,15,0,21
FI,D-Root,resolved_entry_only,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,47605->47605,as_transition,14,14,0.18421052631578946,2,False,True,False,False,76,31,15,14,0
FI,D-Root,resolved_entry_only,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,47605->-1,as_transition,12,12,0.15789473684210525,3,False,False,True,False,76,31,15,12,0
FI,D-Root,resolved_entry_only,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,1299->1299,as_transition,8,8,0.10526315789473684,4,False,False,False,False,76,31,15,0,8
FI,D-Root,resolved_entry_only,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,16086->3356,as_transition,6,6,0.07894736842105263,5,False,False,False,False,76,31,15,0,6
FI,D-Root,resolved_entry_only,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,16086->174,as_transition,5,5,0.06578947368421052,6,False,False,False,False,76,31,15,0,5
FI,D-Root,resolved_entry_only,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,49282->42708,as_transition,4,4,0.05263157894736842,7,False,False,False,False,76,31,15,0,4
FI,D-Root,resolved_entry_only,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,39699->-1,as_transition,4,4,0.05263157894736842,8,False,False,False,False,76,31,15,4,0
FI,D-Root,resolved_entry_only,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,39699->39699,as_transition,2,2,0.02631578947368421,9,False,False,False,False,76,31,15,2,0
GH,D-Root,all_publicly_visible,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,37468->37468,as_transition,2,2,1.0,1,True,False,False,False,2,1,1,0,2
GH,D-Root,resolved_entry_only,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,37468->37468,as_transition,2,2,1.0,1,True,False,False,False,2,1,1,0,2
GP,D-Root,all_publicly_visible,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,21351->-1,as_transition,2,2,1.0,1,True,False,False,False,2,1,1,0,2
GP,D-Root,resolved_entry_only,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,21351->-1,as_transition,2,2,1.0,1,True,False,False,False,2,1,1,0,2
GU,D-Root,all_publicly_visible,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,3605->3605,as_transition,4,4,0.8,1,True,False,False,False,5,3,2,0,4
GU,D-Root,all_publicly_visible,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,17456->-1,as_transition,1,1,0.2,2,False,True,False,False,5,3,2,0,1
GU,D-Root,resolved_entry_only,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,3605->3605,as_transition,4,4,1.0,1,True,False,False,False,4,2,1,0,4
HK,D-Root,all_publicly_visible,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,9269->-1,as_transition,6,6,0.5454545454545454,1,True,False,False,False,11,6,4,0,6
HK,D-Root,all_publicly_visible,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,4637->4637,as_transition,2,2,0.18181818181818182,2,False,True,False,False,11,6,4,0,2
HK,D-Root,all_publicly_visible,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,3491->-1,as_transition,1,1,0.09090909090909091,3,False,False,True,False,11,6,4,0,1
HK,D-Root,all_publicly_visible,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,4637->-1,as_transition,1,1,0.09090909090909091,4,False,False,False,False,11,6,4,0,1
HK,D-Root,all_publicly_visible,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,3491->3491,as_transition,1,1,0.09090909090909091,5,False,False,False,False,11,6,4,0,1
HK,D-Root,resolved_entry_only,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,9269->-1,as_transition,4,4,0.4444444444444444,1,True,False,False,False,9,5,4,0,4
HK,D-Root,resolved_entry_only,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,4637->4637,as_transition,2,2,0.2222222222222222,2,False,True,False,False,9,5,4,0,2
HK,D-Root,resolved_entry_only,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,3491->-1,as_transition,1,1,0.1111111111111111,3,False,False,True,False,9,5,4,0,1
HK,D-Root,resolved_entry_only,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,4637->-1,as_transition,1,1,0.1111111111111111,4,False,False,False,False,9,5,4,0,1
HK,D-Root,resolved_entry_only,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,3491->3491,as_transition,1,1,0.1111111111111111,5,False,False,False,False,9,5,4,0,1
ID,D-Root,all_publicly_visible,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,149697->-1,as_transition,4,4,0.2222222222222222,1,True,False,False,False,18,8,7,4,0
ID,D-Root,all_publicly_visible,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,7713->7713,as_transition,4,4,0.2222222222222222,2,False,True,False,False,18,8,7,4,0
ID,D-Root,all_publicly_visible,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,-1->-1,as_transition,3,3,0.16666666666666666,3,False,False,True,False,18,8,7,0,3
ID,D-Root,all_publicly_visible,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,24521->24521,as_transition,2,2,0.1111111111111111,4,False,False,False,False,18,8,7,2,0
ID,D-Root,all_publicly_visible,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,138115->149391,as_transition,2,2,0.1111111111111111,5,False,False,False,False,18,8,7,2,0
ID,D-Root,all_publicly_visible,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,55666->55666,as_transition,2,2,0.1111111111111111,6,False,False,False,False,18,8,7,2,0
ID,D-Root,all_publicly_visible,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,17451->-1,as_transition,1,1,0.05555555555555555,7,False,False,False,False,18,8,7,1,0
ID,D-Root,resolved_entry_only,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,149697->-1,as_transition,4,4,0.2222222222222222,1,True,False,False,False,18,8,7,4,0
ID,D-Root,resolved_entry_only,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,7713->7713,as_transition,4,4,0.2222222222222222,2,False,True,False,False,18,8,7,4,0
ID,D-Root,resolved_entry_only,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,-1->-1,as_transition,3,3,0.16666666666666666,3,False,False,True,False,18,8,7,0,3
ID,D-Root,resolved_entry_only,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,24521->24521,as_transition,2,2,0.1111111111111111,4,False,False,False,False,18,8,7,2,0
ID,D-Root,resolved_entry_only,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,138115->149391,as_transition,2,2,0.1111111111111111,5,False,False,False,False,18,8,7,2,0
ID,D-Root,resolved_entry_only,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,55666->55666,as_transition,2,2,0.1111111111111111,6,False,False,False,False,18,8,7,2,0
ID,D-Root,resolved_entry_only,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,17451->-1,as_transition,1,1,0.05555555555555555,7,False,False,False,False,18,8,7,1,0
IN,D-Root,all_publicly_visible,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,-1->-1,as_transition,19,19,0.6333333333333333,1,True,False,False,False,30,23,13,0,19
IN,D-Root,all_publicly_visible,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,55836->4755,as_transition,5,5,0.16666666666666666,2,False,True,False,False,30,23,13,5,0
IN,D-Root,all_publicly_visible,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,9498->9498,as_transition,3,3,0.1,3,False,False,True,False,30,23,13,0,3
IN,D-Root,all_publicly_visible,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,138754->-1,as_transition,2,2,0.06666666666666667,4,False,False,False,False,30,23,13,2,0
