country,msm_id,file_name,as_boundary_transition_key,as_boundary_observation_count,share_of_as_boundary_observations,rank_within_unit,is_top1_as_boundary_transition,is_top2_as_boundary_transition,is_top3_as_boundary_transition,group_total_hop_pair_segments,group_cross_as_boundary_segments,group_intra_as_hop_pair_segments,group_country_fallback_segments,cross_as_boundary_coverage_rate,intra_as_hop_pair_share,country_fallback_share,group_unique_probes,group_unique_probe_asns
AU,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,4804->7474,3,0.6,1,True,False,False,52,5,40,7,0.09615384615384616,0.7692307692307693,0.1346153846153846,3,2
AU,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,7699->4826,2,0.4,2,False,True,False,52,5,40,7,0.09615384615384616,0.7692307692307693,0.1346153846153846,3,2
BJ,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,28683->174,3,1.0,1,True,False,False,5,3,0,2,0.6,0.0,0.4,2,1
CA,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,12212->174,1,1.0,1,True,False,False,25,1,22,2,0.04,0.88,0.08,1,1
CY,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,5504->1299,4,1.0,1,True,False,False,6,4,2,0,0.6666666666666666,0.3333333333333333,0.0,2,1
EE,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,2586->6667,8,0.7272727272727273,1,True,False,False,34,11,22,1,0.3235294117647059,0.6470588235294118,0.029411764705882353,6,3
EE,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,3221->1299,3,0.2727272727272727,2,False,True,False,34,11,22,1,0.3235294117647059,0.6470588235294118,0.029411764705882353,6,3
ES,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,3352->12956,2,1.0,1,True,False,False,3,2,1,0,0.6666666666666666,0.3333333333333333,0.0,1,1
FI,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,16086->3356,6,0.4,1,True,False,False,84,15,45,24,0.17857142857142858,0.5357142857142857,0.2857142857142857,8,3
FI,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,16086->174,5,0.3333333333333333,2,False,True,False,84,15,45,24,0.17857142857142858,0.5357142857142857,0.2857142857142857,8,3
FI,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,49282->42708,4,0.26666666666666666,3,False,False,True,84,15,45,24,0.17857142857142858,0.5357142857142857,0.2857142857142857,8,3
FJ,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,24390->7575,2,1.0,1,True,False,False,4,2,2,0,0.5,0.5,0.0,1,1
HK,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,7473->3356,9,1.0,1,True,False,False,38,9,13,16,0.23684210526315788,0.34210526315789475,0.42105263157894735,5,2
ID,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,138115->149391,2,0.5,1,True,False,False,20,4,8,8,0.2,0.4,0.4,2,1
ID,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,23700->7632,2,0.5,2,False,True,False,20,4,8,8,0.2,0.4,0.4,2,1
IN,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,55836->4755,5,1.0,1,True,False,False,30,5,3,22,0.16666666666666666,0.1,0.7333333333333333,3,2
KY,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,36549->3855,2,1.0,1,True,False,False,2,2,0,0,1.0,0.0,0.0,1,1
MT,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,15735->1299,4,1.0,1,True,False,False,4,4,0,0,1.0,0.0,0.0,2,1
MV,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,24016->45489,2,1.0,1,True,False,False,20,2,0,18,0.1,0.0,0.9,1,1
MX,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,265539->23520,2,1.0,1,True,False,False,2,2,0,0,1.0,0.0,0.0,1,1
NO,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,49409->57829,4,0.6666666666666666,1,True,False,False,82,6,69,7,0.07317073170731707,0.8414634146341463,0.08536585365853659,3,2
NO,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,48144->50304,2,0.3333333333333333,2,False,True,False,82,6,69,7,0.07317073170731707,0.8414634146341463,0.08536585365853659,3,2
NU,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,55885->38800,2,1.0,1,True,False,False,2,2,0,0,1.0,0.0,0.0,1,0
PH,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,137818->132021,2,0.18181818181818182,1,True,False,False,84,11,55,18,0.13095238095238096,0.6547619047619048,0.21428571428571427,6,6
PH,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,62->9821,2,0.18181818181818182,2,False,True,False,84,11,55,18,0.13095238095238096,0.6547619047619048,0.21428571428571427,6,6
PH,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,45209->9821,2,0.18181818181818182,3,False,False,True,84,11,55,18,0.13095238095238096,0.6547619047619048,0.21428571428571427,6,6
PH,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,132400->134707,2,0.18181818181818182,4,False,False,False,84,11,55,18,0.13095238095238096,0.6547619047619048,0.21428571428571427,6,6
PH,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,17639->2914,1,0.09090909090909091,5,False,False,False,84,11,55,18,0.13095238095238096,0.6547619047619048,0.21428571428571427,6,6
PH,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,9299->2914,1,0.09090909090909091,6,False,False,False,84,11,55,18,0.13095238095238096,0.6547619047619048,0.21428571428571427,6,6
PH,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,132021->4775,1,0.09090909090909091,7,False,False,False,84,11,55,18,0.13095238095238096,0.6547619047619048,0.21428571428571427,6,6
PR,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,5786->20080,2,0.5,1,True,False,False,4,4,0,0,1.0,0.0,0.0,2,1
