analysis_scope,country,network_atomic_segments,corridor_atomic_segments,shared_atomic_segments,network_only_atomic_segments,corridor_only_atomic_segments,segment_population_aligned,probe_country,service_id,path_scope_stratum
transition_near_country,AE,4,4,4,0,0,True,,,
transition_near_country,AU,52,52,52,0,0,True,,,
transition_near_country,AX,2,2,2,0,0,True,,,
transition_near_country,BJ,5,5,5,0,0,True,,,
transition_near_country,BR,7,7,7,0,0,True,,,
transition_near_country,CA,25,25,25,0,0,True,,,
transition_near_country,CM,2,2,2,0,0,True,,,
transition_near_country,CN,2,2,2,0,0,True,,,
transition_near_country,CO,7,7,7,0,0,True,,,
transition_near_country,CV,2,2,2,0,0,True,,,
transition_near_country,CW,6,6,6,0,0,True,,,
transition_near_country,CY,6,6,6,0,0,True,,,
transition_near_country,DJ,4,4,4,0,0,True,,,
transition_near_country,DO,6,6,6,0,0,True,,,
transition_near_country,EE,34,34,34,0,0,True,,,
transition_near_country,ES,3,3,3,0,0,True,,,
transition_near_country,FI,84,84,84,0,0,True,,,
transition_near_country,FJ,4,4,4,0,0,True,,,
transition_near_country,GH,4,4,4,0,0,True,,,
transition_near_country,GP,2,2,2,0,0,True,,,
transition_near_country,GU,4,4,4,0,0,True,,,
transition_near_country,HK,38,38,38,0,0,True,,,
transition_near_country,HN,2,2,2,0,0,True,,,
transition_near_country,ID,20,20,20,0,0,True,,,
transition_near_country,IN,30,30,30,0,0,True,,,
transition_near_country,IT,2,2,2,0,0,True,,,
transition_near_country,KE,6,6,6,0,0,True,,,
transition_near_country,KY,2,2,2,0,0,True,,,
transition_near_country,LK,20,20,20,0,0,True,,,
transition_near_country,MP,2,2,2,0,0,True,,,
transition_near_country,MT,4,4,4,0,0,True,,,
transition_near_country,MV,20,20,20,0,0,True,,,
transition_near_country,MX,2,2,2,0,0,True,,,
transition_near_country,NC,10,10,10,0,0,True,,,
transition_near_country,NO,82,82,82,0,0,True,,,
transition_near_country,NU,2,2,2,0,0,True,,,
transition_near_country,NZ,102,102,102,0,0,True,,,
transition_near_country,OM,4,4,4,0,0,True,,,
transition_near_country,PG,2,2,2,0,0,True,,,
transition_near_country,PH,84,84,84,0,0,True,,,
transition_near_country,PK,13,13,13,0,0,True,,,
transition_near_country,PR,4,4,4,0,0,True,,,
transition_near_country,RE,51,51,51,0,0,True,,,
transition_near_country,SE,126,126,126,0,0,True,,,
transition_near_country,SG,27,27,27,0,0,True,,,
transition_near_country,SN,2,2,2,0,0,True,,,
transition_near_country,TH,5,5,5,0,0,True,,,
transition_near_country,TO,2,2,2,0,0,True,,,
transition_near_country,TR,20,20,20,0,0,True,,,
transition_near_country,TW,122,122,122,0,0,True,,,
transition_near_country,US,25,25,25,0,0,True,,,
transition_near_country,VE,4,4,4,0,0,True,,,
transition_near_country,VI,4,4,4,0,0,True,,,
transition_near_country,ZA,2,2,2,0,0,True,,,
probe_country_service,,4,4,4,0,0,True,AE,D-Root,all_publicly_visible
probe_country_service,,4,4,4,0,0,True,AE,D-Root,resolved_entry_only
probe_country_service,,4,4,4,0,0,True,AF,D-Root,all_publicly_visible
probe_country_service,,4,4,4,0,0,True,AF,D-Root,resolved_entry_only
probe_country_service,,48,48,48,0,0,True,AU,D-Root,all_publicly_visible
probe_country_service,,46,46,46,0,0,True,AU,D-Root,resolved_entry_only
probe_country_service,,2,2,2,0,0,True,AX,D-Root,all_publicly_visible
probe_country_service,,2,2,2,0,0,True,AX,D-Root,resolved_entry_only
probe_country_service,,3,3,3,0,0,True,BJ,D-Root,all_publicly_visible
probe_country_service,,3,3,3,0,0,True,BJ,D-Root,resolved_entry_only
probe_country_service,,5,5,5,0,0,True,BR,D-Root,all_publicly_visible
probe_country_service,,5,5,5,0,0,True,BR,D-Root,resolved_entry_only
probe_country_service,,23,23,23,0,0,True,CA,D-Root,all_publicly_visible
probe_country_service,,23,23,23,0,0,True,CA,D-Root,resolved_entry_only
probe_country_service,,2,2,2,0,0,True,CM,D-Root,all_publicly_visible
probe_country_service,,2,2,2,0,0,True,CM,D-Root,resolved_entry_only
probe_country_service,,4,4,4,0,0,True,CN,D-Root,all_publicly_visible
probe_country_service,,4,4,4,0,0,True,CN,D-Root,resolved_entry_only
probe_country_service,,7,7,7,0,0,True,CO,D-Root,all_publicly_visible
probe_country_service,,5,5,5,0,0,True,CO,D-Root,resolved_entry_only
probe_country_service,,1,1,1,0,0,True,CU,D-Root,all_publicly_visible
probe_country_service,,1,1,1,0,0,True,CU,D-Root,resolved_entry_only
probe_country_service,,2,2,2,0,0,True,CV,D-Root,all_publicly_visible
probe_country_service,,2,2,2,0,0,True,CV,D-Root,resolved_entry_only
probe_country_service,,3,3,3,0,0,True,CW,D-Root,all_publicly_visible
probe_country_service,,3,3,3,0,0,True,CW,D-Root,resolved_entry_only
probe_country_service,,6,6,6,0,0,True,CY,D-Root,all_publicly_visible
probe_country_service,,6,6,6,0,0,True,CY,D-Root,resolved_entry_only
probe_country_service,,2,2,2,0,0,True,DJ,D-Root,all_publicly_visible
probe_country_service,,2,2,2,0,0,True,DJ,D-Root,resolved_entry_only
probe_country_service,,5,5,5,0,0,True,DO,D-Root,all_publicly_visible
probe_country_service,,5,5,5,0,0,True,DO,D-Root,resolved_entry_only
probe_country_service,,2,2,2,0,0,True,EC,D-Root,all_publicly_visible
probe_country_service,,2,2,2,0,0,True,EC,D-Root,resolved_entry_only
probe_country_service,,46,46,46,0,0,True,EE,D-Root,all_publicly_visible
probe_country_service,,46,46,46,0,0,True,EE,D-Root,resolved_entry_only
probe_country_service,,3,3,3,0,0,True,ES,D-Root,all_publicly_visible
probe_country_service,,3,3,3,0,0,True,ES,D-Root,resolved_entry_only
probe_country_service,,2,2,2,0,0,True,ET,D-Root,all_publicly_visible
probe_country_service,,77,77,77,0,0,True,FI,D-Root,all_publicly_visible
probe_country_service,,76,76,76,0,0,True,FI,D-Root,resolved_entry_only
probe_country_service,,2,2,2,0,0,True,GH,D-Root,all_publicly_visible
probe_country_service,,2,2,2,0,0,True,GH,D-Root,resolved_entry_only
probe_country_service,,2,2,2,0,0,True,GP,D-Root,all_publicly_visible
probe_country_service,,2,2,2,0,0,True,GP,D-Root,resolved_entry_only
probe_country_service,,5,5,5,0,0,True,GU,D-Root,all_publicly_visible
probe_country_service,,4,4,4,0,0,True,GU,D-Root,resolved_entry_only
probe_country_service,,11,11,11,0,0,True,HK,D-Root,all_publicly_visible
probe_country_service,,9,9,9,0,0,True,HK,D-Root,resolved_entry_only
probe_country_service,,18,18,18,0,0,True,ID,D-Root,all_publicly_visible
probe_country_service,,18,18,18,0,0,True,ID,D-Root,resolved_entry_only
probe_country_service,,30,30,30,0,0,True,IN,D-Root,all_publicly_visible
probe_country_service,,28,28,28,0,0,True,IN,D-Root,resolved_entry_only
probe_country_service,,2,2,2,0,0,True,IT,D-Root,all_publicly_visible
probe_country_service,,2,2,2,0,0,True,IT,D-Root,resolved_entry_only
probe_country_service,,2,2,2,0,0,True,JP,D-Root,all_publicly_visible
probe_country_service,,2,2,2,0,0,True,JP,D-Root,resolved_entry_only
probe_country_service,,4,4,4,0,0,True,KE,D-Root,all_publicly_visible
probe_country_service,,4,4,4,0,0,True,KE,D-Root,resolved_entry_only
probe_country_service,,2,2,2,0,0,True,KY,D-Root,all_publicly_visible
probe_country_service,,2,2,2,0,0,True,KY,D-Root,resolved_entry_only
probe_country_service,,18,18,18,0,0,True,LK,D-Root,all_publicly_visible
probe_country_service,,18,18,18,0,0,True,LK,D-Root,resolved_entry_only
probe_country_service,,4,4,4,0,0,True,LV,D-Root,all_publicly_visible
probe_country_service,,4,4,4,0,0,True,LV,D-Root,resolved_entry_only
probe_country_service,,2,2,2,0,0,True,ML,D-Root,all_publicly_visible
probe_country_service,,2,2,2,0,0,True,ML,D-Root,resolved_entry_only
probe_country_service,,6,6,6,0,0,True,MN,D-Root,all_publicly_visible
probe_country_service,,6,6,6,0,0,True,MN,D-Root,resolved_entry_only
probe_country_service,,2,2,2,0,0,True,MP,D-Root,all_publicly_visible
probe_country_service,,2,2,2,0,0,True,MT,D-Root,all_publicly_visible
probe_country_service,,2,2,2,0,0,True,MT,D-Root,resolved_entry_only
probe_country_service,,22,22,22,0,0,True,MV,D-Root,all_publicly_visible
probe_country_service,,22,22,22,0,0,True,MV,D-Root,resolved_entry_only
probe_country_service,,2,2,2,0,0,True,MX,D-Root,all_publicly_visible
probe_country_service,,2,2,2,0,0,True,MX,D-Root,resolved_entry_only
probe_country_service,,172,172,172,0,0,True,NA,D-Root,all_publicly_visible
probe_country_service,,172,172,172,0,0,True,NA,D-Root,resolved_entry_only
probe_country_service,,10,10,10,0,0,True,NC,D-Root,all_publicly_visible
probe_country_service,,10,10,10,0,0,True,NC,D-Root,resolved_entry_only
probe_country_service,,70,70,70,0,0,True,NO,D-Root,all_publicly_visible
probe_country_service,,70,70,70,0,0,True,NO,D-Root,resolved_entry_only
probe_country_service,,87,87,87,0,0,True,NZ,D-Root,all_publicly_visible
probe_country_service,,87,87,87,0,0,True,NZ,D-Root,resolved_entry_only
probe_country_service,,2,2,2,0,0,True,OM,D-Root,all_publicly_visible
probe_country_service,,2,2,2,0,0,True,OM,D-Root,resolved_entry_only
probe_country_service,,2,2,2,0,0,True,PG,D-Root,all_publicly_visible
probe_country_service,,2,2,2,0,0,True,PG,D-Root,resolved_entry_only
probe_country_service,,77,77,77,0,0,True,PH,D-Root,all_publicly_visible
probe_country_service,,77,77,77,0,0,True,PH,D-Root,resolved_entry_only
probe_country_service,,4,4,4,0,0,True,PK,D-Root,all_publicly_visible
probe_country_service,,4,4,4,0,0,True,PK,D-Root,resolved_entry_only
probe_country_service,,34,34,34,0,0,True,RE,D-Root,all_publicly_visible
probe_country_service,,34,34,34,0,0,True,RE,D-Root,resolved_entry_only
probe_country_service,,4,4,4,0,0,True,RU,D-Root,all_publicly_visible
probe_country_service,,4,4,4,0,0,True,RU,D-Root,resolved_entry_only
probe_country_service,,65,65,65,0,0,True,SE,D-Root,all_publicly_visible
probe_country_service,,63,63,63,0,0,True,SE,D-Root,resolved_entry_only
probe_country_service,,30,30,30,0,0,True,SG,D-Root,all_publicly_visible
probe_country_service,,30,30,30,0,0,True,SG,D-Root,resolved_entry_only
probe_country_service,,2,2,2,0,0,True,SL,D-Root,all_publicly_visible
probe_country_service,,2,2,2,0,0,True,SL,D-Root,resolved_entry_only
probe_country_service,,2,2,2,0,0,True,SV,D-Root,all_publicly_visible
probe_country_service,,2,2,2,0,0,True,SV,D-Root,resolved_entry_only
probe_country_service,,2,2,2,0,0,True,TD,D-Root,all_publicly_visible
probe_country_service,,2,2,2,0,0,True,TD,D-Root,resolved_entry_only
probe_country_service,,4,4,4,0,0,True,TH,D-Root,all_publicly_visible
probe_country_service,,4,4,4,0,0,True,TH,D-Root,resolved_entry_only
probe_country_service,,2,2,2,0,0,True,TL,D-Root,all_publicly_visible
probe_country_service,,2,2,2,0,0,True,TL,D-Root,resolved_entry_only
probe_country_service,,4,4,4,0,0,True,TO,D-Root,all_publicly_visible
probe_country_service,,4,4,4,0,0,True,TO,D-Root,resolved_entry_only
probe_country_service,,20,20,20,0,0,True,TR,D-Root,all_publicly_visible
probe_country_service,,20,20,20,0,0,True,TR,D-Root,resolved_entry_only
probe_country_service,,92,92,92,0,0,True,TW,D-Root,all_publicly_visible
probe_country_service,,92,92,92,0,0,True,TW,D-Root,resolved_entry_only
probe_country_service,,2,2,2,0,0,True,UG,D-Root,all_publicly_visible
probe_country_service,,2,2,2,0,0,True,UG,D-Root,resolved_entry_only
probe_country_service,,16,16,16,0,0,True,US,D-Root,all_publicly_visible
probe_country_service,,14,14,14,0,0,True,US,D-Root,resolved_entry_only
probe_country_service,,4,4,4,0,0,True,VE,D-Root,all_publicly_visible
probe_country_service,,4,4,4,0,0,True,VE,D-Root,resolved_entry_only
probe_country_service,,2,2,2,0,0,True,VI,D-Root,all_publicly_visible
probe_country_service,,2,2,2,0,0,True,VI,D-Root,resolved_entry_only
probe_country_service,,8,8,8,0,0,True,VN,D-Root,all_publicly_visible
probe_country_service,,8,8,8,0,0,True,VN,D-Root,resolved_entry_only
probe_country_service,,2,2,2,0,0,True,ZA,D-Root,all_publicly_visible
probe_country_service,,2,2,2,0,0,True,ZA,D-Root,resolved_entry_only
