probe_country,service_id,path_scope_stratum,msm_id,file_name,as_boundary_transition_key,as_boundary_observation_count,share_of_as_boundary_observations,rank_within_unit,is_top1_as_boundary_transition,is_top2_as_boundary_transition,is_top3_as_boundary_transition,group_total_hop_pair_segments,group_cross_as_boundary_segments,group_intra_as_hop_pair_segments,group_country_fallback_segments,cross_as_boundary_coverage_rate,intra_as_hop_pair_share,country_fallback_share,group_unique_probes,group_unique_probe_asns
AU,D-Root,all_publicly_visible,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,4804->7474,2,1.0,1,True,False,False,48,2,42,4,0.041666666666666664,0.875,0.08333333333333333,1,1
AU,D-Root,resolved_entry_only,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,4804->7474,2,1.0,1,True,False,False,46,2,40,4,0.043478260869565216,0.8695652173913043,0.08695652173913043,1,1
BJ,D-Root,all_publicly_visible,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,28683->174,3,1.0,1,True,False,False,3,3,0,0,1.0,0.0,0.0,2,1
BJ,D-Root,resolved_entry_only,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,28683->174,3,1.0,1,True,False,False,3,3,0,0,1.0,0.0,0.0,2,1
CA,D-Root,all_publicly_visible,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,12212->174,1,1.0,1,True,False,False,23,1,16,6,0.043478260869565216,0.6956521739130435,0.2608695652173913,1,1
CA,D-Root,resolved_entry_only,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,12212->174,1,1.0,1,True,False,False,23,1,16,6,0.043478260869565216,0.6956521739130435,0.2608695652173913,1,1
CY,D-Root,all_publicly_visible,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,5504->1299,4,1.0,1,True,False,False,6,4,2,0,0.6666666666666666,0.3333333333333333,0.0,2,1
CY,D-Root,resolved_entry_only,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,5504->1299,4,1.0,1,True,False,False,6,4,2,0,0.6666666666666666,0.3333333333333333,0.0,2,1
EE,D-Root,all_publicly_visible,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,2586->6667,8,0.7272727272727273,1,True,False,False,46,11,34,1,0.2391304347826087,0.7391304347826086,0.021739130434782608,6,3
EE,D-Root,all_publicly_visible,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,3221->1299,3,0.2727272727272727,2,False,True,False,46,11,34,1,0.2391304347826087,0.7391304347826086,0.021739130434782608,6,3
EE,D-Root,resolved_entry_only,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,2586->6667,8,0.7272727272727273,1,True,False,False,46,11,34,1,0.2391304347826087,0.7391304347826086,0.021739130434782608,6,3
EE,D-Root,resolved_entry_only,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,3221->1299,3,0.2727272727272727,2,False,True,False,46,11,34,1,0.2391304347826087,0.7391304347826086,0.021739130434782608,6,3
ES,D-Root,all_publicly_visible,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,3352->12956,2,1.0,1,True,False,False,3,2,1,0,0.6666666666666666,0.3333333333333333,0.0,1,1
ES,D-Root,resolved_entry_only,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,3352->12956,2,1.0,1,True,False,False,3,2,1,0,0.6666666666666666,0.3333333333333333,0.0,1,1
FI,D-Root,all_publicly_visible,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,16086->3356,6,0.4,1,True,False,False,77,15,46,16,0.19480519480519481,0.5974025974025974,0.2077922077922078,8,3
FI,D-Root,all_publicly_visible,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,16086->174,5,0.3333333333333333,2,False,True,False,77,15,46,16,0.19480519480519481,0.5974025974025974,0.2077922077922078,8,3
FI,D-Root,all_publicly_visible,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,49282->42708,4,0.26666666666666666,3,False,False,True,77,15,46,16,0.19480519480519481,0.5974025974025974,0.2077922077922078,8,3
FI,D-Root,resolved_entry_only,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,16086->3356,6,0.4,1,True,False,False,76,15,45,16,0.19736842105263158,0.5921052631578947,0.21052631578947367,8,3
FI,D-Root,resolved_entry_only,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,16086->174,5,0.3333333333333333,2,False,True,False,76,15,45,16,0.19736842105263158,0.5921052631578947,0.21052631578947367,8,3
FI,D-Root,resolved_entry_only,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,49282->42708,4,0.26666666666666666,3,False,False,True,76,15,45,16,0.19736842105263158,0.5921052631578947,0.21052631578947367,8,3
ID,D-Root,all_publicly_visible,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,138115->149391,2,1.0,1,True,False,False,18,2,8,8,0.1111111111111111,0.4444444444444444,0.4444444444444444,1,1
ID,D-Root,resolved_entry_only,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,138115->149391,2,1.0,1,True,False,False,18,2,8,8,0.1111111111111111,0.4444444444444444,0.4444444444444444,1,1
IN,D-Root,all_publicly_visible,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,55836->4755,5,1.0,1,True,False,False,30,5,3,22,0.16666666666666666,0.1,0.7333333333333333,3,2
IN,D-Root,resolved_entry_only,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,55836->4755,5,1.0,1,True,False,False,28,5,3,20,0.17857142857142858,0.10714285714285714,0.7142857142857143,3,2
KY,D-Root,all_publicly_visible,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,36549->3855,2,1.0,1,True,False,False,2,2,0,0,1.0,0.0,0.0,1,1
KY,D-Root,resolved_entry_only,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,36549->3855,2,1.0,1,True,False,False,2,2,0,0,1.0,0.0,0.0,1,1
ML,D-Root,all_publicly_visible,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,8346->6453,2,1.0,1,True,False,False,2,2,0,0,1.0,0.0,0.0,1,1
ML,D-Root,resolved_entry_only,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,8346->6453,2,1.0,1,True,False,False,2,2,0,0,1.0,0.0,0.0,1,1
MT,D-Root,all_publicly_visible,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,15735->1299,2,1.0,1,True,False,False,2,2,0,0,1.0,0.0,0.0,1,1
MT,D-Root,resolved_entry_only,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,15735->1299,2,1.0,1,True,False,False,2,2,0,0,1.0,0.0,0.0,1,1
MV,D-Root,all_publicly_visible,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,24016->45489,2,1.0,1,True,False,False,22,2,0,20,0.09090909090909091,0.0,0.9090909090909091,1,1
MV,D-Root,resolved_entry_only,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,24016->45489,2,1.0,1,True,False,False,22,2,0,20,0.09090909090909091,0.0,0.9090909090909091,1,1
MX,D-Root,all_publicly_visible,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,265539->23520,2,1.0,1,True,False,False,2,2,0,0,1.0,0.0,0.0,1,1
