country,msm_id,file_name,total_mappable_segments,unique_network_transitions_observed,top1_network_transition_key,top1_network_transition_share,top2_network_transition_share,top3_network_transition_share,effective_network_transition_count,network_transition_concentration_tier,cross_as_boundary_segments,intra_as_hop_pair_segments,country_fallback_segments,cross_as_boundary_share,intra_as_hop_pair_share,country_fallback_share,sufficient_network_transition_resolution,auditable_paper_case,observation_sufficiency_reason,failed_thresholds,unique_probes,unique_probe_asns,domestic_segment_share,international_segment_share
CW,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,6,2,COUNTRY_FALLBACK:CW->US,0.8333333333333334,1.0,1.0,1.5691925832141966,severe_network_transition_concentration,0,1,5,0.0,0.16666666666666666,0.8333333333333334,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns,maximum_country_fallback_share","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns,maximum_country_fallback_share",4,2,0.0,1.0
CY,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,6,2,5504->1299,0.6666666666666666,1.0,1.0,1.8898815748423097,moderate_network_transition_concentration,4,2,0,0.6666666666666666,0.3333333333333333,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",4,2,0.0,1.0
DJ,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,4,1,COUNTRY_FALLBACK:DJ->FR,1.0,1.0,1.0,1.0,severe_network_transition_concentration,0,0,4,0.0,0.0,1.0,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns,maximum_country_fallback_share","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns,maximum_country_fallback_share",3,2,0.0,1.0
DO,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,6,2,COUNTRY_FALLBACK:DO->US,0.6666666666666666,1.0,1.0,1.8898815748423097,moderate_network_transition_concentration,0,2,4,0.0,0.3333333333333333,0.6666666666666666,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,maximum_country_fallback_share","minimum_mappable_segments,minimum_unique_probes,maximum_country_fallback_share",4,4,0.0,1.0
EE,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,34,6,1257->1257,0.35294117647058826,0.5882352941176471,0.7647058823529412,4.873593769502947,broad_network_transition_distribution,11,22,1,0.3235294117647059,0.6470588235294118,0.029411764705882353,True,True,auditable,,17,10,0.0,1.0
ES,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,3,2,3352->12956,0.6666666666666666,1.0,1.0,1.8898815748423097,moderate_network_transition_concentration,2,1,0,0.6666666666666666,0.3333333333333333,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",2,1,1.0,0.0
FI,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,84,9,COUNTRY_FALLBACK:FI->FI,0.2857142857142857,0.5,0.6547619047619048,6.931826263861725,broad_network_transition_distribution,15,45,24,0.17857142857142858,0.5357142857142857,0.2857142857142857,True,True,auditable,,33,16,0.5714285714285714,0.42857142857142855
FJ,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,4,2,24390->7575,0.5,1.0,1.0,2.0,moderate_network_transition_concentration,2,2,0,0.5,0.5,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",2,1,0.0,1.0
GH,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,4,2,37468->37468,0.5,1.0,1.0,2.0,moderate_network_transition_concentration,0,2,2,0.0,0.5,0.5,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns,maximum_country_fallback_share","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns,maximum_country_fallback_share",2,2,0.0,1.0
GP,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,2,1,COUNTRY_FALLBACK:GP->BL,1.0,1.0,1.0,1.0,severe_network_transition_concentration,0,0,2,0.0,0.0,1.0,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns,maximum_country_fallback_share","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns,maximum_country_fallback_share",1,1,0.0,1.0
GU,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,4,1,3605->3605,1.0,1.0,1.0,1.0,severe_network_transition_concentration,0,4,0,0.0,1.0,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",2,1,0.0,1.0
HK,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,38,7,COUNTRY_FALLBACK:HK->SG,0.3684210526315789,0.6052631578947368,0.763157894736842,5.290011157897331,broad_network_transition_distribution,9,13,16,0.23684210526315788,0.34210526315789475,0.42105263157894735,False,False,insufficient_maximum_country_fallback_share,maximum_country_fallback_share,20,12,0.0,1.0
HN,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,2,2,COUNTRY_FALLBACK:HN->US,0.5,1.0,1.0,2.0,moderate_network_transition_concentration,0,1,1,0.0,0.5,0.5,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns,maximum_country_fallback_share","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns,maximum_country_fallback_share",1,1,0.0,1.0
ID,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,20,7,COUNTRY_FALLBACK:ID->ID,0.25,0.45,0.6,6.514713327547211,broad_network_transition_distribution,4,8,8,0.2,0.4,0.4,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,maximum_country_fallback_share","minimum_mappable_segments,minimum_unique_probes,maximum_country_fallback_share",9,7,0.85,0.15
IN,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,30,4,COUNTRY_FALLBACK:IN->SG,0.6666666666666666,0.8333333333333333,0.9333333333333333,2.66374183620207,moderate_network_transition_concentration,5,3,22,0.16666666666666666,0.1,0.7333333333333333,False,False,insufficient_maximum_country_fallback_share,maximum_country_fallback_share,23,12,0.23333333333333334,0.7666666666666667
IT,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,2,1,34428->34428,1.0,1.0,1.0,1.0,severe_network_transition_concentration,0,2,0,0.0,1.0,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,1.0,0.0
KE,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,6,1,37100->37100,1.0,1.0,1.0,1.0,severe_network_transition_concentration,0,6,0,0.0,1.0,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",3,2,0.0,1.0
KY,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,2,1,36549->3855,1.0,1.0,1.0,1.0,severe_network_transition_concentration,2,0,0,1.0,0.0,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,0.0,1.0
LK,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,20,2,18001->18001,0.6,1.0,1.0,1.9601317042077895,moderate_network_transition_concentration,0,12,8,0.0,0.6,0.4,False,False,"insufficient_minimum_mappable_segments,maximum_country_fallback_share","minimum_mappable_segments,maximum_country_fallback_share",10,4,0.0,1.0
MP,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,2,1,7131->7131,1.0,1.0,1.0,1.0,severe_network_transition_concentration,0,2,0,0.0,1.0,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,0.0,1.0
MT,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,4,1,15735->1299,1.0,1.0,1.0,1.0,severe_network_transition_concentration,4,0,0,1.0,0.0,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",2,1,0.0,1.0
MV,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,20,2,COUNTRY_FALLBACK:MV->SG,0.9,1.0,1.0,1.384145488461686,severe_network_transition_concentration,2,0,18,0.1,0.0,0.9,False,False,"insufficient_minimum_mappable_segments,maximum_country_fallback_share","minimum_mappable_segments,maximum_country_fallback_share",10,3,0.0,1.0
MX,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,2,1,265539->23520,1.0,1.0,1.0,1.0,severe_network_transition_concentration,2,0,0,1.0,0.0,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,0.0,1.0
NC,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,10,1,COUNTRY_FALLBACK:NC->AU,1.0,1.0,1.0,1.0,severe_network_transition_concentration,0,0,10,0.0,0.0,1.0,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns,maximum_country_fallback_share","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns,maximum_country_fallback_share",5,2,0.0,1.0
NO,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,82,9,29695->29695,0.2682926829268293,0.47560975609756095,0.6219512195121951,7.097205288452018,broad_network_transition_distribution,6,69,7,0.07317073170731707,0.8414634146341463,0.08536585365853659,True,True,auditable,,31,10,1.0,0.0
NU,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,2,1,55885->38800,1.0,1.0,1.0,1.0,severe_network_transition_concentration,2,0,0,1.0,0.0,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,0,0.0,1.0
NZ,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,102,7,64073->64073,0.43137254901960786,0.6862745098039216,0.8235294117647058,4.335093642744175,weak_network_transition_concentration,0,86,16,0.0,0.8431372549019608,0.1568627450980392,True,True,auditable,,40,13,0.9607843137254902,0.0392156862745098
OM,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,4,2,8529->8529,0.75,1.0,1.0,1.7547653506033232,moderate_network_transition_concentration,0,3,1,0.0,0.75,0.25,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",2,1,0.0,1.0
PG,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,2,1,COUNTRY_FALLBACK:PG->AU,1.0,1.0,1.0,1.0,severe_network_transition_concentration,0,0,2,0.0,0.0,1.0,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns,maximum_country_fallback_share","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns,maximum_country_fallback_share",1,1,0.0,1.0
PH,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,84,17,9299->9299,0.2619047619047619,0.4166666666666667,0.5595238095238095,10.153914057869022,broad_network_transition_distribution,11,55,18,0.13095238095238096,0.6547619047619048,0.21428571428571427,True,True,auditable,,38,18,0.17857142857142858,0.8214285714285714
PK,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,13,1,COUNTRY_FALLBACK:PK->SG,1.0,1.0,1.0,1.0,severe_network_transition_concentration,0,0,13,0.0,0.0,1.0,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,maximum_country_fallback_share","minimum_mappable_segments,minimum_unique_probes,maximum_country_fallback_share",7,3,0.0,1.0
PR,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,4,2,5786->20080,0.5,1.0,1.0,2.0,moderate_network_transition_concentration,4,0,0,1.0,0.0,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",2,1,0.0,1.0
RE,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,51,1,COUNTRY_FALLBACK:RE->ZA,1.0,1.0,1.0,1.0,severe_network_transition_concentration,0,0,51,0.0,0.0,1.0,False,False,"insufficient_minimum_unique_probe_asns,maximum_country_fallback_share","minimum_unique_probe_asns,maximum_country_fallback_share",26,1,0.0,1.0
SE,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,126,7,8473->8473,0.3968253968253968,0.6904761904761905,0.8174603174603174,4.406440454224194,weak_network_transition_concentration,2,124,0,0.015873015873015872,0.9841269841269841,0.0,True,True,auditable,,64,20,0.6111111111111112,0.3888888888888889
SG,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,27,5,7473->7473,0.5925925925925926,0.7777777777777777,0.9259259259259258,3.156299593319483,weak_network_transition_concentration,2,16,9,0.07407407407407407,0.5925925925925926,0.3333333333333333,False,False,"insufficient_minimum_mappable_segments,maximum_country_fallback_share","minimum_mappable_segments,maximum_country_fallback_share",15,5,0.0,1.0
SN,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,2,1,8346->6453,1.0,1.0,1.0,1.0,severe_network_transition_concentration,2,0,0,1.0,0.0,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,0.0,1.0
TH,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,5,2,38040->38040,0.8,1.0,1.0,1.6493848884661177,severe_network_transition_concentration,1,4,0,0.2,0.8,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",3,2,0.2,0.8
TO,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,2,1,24390->24390,1.0,1.0,1.0,1.0,severe_network_transition_concentration,0,2,0,0.0,1.0,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,0.0,1.0
TR,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,20,1,COUNTRY_FALLBACK:TR->GR,1.0,1.0,1.0,1.0,severe_network_transition_concentration,0,0,20,0.0,0.0,1.0,False,False,"insufficient_minimum_mappable_segments,maximum_country_fallback_share","minimum_mappable_segments,maximum_country_fallback_share",10,4,0.0,1.0
TW,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,122,9,COUNTRY_FALLBACK:TW->HK,0.4344262295081967,0.7459016393442623,0.8032786885245902,4.626574739160091,weak_network_transition_concentration,0,28,94,0.0,0.22950819672131148,0.7704918032786885,False,False,insufficient_maximum_country_fallback_share,maximum_country_fallback_share,42,10,0.47540983606557374,0.5245901639344263
US,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,25,10,COUNTRY_FALLBACK:US->US,0.24,0.4,0.56,8.35978123687176,broad_network_transition_distribution,0,14,11,0.0,0.56,0.44,False,False,"insufficient_minimum_mappable_segments,maximum_country_fallback_share","minimum_mappable_segments,maximum_country_fallback_share",14,9,0.76,0.24
VE,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,4,1,COUNTRY_FALLBACK:VE->VE,1.0,1.0,1.0,1.0,severe_network_transition_concentration,0,0,4,0.0,0.0,1.0,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns,maximum_country_fallback_share","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns,maximum_country_fallback_share",2,2,1.0,0.0
VI,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,4,1,14434->14434,1.0,1.0,1.0,1.0,severe_network_transition_concentration,0,4,0,0.0,1.0,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",2,1,0.0,1.0
ZA,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,2,1,22355->22355,1.0,1.0,1.0,1.0,severe_network_transition_concentration,0,2,0,0.0,1.0,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,1.0,0.0
