probe_country,service_id,service_class,deployment_type,path_scope_stratum,total_valid_traces,mappable_traces,traces_with_feasible_submarine_corridor_candidates,submarine_candidate_exposure_rate,any_candidate_exposure_rate,inter_region_candidate_exposure_rate,domestic_inter_region_candidate_exposure_rate,international_inter_region_candidate_exposure_rate,intra_region_candidate_rate,submarine_exposed_traces,service_physical_exposure_rate,mappable_trace_rate,unique_probes,unique_probe_asns,unique_target_ips,unique_target_asns,service_entry_resolution_rate,sufficient_trace_observation,country_fallback_share,sufficient_network_transition_resolution,auditable_paper_case,observation_sufficiency_reason,failed_thresholds,country_geography_type,country_geography_classification_source,candidate_dependency_proxy_rate,candidate_dependency_proxy_rate_among_mappable_traces,candidate_dependency_proxy_tier,candidate_dependency_proxy_interpretation,total_mappable_segments,top1_corridor_share,top3_corridor_share,effective_corridor_count,corridor_concentration_tier,effective_network_transition_count,network_transition_concentration_tier,cross_layer_distribution_class
?,Netflix-Assets,edge_localized_application,distributed,all_publicly_visible,3,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,1,1,1,1,1.0,False,,False,False,insufficient_no_inter_region_projection_segments,"minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns,maximum_country_fallback_share",unknown,unclassified_or_missing_country_code,0.0,0.0,no_observed_inter_region_candidate_exposure,descriptive inter-region feasible-corridor candidate exposure; not actual cable use or traffic dependency,0.0,,,,unknown_corridor_observation_concentration,,,unknown_cross_layer_distribution_class
?,Netflix-Assets,edge_localized_application,distributed,resolved_entry_only,3,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,1,1,1,1,1.0,False,,False,False,insufficient_no_inter_region_projection_segments,"minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns,maximum_country_fallback_share",unknown,unclassified_or_missing_country_code,0.0,0.0,no_observed_inter_region_candidate_exposure,descriptive inter-region feasible-corridor candidate exposure; not actual cable use or traffic dependency,0.0,,,,unknown_corridor_observation_concentration,,,unknown_cross_layer_distribution_class
AD,Netflix-Assets,edge_localized_application,distributed,all_publicly_visible,9,9,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,3,1,2,1,1.0,False,,False,False,insufficient_no_inter_region_projection_segments,"minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns,maximum_country_fallback_share",landlocked,catalog_landlocked_list,0.0,0.0,no_observed_inter_region_candidate_exposure,descriptive inter-region feasible-corridor candidate exposure; not actual cable use or traffic dependency,0.0,,,,unknown_corridor_observation_concentration,,,unknown_cross_layer_distribution_class
AD,Netflix-Assets,edge_localized_application,distributed,resolved_entry_only,9,9,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,3,1,2,1,1.0,False,,False,False,insufficient_no_inter_region_projection_segments,"minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns,maximum_country_fallback_share",landlocked,catalog_landlocked_list,0.0,0.0,no_observed_inter_region_candidate_exposure,descriptive inter-region feasible-corridor candidate exposure; not actual cable use or traffic dependency,0.0,,,,unknown_corridor_observation_concentration,,,unknown_cross_layer_distribution_class
AE,Netflix-Assets,edge_localized_application,distributed,all_publicly_visible,56,52,12,0.21428571428571427,0.25,0.21428571428571427,0.21428571428571427,0.05357142857142857,0.16071428571428573,12,0.21428571428571427,0.9285714285714286,22,14,2,1,0.9285714285714286,True,0.3125,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,maximum_country_fallback_share","minimum_mappable_segments,minimum_unique_probes,maximum_country_fallback_share",coastal_mainland_or_mixed,catalog_default_alpha2_rule,0.21428571428571427,0.23076923076923078,high_candidate_dependency_proxy,descriptive inter-region feasible-corridor candidate exposure; not actual cable use or traffic dependency,16.0,0.3125,0.6458333333333333,5.433488356062725,broad_corridor_observation_distribution,5.753330987107183,broad_network_transition_distribution,network_and_physical_both_broad
AE,Netflix-Assets,edge_localized_application,distributed,resolved_entry_only,52,52,12,0.23076923076923078,0.2692307692307692,0.23076923076923078,0.23076923076923078,0.057692307692307696,0.17307692307692307,12,0.23076923076923078,1.0,22,14,2,1,1.0,True,0.3125,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,maximum_country_fallback_share","minimum_mappable_segments,minimum_unique_probes,maximum_country_fallback_share",coastal_mainland_or_mixed,catalog_default_alpha2_rule,0.23076923076923078,0.23076923076923078,high_candidate_dependency_proxy,descriptive inter-region feasible-corridor candidate exposure; not actual cable use or traffic dependency,16.0,0.3125,0.6458333333333333,5.433488356062725,broad_corridor_observation_distribution,5.753330987107183,broad_network_transition_distribution,network_and_physical_both_broad
AF,Netflix-Assets,edge_localized_application,distributed,all_publicly_visible,14,14,6,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.0,0.42857142857142855,0.0,6,0.42857142857142855,1.0,5,2,2,1,1.0,False,1.0,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns,maximum_country_fallback_share","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns,maximum_country_fallback_share",landlocked,catalog_landlocked_list,0.42857142857142855,0.42857142857142855,very_high_candidate_dependency_proxy,descriptive inter-region feasible-corridor candidate exposure; not actual cable use or traffic dependency,6.0,1.0,1.0,1.0,severe_corridor_observation_concentration,1.0,severe_network_transition_concentration,network_and_physical_both_concentrated
AF,Netflix-Assets,edge_localized_application,distributed,resolved_entry_only,14,14,6,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.0,0.42857142857142855,0.0,6,0.42857142857142855,1.0,5,2,2,1,1.0,False,1.0,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns,maximum_country_fallback_share","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns,maximum_country_fallback_share",landlocked,catalog_landlocked_list,0.42857142857142855,0.42857142857142855,very_high_candidate_dependency_proxy,descriptive inter-region feasible-corridor candidate exposure; not actual cable use or traffic dependency,6.0,1.0,1.0,1.0,severe_corridor_observation_concentration,1.0,severe_network_transition_concentration,network_and_physical_both_concentrated
AL,Netflix-Assets,edge_localized_application,distributed,all_publicly_visible,84,77,5,0.05952380952380952,0.05952380952380952,0.05952380952380952,0.0,0.05952380952380952,0.0,5,0.05952380952380952,0.9166666666666666,29,20,3,2,0.9166666666666666,True,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",coastal_mainland_or_mixed,catalog_default_alpha2_rule,0.05952380952380952,0.06493506493506493,moderate_candidate_dependency_proxy,descriptive inter-region feasible-corridor candidate exposure; not actual cable use or traffic dependency,5.0,1.0,1.0,1.0,severe_corridor_observation_concentration,1.0,severe_network_transition_concentration,network_and_physical_both_concentrated
AL,Netflix-Assets,edge_localized_application,distributed,resolved_entry_only,77,77,5,0.06493506493506493,0.06493506493506493,0.06493506493506493,0.0,0.06493506493506493,0.0,5,0.06493506493506493,1.0,27,18,2,1,1.0,True,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",coastal_mainland_or_mixed,catalog_default_alpha2_rule,0.06493506493506493,0.06493506493506493,moderate_candidate_dependency_proxy,descriptive inter-region feasible-corridor candidate exposure; not actual cable use or traffic dependency,5.0,1.0,1.0,1.0,severe_corridor_observation_concentration,1.0,severe_network_transition_concentration,network_and_physical_both_concentrated
