probe_country,service_id,service_class,deployment_type,path_scope_stratum,total_valid_traces,mappable_traces,traces_with_feasible_submarine_corridor_candidates,submarine_candidate_exposure_rate,any_candidate_exposure_rate,inter_region_candidate_exposure_rate,domestic_inter_region_candidate_exposure_rate,international_inter_region_candidate_exposure_rate,intra_region_candidate_rate,submarine_exposed_traces,service_physical_exposure_rate,mappable_trace_rate,unique_probes,unique_probe_asns,unique_target_ips,unique_target_asns,service_entry_resolution_rate,sufficient_trace_observation,country_fallback_share,sufficient_network_transition_resolution,auditable_paper_case,observation_sufficiency_reason,failed_thresholds
EE,Netflix-Assets,edge_localized_application,distributed,resolved_entry_only,101,101,92,0.9108910891089109,0.9108910891089109,0.9108910891089109,0.0,0.9108910891089109,0.0,92,0.9108910891089109,1.0,38,19,2,1,1.0,True,0.0425531914893617,True,True,auditable,
TJ,Netflix-Assets,edge_localized_application,distributed,resolved_entry_only,29,29,26,0.896551724137931,0.9310344827586207,0.896551724137931,0.7931034482758621,0.7241379310344828,0.9310344827586207,26,0.896551724137931,1.0,13,10,2,1,1.0,False,0.0,True,True,auditable,
MV,Netflix-Assets,edge_localized_application,distributed,all_publicly_visible,31,31,26,0.8387096774193549,0.8387096774193549,0.8387096774193549,0.8387096774193549,0.7741935483870968,0.8387096774193549,26,0.8387096774193549,1.0,12,4,2,1,1.0,True,0.1927710843373494,True,True,auditable,
MV,Netflix-Assets,edge_localized_application,distributed,resolved_entry_only,31,31,26,0.8387096774193549,0.8387096774193549,0.8387096774193549,0.8387096774193549,0.7741935483870968,0.8387096774193549,26,0.8387096774193549,1.0,12,4,2,1,1.0,True,0.1927710843373494,True,True,auditable,
TJ,Netflix-Assets,edge_localized_application,distributed,all_publicly_visible,32,29,26,0.8125,0.84375,0.8125,0.71875,0.65625,0.84375,26,0.8125,0.90625,14,11,2,1,0.90625,True,0.0,True,True,auditable,
EE,Netflix-Assets,edge_localized_application,distributed,all_publicly_visible,115,101,92,0.8,0.8,0.8,0.0,0.8,0.0,92,0.8,0.8782608695652174,43,22,2,1,0.8782608695652174,True,0.0425531914893617,True,True,auditable,
ID,Netflix-Assets,edge_localized_application,distributed,resolved_entry_only,250,250,198,0.792,0.816,0.792,0.74,0.56,0.448,198,0.792,1.0,90,65,2,1,1.0,True,0.2864493996569468,True,True,auditable,
ID,Netflix-Assets,edge_localized_application,distributed,all_publicly_visible,259,250,198,0.7644787644787645,0.7876447876447876,0.7644787644787645,0.7142857142857143,0.5405405405405406,0.43243243243243246,198,0.7644787644787645,0.9652509652509652,93,66,3,2,0.9652509652509652,True,0.2864493996569468,True,True,auditable,
NO,Netflix-Assets,edge_localized_application,distributed,resolved_entry_only,250,250,190,0.76,0.76,0.76,0.76,0.0,0.1,190,0.76,1.0,89,33,2,1,1.0,True,0.0,True,True,auditable,
NO,Netflix-Assets,edge_localized_application,distributed,all_publicly_visible,263,250,190,0.7224334600760456,0.7224334600760456,0.7224334600760456,0.7224334600760456,0.0,0.09505703422053231,190,0.7224334600760456,0.9505703422053232,93,35,3,2,0.9505703422053232,True,0.0,True,True,auditable,
SG,Netflix-Assets,edge_localized_application,distributed,resolved_entry_only,399,399,251,0.6290726817042607,0.681704260651629,0.6290726817042607,0.6115288220551378,0.040100250626566414,0.681704260651629,251,0.6290726817042607,1.0,142,64,2,1,1.0,True,0.20950965824665677,True,True,auditable,
SG,Netflix-Assets,edge_localized_application,distributed,all_publicly_visible,416,399,251,0.6033653846153846,0.6538461538461539,0.6033653846153846,0.5865384615384616,0.038461538461538464,0.6538461538461539,251,0.6033653846153846,0.9591346153846154,147,66,3,2,0.9591346153846154,True,0.20950965824665677,True,True,auditable,
DK,Netflix-Assets,edge_localized_application,distributed,resolved_entry_only,305,305,156,0.5114754098360655,0.5704918032786885,0.5114754098360655,0.46557377049180326,0.10163934426229508,0.49508196721311476,156,0.5114754098360655,1.0,105,35,2,1,1.0,True,0.03689064558629776,True,True,auditable,
DK,Netflix-Assets,edge_localized_application,distributed,all_publicly_visible,317,305,156,0.4921135646687697,0.5488958990536278,0.4921135646687697,0.4479495268138801,0.09779179810725552,0.47634069400630913,156,0.4921135646687697,0.9621451104100947,109,36,3,2,0.9621451104100947,True,0.03689064558629776,True,True,auditable,
IL,Netflix-Assets,edge_localized_application,distributed,resolved_entry_only,96,96,45,0.46875,0.46875,0.46875,0.46875,0.010416666666666666,0.46875,45,0.46875,1.0,33,13,2,1,1.0,True,0.0,True,True,auditable,
IL,Netflix-Assets,edge_localized_application,distributed,all_publicly_visible,99,96,45,0.45454545454545453,0.45454545454545453,0.45454545454545453,0.45454545454545453,0.010101010101010102,0.45454545454545453,45,0.45454545454545453,0.9696969696969697,34,13,2,1,0.9696969696969697,True,0.0,True,True,auditable,
MY,Netflix-Assets,edge_localized_application,distributed,resolved_entry_only,95,95,39,0.4105263157894737,0.4631578947368421,0.4105263157894737,0.15789473684210525,0.3684210526315789,0.42105263157894735,39,0.4105263157894737,1.0,35,19,2,1,1.0,True,0.22058823529411764,True,True,auditable,
MY,Netflix-Assets,edge_localized_application,distributed,all_publicly_visible,97,95,39,0.4020618556701031,0.4536082474226804,0.4020618556701031,0.15463917525773196,0.36082474226804123,0.41237113402061853,39,0.4020618556701031,0.979381443298969,36,20,2,1,0.979381443298969,True,0.22058823529411764,True,True,auditable,
PT,Netflix-Assets,edge_localized_application,distributed,resolved_entry_only,280,280,107,0.3821428571428571,0.4035714285714286,0.3821428571428571,0.3821428571428571,0.0,0.02142857142857143,107,0.3821428571428571,1.0,97,22,2,1,1.0,True,0.0,True,True,auditable,
PT,Netflix-Assets,edge_localized_application,distributed,all_publicly_visible,290,282,108,0.3724137931034483,0.3931034482758621,0.3724137931034483,0.3724137931034483,0.0,0.020689655172413793,108,0.3724137931034483,0.9724137931034482,100,23,2,1,0.9655172413793104,True,0.0,True,True,auditable,
