probe_country,service_id,path_scope_stratum,total_atomic_segments,uniquely_resolved_segments,bounded_candidate_set_segments,no_matched_corridor_segments,insufficiently_resolved_segments,rtt_conclusive_segments,rtt_inconclusive_segments,uniquely_resolved_share,bounded_candidate_set_share,no_matched_corridor_share,insufficiently_resolved_share
?,Netflix-Assets,all_publicly_visible,27,0,0,15,12,13,14,0.0,0.0,0.5555555555555556,0.4444444444444444
?,Netflix-Assets,resolved_entry_only,27,0,0,15,12,13,14,0.0,0.0,0.5555555555555556,0.4444444444444444
AD,Netflix-Assets,all_publicly_visible,66,0,0,51,15,33,33,0.0,0.0,0.7727272727272727,0.22727272727272727
AD,Netflix-Assets,resolved_entry_only,66,0,0,51,15,33,33,0.0,0.0,0.7727272727272727,0.22727272727272727
AE,Netflix-Assets,all_publicly_visible,279,8,8,164,99,211,68,0.02867383512544803,0.02867383512544803,0.5878136200716846,0.3548387096774194
AE,Netflix-Assets,resolved_entry_only,279,8,8,164,99,211,68,0.02867383512544803,0.02867383512544803,0.5878136200716846,0.3548387096774194
AF,Netflix-Assets,all_publicly_visible,99,6,0,20,73,69,30,0.06060606060606061,0.0,0.20202020202020202,0.7373737373737373
AF,Netflix-Assets,resolved_entry_only,99,6,0,20,73,69,30,0.06060606060606061,0.0,0.20202020202020202,0.7373737373737373
AL,Netflix-Assets,all_publicly_visible,489,5,0,288,196,339,150,0.010224948875255624,0.0,0.588957055214724,0.40081799591002043
AL,Netflix-Assets,resolved_entry_only,480,5,0,288,187,333,147,0.010416666666666666,0.0,0.6,0.38958333333333334
AM,Netflix-Assets,all_publicly_visible,270,0,0,199,71,205,65,0.0,0.0,0.737037037037037,0.26296296296296295
AM,Netflix-Assets,resolved_entry_only,270,0,0,199,71,205,65,0.0,0.0,0.737037037037037,0.26296296296296295
AO,Netflix-Assets,all_publicly_visible,178,0,0,96,82,127,51,0.0,0.0,0.5393258426966292,0.4606741573033708
AO,Netflix-Assets,resolved_entry_only,178,0,0,96,82,127,51,0.0,0.0,0.5393258426966292,0.4606741573033708
AR,Netflix-Assets,all_publicly_visible,882,0,0,605,277,623,259,0.0,0.0,0.6859410430839002,0.31405895691609975
AR,Netflix-Assets,resolved_entry_only,878,0,0,602,276,620,258,0.0,0.0,0.6856492027334852,0.3143507972665148
AT,Netflix-Assets,all_publicly_visible,3248,0,0,2492,756,2064,1184,0.0,0.0,0.7672413793103449,0.23275862068965517
AT,Netflix-Assets,resolved_entry_only,3248,0,0,2492,756,2064,1184,0.0,0.0,0.7672413793103449,0.23275862068965517
AU,Netflix-Assets,all_publicly_visible,4470,123,0,2081,2266,2745,1725,0.027516778523489934,0.0,0.46554809843400446,0.5069351230425055
AU,Netflix-Assets,resolved_entry_only,4470,123,0,2081,2266,2745,1725,0.027516778523489934,0.0,0.46554809843400446,0.5069351230425055
AX,Netflix-Assets,all_publicly_visible,33,3,0,24,6,15,18,0.09090909090909091,0.0,0.7272727272727273,0.18181818181818182
AX,Netflix-Assets,resolved_entry_only,33,3,0,24,6,15,18,0.09090909090909091,0.0,0.7272727272727273,0.18181818181818182
AZ,Netflix-Assets,all_publicly_visible,150,0,1,61,88,108,42,0.0,0.006666666666666667,0.4066666666666667,0.5866666666666667
AZ,Netflix-Assets,resolved_entry_only,150,0,1,61,88,108,42,0.0,0.006666666666666667,0.4066666666666667,0.5866666666666667
BA,Netflix-Assets,all_publicly_visible,188,0,0,148,40,140,48,0.0,0.0,0.7872340425531915,0.2127659574468085
BA,Netflix-Assets,resolved_entry_only,188,0,0,148,40,140,48,0.0,0.0,0.7872340425531915,0.2127659574468085
BB,Netflix-Assets,all_publicly_visible,25,3,0,16,6,19,6,0.12,0.0,0.64,0.24
BB,Netflix-Assets,resolved_entry_only,25,3,0,16,6,19,6,0.12,0.0,0.64,0.24
BD,Netflix-Assets,all_publicly_visible,256,0,10,92,154,184,72,0.0,0.0390625,0.359375,0.6015625
BD,Netflix-Assets,resolved_entry_only,256,0,10,92,154,184,72,0.0,0.0390625,0.359375,0.6015625
BE,Netflix-Assets,all_publicly_visible,2410,0,0,1580,830,1616,794,0.0,0.0,0.6556016597510373,0.34439834024896265
BE,Netflix-Assets,resolved_entry_only,2397,0,0,1576,821,1604,793,0.0,0.0,0.657488527325824,0.34251147267417603
BF,Netflix-Assets,all_publicly_visible,85,0,0,53,32,61,24,0.0,0.0,0.6235294117647059,0.3764705882352941
BF,Netflix-Assets,resolved_entry_only,85,0,0,53,32,61,24,0.0,0.0,0.6235294117647059,0.3764705882352941
BG,Netflix-Assets,all_publicly_visible,1125,0,0,823,302,759,366,0.0,0.0,0.7315555555555555,0.26844444444444443
BG,Netflix-Assets,resolved_entry_only,1125,0,0,823,302,759,366,0.0,0.0,0.7315555555555555,0.26844444444444443
BH,Netflix-Assets,all_publicly_visible,102,3,0,26,73,71,31,0.029411764705882353,0.0,0.2549019607843137,0.7156862745098039
BH,Netflix-Assets,resolved_entry_only,102,3,0,26,73,71,31,0.029411764705882353,0.0,0.2549019607843137,0.7156862745098039
BI,Netflix-Assets,all_publicly_visible,29,0,0,26,3,22,7,0.0,0.0,0.896551724137931,0.10344827586206896
BI,Netflix-Assets,resolved_entry_only,29,0,0,26,3,22,7,0.0,0.0,0.896551724137931,0.10344827586206896
BJ,Netflix-Assets,all_publicly_visible,162,8,0,121,33,117,45,0.04938271604938271,0.0,0.7469135802469136,0.2037037037037037
BJ,Netflix-Assets,resolved_entry_only,162,8,0,121,33,117,45,0.04938271604938271,0.0,0.7469135802469136,0.2037037037037037
BL,Netflix-Assets,all_publicly_visible,17,0,0,17,0,15,2,0.0,0.0,1.0,0.0
BL,Netflix-Assets,resolved_entry_only,17,0,0,17,0,15,2,0.0,0.0,1.0,0.0
BO,Netflix-Assets,all_publicly_visible,444,0,0,314,130,290,154,0.0,0.0,0.7072072072072072,0.2927927927927928
BO,Netflix-Assets,resolved_entry_only,444,0,0,314,130,290,154,0.0,0.0,0.7072072072072072,0.2927927927927928
BR,Netflix-Assets,all_publicly_visible,1682,3,0,887,792,1077,605,0.0017835909631391202,0.0,0.5273483947681332,0.4708680142687277
BR,Netflix-Assets,resolved_entry_only,1679,3,0,887,789,1074,605,0.001786777843954735,0.0,0.5282906491959499,0.4699225729600953
BT,Netflix-Assets,all_publicly_visible,24,0,3,18,3,18,6,0.0,0.125,0.75,0.125
BT,Netflix-Assets,resolved_entry_only,24,0,3,18,3,18,6,0.0,0.125,0.75,0.125
BW,Netflix-Assets,all_publicly_visible,27,0,0,18,9,18,9,0.0,0.0,0.6666666666666666,0.3333333333333333
BW,Netflix-Assets,resolved_entry_only,27,0,0,18,9,18,9,0.0,0.0,0.6666666666666666,0.3333333333333333
BY,Netflix-Assets,all_publicly_visible,549,0,0,446,103,381,168,0.0,0.0,0.8123861566484517,0.18761384335154827
BY,Netflix-Assets,resolved_entry_only,549,0,0,446,103,381,168,0.0,0.0,0.8123861566484517,0.18761384335154827
CA,Netflix-Assets,all_publicly_visible,6012,438,9,3725,1840,4056,1956,0.07285429141716566,0.0014970059880239522,0.6195941450432468,0.3060545575515635
CA,Netflix-Assets,resolved_entry_only,5988,438,9,3715,1826,4032,1956,0.07314629258517034,0.001503006012024048,0.6204074816299265,0.3049432197728791
CD,Netflix-Assets,all_publicly_visible,89,0,0,68,21,50,39,0.0,0.0,0.7640449438202247,0.23595505617977527
CD,Netflix-Assets,resolved_entry_only,89,0,0,68,21,50,39,0.0,0.0,0.7640449438202247,0.23595505617977527
CG,Netflix-Assets,all_publicly_visible,51,0,0,22,29,36,15,0.0,0.0,0.43137254901960786,0.5686274509803921
CG,Netflix-Assets,resolved_entry_only,51,0,0,22,29,36,15,0.0,0.0,0.43137254901960786,0.5686274509803921
CH,Netflix-Assets,all_publicly_visible,6820,0,0,5606,1214,4654,2166,0.0,0.0,0.8219941348973607,0.1780058651026393
CH,Netflix-Assets,resolved_entry_only,6820,0,0,5606,1214,4654,2166,0.0,0.0,0.8219941348973607,0.1780058651026393
CI,Netflix-Assets,all_publicly_visible,48,3,0,19,26,38,10,0.0625,0.0,0.3958333333333333,0.5416666666666666
CI,Netflix-Assets,resolved_entry_only,48,3,0,19,26,38,10,0.0625,0.0,0.3958333333333333,0.5416666666666666
CK,Netflix-Assets,all_publicly_visible,12,0,0,9,3,9,3,0.0,0.0,0.75,0.25
CK,Netflix-Assets,resolved_entry_only,12,0,0,9,3,9,3,0.0,0.0,0.75,0.25
CL,Netflix-Assets,all_publicly_visible,1856,0,0,999,857,1396,460,0.0,0.0,0.5382543103448276,0.46174568965517243
CL,Netflix-Assets,resolved_entry_only,1856,0,0,999,857,1396,460,0.0,0.0,0.5382543103448276,0.46174568965517243
CM,Netflix-Assets,all_publicly_visible,44,3,0,32,9,25,19,0.06818181818181818,0.0,0.7272727272727273,0.20454545454545456
CM,Netflix-Assets,resolved_entry_only,44,3,0,32,9,25,19,0.06818181818181818,0.0,0.7272727272727273,0.20454545454545456
CN,Netflix-Assets,all_publicly_visible,1917,3,17,1310,587,1367,550,0.001564945226917058,0.008868022952529996,0.6833594157537819,0.306207616066771
CN,Netflix-Assets,resolved_entry_only,1914,3,17,1310,584,1365,549,0.001567398119122257,0.008881922675026124,0.6844305120167189,0.3051201671891327
CO,Netflix-Assets,all_publicly_visible,758,20,0,471,267,557,201,0.026385224274406333,0.0,0.6213720316622692,0.35224274406332456
CO,Netflix-Assets,resolved_entry_only,758,20,0,471,267,557,201,0.026385224274406333,0.0,0.6213720316622692,0.35224274406332456
CR,Netflix-Assets,all_publicly_visible,256,0,0,103,153,203,53,0.0,0.0,0.40234375,0.59765625
CR,Netflix-Assets,resolved_entry_only,256,0,0,103,153,203,53,0.0,0.0,0.40234375,0.59765625
CU,Netflix-Assets,all_publicly_visible,32,2,0,21,9,26,6,0.0625,0.0,0.65625,0.28125
CU,Netflix-Assets,resolved_entry_only,32,2,0,21,9,26,6,0.0625,0.0,0.65625,0.28125
