country,msm_id,file_name,as_boundary_transition_key,as_boundary_observation_count,share_of_as_boundary_observations,rank_within_unit,is_top1_as_boundary_transition,is_top2_as_boundary_transition,is_top3_as_boundary_transition,group_total_hop_pair_segments,group_cross_as_boundary_segments,group_intra_as_hop_pair_segments,group_country_fallback_segments,cross_as_boundary_coverage_rate,intra_as_hop_pair_share,country_fallback_share,group_unique_probes,group_unique_probe_asns
AU,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,7474->7578,18,0.8181818181818182,1,True,False,False,761,22,608,131,0.02890932982917214,0.7989487516425755,0.1721419185282523,13,7
AU,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,7699->4826,2,0.09090909090909091,2,False,True,False,761,22,608,131,0.02890932982917214,0.7989487516425755,0.1721419185282523,13,7
AU,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,7545->7474,2,0.09090909090909091,3,False,False,True,761,22,608,131,0.02890932982917214,0.7989487516425755,0.1721419185282523,13,7
BJ,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,28683->174,6,1.0,1,True,False,False,6,6,0,0,1.0,0.0,0.0,3,2
CA,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,852->6939,2,1.0,1,True,False,False,14,2,8,4,0.14285714285714285,0.5714285714285714,0.2857142857142857,1,1
CN,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,9808->58453,22,0.9565217391304348,1,True,False,False,23,23,0,0,1.0,0.0,0.0,13,5
CN,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,4812->4134,1,0.043478260869565216,2,False,True,False,23,23,0,0,1.0,0.0,0.0,13,5
CO,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,13489->6762,6,1.0,1,True,False,False,12,6,6,0,0.5,0.5,0.0,3,2
CW,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,23520->1299,5,0.45454545454545453,1,True,False,False,16,11,5,0,0.6875,0.3125,0.0,8,5
CW,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,23520->6762,5,0.45454545454545453,2,False,True,False,16,11,5,0,0.6875,0.3125,0.0,8,5
CW,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,11081->23520,1,0.09090909090909091,3,False,False,True,16,11,5,0,0.6875,0.3125,0.0,8,5
CY,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,5504->1299,4,1.0,1,True,False,False,8,4,4,0,0.5,0.5,0.0,2,1
FI,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,16086->12552,17,0.6071428571428571,1,True,False,False,115,28,78,9,0.24347826086956523,0.6782608695652174,0.0782608695652174,15,6
FI,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,719->6667,8,0.2857142857142857,2,False,True,False,115,28,78,9,0.24347826086956523,0.6782608695652174,0.0782608695652174,15,6
FI,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,49282->42708,3,0.10714285714285714,3,False,False,True,115,28,78,9,0.24347826086956523,0.6782608695652174,0.0782608695652174,15,6
FJ,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,24390->7575,2,1.0,1,True,False,False,6,2,2,2,0.3333333333333333,0.3333333333333333,0.3333333333333333,1,1
FR,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,7578->44324,184,1.0,1,True,False,False,184,184,0,0,1.0,0.0,0.0,103,46
GB,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,47583->25152,4,1.0,1,True,False,False,4,4,0,0,1.0,0.0,0.0,2,0
HK,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,213605->53808,10,0.8333333333333334,1,True,False,False,65,12,42,11,0.18461538461538463,0.6461538461538462,0.16923076923076924,6,2
HK,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,21859->4229,2,0.16666666666666666,2,False,True,False,65,12,42,11,0.18461538461538463,0.6461538461538462,0.16923076923076924,6,2
ID,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,4800->10217,54,0.8307692307692308,1,True,False,False,93,65,27,1,0.6989247311827957,0.2903225806451613,0.010752688172043012,46,28
ID,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,7713->10217,4,0.06153846153846154,2,False,True,False,93,65,27,1,0.6989247311827957,0.2903225806451613,0.010752688172043012,46,28
ID,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,149697->58495,4,0.06153846153846154,3,False,False,True,93,65,27,1,0.6989247311827957,0.2903225806451613,0.010752688172043012,46,28
ID,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,138074->10217,2,0.03076923076923077,4,False,False,False,93,65,27,1,0.6989247311827957,0.2903225806451613,0.010752688172043012,46,28
ID,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,138115->10217,1,0.015384615384615385,5,False,False,False,93,65,27,1,0.6989247311827957,0.2903225806451613,0.010752688172043012,46,28
IN,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,9498->136308,3,1.0,1,True,False,False,10,3,0,7,0.3,0.0,0.7,3,2
KE,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,207113->6939,1,1.0,1,True,False,False,3,1,2,0,0.3333333333333333,0.6666666666666666,0.0,1,1
KY,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,36549->3855,2,1.0,1,True,False,False,2,2,0,0,1.0,0.0,0.0,1,1
MT,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,15735->1299,4,1.0,1,True,False,False,4,4,0,0,1.0,0.0,0.0,2,1
MV,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,24016->45489,2,1.0,1,True,False,False,2,2,0,0,1.0,0.0,0.0,1,1
MX,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,265539->23520,2,1.0,1,True,False,False,2,2,0,0,1.0,0.0,0.0,1,1
NO,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,49409->57829,4,0.6666666666666666,1,True,False,False,48,6,42,0,0.125,0.875,0.0,3,2
NO,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,48144->50304,2,0.3333333333333333,2,False,True,False,48,6,42,0,0.125,0.875,0.0,3,2
NU,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,55885->38800,2,1.0,1,True,False,False,2,2,0,0,1.0,0.0,0.0,1,0
NZ,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,4771->7578,8,1.0,1,True,False,False,127,8,105,14,0.06299212598425197,0.8267716535433071,0.11023622047244094,5,1
PE,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,3356->3549,16,1.0,1,True,False,False,46,16,30,0,0.34782608695652173,0.6521739130434783,0.0,8,5
PG,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,17828->6939,2,1.0,1,True,False,False,2,2,0,0,1.0,0.0,0.0,1,1
PH,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,18187->44324,4,0.3333333333333333,1,True,False,False,57,12,45,0,0.21052631578947367,0.7894736842105263,0.0,6,5
PH,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,62->9821,2,0.16666666666666666,2,False,True,False,57,12,45,0,0.21052631578947367,0.7894736842105263,0.0,6,5
PH,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,45209->9821,2,0.16666666666666666,3,False,False,True,57,12,45,0,0.21052631578947367,0.7894736842105263,0.0,6,5
PH,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,132400->134707,2,0.16666666666666666,4,False,False,False,57,12,45,0,0.21052631578947367,0.7894736842105263,0.0,6,5
PH,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,137818->132021,2,0.16666666666666666,5,False,False,False,57,12,45,0,0.21052631578947367,0.7894736842105263,0.0,6,5
PR,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,5786->20080,2,0.5,1,True,False,False,7,4,3,0,0.5714285714285714,0.42857142857142855,0.0,2,1
PR,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,14638->23520,2,0.5,2,False,True,False,7,4,3,0,0.5714285714285714,0.42857142857142855,0.0,2,1
SE,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,8434->1257,3,0.6,1,True,False,False,77,5,66,6,0.06493506493506493,0.8571428571428571,0.07792207792207792,3,2
SE,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,8434->29518,2,0.4,2,False,True,False,77,5,66,6,0.06493506493506493,0.8571428571428571,0.07792207792207792,3,2
SG,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,58453->4800,48,0.42857142857142855,1,True,False,False,229,112,12,105,0.4890829694323144,0.05240174672489083,0.4585152838427948,56,30
SG,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,7473->9498,16,0.14285714285714285,2,False,True,False,229,112,12,105,0.4890829694323144,0.05240174672489083,0.4585152838427948,56,30
SG,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,4773->17408,10,0.08928571428571429,3,False,False,True,229,112,12,105,0.4890829694323144,0.05240174672489083,0.4585152838427948,56,30
SG,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,24489->7575,8,0.07142857142857142,4,False,False,False,229,112,12,105,0.4890829694323144,0.05240174672489083,0.4585152838427948,56,30
SG,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,1299->9498,6,0.05357142857142857,5,False,False,False,229,112,12,105,0.4890829694323144,0.05240174672489083,0.4585152838427948,56,30
SG,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,4637->45489,6,0.05357142857142857,6,False,False,False,229,112,12,105,0.4890829694323144,0.05240174672489083,0.4585152838427948,56,30
SG,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,215859->17408,4,0.03571428571428571,7,False,False,False,229,112,12,105,0.4890829694323144,0.05240174672489083,0.4585152838427948,56,30
SG,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,9304->17408,4,0.03571428571428571,8,False,False,False,229,112,12,105,0.4890829694323144,0.05240174672489083,0.4585152838427948,56,30
SG,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,14907->3491,2,0.017857142857142856,9,False,False,False,229,112,12,105,0.4890829694323144,0.05240174672489083,0.4585152838427948,56,30
SG,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,1299->15412,2,0.017857142857142856,10,False,False,False,229,112,12,105,0.4890829694323144,0.05240174672489083,0.4585152838427948,56,30
SG,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,136168->4800,2,0.017857142857142856,11,False,False,False,229,112,12,105,0.4890829694323144,0.05240174672489083,0.4585152838427948,56,30
SG,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,23947->17408,2,0.017857142857142856,12,False,False,False,229,112,12,105,0.4890829694323144,0.05240174672489083,0.4585152838427948,56,30
SG,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,37989->17408,2,0.017857142857142856,13,False,False,False,229,112,12,105,0.4890829694323144,0.05240174672489083,0.4585152838427948,56,30
SN,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,8346->6453,1,1.0,1,True,False,False,1,1,0,0,1.0,0.0,0.0,1,1
