country,msm_id,file_name,total_hop_pair_segments,cross_as_boundary_segments,intra_as_hop_pair_segments,country_fallback_segments,cross_as_boundary_coverage_rate,intra_as_hop_pair_share,country_fallback_share,unique_as_boundary_transitions,top1_as_boundary_transition_key,top1_as_boundary_transition_share,top2_as_boundary_transition_share,top3_as_boundary_transition_share,effective_as_boundary_transition_count,as_boundary_transition_concentration_tier,auditable_as_boundary_case,as_boundary_observation_sufficiency_reason,unique_probes,unique_probe_asns
AU,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,761,22,608,131,0.02890932982917214,0.7989487516425755,0.1721419185282523,3,7474->7578,0.8181818181818182,0.9090909090909092,1.0,1.822421430545617,severe_as_boundary_transition_concentration,False,insufficient_minimum_mappable_segments,13,7
BJ,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,6,6,0,0,1.0,0.0,0.0,1,28683->174,1.0,1.0,1.0,1.0,severe_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",3,2
CA,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,14,2,8,4,0.14285714285714285,0.5714285714285714,0.2857142857142857,1,852->6939,1.0,1.0,1.0,1.0,severe_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1
CN,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,23,23,0,0,1.0,0.0,0.0,2,9808->58453,0.9565217391304348,1.0,1.0,1.1958352709427176,severe_as_boundary_transition_concentration,False,insufficient_minimum_mappable_segments,13,5
CO,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,12,6,6,0,0.5,0.5,0.0,1,13489->6762,1.0,1.0,1.0,1.0,severe_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",3,2
CW,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,16,11,5,0,0.6875,0.3125,0.0,3,23520->1299,0.45454545454545453,0.9090909090909091,1.0,2.5466274058954403,moderate_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes",8,5
CY,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,8,4,4,0,0.5,0.5,0.0,1,5504->1299,1.0,1.0,1.0,1.0,severe_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",2,1
FI,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,115,28,78,9,0.24347826086956523,0.6782608695652174,0.0782608695652174,3,16086->12552,0.6071428571428571,0.8928571428571428,0.9999999999999999,2.4601065236507873,moderate_as_boundary_transition_concentration,False,insufficient_minimum_mappable_segments,15,6
FJ,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,6,2,2,2,0.3333333333333333,0.3333333333333333,0.3333333333333333,1,24390->7575,1.0,1.0,1.0,1.0,severe_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1
FR,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,184,184,0,0,1.0,0.0,0.0,1,7578->44324,1.0,1.0,1.0,1.0,severe_as_boundary_transition_concentration,True,auditable,103,46
GB,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,4,4,0,0,1.0,0.0,0.0,1,47583->25152,1.0,1.0,1.0,1.0,severe_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",2,0
