probe_country,service_id,service_class,deployment_type,path_scope_stratum,total_valid_traces,mappable_traces,traces_with_feasible_submarine_corridor_candidates,submarine_candidate_exposure_rate,any_candidate_exposure_rate,inter_region_candidate_exposure_rate,domestic_inter_region_candidate_exposure_rate,international_inter_region_candidate_exposure_rate,intra_region_candidate_rate,submarine_exposed_traces,service_physical_exposure_rate,mappable_trace_rate,unique_probes,unique_probe_asns,unique_target_ips,unique_target_asns,service_entry_resolution_rate,sufficient_trace_observation,auditable_paper_case,observation_sufficiency_reason,failed_thresholds,analysis_scope
AE,E-Root,dns_root,anycast,all_publicly_visible,38,29,2,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.0,0.0,2,0.05263157894736842,0.7631578947368421,19,13,1,1,0.5789473684210527,True,True,auditable,,probe_country_service
AL,E-Root,dns_root,anycast,all_publicly_visible,46,42,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.9130434782608695,23,14,1,1,0.21739130434782608,True,True,auditable,,probe_country_service
AR,E-Root,dns_root,anycast,all_publicly_visible,101,93,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.9207920792079208,51,39,1,1,0.3069306930693069,True,True,auditable,,probe_country_service
AR,E-Root,dns_root,anycast,resolved_entry_only,31,31,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,16,13,1,1,1.0,True,True,auditable,,probe_country_service
AT,E-Root,dns_root,anycast,all_publicly_visible,410,403,2,0.004878048780487805,0.004878048780487805,0.0,0.0,0.0,0.004878048780487805,2,0.004878048780487805,0.9829268292682927,205,80,1,1,0.5585365853658537,True,True,auditable,,probe_country_service
AT,E-Root,dns_root,anycast,resolved_entry_only,229,229,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,116,59,1,1,1.0,True,True,auditable,,probe_country_service
AU,E-Root,dns_root,anycast,all_publicly_visible,481,358,142,0.29521829521829523,0.29521829521829523,0.014553014553014554,0.014553014553014554,0.0,0.288981288981289,142,0.29521829521829523,0.7442827442827443,241,71,1,1,0.14553014553014554,True,True,auditable,,probe_country_service
AU,E-Root,dns_root,anycast,resolved_entry_only,70,70,4,0.05714285714285714,0.05714285714285714,0.02857142857142857,0.02857142857142857,0.0,0.05714285714285714,4,0.05714285714285714,1.0,39,14,1,1,1.0,True,True,auditable,,probe_country_service
BA,E-Root,dns_root,anycast,all_publicly_visible,30,28,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.9333333333333333,15,6,1,1,0.8666666666666667,True,True,auditable,,probe_country_service
BE,E-Root,dns_root,anycast,all_publicly_visible,293,293,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,146,25,1,1,0.28668941979522183,True,True,auditable,,probe_country_service
BE,E-Root,dns_root,anycast,resolved_entry_only,84,84,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,42,13,1,1,1.0,True,True,auditable,,probe_country_service
