unit_id,num_links,num_links_with_feasible_candidates,avg_feasible_candidates_per_link,median_feasible_candidates_per_link,max_feasible_candidates_per_link,avg_feasible_corridors_per_link,median_feasible_corridors_per_link,max_feasible_corridors_per_link,share_links_with_parallel_ambiguity,share_links_with_many_candidates,share_links_with_large_landing_radius,share_links_with_rtt_inconclusive,share_links_with_multi_segment_possible,share_links_with_domestic_submarine_candidate,share_links_with_only_low_support_feasible_candidates
probe_country=AE|service_id=G-Root,18,18,3.7777777777777777,1.0,10,1.0,1.0,1,0.4444444444444444,0.3333333333333333,0.4444444444444444,0.5555555555555556,0.3333333333333333,0.4444444444444444,0.7777777777777778
probe_country=AF|service_id=G-Root,4,4,1.0,1.0,1,1.0,1.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.5
probe_country=AO|service_id=G-Root,15,15,3.2,4.0,4,1.0,1.0,1,0.7333333333333333,0.0,0.0,0.0,0.7333333333333333,0.0,0.0
probe_country=AR|service_id=G-Root,24,24,1.0,1.0,1,1.0,1.0,1,0.0,0.0,0.08333333333333333,0.08333333333333333,0.9166666666666666,0.08333333333333333,0.08333333333333333
probe_country=AT|service_id=G-Root,4,4,2.0,2.0,2,1.0,1.0,1,0.0,0.0,0.0,1.0,0.0,0.5,1.0
probe_country=AU|service_id=G-Root,409,409,1.337408312958435,1.0,3,1.1711491442542787,1.0,2,0.17359413202933985,0.022004889975550123,0.6063569682151589,0.2396088019559902,0.5574572127139364,0.43031784841075793,0.9388753056234719
probe_country=AX|service_id=G-Root,6,6,1.3333333333333333,1.0,2,2.0,2.0,2,0.0,0.6666666666666666,0.3333333333333333,1.0,0.0,0.6666666666666666,0.3333333333333333
probe_country=AZ|service_id=G-Root,8,8,4.0,4.0,4,2.0,2.0,2,1.0,0.0,1.0,1.0,0.0,0.0,0.0
probe_country=BB|service_id=G-Root,1,1,1.0,1.0,1,1.0,1.0,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0
probe_country=BD|service_id=G-Root,8,8,7.625,8.0,8,1.0,1.0,1,1.0,0.875,0.875,0.125,0.875,0.0,1.0
probe_country=BH|service_id=G-Root,7,7,1.8571428571428572,1.0,4,1.0,1.0,1,1.0,0.2857142857142857,0.0,0.2857142857142857,0.42857142857142855,0.2857142857142857,0.7142857142857143
probe_country=BI|service_id=G-Root,2,2,4.0,4.0,4,1.0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0
probe_country=BJ|service_id=G-Root,1,1,6.0,6.0,6,1.0,1.0,1,1.0,1.0,0.0,1.0,0.0,0.0,0.0
probe_country=BO|service_id=G-Root,14,14,1.0714285714285714,1.0,2,1.0,1.0,1,0.07142857142857142,0.0,0.0,0.21428571428571427,0.5,0.0,0.6428571428571429
probe_country=BR|service_id=G-Root,67,67,2.1044776119402986,2.0,4,1.0,1.0,1,0.9253731343283582,0.0,0.04477611940298507,0.19402985074626866,0.7611940298507462,0.16417910447761194,0.9104477611940298
probe_country=BT|service_id=G-Root,2,2,8.0,8.0,8,1.0,1.0,1,1.0,1.0,1.0,0.0,1.0,0.0,1.0
probe_country=BZ|service_id=G-Root,2,2,1.0,1.0,1,1.0,1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.5
probe_country=CA|service_id=G-Root,176,176,1.1420454545454546,1.0,5,1.4715909090909092,1.0,3,0.0,0.4318181818181818,0.45454545454545453,0.7556818181818182,0.0,0.07386363636363637,0.6875
probe_country=CG|service_id=G-Root,1,1,1.0,1.0,1,1.0,1.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0
probe_country=CH|service_id=G-Root,259,259,1.9845559845559846,2.0,2,1.0,1.0,1,0.0,0.0,0.20463320463320464,0.8301158301158301,0.0,0.9613899613899614,0.9768339768339769
probe_country=CI|service_id=G-Root,2,2,6.0,6.0,6,1.0,1.0,1,1.0,1.0,0.0,1.0,0.0,0.0,0.0
probe_country=CK|service_id=G-Root,2,2,1.0,1.0,1,1.0,1.0,1,0.0,0.0,1.0,0.0,1.0,0.0,1.0
probe_country=CL|service_id=G-Root,40,40,1.0,1.0,1,1.0,1.0,1,0.0,0.0,0.275,0.225,0.65,0.325,0.325
probe_country=CM|service_id=G-Root,3,3,3.3333333333333335,2.0,6,1.6666666666666667,2.0,2,0.3333333333333333,0.3333333333333333,0.0,1.0,0.0,0.0,0.0
probe_country=CN|service_id=G-Root,35,35,5.714285714285714,8.0,16,1.2,1.0,3,0.7142857142857143,0.6571428571428571,0.8857142857142857,0.42857142857142855,0.0,0.4,0.7428571428571429
probe_country=CO|service_id=G-Root,13,13,2.5384615384615383,2.0,6,1.2307692307692308,1.0,2,0.38461538461538464,0.15384615384615385,0.23076923076923078,0.5384615384615384,0.0,0.38461538461538464,1.0
probe_country=CU|service_id=G-Root,1,1,1.0,1.0,1,1.0,1.0,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0
probe_country=CV|service_id=G-Root,1,1,2.0,2.0,2,2.0,2.0,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0
probe_country=CW|service_id=G-Root,1,1,1.0,1.0,1,1.0,1.0,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0
probe_country=CY|service_id=G-Root,20,20,4.2,5.0,5,1.8,2.0,2,0.8,0.0,1.0,0.3,0.0,0.2,0.4
probe_country=DE|service_id=G-Root,23,23,2.652173913043478,2.0,8,1.0869565217391304,1.0,2,0.2608695652173913,0.30434782608695654,0.4782608695652174,0.8695652173913043,0.08695652173913043,0.9130434782608695,1.0
probe_country=DK|service_id=G-Root,159,159,3.20125786163522,1.0,9,1.421383647798742,1.0,3,0.32075471698113206,0.32075471698113206,0.7484276729559748,0.7610062893081762,0.018867924528301886,0.8427672955974843,0.710691823899371
probe_country=DO|service_id=G-Root,7,7,1.5714285714285714,2.0,2,1.0,1.0,1,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,1.0
probe_country=EC|service_id=G-Root,2,2,1.0,1.0,1,1.0,1.0,1,0.0,0.0,0.0,1.0,0.0,1.0,1.0
probe_country=EE|service_id=G-Root,53,53,5.169811320754717,6.0,6,1.320754716981132,1.0,2,0.9622641509433962,0.6415094339622641,1.0,0.9433962264150944,0.0,0.03773584905660377,0.20754716981132076
probe_country=ES|service_id=G-Root,4,4,3.0,3.0,3,1.0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0
probe_country=FI|service_id=G-Root,70,70,4.442857142857143,4.0,8,1.8142857142857143,2.0,4,0.7571428571428571,0.4857142857142857,0.7714285714285715,0.9571428571428572,0.0,0.6857142857142857,0.5285714285714286
probe_country=FJ|service_id=G-Root,1,1,1.0,1.0,1,1.0,1.0,1,0.0,0.0,1.0,0.0,1.0,0.0,1.0
probe_country=FM|service_id=G-Root,10,10,2.8,4.0,4,1.8,2.0,2,0.0,0.4,1.0,0.8,0.0,0.8,0.8
probe_country=FR|service_id=G-Root,8,8,1.0,1.0,1,1.0,1.0,1,0.0,0.25,1.0,0.25,0.0,1.0,1.0
probe_country=GB|service_id=G-Root,4,4,3.0,3.0,3,1.0,1.0,1,1.0,1.0,0.5,1.0,0.0,1.0,1.0
probe_country=GH|service_id=G-Root,2,2,6.0,6.0,6,1.0,1.0,1,1.0,1.0,0.0,0.0,0.0,0.0,1.0
probe_country=GP|service_id=G-Root,3,3,3.3333333333333335,4.0,4,2.0,2.0,2,0.0,0.6666666666666666,1.0,0.3333333333333333,0.0,1.0,1.0
probe_country=GQ|service_id=G-Root,1,1,1.0,1.0,1,1.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0
probe_country=GR|service_id=G-Root,2,2,1.0,1.0,1,1.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0
probe_country=GT|service_id=G-Root,2,2,1.0,1.0,1,1.0,1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0
probe_country=GU|service_id=G-Root,35,35,3.1142857142857143,4.0,4,1.542857142857143,2.0,2,0.0,0.5428571428571428,0.5428571428571428,0.45714285714285713,0.37142857142857144,0.5428571428571428,0.4857142857142857
probe_country=HK|service_id=G-Root,81,81,7.197530864197531,8.0,8,1.0,1.0,1,0.8395061728395061,1.0,0.8395061728395061,0.16049382716049382,0.024691358024691357,0.13580246913580246,0.8888888888888888
probe_country=HN|service_id=G-Root,10,10,5.5,6.0,6,1.9,2.0,2,0.9,0.9,0.1,0.0,0.0,0.0,1.0
probe_country=ID|service_id=G-Root,263,263,8.376425855513308,8.0,16,1.3003802281368821,1.0,3,0.7642585551330798,0.7604562737642585,0.5209125475285171,0.38022813688212925,0.3269961977186312,0.33079847908745247,0.6539923954372624
probe_country=IL|service_id=G-Root,20,20,1.9,2.0,2,1.0,1.0,1,0.0,1.0,1.0,1.0,0.0,1.0,0.4
probe_country=IM|service_id=G-Root,2,2,3.0,3.0,3,1.0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0
probe_country=IN|service_id=G-Root,304,304,6.894736842105263,8.0,8,1.0,1.0,1,1.0,0.680921052631579,0.680921052631579,0.2138157894736842,0.5723684210526315,0.019736842105263157,0.48355263157894735
probe_country=IS|service_id=G-Root,6,6,5.0,7.0,7,1.6666666666666667,2.0,2,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.0,0.0,0.3333333333333333,0.3333333333333333
probe_country=IT|service_id=G-Root,8,8,1.75,1.5,3,1.5,1.0,3,0.0,0.0,0.5,0.5,0.0,0.75,0.75
probe_country=JP|service_id=G-Root,145,145,2.537931034482759,2.0,9,2.0,2.0,3,0.15172413793103448,0.5310344827586206,0.9724137931034482,0.7931034482758621,0.006896551724137931,0.9586206896551724,0.8896551724137931
probe_country=KI|service_id=G-Root,4,4,1.0,1.0,1,1.0,1.0,1,0.0,0.0,1.0,0.0,1.0,0.0,1.0
probe_country=KN|service_id=G-Root,1,1,1.0,1.0,1,1.0,1.0,1,0.0,0.0,1.0,1.0,0.0,1.0,1.0
probe_country=KR|service_id=G-Root,5,5,7.6,8.0,8,1.0,1.0,1,1.0,1.0,1.0,0.6,0.0,0.0,0.4
probe_country=KY|service_id=G-Root,1,1,1.0,1.0,1,1.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0
probe_country=LA|service_id=G-Root,1,1,8.0,8.0,8,1.0,1.0,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0
probe_country=LC|service_id=G-Root,8,8,2.375,2.5,3,3.625,4.0,4,0.5,0.875,0.875,0.25,0.0,0.625,1.0
probe_country=LI|service_id=G-Root,4,4,2.0,2.0,2,1.0,1.0,1,0.0,0.0,0.0,1.0,0.0,0.25,1.0
