country,msm_id,file_name,total_mappable_segments,total_observation_mass,unique_corridors_observed,top1_corridor_id,top1_corridor_share,top2_corridor_share,top3_corridor_share,corridor_entropy,corridor_normalized_entropy,effective_corridor_count,corridor_concentration_tier,is_corridor_concentrated,auditable_corridor_concentration,sufficient_corridor_observation,auditable_paper_case,observation_sufficiency_reason,failed_thresholds,unique_probes,unique_probe_asns,unique_measurements_or_targets,domestic_segment_share,international_segment_share,paper_case_scope,probe_country,service_id,path_scope_stratum,country_fallback_share,sufficient_network_transition_resolution
,5014,dns-root_g-root_msm5014_20260701T000000Z_010000Z.json,420.0,420.0,1.0,landing_region_d073d559153a::landing_region_e2b0cd002b0c,1.0,1.0,1.0,-0.0,0.0,1.0,severe_corridor_observation_concentration,True,True,True,True,auditable,,91.0,29.0,1.0,0.9380952380952381,0.06190476190476191,service_country_corridor_concentration_summary,DK,G-Root,all_publicly_visible,0.030952380952380953,True
PT,5014,dns-root_g-root_msm5014_20260701T000000Z_010000Z.json,191.0,191.0,1.0,landing_region_343850da3642::landing_region_f7627feb3284,1.0,1.0,1.0,-0.0,0.0,1.0,severe_corridor_observation_concentration,True,True,True,True,auditable,,60.0,21.0,1.0,1.0,0.0,country_corridor_concentration_summary,,,,,
,5014,dns-root_g-root_msm5014_20260701T000000Z_010000Z.json,166.0,166.0,1.0,landing_region_343850da3642::landing_region_f7627feb3284,1.0,1.0,1.0,-0.0,0.0,1.0,severe_corridor_observation_concentration,True,True,True,True,auditable,,49.0,13.0,1.0,1.0,0.0,service_country_corridor_concentration_summary,PT,G-Root,all_publicly_visible,0.0,True
DK,5014,dns-root_g-root_msm5014_20260701T000000Z_010000Z.json,389.0,389.0,3.0,landing_region_d073d559153a::landing_region_e2b0cd002b0c,0.9717223650385605,0.9858611825192802,1.0,0.14830367534382716,0.13499182275088278,1.1598650653102556,severe_corridor_observation_concentration,True,True,True,True,auditable,,98.0,35.0,1.0,0.9305912596401028,0.06940874035989718,country_corridor_concentration_summary,,,,,
BR,5014,dns-root_g-root_msm5014_20260701T000000Z_010000Z.json,59.0,59.0,3.0,landing_region_a33078e57a08::landing_region_bd03623e84bf,0.9661016949152542,0.983050847457627,1.0,0.17153876142149294,0.1561413095328253,1.1871301566928694,severe_corridor_observation_concentration,True,True,True,True,auditable,,33.0,13.0,1.0,0.01694915254237288,0.9830508474576272,country_corridor_concentration_summary,,,,,
AE,5014,dns-root_g-root_msm5014_20260701T000000Z_010000Z.json,34.0,34.0,3.0,landing_region_1392e3aea9b8::landing_region_8dc97f28b4d0,0.8823529411764706,0.9411764705882353,1.0,0.4437572842601484,0.40392528723498305,1.5585521545710281,severe_corridor_observation_concentration,True,True,True,True,auditable,,10.0,6.0,1.0,0.8823529411764706,0.11764705882352941,country_corridor_concentration_summary,,,,,
,5014,dns-root_g-root_msm5014_20260701T000000Z_010000Z.json,302.0,302.0,5.0,landing_region_d073d559153a::landing_region_e2b0cd002b0c,0.8708609271523179,0.9304635761589404,0.990066225165563,0.5087177852287309,0.3160841317944042,1.663157302323939,severe_corridor_observation_concentration,True,True,True,True,auditable,,54.0,20.0,1.0,0.8443708609271523,0.15562913907284767,service_country_corridor_concentration_summary,SE,G-Root,all_publicly_visible,0.0,True
EE,5014,dns-root_g-root_msm5014_20260701T000000Z_010000Z.json,59.0,59.0,3.0,landing_region_5631d1801aee::landing_region_65aa8d7cf62e,0.7796610169491526,0.8898305084745763,1.0,0.680064011054549,0.6190209394790376,1.9740040862696229,moderate_corridor_observation_concentration,True,True,True,True,auditable,,32.0,16.0,1.0,0.0,1.0,country_corridor_concentration_summary,,,,,
SE,5014,dns-root_g-root_msm5014_20260701T000000Z_010000Z.json,420.0,420.0,6.0,landing_region_d073d559153a::landing_region_e2b0cd002b0c,0.7523809523809524,0.8297619047619047,0.9071428571428571,0.9106381475904558,0.5082368271131765,2.4859084037792787,moderate_corridor_observation_concentration,True,True,True,True,auditable,,108.0,60.0,1.0,0.7,0.3,country_corridor_concentration_summary,,,,,
HK,5014,dns-root_g-root_msm5014_20260701T000000Z_010000Z.json,69.0,69.0,5.0,landing_region_6d0b3b188139::landing_region_85e39fb7d29e,0.7391304347826086,0.8043478260869564,0.8695652173913043,0.9356064986419905,0.5813250026072687,2.5487588078209793,moderate_corridor_observation_concentration,True,True,True,True,auditable,,38.0,32.0,1.0,0.7391304347826086,0.2608695652173913,country_corridor_concentration_summary,,,,,
