probe_country,service_id,service_class,deployment_type,path_scope_stratum,total_valid_traces,mappable_traces,traces_with_feasible_submarine_corridor_candidates,submarine_candidate_exposure_rate,any_candidate_exposure_rate,inter_region_candidate_exposure_rate,domestic_inter_region_candidate_exposure_rate,international_inter_region_candidate_exposure_rate,intra_region_candidate_rate,submarine_exposed_traces,service_physical_exposure_rate,mappable_trace_rate,unique_probes,unique_probe_asns,unique_target_ips,unique_target_asns,service_entry_resolution_rate,sufficient_trace_observation,country_fallback_share,sufficient_network_transition_resolution,auditable_paper_case,observation_sufficiency_reason,failed_thresholds
MV,G-Root,dns_root,anycast,all_publicly_visible,22,22,22,1.0,1.0,1.0,1.0,0.8181818181818182,1.0,22,1.0,1.0,12,4,1,1,0.0,False,0.0,True,True,auditable,
ID,G-Root,dns_root,anycast,all_publicly_visible,185,180,168,0.9081081081081082,0.9135135135135135,0.9081081081081082,0.8864864864864865,0.6378378378378379,0.7675675675675676,168,0.9081081081081082,0.972972972972973,96,66,1,1,0.0,True,0.06112054329371817,True,True,auditable,
LK,G-Root,dns_root,anycast,all_publicly_visible,26,24,22,0.8461538461538461,0.8461538461538461,0.8461538461538461,0.7692307692307693,0.8076923076923077,0.3076923076923077,22,0.8461538461538461,0.9230769230769231,13,6,1,1,0.0,False,0.0,True,True,auditable,
NO,G-Root,dns_root,anycast,all_publicly_visible,177,166,148,0.8361581920903954,0.8361581920903954,0.8361581920903954,0.8361581920903954,0.0,0.13559322033898305,148,0.8361581920903954,0.9378531073446328,93,35,1,1,0.0,True,0.0,True,True,auditable,
DK,G-Root,dns_root,anycast,all_publicly_visible,199,190,163,0.8190954773869347,0.8190954773869347,0.8190954773869347,0.8090452261306532,0.07035175879396985,0.8190954773869347,163,0.8190954773869347,0.9547738693467337,110,36,1,1,0.0,True,0.030952380952380953,True,True,auditable,
TH,G-Root,dns_root,anycast,all_publicly_visible,92,92,70,0.7608695652173914,0.8152173913043478,0.7608695652173914,0.717391304347826,0.05434782608695652,0.7717391304347826,70,0.7608695652173914,1.0,49,29,1,1,0.0,True,0.0,True,True,auditable,
SG,G-Root,dns_root,anycast,all_publicly_visible,283,266,202,0.7137809187279152,0.7137809187279152,0.7137809187279152,0.7067137809187279,0.08833922261484099,0.7137809187279152,202,0.7137809187279152,0.9399293286219081,150,67,1,1,0.0,True,0.0014285714285714286,True,True,auditable,
IN,G-Root,dns_root,anycast,all_publicly_visible,284,247,191,0.6725352112676056,0.6725352112676056,0.6725352112676056,0.49295774647887325,0.4612676056338028,0.43309859154929575,191,0.6725352112676056,0.8697183098591549,152,63,1,1,0.0,True,0.09395973154362416,True,True,auditable,
EE,G-Root,dns_root,anycast,all_publicly_visible,81,69,51,0.6296296296296297,0.6296296296296297,0.6296296296296297,0.0,0.6296296296296297,0.0,51,0.6296296296296297,0.8518518518518519,42,22,1,1,0.0,True,0.0,True,True,auditable,
NZ,G-Root,dns_root,anycast,all_publicly_visible,220,215,137,0.6227272727272727,0.9090909090909091,0.6227272727272727,0.30454545454545456,0.4863636363636364,0.8545454545454545,137,0.6227272727272727,0.9772727272727273,115,35,1,1,0.0,True,0.0,True,True,auditable,
IL,G-Root,dns_root,anycast,all_publicly_visible,60,58,33,0.55,0.55,0.55,0.55,0.0,0.55,33,0.55,0.9666666666666667,35,13,1,1,0.0,True,0.0,True,True,auditable,
VN,G-Root,dns_root,anycast,all_publicly_visible,52,52,25,0.4807692307692308,0.8653846153846154,0.4807692307692308,0.4807692307692308,0.019230769230769232,0.8653846153846154,25,0.4807692307692308,1.0,28,16,1,1,0.0,True,0.0,True,True,auditable,
PT,G-Root,dns_root,anycast,all_publicly_visible,195,184,83,0.4256410256410256,0.4461538461538462,0.4256410256410256,0.4256410256410256,0.0,0.020512820512820513,83,0.4256410256410256,0.9435897435897436,105,23,1,1,0.0,True,0.0,True,True,auditable,
MY,G-Root,dns_root,anycast,all_publicly_visible,70,68,25,0.35714285714285715,0.35714285714285715,0.35714285714285715,0.32857142857142857,0.05714285714285714,0.35714285714285715,25,0.35714285714285715,0.9714285714285714,36,20,1,1,0.0,True,0.0,True,True,auditable,
PH,G-Root,dns_root,anycast,all_publicly_visible,124,119,42,0.3387096774193548,0.4274193548387097,0.3387096774193548,0.21774193548387097,0.25,0.27419354838709675,42,0.3387096774193548,0.9596774193548387,66,35,1,1,0.0,True,0.0,True,True,auditable,
CA,G-Root,dns_root,anycast,all_publicly_visible,573,552,187,0.3263525305410122,0.3263525305410122,0.3263525305410122,0.15881326352530542,0.27225130890052357,0.15881326352530542,187,0.3263525305410122,0.9633507853403142,310,96,1,1,0.0,True,0.09090909090909091,True,True,auditable,
ZA,G-Root,dns_root,anycast,all_publicly_visible,256,249,64,0.25,0.2578125,0.25,0.015625,0.234375,0.0078125,64,0.25,0.97265625,133,70,1,1,0.0,True,0.0,True,True,auditable,
SE,G-Root,dns_root,anycast,all_publicly_visible,437,409,102,0.2334096109839817,0.2379862700228833,0.2334096109839817,0.2334096109839817,0.09839816933638444,0.19679633867276888,102,0.2334096109839817,0.9359267734553776,233,78,1,1,0.0,True,0.0,True,True,auditable,
AU,G-Root,dns_root,anycast,all_publicly_visible,532,449,114,0.21428571428571427,0.5921052631578947,0.21428571428571427,0.20488721804511278,0.020676691729323307,0.5676691729323309,114,0.21428571428571427,0.8439849624060151,281,77,1,1,0.0,True,0.2653061224489796,True,True,auditable,
HK,G-Root,dns_root,anycast,all_publicly_visible,126,124,23,0.18253968253968253,0.9126984126984127,0.18253968253968253,0.18253968253968253,0.015873015873015872,0.9126984126984127,23,0.18253968253968253,0.9841269841269841,66,40,1,1,0.0,True,0.0,True,True,auditable,
FI,G-Root,dns_root,anycast,all_publicly_visible,334,320,55,0.16467065868263472,0.16467065868263472,0.16467065868263472,0.04491017964071856,0.11976047904191617,0.0,55,0.16467065868263472,0.9580838323353293,177,62,1,1,0.0,True,0.0,True,True,auditable,
