probe_country,service_id,service_class,deployment_type,total_valid_traces,mappable_traces,submarine_exposed_traces,service_physical_exposure_rate,mappable_trace_rate,unique_probes,unique_probe_asns,unique_target_ips,unique_target_asns,service_entry_resolution_rate,sufficient_trace_observation,auditable_paper_case,observation_sufficiency_reason,failed_thresholds,analysis_scope
AD,J-Root,dns_root,anycast,6,6,0,0.0,1.0,3,1,1,1,0.0,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",probe_country_service
AE,J-Root,dns_root,anycast,40,25,5,0.125,0.625,20,14,1,1,0.0,True,True,auditable,,probe_country_service
AF,J-Root,dns_root,anycast,12,12,4,0.3333333333333333,1.0,6,2,1,1,0.0,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",probe_country_service
AL,J-Root,dns_root,anycast,46,38,0,0.0,0.8260869565217391,23,14,1,1,0.0,True,True,auditable,,probe_country_service
AM,J-Root,dns_root,anycast,28,28,0,0.0,1.0,14,7,1,1,0.0,False,False,insufficient_minimum_mappable_segments,minimum_mappable_segments,probe_country_service
AO,J-Root,dns_root,anycast,19,16,0,0.0,0.8421052631578947,10,4,1,1,0.0,False,False,insufficient_minimum_mappable_segments,minimum_mappable_segments,probe_country_service
AR,J-Root,dns_root,anycast,100,72,0,0.0,0.72,50,38,1,1,0.0,True,True,auditable,,probe_country_service
AT,J-Root,dns_root,anycast,413,346,2,0.004842615012106538,0.837772397094431,206,81,1,1,0.0,True,True,auditable,,probe_country_service
AU,J-Root,dns_root,anycast,480,441,415,0.8645833333333334,0.91875,241,71,1,1,0.0,True,True,auditable,,probe_country_service
AX,J-Root,dns_root,anycast,4,2,2,0.5,0.5,2,2,1,1,0.0,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",probe_country_service
AZ,J-Root,dns_root,anycast,18,6,0,0.0,0.3333333333333333,9,8,1,1,0.0,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes","minimum_mappable_segments,minimum_unique_probes",probe_country_service
BA,J-Root,dns_root,anycast,30,24,0,0.0,0.8,15,6,1,1,0.0,True,True,auditable,,probe_country_service
BB,J-Root,dns_root,anycast,2,2,0,0.0,1.0,1,1,1,1,0.0,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",probe_country_service
BD,J-Root,dns_root,anycast,18,0,0,0.0,0.0,9,6,1,1,0.0,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes","minimum_mappable_segments,minimum_unique_probes",probe_country_service
BE,J-Root,dns_root,anycast,294,272,0,0.0,0.9251700680272109,146,25,1,1,0.0,True,True,auditable,,probe_country_service
BF,J-Root,dns_root,anycast,8,6,2,0.25,0.75,4,3,1,1,0.0,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes","minimum_mappable_segments,minimum_unique_probes",probe_country_service
BG,J-Root,dns_root,anycast,163,136,2,0.012269938650306749,0.8343558282208589,82,50,1,1,0.0,True,True,auditable,,probe_country_service
BH,J-Root,dns_root,anycast,10,6,2,0.2,0.6,5,2,1,1,0.0,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",probe_country_service
BI,J-Root,dns_root,anycast,2,2,0,0.0,1.0,1,1,1,1,0.0,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",probe_country_service
BJ,J-Root,dns_root,anycast,14,14,0,0.0,1.0,7,4,1,1,0.0,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes","minimum_mappable_segments,minimum_unique_probes",probe_country_service
BL,J-Root,dns_root,anycast,2,2,0,0.0,1.0,1,1,1,1,0.0,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",probe_country_service
BO,J-Root,dns_root,anycast,36,36,0,0.0,1.0,18,9,1,1,0.0,True,True,auditable,,probe_country_service
BR,J-Root,dns_root,anycast,173,108,1,0.005780346820809248,0.6242774566473989,87,58,1,1,0.0,True,True,auditable,,probe_country_service
BT,J-Root,dns_root,anycast,4,2,0,0.0,0.5,2,2,1,1,0.0,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",probe_country_service
