probe_country,service_id,msm_id,file_name,total_mappable_segments,total_observation_mass,unique_corridors_observed,top1_corridor_id,top1_corridor_share,top2_corridor_share,top3_corridor_share,effective_corridor_count,corridor_concentration_tier,is_corridor_concentrated,auditable_corridor_concentration,sufficient_corridor_observation,auditable_paper_case,observation_sufficiency_reason,failed_thresholds,unique_probes,unique_probe_asns,unique_measurements_or_targets,domestic_segment_share,international_segment_share,analysis_scope
AE,J-Root,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,9,9.0,3,landing_region_0132::landing_region_0132,0.6666666666666666,0.8888888888888888,1.0,2.336573541485641,moderate_corridor_observation_concentration,True,False,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,1,0.7777777777777778,0.2222222222222222,probe_country_service
AF,J-Root,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,6,6.0,1,landing_region_0337::landing_region_0377,1.0,1.0,1.0,1.0,severe_corridor_observation_concentration,True,False,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",2,1,1,1.0,0.0,probe_country_service
AT,J-Root,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,2,2.0,1,landing_region_0376::landing_region_0376,1.0,1.0,1.0,1.0,severe_corridor_observation_concentration,True,False,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,1,1.0,0.0,probe_country_service
AU,J-Root,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,1020,1020.0,8,landing_region_0041::landing_region_0041,0.7911764705882353,0.888235294117647,0.9656862745098039,2.137222396322985,moderate_corridor_observation_concentration,True,True,True,True,auditable,,180,57,1,0.9970588235294118,0.0029411764705882353,probe_country_service
AX,J-Root,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,6,6.0,2,landing_region_0415::landing_region_0512,0.6666666666666666,1.0,1.0,1.8898815748423097,moderate_corridor_observation_concentration,True,False,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,1,0.3333333333333333,0.6666666666666666,probe_country_service
BF,J-Root,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,2,2.0,1,landing_region_0006::landing_region_0556,1.0,1.0,1.0,1.0,severe_corridor_observation_concentration,True,False,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",2,2,1,0.0,1.0,probe_country_service
BG,J-Root,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,2,2.0,1,landing_region_0041::landing_region_0041,1.0,1.0,1.0,1.0,severe_corridor_observation_concentration,True,False,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,1,1.0,0.0,probe_country_service
BH,J-Root,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,4,4.0,1,landing_region_0035::landing_region_0035,1.0,1.0,1.0,1.0,severe_corridor_observation_concentration,True,False,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,1,1.0,0.0,probe_country_service
BR,J-Root,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,1,1.0,1,landing_region_0763::landing_region_0809,1.0,1.0,1.0,1.0,severe_corridor_observation_concentration,True,False,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,1,1.0,0.0,probe_country_service
CA,J-Root,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,250,250.0,6,landing_region_0008::landing_region_0008,0.44,0.732,0.964,3.3707440573116263,weak_corridor_observation_concentration,True,True,True,True,auditable,,38,9,1,0.688,0.312,probe_country_service
