probe_country,service_id,service_class,deployment_type,path_scope_stratum,total_valid_traces,mappable_traces,traces_with_feasible_submarine_corridor_candidates,submarine_candidate_exposure_rate,any_candidate_exposure_rate,inter_region_candidate_exposure_rate,domestic_inter_region_candidate_exposure_rate,international_inter_region_candidate_exposure_rate,intra_region_candidate_rate,submarine_exposed_traces,service_physical_exposure_rate,mappable_trace_rate,unique_probes,unique_probe_asns,unique_target_ips,unique_target_asns,service_entry_resolution_rate,sufficient_trace_observation,auditable_paper_case,observation_sufficiency_reason,failed_thresholds,analysis_scope
RU,A-Root,dns_root,anycast,all_publicly_visible,360,334,4,0.011111111111111112,0.011111111111111112,0.011111111111111112,0.0,0.011111111111111112,0.0,4,0.011111111111111112,0.9277777777777778,357,230,1,1,0.0,True,True,auditable,,probe_country_service
SE,A-Root,dns_root,anycast,all_publicly_visible,149,137,34,0.22818791946308725,0.22818791946308725,0.19463087248322147,0.174496644295302,0.020134228187919462,0.16778523489932887,34,0.22818791946308725,0.9194630872483222,149,53,1,1,0.0,True,True,auditable,,probe_country_service
SG,A-Root,dns_root,anycast,all_publicly_visible,86,76,60,0.6976744186046512,0.6976744186046512,0.09302325581395349,0.0,0.09302325581395349,0.6976744186046512,60,0.6976744186046512,0.8837209302325582,86,45,1,1,0.0,True,True,auditable,,probe_country_service
SI,A-Root,dns_root,anycast,all_publicly_visible,34,31,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.9117647058823529,34,17,1,1,0.0,True,True,auditable,,probe_country_service
SK,A-Root,dns_root,anycast,all_publicly_visible,40,35,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.875,40,20,1,1,0.0,True,True,auditable,,probe_country_service
TH,A-Root,dns_root,anycast,all_publicly_visible,30,28,9,0.3,0.3,0.03333333333333333,0.0,0.03333333333333333,0.3,9,0.3,0.9333333333333333,30,19,1,1,0.0,True,True,auditable,,probe_country_service
TR,A-Root,dns_root,anycast,all_publicly_visible,42,39,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.9285714285714286,42,23,1,1,0.0,True,True,auditable,,probe_country_service
TW,A-Root,dns_root,anycast,all_publicly_visible,51,49,44,0.8627450980392157,0.8627450980392157,0.39215686274509803,0.35294117647058826,0.0392156862745098,0.8431372549019608,44,0.8627450980392157,0.9607843137254902,51,25,1,1,0.0,True,True,auditable,,probe_country_service
UA,A-Root,dns_root,anycast,all_publicly_visible,122,118,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.9672131147540983,122,88,1,1,0.0,True,True,auditable,,probe_country_service
US,A-Root,dns_root,anycast,all_publicly_visible,1261,1183,117,0.09278350515463918,0.09278350515463918,0.006344171292624901,0.003965107057890563,0.0023790642347343376,0.0880253766851705,117,0.09278350515463918,0.9381443298969072,1261,367,1,1,0.0,True,True,auditable,,probe_country_service
ZA,A-Root,dns_root,anycast,all_publicly_visible,86,84,6,0.06976744186046512,0.06976744186046512,0.06976744186046512,0.0,0.06976744186046512,0.0,6,0.06976744186046512,0.9767441860465116,86,53,1,1,0.0,True,True,auditable,,probe_country_service
