country,msm_id,file_name,total_mappable_segments,unique_network_transitions_observed,top1_network_transition_key,top1_network_transition_share,top2_network_transition_share,top3_network_transition_share,effective_network_transition_count,network_transition_concentration_tier,cross_as_boundary_segments,intra_as_hop_pair_segments,country_fallback_segments,cross_as_boundary_share,intra_as_hop_pair_share,country_fallback_share,sufficient_network_transition_resolution,auditable_paper_case,observation_sufficiency_reason,failed_thresholds,unique_probes,unique_probe_asns,domestic_segment_share,international_segment_share
AE,5008,dns-root_l-root_msm5008_20260701T000000Z_010000Z.json,8,1,8966->5384,1.0,1.0,1.0,1.0,severe_network_transition_concentration,8,0,0,1.0,0.0,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",5,1,1.0,0.0
AL,5008,dns-root_l-root_msm5008_20260701T000000Z_010000Z.json,20,2,COUNTRY_FALLBACK:AL->IT,0.6,1.0,1.0,1.9601317042077895,moderate_network_transition_concentration,0,8,12,0.0,0.4,0.6,False,False,"insufficient_minimum_mappable_segments,maximum_country_fallback_share","minimum_mappable_segments,maximum_country_fallback_share",10,6,0.0,1.0
AU,5008,dns-root_l-root_msm5008_20260701T000000Z_010000Z.json,561,18,COUNTRY_FALLBACK:AU->NZ,0.26559714795008915,0.47593582887700536,0.6167557932263814,8.4055258625818,broad_network_transition_distribution,63,218,280,0.11229946524064172,0.38859180035650626,0.49910873440285203,False,False,insufficient_maximum_country_fallback_share,maximum_country_fallback_share,237,92,0.5989304812834224,0.40106951871657753
AX,5008,dns-root_l-root_msm5008_20260701T000000Z_010000Z.json,3,1,3238->3238,1.0,1.0,1.0,1.0,severe_network_transition_concentration,0,3,0,0.0,1.0,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,0.0,1.0
BH,5008,dns-root_l-root_msm5008_20260701T000000Z_010000Z.json,8,3,8529->8529,0.375,0.75,1.0,2.9511517858675242,weak_network_transition_concentration,5,3,0,0.625,0.375,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes","minimum_mappable_segments,minimum_unique_probes",5,3,0.0,1.0
BJ,5008,dns-root_l-root_msm5008_20260701T000000Z_010000Z.json,4,2,37136->6713,0.5,1.0,1.0,2.0,moderate_network_transition_concentration,2,0,2,0.5,0.0,0.5,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns,maximum_country_fallback_share","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns,maximum_country_fallback_share",2,1,0.0,1.0
BR,5008,dns-root_l-root_msm5008_20260701T000000Z_010000Z.json,5,3,COUNTRY_FALLBACK:BR->BR,0.4,0.8,1.0,2.8717458874925876,moderate_network_transition_concentration,1,0,4,0.2,0.0,0.8,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,maximum_country_fallback_share","minimum_mappable_segments,minimum_unique_probes,maximum_country_fallback_share",4,3,0.4,0.6
CA,5008,dns-root_l-root_msm5008_20260701T000000Z_010000Z.json,4,2,COUNTRY_FALLBACK:CA->US,0.5,1.0,1.0,2.0,moderate_network_transition_concentration,2,0,2,0.5,0.0,0.5,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns,maximum_country_fallback_share","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns,maximum_country_fallback_share",2,2,0.0,1.0
CM,5008,dns-root_l-root_msm5008_20260701T000000Z_010000Z.json,2,1,60171->60171,1.0,1.0,1.0,1.0,severe_network_transition_concentration,0,2,0,0.0,1.0,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,0.0,1.0
CN,5008,dns-root_l-root_msm5008_20260701T000000Z_010000Z.json,4,2,4134->4134,0.75,1.0,1.0,1.7547653506033232,moderate_network_transition_concentration,0,3,1,0.0,0.75,0.25,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",3,2,1.0,0.0
CO,5008,dns-root_l-root_msm5008_20260701T000000Z_010000Z.json,1,1,52320->52320,1.0,1.0,1.0,1.0,severe_network_transition_concentration,0,1,0,0.0,1.0,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,0.0,1.0
CV,5008,dns-root_l-root_msm5008_20260701T000000Z_010000Z.json,2,1,37575->6939,1.0,1.0,1.0,1.0,severe_network_transition_concentration,2,0,0,1.0,0.0,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,0.0,1.0
CW,5008,dns-root_l-root_msm5008_20260701T000000Z_010000Z.json,1,1,23520->23520,1.0,1.0,1.0,1.0,severe_network_transition_concentration,0,1,0,0.0,1.0,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,0,0.0,1.0
CY,5008,dns-root_l-root_msm5008_20260701T000000Z_010000Z.json,7,2,5504->1299,0.5714285714285714,1.0,1.0,1.9796263300525183,moderate_network_transition_concentration,4,3,0,0.5714285714285714,0.42857142857142855,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",4,2,0.0,1.0
DJ,5008,dns-root_l-root_msm5008_20260701T000000Z_010000Z.json,12,2,6939->6939,0.6666666666666666,1.0,1.0,1.8898815748423097,moderate_network_transition_concentration,0,8,4,0.0,0.6666666666666666,0.3333333333333333,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,maximum_country_fallback_share","minimum_mappable_segments,minimum_unique_probes,maximum_country_fallback_share",7,7,0.0,1.0
DK,5008,dns-root_l-root_msm5008_20260701T000000Z_010000Z.json,38,2,COUNTRY_FALLBACK:DK->SE,0.9473684210526315,1.0,1.0,1.2289892094880017,severe_network_transition_concentration,0,2,36,0.0,0.05263157894736842,0.9473684210526315,False,False,insufficient_maximum_country_fallback_share,maximum_country_fallback_share,20,8,0.0,1.0
DO,5008,dns-root_l-root_msm5008_20260701T000000Z_010000Z.json,2,1,23520->23520,1.0,1.0,1.0,1.0,severe_network_transition_concentration,0,2,0,0.0,1.0,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,0.0,1.0
EE,5008,dns-root_l-root_msm5008_20260701T000000Z_010000Z.json,16,3,2586->6667,0.5,0.875,1.0,2.649351128562104,moderate_network_transition_concentration,8,8,0,0.5,0.5,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes","minimum_mappable_segments,minimum_unique_probes",8,5,0.0,1.0
ES,5008,dns-root_l-root_msm5008_20260701T000000Z_010000Z.json,14,3,COUNTRY_FALLBACK:ES->FR,0.42857142857142855,0.7142857142857142,1.0,2.941713421083178,weak_network_transition_concentration,0,8,6,0.0,0.5714285714285714,0.42857142857142855,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,maximum_country_fallback_share","minimum_mappable_segments,minimum_unique_probes,maximum_country_fallback_share",9,5,0.2857142857142857,0.7142857142857143
FI,5008,dns-root_l-root_msm5008_20260701T000000Z_010000Z.json,131,11,COUNTRY_FALLBACK:FI->EE,0.4961832061068702,0.5877862595419847,0.6641221374045801,5.818990988077409,broad_network_transition_distribution,19,37,75,0.1450381679389313,0.2824427480916031,0.5725190839694656,False,False,insufficient_maximum_country_fallback_share,maximum_country_fallback_share,65,26,0.2595419847328244,0.7404580152671756
FR,5008,dns-root_l-root_msm5008_20260701T000000Z_010000Z.json,10,2,15412->15412,0.8,1.0,1.0,1.6493848884661177,severe_network_transition_concentration,0,10,0,0.0,1.0,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes","minimum_mappable_segments,minimum_unique_probes",6,4,0.0,1.0
GH,5008,dns-root_l-root_msm5008_20260701T000000Z_010000Z.json,4,2,37468->37468,0.5,1.0,1.0,2.0,moderate_network_transition_concentration,0,2,2,0.0,0.5,0.5,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns,maximum_country_fallback_share","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns,maximum_country_fallback_share",2,2,0.0,1.0
GR,5008,dns-root_l-root_msm5008_20260701T000000Z_010000Z.json,183,2,5408->5408,0.9672131147540983,1.0,1.0,1.1552306666960732,severe_network_transition_concentration,0,177,6,0.0,0.9672131147540983,0.03278688524590164,True,True,auditable,,92,38,1.0,0.0
GU,5008,dns-root_l-root_msm5008_20260701T000000Z_010000Z.json,2,1,140627->140627,1.0,1.0,1.0,1.0,severe_network_transition_concentration,0,2,0,0.0,1.0,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,0.0,1.0
HK,5008,dns-root_l-root_msm5008_20260701T000000Z_010000Z.json,130,12,COUNTRY_FALLBACK:HK->SG,0.38461538461538464,0.5692307692307692,0.7384615384615385,5.902071132787328,broad_network_transition_distribution,11,69,50,0.08461538461538462,0.5307692307692308,0.38461538461538464,False,False,insufficient_maximum_country_fallback_share,maximum_country_fallback_share,81,34,0.0,1.0
HN,5008,dns-root_l-root_msm5008_20260701T000000Z_010000Z.json,13,2,263725->54082,0.6153846153846154,1.0,1.0,1.9469780302238757,moderate_network_transition_concentration,8,5,0,0.6153846153846154,0.38461538461538464,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes","minimum_mappable_segments,minimum_unique_probes",8,5,0.0,1.0
ID,5008,dns-root_l-root_msm5008_20260701T000000Z_010000Z.json,17,5,COUNTRY_FALLBACK:ID->ID,0.4117647058823529,0.6470588235294117,0.7647058823529411,4.310824279543798,broad_network_transition_distribution,2,4,11,0.11764705882352941,0.23529411764705882,0.6470588235294118,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,maximum_country_fallback_share","minimum_mappable_segments,minimum_unique_probes,maximum_country_fallback_share",7,6,0.7647058823529411,0.23529411764705882
IE,5008,dns-root_l-root_msm5008_20260701T000000Z_010000Z.json,16,1,174->174,1.0,1.0,1.0,1.0,severe_network_transition_concentration,0,16,0,0.0,1.0,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",8,2,0.0,1.0
IL,5008,dns-root_l-root_msm5008_20260701T000000Z_010000Z.json,9,2,12400->12400,0.5555555555555556,1.0,1.0,1.9876669750024174,moderate_network_transition_concentration,0,9,0,0.0,1.0,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",5,2,0.0,1.0
IN,5008,dns-root_l-root_msm5008_20260701T000000Z_010000Z.json,3,2,COUNTRY_FALLBACK:IN->IN,0.6666666666666666,1.0,1.0,1.8898815748423097,moderate_network_transition_concentration,0,1,2,0.0,0.3333333333333333,0.6666666666666666,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns,maximum_country_fallback_share","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns,maximum_country_fallback_share",2,1,1.0,0.0
IT,5008,dns-root_l-root_msm5008_20260701T000000Z_010000Z.json,2,1,34428->34428,1.0,1.0,1.0,1.0,severe_network_transition_concentration,0,2,0,0.0,1.0,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,1.0,0.0
JP,5008,dns-root_l-root_msm5008_20260701T000000Z_010000Z.json,2,1,6453->6453,1.0,1.0,1.0,1.0,severe_network_transition_concentration,0,2,0,0.0,1.0,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",2,1,0.0,1.0
KE,5008,dns-root_l-root_msm5008_20260701T000000Z_010000Z.json,7,2,6939->6939,0.7142857142857143,1.0,1.0,1.8189685116531733,moderate_network_transition_concentration,0,7,0,0.0,1.0,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes","minimum_mappable_segments,minimum_unique_probes",5,5,0.0,1.0
KY,5008,dns-root_l-root_msm5008_20260701T000000Z_010000Z.json,2,1,36549->3855,1.0,1.0,1.0,1.0,severe_network_transition_concentration,2,0,0,1.0,0.0,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,0.0,1.0
LK,5008,dns-root_l-root_msm5008_20260701T000000Z_010000Z.json,6,1,18001->18001,1.0,1.0,1.0,1.0,severe_network_transition_concentration,0,6,0,0.0,1.0,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",3,1,0.0,1.0
MM,5008,dns-root_l-root_msm5008_20260701T000000Z_010000Z.json,4,1,136168->136168,1.0,1.0,1.0,1.0,severe_network_transition_concentration,0,4,0,0.0,1.0,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",2,2,0.0,1.0
MP,5008,dns-root_l-root_msm5008_20260701T000000Z_010000Z.json,2,1,7131->7131,1.0,1.0,1.0,1.0,severe_network_transition_concentration,0,2,0,0.0,1.0,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,0.0,1.0
MT,5008,dns-root_l-root_msm5008_20260701T000000Z_010000Z.json,4,1,15735->1299,1.0,1.0,1.0,1.0,severe_network_transition_concentration,4,0,0,1.0,0.0,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",2,1,0.0,1.0
MU,5008,dns-root_l-root_msm5008_20260701T000000Z_010000Z.json,1,1,37100->37100,1.0,1.0,1.0,1.0,severe_network_transition_concentration,0,1,0,0.0,1.0,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,0.0,1.0
MV,5008,dns-root_l-root_msm5008_20260701T000000Z_010000Z.json,19,2,COUNTRY_FALLBACK:MV->SG,0.8947368421052632,1.0,1.0,1.4000329297344922,severe_network_transition_concentration,2,0,17,0.10526315789473684,0.0,0.8947368421052632,False,False,"insufficient_minimum_mappable_segments,maximum_country_fallback_share","minimum_mappable_segments,maximum_country_fallback_share",10,3,0.0,1.0
MX,5008,dns-root_l-root_msm5008_20260701T000000Z_010000Z.json,4,1,265539->23520,1.0,1.0,1.0,1.0,severe_network_transition_concentration,4,0,0,1.0,0.0,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",2,2,0.0,1.0
MY,5008,dns-root_l-root_msm5008_20260701T000000Z_010000Z.json,6,3,45352->45352,0.3333333333333333,0.6666666666666666,1.0,2.9999999999999996,weak_network_transition_concentration,2,2,2,0.3333333333333333,0.3333333333333333,0.3333333333333333,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,maximum_country_fallback_share","minimum_mappable_segments,minimum_unique_probes,maximum_country_fallback_share",3,3,0.16666666666666666,0.8333333333333334
MZ,5008,dns-root_l-root_msm5008_20260701T000000Z_010000Z.json,3,1,36944->36944,1.0,1.0,1.0,1.0,severe_network_transition_concentration,0,3,0,0.0,1.0,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",3,1,0.0,1.0
NG,5008,dns-root_l-root_msm5008_20260701T000000Z_010000Z.json,29,5,37721->37721,0.5517241379310345,0.6896551724137931,0.8275862068965517,3.6462997117892377,weak_network_transition_concentration,0,25,4,0.0,0.8620689655172413,0.13793103448275862,True,False,insufficient_minimum_mappable_segments,minimum_mappable_segments,16,11,0.0,1.0
NO,5008,dns-root_l-root_msm5008_20260701T000000Z_010000Z.json,62,9,29695->29695,0.2903225806451613,0.4516129032258065,0.5967741935483871,7.160861226896905,broad_network_transition_distribution,8,45,9,0.12903225806451613,0.7258064516129032,0.14516129032258066,True,True,auditable,,24,9,1.0,0.0
NU,5008,dns-root_l-root_msm5008_20260701T000000Z_010000Z.json,2,1,55885->38800,1.0,1.0,1.0,1.0,severe_network_transition_concentration,2,0,0,1.0,0.0,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,0,0.0,1.0
NZ,5008,dns-root_l-root_msm5008_20260701T000000Z_010000Z.json,96,5,COUNTRY_FALLBACK:NZ->NZ,0.7395833333333334,0.84375,0.9479166666666667,2.4187811858392285,moderate_network_transition_concentration,10,15,71,0.10416666666666667,0.15625,0.7395833333333334,False,False,insufficient_maximum_country_fallback_share,maximum_country_fallback_share,49,15,0.8958333333333334,0.10416666666666667
PA,5008,dns-root_l-root_msm5008_20260701T000000Z_010000Z.json,3,2,11556->23520,0.6666666666666666,1.0,1.0,1.8898815748423097,moderate_network_transition_concentration,2,1,0,0.6666666666666666,0.3333333333333333,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",2,2,0.0,1.0
PE,5008,dns-root_l-root_msm5008_20260701T000000Z_010000Z.json,15,2,12956->12956,0.8666666666666667,1.0,1.0,1.480936217579442,severe_network_transition_concentration,2,13,0,0.13333333333333333,0.8666666666666667,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes","minimum_mappable_segments,minimum_unique_probes",8,5,0.0,1.0
PG,5008,dns-root_l-root_msm5008_20260701T000000Z_010000Z.json,2,1,17828->6939,1.0,1.0,1.0,1.0,severe_network_transition_concentration,2,0,0,1.0,0.0,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,0.0,1.0
PH,5008,dns-root_l-root_msm5008_20260701T000000Z_010000Z.json,89,11,9299->9299,0.3146067415730337,0.550561797752809,0.6629213483146067,7.045834471553088,broad_network_transition_distribution,13,55,21,0.14606741573033707,0.6179775280898876,0.23595505617977527,True,True,auditable,,42,22,0.15730337078651685,0.8426966292134831
PK,5008,dns-root_l-root_msm5008_20260701T000000Z_010000Z.json,14,1,COUNTRY_FALLBACK:PK->SG,1.0,1.0,1.0,1.0,severe_network_transition_concentration,0,0,14,0.0,0.0,1.0,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,maximum_country_fallback_share","minimum_mappable_segments,minimum_unique_probes,maximum_country_fallback_share",7,3,0.0,1.0
PR,5008,dns-root_l-root_msm5008_20260701T000000Z_010000Z.json,4,2,5786->20080,0.5,1.0,1.0,2.0,moderate_network_transition_concentration,4,0,0,1.0,0.0,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",2,1,0.0,1.0
