country,msm_id,file_name,total_hop_pair_segments,cross_as_boundary_segments,intra_as_hop_pair_segments,country_fallback_segments,cross_as_boundary_coverage_rate,intra_as_hop_pair_share,country_fallback_share,unique_as_boundary_transitions,top1_as_boundary_transition_key,top1_as_boundary_transition_share,top2_as_boundary_transition_share,top3_as_boundary_transition_share,effective_as_boundary_transition_count,as_boundary_transition_concentration_tier,auditable_as_boundary_case,as_boundary_observation_sufficiency_reason,unique_probes,unique_probe_asns
KY,5008,dns-root_l-root_msm5008_20260701T000000Z_010000Z.json,2,2,0,0,1.0,0.0,0.0,1,36549->3855,1.0,1.0,1.0,1.0,severe_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1
MT,5008,dns-root_l-root_msm5008_20260701T000000Z_010000Z.json,4,4,0,0,1.0,0.0,0.0,1,15735->1299,1.0,1.0,1.0,1.0,severe_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",2,1
MV,5008,dns-root_l-root_msm5008_20260701T000000Z_010000Z.json,19,2,0,17,0.10526315789473684,0.0,0.8947368421052632,1,24016->45489,1.0,1.0,1.0,1.0,severe_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1
MX,5008,dns-root_l-root_msm5008_20260701T000000Z_010000Z.json,4,4,0,0,1.0,0.0,0.0,1,265539->23520,1.0,1.0,1.0,1.0,severe_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",2,2
MY,5008,dns-root_l-root_msm5008_20260701T000000Z_010000Z.json,6,2,2,2,0.3333333333333333,0.3333333333333333,0.3333333333333333,1,9930->3356,1.0,1.0,1.0,1.0,severe_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1
NO,5008,dns-root_l-root_msm5008_20260701T000000Z_010000Z.json,62,8,45,9,0.12903225806451613,0.7258064516129032,0.14516129032258066,3,49409->57829,0.5,0.75,1.0,2.82842712474619,weak_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",3,2
NU,5008,dns-root_l-root_msm5008_20260701T000000Z_010000Z.json,2,2,0,0,1.0,0.0,0.0,1,55885->38800,1.0,1.0,1.0,1.0,severe_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,0
NZ,5008,dns-root_l-root_msm5008_20260701T000000Z_010000Z.json,96,10,15,71,0.10416666666666667,0.15625,0.7395833333333334,1,4771->7578,1.0,1.0,1.0,1.0,severe_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",5,1
PA,5008,dns-root_l-root_msm5008_20260701T000000Z_010000Z.json,3,2,1,0,0.6666666666666666,0.3333333333333333,0.0,1,11556->23520,1.0,1.0,1.0,1.0,severe_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1
PE,5008,dns-root_l-root_msm5008_20260701T000000Z_010000Z.json,15,2,13,0,0.13333333333333333,0.8666666666666667,0.0,1,3356->3549,1.0,1.0,1.0,1.0,severe_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1
PG,5008,dns-root_l-root_msm5008_20260701T000000Z_010000Z.json,2,2,0,0,1.0,0.0,0.0,1,17828->6939,1.0,1.0,1.0,1.0,severe_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1
PH,5008,dns-root_l-root_msm5008_20260701T000000Z_010000Z.json,89,13,55,21,0.14606741573033707,0.6179775280898876,0.23595505617977527,5,45754->6939,0.38461538461538464,0.5384615384615385,0.6923076923076923,4.569403469930821,broad_as_boundary_transition_distribution,False,"insufficient_minimum_mappable_segments,minimum_unique_probes",7,5
PR,5008,dns-root_l-root_msm5008_20260701T000000Z_010000Z.json,4,4,0,0,1.0,0.0,0.0,2,5786->20080,0.5,1.0,1.0,2.0,moderate_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",2,1
QA,5008,dns-root_l-root_msm5008_20260701T000000Z_010000Z.json,2,2,0,0,1.0,0.0,0.0,1,8781->6939,1.0,1.0,1.0,1.0,severe_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1
SE,5008,dns-root_l-root_msm5008_20260701T000000Z_010000Z.json,265,26,227,12,0.09811320754716982,0.8566037735849057,0.045283018867924525,2,29518->8473,0.9230769230769231,1.0,1.0,1.3115234140474163,severe_as_boundary_transition_concentration,False,insufficient_minimum_mappable_segments,12,3
SG,5008,dns-root_l-root_msm5008_20260701T000000Z_010000Z.json,120,49,39,32,0.4083333333333333,0.325,0.26666666666666666,5,15412->4826,0.5102040816326531,0.8367346938775511,0.9183673469387755,3.201990851784298,moderate_as_boundary_transition_concentration,True,auditable,26,16
SN,5008,dns-root_l-root_msm5008_20260701T000000Z_010000Z.json,2,2,0,0,1.0,0.0,0.0,1,8346->6453,1.0,1.0,1.0,1.0,severe_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1
TW,5008,dns-root_l-root_msm5008_20260701T000000Z_010000Z.json,77,2,28,47,0.025974025974025976,0.36363636363636365,0.6103896103896104,1,208223->44324,1.0,1.0,1.0,1.0,severe_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1
US,5008,dns-root_l-root_msm5008_20260701T000000Z_010000Z.json,164,3,127,34,0.018292682926829267,0.774390243902439,0.2073170731707317,2,11878->4826,0.6666666666666666,1.0,1.0,1.8898815748423097,moderate_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",2,1
ZA,5008,dns-root_l-root_msm5008_20260701T000000Z_010000Z.json,39,4,33,2,0.10256410256410256,0.8461538461538461,0.05128205128205128,1,6939->1299,1.0,1.0,1.0,1.0,severe_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",3,2
