probe_country,service_id,path_scope_stratum,msm_id,file_name,as_boundary_transition_key,as_boundary_observation_count,share_of_as_boundary_observations,rank_within_unit,is_top1_as_boundary_transition,is_top2_as_boundary_transition,is_top3_as_boundary_transition,group_total_hop_pair_segments,group_cross_as_boundary_segments,group_intra_as_hop_pair_segments,group_country_fallback_segments,cross_as_boundary_coverage_rate,intra_as_hop_pair_share,country_fallback_share,group_unique_probes,group_unique_probe_asns
AE,L-Root,all_publicly_visible,5008,dns-root_l-root_msm5008_20260701T000000Z_010000Z.json,15412->4826,4,1.0,1,True,False,False,7,4,0,3,0.5714285714285714,0.0,0.42857142857142855,2,2
AE,L-Root,resolved_entry_only,5008,dns-root_l-root_msm5008_20260701T000000Z_010000Z.json,15412->4826,4,1.0,1,True,False,False,7,4,0,3,0.5714285714285714,0.0,0.42857142857142855,2,2
AU,L-Root,all_publicly_visible,5008,dns-root_l-root_msm5008_20260701T000000Z_010000Z.json,9507->9790,4,0.8,1,True,False,False,197,5,79,113,0.025380710659898477,0.4010152284263959,0.5736040609137056,3,2
AU,L-Root,all_publicly_visible,5008,dns-root_l-root_msm5008_20260701T000000Z_010000Z.json,137409->10084,1,0.2,2,False,True,False,197,5,79,113,0.025380710659898477,0.4010152284263959,0.5736040609137056,3,2
AU,L-Root,resolved_entry_only,5008,dns-root_l-root_msm5008_20260701T000000Z_010000Z.json,9507->9790,4,0.8,1,True,False,False,197,5,79,113,0.025380710659898477,0.4010152284263959,0.5736040609137056,3,2
AU,L-Root,resolved_entry_only,5008,dns-root_l-root_msm5008_20260701T000000Z_010000Z.json,137409->10084,1,0.2,2,False,True,False,197,5,79,113,0.025380710659898477,0.4010152284263959,0.5736040609137056,3,2
BD,L-Root,all_publicly_visible,5008,dns-root_l-root_msm5008_20260701T000000Z_010000Z.json,24489->7575,2,1.0,1,True,False,False,9,2,0,7,0.2222222222222222,0.0,0.7777777777777778,1,1
BD,L-Root,resolved_entry_only,5008,dns-root_l-root_msm5008_20260701T000000Z_010000Z.json,24489->7575,2,1.0,1,True,False,False,9,2,0,7,0.2222222222222222,0.0,0.7777777777777778,1,1
BG,L-Root,all_publicly_visible,5008,dns-root_l-root_msm5008_20260701T000000Z_010000Z.json,137409->10084,1,1.0,1,True,False,False,2,1,1,0,0.5,0.5,0.0,1,1
BG,L-Root,resolved_entry_only,5008,dns-root_l-root_msm5008_20260701T000000Z_010000Z.json,137409->10084,1,1.0,1,True,False,False,2,1,1,0,0.5,0.5,0.0,1,1
BH,L-Root,all_publicly_visible,5008,dns-root_l-root_msm5008_20260701T000000Z_010000Z.json,8966->5384,5,0.625,1,True,False,False,8,8,0,0,1.0,0.0,0.0,4,2
BH,L-Root,all_publicly_visible,5008,dns-root_l-root_msm5008_20260701T000000Z_010000Z.json,5416->8966,2,0.25,2,False,True,False,8,8,0,0,1.0,0.0,0.0,4,2
BH,L-Root,all_publicly_visible,5008,dns-root_l-root_msm5008_20260701T000000Z_010000Z.json,5416->5384,1,0.125,3,False,False,True,8,8,0,0,1.0,0.0,0.0,4,2
BH,L-Root,resolved_entry_only,5008,dns-root_l-root_msm5008_20260701T000000Z_010000Z.json,8966->5384,5,0.625,1,True,False,False,8,8,0,0,1.0,0.0,0.0,4,2
BH,L-Root,resolved_entry_only,5008,dns-root_l-root_msm5008_20260701T000000Z_010000Z.json,5416->8966,2,0.25,2,False,True,False,8,8,0,0,1.0,0.0,0.0,4,2
BH,L-Root,resolved_entry_only,5008,dns-root_l-root_msm5008_20260701T000000Z_010000Z.json,5416->5384,1,0.125,3,False,False,True,8,8,0,0,1.0,0.0,0.0,4,2
