country,msm_id,file_name,as_boundary_transition_key,as_boundary_observation_count,share_of_as_boundary_observations,rank_within_unit,is_top1_as_boundary_transition,is_top2_as_boundary_transition,is_top3_as_boundary_transition,group_total_hop_pair_segments,group_cross_as_boundary_segments,group_intra_as_hop_pair_segments,group_country_fallback_segments,cross_as_boundary_coverage_rate,intra_as_hop_pair_share,country_fallback_share,group_unique_probes,group_unique_probe_asns
AE,5008,dns-root_l-root_msm5008_20260701T000000Z_010000Z.json,8966->5384,8,1.0,1,True,False,False,8,8,0,0,1.0,0.0,0.0,5,1
AU,5008,dns-root_l-root_msm5008_20260701T000000Z_010000Z.json,137409->10084,39,0.6190476190476191,1,True,False,False,561,63,218,280,0.11229946524064172,0.38859180035650626,0.49910873440285203,36,20
AU,5008,dns-root_l-root_msm5008_20260701T000000Z_010000Z.json,4637->1221,14,0.2222222222222222,2,False,True,False,561,63,218,280,0.11229946524064172,0.38859180035650626,0.49910873440285203,36,20
AU,5008,dns-root_l-root_msm5008_20260701T000000Z_010000Z.json,9507->9790,6,0.09523809523809523,3,False,False,True,561,63,218,280,0.11229946524064172,0.38859180035650626,0.49910873440285203,36,20
AU,5008,dns-root_l-root_msm5008_20260701T000000Z_010000Z.json,7474->9507,2,0.031746031746031744,4,False,False,False,561,63,218,280,0.11229946524064172,0.38859180035650626,0.49910873440285203,36,20
AU,5008,dns-root_l-root_msm5008_20260701T000000Z_010000Z.json,7699->4826,2,0.031746031746031744,5,False,False,False,561,63,218,280,0.11229946524064172,0.38859180035650626,0.49910873440285203,36,20
BH,5008,dns-root_l-root_msm5008_20260701T000000Z_010000Z.json,5416->8966,3,0.6,1,True,False,False,8,5,3,0,0.625,0.375,0.0,3,2
BH,5008,dns-root_l-root_msm5008_20260701T000000Z_010000Z.json,5416->5384,2,0.4,2,False,True,False,8,5,3,0,0.625,0.375,0.0,3,2
BJ,5008,dns-root_l-root_msm5008_20260701T000000Z_010000Z.json,37136->6713,2,1.0,1,True,False,False,4,2,0,2,0.5,0.0,0.5,1,1
BR,5008,dns-root_l-root_msm5008_20260701T000000Z_010000Z.json,3549->3356,1,1.0,1,True,False,False,5,1,0,4,0.2,0.0,0.8,1,1
CA,5008,dns-root_l-root_msm5008_20260701T000000Z_010000Z.json,208951->6939,2,1.0,1,True,False,False,4,2,0,2,0.5,0.0,0.5,1,1
CV,5008,dns-root_l-root_msm5008_20260701T000000Z_010000Z.json,37575->6939,2,1.0,1,True,False,False,2,2,0,0,1.0,0.0,0.0,1,1
CY,5008,dns-root_l-root_msm5008_20260701T000000Z_010000Z.json,5504->1299,4,1.0,1,True,False,False,7,4,3,0,0.5714285714285714,0.42857142857142855,0.0,2,1
EE,5008,dns-root_l-root_msm5008_20260701T000000Z_010000Z.json,2586->6667,8,1.0,1,True,False,False,16,8,8,0,0.5,0.5,0.0,4,2
FI,5008,dns-root_l-root_msm5008_20260701T000000Z_010000Z.json,1741->8473,8,0.42105263157894735,1,True,False,False,131,19,37,75,0.1450381679389313,0.2824427480916031,0.5725190839694656,11,6
FI,5008,dns-root_l-root_msm5008_20260701T000000Z_010000Z.json,16086->8473,7,0.3684210526315789,2,False,True,False,131,19,37,75,0.1450381679389313,0.2824427480916031,0.5725190839694656,11,6
FI,5008,dns-root_l-root_msm5008_20260701T000000Z_010000Z.json,202246->1299,2,0.10526315789473684,3,False,False,True,131,19,37,75,0.1450381679389313,0.2824427480916031,0.5725190839694656,11,6
FI,5008,dns-root_l-root_msm5008_20260701T000000Z_010000Z.json,60354->8473,2,0.10526315789473684,4,False,False,False,131,19,37,75,0.1450381679389313,0.2824427480916031,0.5725190839694656,11,6
HK,5008,dns-root_l-root_msm5008_20260701T000000Z_010000Z.json,55805->6939,4,0.36363636363636365,1,True,False,False,130,11,69,50,0.08461538461538462,0.5307692307692308,0.38461538461538464,8,5
HK,5008,dns-root_l-root_msm5008_20260701T000000Z_010000Z.json,983->6939,2,0.18181818181818182,2,False,True,False,130,11,69,50,0.08461538461538462,0.5307692307692308,0.38461538461538464,8,5
