country,msm_id,file_name,total_mappable_segments,top1_network_transition_share,top2_network_transition_share,top3_network_transition_share,network_transition_entropy,network_transition_normalized_entropy,effective_network_transition_count,network_transition_concentration_tier,top1_corridor_share,top2_corridor_share,top3_corridor_share,corridor_entropy,corridor_normalized_entropy,effective_corridor_count,corridor_minus_network_normalized_entropy,normalized_entropy_reduction,corridor_concentration_tier,cross_layer_distribution_class,country_fallback_share,auditable_cross_layer_case,sufficient_trace_observation,sufficient_corridor_observation,sufficient_network_transition_resolution,auditable_paper_case,observation_sufficiency_reason,failed_thresholds,unique_probes,unique_probe_asns,domestic_segment_share,international_segment_share,paper_case_scope,probe_country,service_id,path_scope_stratum
,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,95.0,0.29473684210526313,0.44210526315789467,0.5368421052631579,2.370052833540637,0.8548158673984781,10.697957480151524,broad_network_transition_distribution,0.16140350877192983,0.2385964912280702,0.3157894736842105,3.212827373528907,0.8769682849265235,24.849245092975508,0.02215241752804531,-0.02215241752804531,broad_corridor_observation_distribution,network_and_physical_both_broad,0.05263157894736842,True,True,True,True,True,auditable,,32.0,14.0,1.0,0.0,service_country_cross_layer_distribution_audit,NO,D-Root,resolved_entry_only
,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,98.0,0.2857142857142857,0.42857142857142855,0.5204081632653061,2.400026859111985,0.8656267119102939,11.023472457346601,broad_network_transition_distribution,0.16666666666666666,0.25170068027210885,0.33673469387755106,3.1841810306536695,0.8691490244247927,24.147504239875303,0.003522312514498749,-0.003522312514498749,broad_corridor_observation_distribution,network_and_physical_both_broad,0.05102040816326531,True,True,True,True,True,auditable,,33.0,14.0,1.0,0.0,service_country_cross_layer_distribution_audit,NO,D-Root,all_publicly_visible
NO,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,100.0,0.28,0.42000000000000004,0.52,2.3471001338030195,0.8667121949392669,10.455207020693521,broad_network_transition_distribution,0.1733333333333333,0.26666666666666666,0.36,3.085355037323721,0.8544517244548377,21.875231987356056,-0.012260470484429131,0.012260470484429131,broad_corridor_observation_distribution,network_and_physical_both_broad,0.1,True,True,True,True,True,auditable,,34.0,14.0,1.0,0.0,country_cross_layer_distribution_audit,,,
CA,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,80.0,0.3375,0.48750000000000004,0.6375,1.9758937789756619,0.8581197650360933,7.213063658281519,broad_network_transition_distribution,0.2125,0.281875,0.35124999999999995,2.776027961956216,0.8520398120683041,16.05512257099651,-0.006079952967789182,0.006079952967789182,broad_corridor_observation_distribution,network_and_physical_both_broad,0.0375,True,True,True,True,True,auditable,,20.0,8.0,0.4625,0.5375,country_cross_layer_distribution_audit,,,
,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,51.0,0.3333333333333333,0.5294117647058824,0.6274509803921569,1.9904003672911377,0.8644198962927467,7.3184632491414305,broad_network_transition_distribution,0.35294117647058826,0.4339869281045752,0.5084967320261438,2.5004278425173525,0.7586625018697355,12.18770726474429,-0.10575739442301124,0.10575739442301124,broad_corridor_observation_distribution,network_and_physical_both_broad,0.1568627450980392,True,True,True,True,True,auditable,,15.0,11.0,0.3529411764705881,0.6470588235294117,service_country_cross_layer_distribution_audit,CA,D-Root,all_publicly_visible
,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,51.0,0.3333333333333333,0.5294117647058824,0.6274509803921569,1.9904003672911377,0.8644198962927467,7.3184632491414305,broad_network_transition_distribution,0.35294117647058826,0.4339869281045752,0.5084967320261438,2.5004278425173525,0.7586625018697355,12.18770726474429,-0.10575739442301124,0.10575739442301124,broad_corridor_observation_distribution,network_and_physical_both_broad,0.1568627450980392,True,True,True,True,True,auditable,,15.0,11.0,0.3529411764705881,0.6470588235294117,service_country_cross_layer_distribution_audit,CA,D-Root,resolved_entry_only
AU,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,115.0,0.4608695652173913,0.6521739130434783,0.8,1.5892759880081375,0.7642801955010826,4.900199840243631,weak_network_transition_concentration,0.22608695652173913,0.3913043478260869,0.5565217391304348,2.1131389949504373,0.8812474084760092,8.274173151075166,0.11696721297492663,-0.11696721297492663,broad_corridor_observation_distribution,network_and_physical_both_broad,0.2608695652173913,True,True,True,True,True,auditable,,35.0,15.0,0.9304347826086956,0.06956521739130435,country_cross_layer_distribution_audit,,,
,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,198.0,0.2727272727272727,0.4292929292929293,0.5202020202020202,2.469227919004825,0.7988333891441997,11.813322487942905,broad_network_transition_distribution,0.47968975468975467,0.6009018759018758,0.712012987012987,2.046758565635489,0.49401207076317205,7.742762728931338,-0.3048213183810276,0.3048213183810276,broad_corridor_observation_distribution,network_and_physical_both_broad,0.12121212121212122,True,True,True,True,True,auditable,,37.0,19.0,0.6565656565656564,0.3434343434343435,service_country_cross_layer_distribution_audit,PH,D-Root,all_publicly_visible
,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,198.0,0.2727272727272727,0.4292929292929293,0.5202020202020202,2.469227919004825,0.7988333891441997,11.813322487942905,broad_network_transition_distribution,0.47968975468975467,0.6009018759018758,0.712012987012987,2.046758565635489,0.49401207076317205,7.742762728931338,-0.3048213183810276,0.3048213183810276,broad_corridor_observation_distribution,network_and_physical_both_broad,0.12121212121212122,True,True,True,True,True,auditable,,37.0,19.0,0.6565656565656564,0.3434343434343435,service_country_cross_layer_distribution_audit,PH,D-Root,resolved_entry_only
PH,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,216.0,0.2916666666666667,0.43518518518518523,0.5185185185185185,2.479534341351418,0.7907953804394598,11.935705159256804,broad_network_transition_distribution,0.4813822751322751,0.6133267195767196,0.7360119047619047,1.9944660877550953,0.4813905941919918,7.348278644398604,-0.30940478624746803,0.30940478624746803,broad_corridor_observation_distribution,network_and_physical_both_broad,0.12962962962962962,True,True,True,True,True,auditable,,41.0,21.0,0.6435185185185184,0.35648148148148157,country_cross_layer_distribution_audit,,,
US,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,508.0,0.2637795275590551,0.5098425196850394,0.6003937007874016,2.553681378457734,0.6876617263884299,12.854338469668244,broad_network_transition_distribution,0.2949475065616798,0.5780839895013123,0.74501312335958,1.961025072821358,0.5885068178838307,7.106608123551029,-0.09915490850459918,0.09915490850459918,broad_corridor_observation_distribution,network_and_physical_both_broad,0.27755905511811024,True,True,True,True,True,auditable,,158.0,52.0,0.9586614173228346,0.04133858267716536,country_cross_layer_distribution_audit,,,
,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,351.0,0.32193732193732194,0.5014245014245015,0.6267806267806268,2.453147770039592,0.6899880764450146,11.624881641434282,broad_network_transition_distribution,0.2924976258309592,0.5735992402659069,0.7792972459639127,1.8857940280634353,0.5600321810961915,6.591586269111648,-0.12995589534882312,0.12995589534882312,broad_corridor_observation_distribution,network_and_physical_both_broad,0.19373219373219372,True,True,True,True,True,auditable,,102.0,38.0,0.9829059829059829,0.017094017094017096,service_country_cross_layer_distribution_audit,US,D-Root,all_publicly_visible
