stage_order,accounting_stage,counting_unit,count,parent_stage,parent_count,retention_rate_within_parent,consistency_assertion_passed
1,raw_traceroutes,trace,34915,,,,True
2,valid_traceroutes,trace,27037,raw_traceroutes,34915.0,0.7743663182013462,True
3,traces_with_mappable_segments,trace,25112,valid_traceroutes,27037.0,0.92880127233051,True
4,mappable_atomic_segments,atomic_segment,107849,,,,True
5,segments_with_complete_asn_labels,atomic_segment,68516,mappable_atomic_segments,107849.0,0.6352956448367625,True
6,segments_with_landing_candidates,atomic_segment,9594,mappable_atomic_segments,107849.0,0.08895770938998043,True
7,segments_with_feasible_corridors,atomic_segment,3829,segments_with_landing_candidates,9594.0,0.3991036064206796,True
8,inter_region_candidate_bearing_segments,atomic_segment,3101,segments_with_feasible_corridors,3829.0,0.8098720292504571,True
9,paper_auditable_country_service_units,country_service_unit,32,all_country_service_scope_units,366.0,0.08743169398907104,True
