probe_country,service_id,msm_id,file_name,corridor_id,corridor_label,observation_mass,raw_segment_count_with_corridor_feasible,unique_atomic_segments,unique_traceroutes,unique_probes,unique_probe_asns,share_of_unit_observation_mass,rank_within_unit,is_top1_corridor,is_top2_corridor,is_top3_corridor,domestic_segment_mass,international_segment_mass
NA,D-Root,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,landing_region_0266::landing_region_0867,landing_region_0266 -> landing_region_0867,1.6666666666666665,5,5,4,2,1,0.002949852507374631,64,False,False,False,1.6666666666666665,0.0
NA,D-Root,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,landing_region_0266::landing_region_0950,landing_region_0266 -> landing_region_0950,1.6666666666666665,5,5,4,2,1,0.002949852507374631,65,False,False,False,1.6666666666666665,0.0
NA,D-Root,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,landing_region_0019::landing_region_0024,landing_region_0019 -> landing_region_0024,1.5,3,3,2,1,1,0.002654867256637168,66,False,False,False,1.5,0.0
NA,D-Root,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,landing_region_0019::landing_region_0266,landing_region_0019 -> landing_region_0266,1.5,3,3,2,1,1,0.002654867256637168,67,False,False,False,1.5,0.0
NA,D-Root,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,landing_region_0051::landing_region_0181,landing_region_0051 -> landing_region_0181,1.5,3,3,2,1,1,0.002654867256637168,68,False,False,False,1.5,0.0
NA,D-Root,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,landing_region_0102::landing_region_0102,landing_region_0102 -> landing_region_0102,1.5,3,3,2,1,1,0.002654867256637168,69,False,False,False,1.5,0.0
NA,D-Root,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,landing_region_0102::landing_region_0623,landing_region_0102 -> landing_region_0623,1.5,3,3,2,1,1,0.002654867256637168,70,False,False,False,1.5,0.0
NA,D-Root,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,landing_region_0132::landing_region_0854,landing_region_0132 -> landing_region_0854,1.5,3,3,2,1,1,0.002654867256637168,71,False,False,False,0.0,1.5
NA,D-Root,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,landing_region_0132::landing_region_0887,landing_region_0132 -> landing_region_0887,1.5,3,3,2,1,1,0.002654867256637168,72,False,False,False,0.0,1.5
NA,D-Root,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,landing_region_0133::landing_region_0230,landing_region_0133 -> landing_region_0230,1.5,3,3,3,2,1,0.002654867256637168,73,False,False,False,0.0,1.5
NA,D-Root,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,landing_region_0230::landing_region_0250,landing_region_0230 -> landing_region_0250,1.5,3,3,3,2,1,0.002654867256637168,74,False,False,False,0.0,1.5
NA,D-Root,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,landing_region_0417::landing_region_0420,landing_region_0417 -> landing_region_0420,1.5,6,6,4,2,1,0.002654867256637168,75,False,False,False,1.5,0.0
NA,D-Root,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,landing_region_0512::landing_region_0528,landing_region_0512 -> landing_region_0528,1.5,3,3,3,2,1,0.002654867256637168,76,False,False,False,0.0,1.5
NA,D-Root,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,landing_region_0741::landing_region_0887,landing_region_0741 -> landing_region_0887,1.5,3,3,2,1,1,0.002654867256637168,77,False,False,False,1.5,0.0
NA,D-Root,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,landing_region_0887::landing_region_0892,landing_region_0887 -> landing_region_0892,1.5,3,3,2,1,1,0.002654867256637168,78,False,False,False,1.5,0.0
NA,D-Root,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,landing_region_0041::landing_region_0089,landing_region_0041 -> landing_region_0089,1.0,2,2,2,2,1,0.0017699115044247787,79,False,False,False,0.0,1.0
NA,D-Root,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,landing_region_0041::landing_region_0615,landing_region_0041 -> landing_region_0615,1.0,2,2,2,2,1,0.0017699115044247787,80,False,False,False,0.0,1.0
NA,D-Root,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,landing_region_0132::landing_region_0634,landing_region_0132 -> landing_region_0634,1.0,2,2,1,1,1,0.0017699115044247787,81,False,False,False,0.0,1.0
NA,D-Root,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,landing_region_0132::landing_region_0655,landing_region_0132 -> landing_region_0655,1.0,2,2,1,1,1,0.0017699115044247787,82,False,False,False,0.0,1.0
NA,D-Root,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,landing_region_0132::landing_region_0719,landing_region_0132 -> landing_region_0719,1.0,1,1,1,1,1,0.0017699115044247787,83,False,False,False,0.0,1.0
NA,D-Root,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,landing_region_0174::landing_region_0290,landing_region_0174 -> landing_region_0290,1.0,2,2,2,1,1,0.0017699115044247787,84,False,False,False,0.0,1.0
NA,D-Root,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,landing_region_0174::landing_region_0751,landing_region_0174 -> landing_region_0751,1.0,2,2,2,1,1,0.0017699115044247787,85,False,False,False,0.0,1.0
NA,D-Root,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,landing_region_0196::landing_region_0719,landing_region_0196 -> landing_region_0719,1.0,2,2,2,1,1,0.0017699115044247787,86,False,False,False,1.0,0.0
NA,D-Root,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,landing_region_0235::landing_region_0335,landing_region_0235 -> landing_region_0335,1.0,3,3,2,1,1,0.0017699115044247787,87,False,False,False,1.0,0.0
NA,D-Root,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,landing_region_0270::landing_region_0579,landing_region_0270 -> landing_region_0579,1.0,1,1,1,1,1,0.0017699115044247787,88,False,False,False,1.0,0.0
NA,D-Root,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,landing_region_0317::landing_region_0719,landing_region_0317 -> landing_region_0719,1.0,2,2,2,1,1,0.0017699115044247787,89,False,False,False,1.0,0.0
NA,D-Root,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,landing_region_0335::landing_region_0335,landing_region_0335 -> landing_region_0335,1.0,3,3,2,1,1,0.0017699115044247787,90,False,False,False,1.0,0.0
NA,D-Root,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,landing_region_0335::landing_region_0562,landing_region_0335 -> landing_region_0562,1.0,3,3,2,1,1,0.0017699115044247787,91,False,False,False,1.0,0.0
NA,D-Root,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,landing_region_0428::landing_region_0428,landing_region_0428 -> landing_region_0428,1.0,2,2,2,1,1,0.0017699115044247787,92,False,False,False,1.0,0.0
NA,D-Root,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,landing_region_0428::landing_region_0881,landing_region_0428 -> landing_region_0881,1.0,2,2,2,1,1,0.0017699115044247787,93,False,False,False,1.0,0.0
NA,D-Root,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,landing_region_0024::landing_region_0456,landing_region_0024 -> landing_region_0456,0.5,1,1,1,1,1,0.0008849557522123894,94,False,False,False,0.5,0.0
NA,D-Root,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,landing_region_0266::landing_region_0456,landing_region_0266 -> landing_region_0456,0.5,1,1,1,1,1,0.0008849557522123894,95,False,False,False,0.5,0.0
NC,D-Root,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,landing_region_0041::landing_region_0652,landing_region_0041 -> landing_region_0652,14.0,14,14,10,5,2,1.0,1,True,False,False,0.0,14.0
NL,D-Root,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,landing_region_0039::landing_region_0159,landing_region_0039 -> landing_region_0159,3.0,3,3,2,1,1,0.75,1,True,False,False,0.0,3.0
NL,D-Root,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,landing_region_0149::landing_region_0159,landing_region_0149 -> landing_region_0159,1.0,1,1,1,1,1,0.25,2,False,True,False,0.0,1.0
NO,D-Root,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,landing_region_0335::landing_region_0335,landing_region_0335 -> landing_region_0335,21.5,45,45,28,14,7,0.2193877551020408,1,True,False,False,21.5,0.0
NO,D-Root,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,landing_region_0335::landing_region_0562,landing_region_0335 -> landing_region_0562,13.5,37,37,25,13,6,0.1377551020408163,2,False,True,False,13.5,0.0
NO,D-Root,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,landing_region_0235::landing_region_0335,landing_region_0235 -> landing_region_0335,10.0,30,30,19,10,5,0.10204081632653061,3,False,False,True,10.0,0.0
NO,D-Root,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,landing_region_0335::landing_region_0345,landing_region_0335 -> landing_region_0345,6.0,12,12,10,5,2,0.061224489795918366,4,False,False,False,6.0,0.0
NO,D-Root,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,landing_region_0335::landing_region_0536,landing_region_0335 -> landing_region_0536,6.0,12,12,10,5,2,0.061224489795918366,5,False,False,False,6.0,0.0
NO,D-Root,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,landing_region_0190::landing_region_0675,landing_region_0190 -> landing_region_0675,5.0,5,5,4,2,1,0.05102040816326531,6,False,False,False,5.0,0.0
NO,D-Root,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,landing_region_0190::landing_region_0190,landing_region_0190 -> landing_region_0190,4.5,9,9,8,4,2,0.04591836734693878,7,False,False,False,4.5,0.0
NO,D-Root,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,landing_region_0063::landing_region_0063,landing_region_0063 -> landing_region_0063,3.0,9,9,2,1,1,0.030612244897959183,8,False,False,False,3.0,0.0
NO,D-Root,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,landing_region_0063::landing_region_0190,landing_region_0063 -> landing_region_0190,3.0,6,6,4,2,2,0.030612244897959183,9,False,False,False,3.0,0.0
NO,D-Root,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,landing_region_0063::landing_region_0365,landing_region_0063 -> landing_region_0365,3.0,9,9,2,1,1,0.030612244897959183,10,False,False,False,3.0,0.0
NO,D-Root,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,landing_region_0190::landing_region_0816,landing_region_0190 -> landing_region_0816,3.0,6,6,6,3,1,0.030612244897959183,11,False,False,False,3.0,0.0
NO,D-Root,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,landing_region_0365::landing_region_0365,landing_region_0365 -> landing_region_0365,3.0,9,9,2,1,1,0.030612244897959183,12,False,False,False,3.0,0.0
NO,D-Root,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,landing_region_0079::landing_region_0335,landing_region_0079 -> landing_region_0335,2.333333333333333,7,7,6,3,3,0.023809523809523808,13,False,False,False,2.333333333333333,0.0
NO,D-Root,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,landing_region_0335::landing_region_0535,landing_region_0335 -> landing_region_0535,2.333333333333333,7,7,6,3,3,0.023809523809523808,14,False,False,False,2.333333333333333,0.0
NO,D-Root,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,landing_region_0335::landing_region_0583,landing_region_0335 -> landing_region_0583,2.333333333333333,7,7,6,3,3,0.023809523809523808,15,False,False,False,2.333333333333333,0.0
NO,D-Root,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,landing_region_0175::landing_region_0190,landing_region_0175 -> landing_region_0190,2.0,2,2,2,1,1,0.02040816326530612,16,False,False,False,2.0,0.0
NO,D-Root,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,landing_region_0149::landing_region_0149,landing_region_0149 -> landing_region_0149,1.5,3,3,2,1,1,0.015306122448979591,17,False,False,False,1.5,0.0
NO,D-Root,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,landing_region_0149::landing_region_0610,landing_region_0149 -> landing_region_0610,1.5,3,3,2,1,1,0.015306122448979591,18,False,False,False,1.5,0.0
NO,D-Root,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,landing_region_0190::landing_region_0365,landing_region_0190 -> landing_region_0365,1.5,3,3,2,1,1,0.015306122448979591,19,False,False,False,1.5,0.0
NO,D-Root,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,landing_region_0158::landing_region_0158,landing_region_0158 -> landing_region_0158,1.0,3,3,2,1,1,0.01020408163265306,20,False,False,False,1.0,0.0
NO,D-Root,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,landing_region_0158::landing_region_0442,landing_region_0158 -> landing_region_0442,1.0,3,3,2,1,1,0.01020408163265306,21,False,False,False,1.0,0.0
NO,D-Root,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,landing_region_0158::landing_region_0536,landing_region_0158 -> landing_region_0536,1.0,3,3,2,1,1,0.01020408163265306,22,False,False,False,1.0,0.0
NZ,D-Root,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,landing_region_0089::landing_region_0362,landing_region_0089 -> landing_region_0362,67.0,67,67,38,19,7,0.5537190082644629,1,True,False,False,67.0,0.0
NZ,D-Root,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,landing_region_0089::landing_region_0271,landing_region_0089 -> landing_region_0271,18.0,18,18,16,8,3,0.1487603305785124,2,False,True,False,18.0,0.0
NZ,D-Root,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,landing_region_0089::landing_region_0799,landing_region_0089 -> landing_region_0799,12.0,12,12,8,4,3,0.09917355371900827,3,False,False,True,12.0,0.0
NZ,D-Root,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,landing_region_0271::landing_region_0799,landing_region_0271 -> landing_region_0799,9.0,9,9,6,3,2,0.0743801652892562,4,False,False,False,9.0,0.0
NZ,D-Root,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,landing_region_0089::landing_region_0089,landing_region_0089 -> landing_region_0089,8.0,8,8,6,4,1,0.06611570247933884,5,False,False,False,8.0,0.0
NZ,D-Root,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,landing_region_0041::landing_region_0089,landing_region_0041 -> landing_region_0089,2.5,5,5,3,3,2,0.02066115702479339,6,False,False,False,0.0,2.5
NZ,D-Root,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,landing_region_0041::landing_region_0615,landing_region_0041 -> landing_region_0615,2.5,5,5,3,3,2,0.02066115702479339,7,False,False,False,0.0,2.5
NZ,D-Root,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,landing_region_0271::landing_region_0362,landing_region_0271 -> landing_region_0362,2.0,2,2,2,1,1,0.01652892561983471,8,False,False,False,2.0,0.0
OM,D-Root,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,landing_region_0030::landing_region_0337,landing_region_0030 -> landing_region_0337,2.0,2,2,2,1,1,1.0,1,True,False,False,0.0,2.0
PA,D-Root,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,landing_region_0107::landing_region_0287,landing_region_0107 -> landing_region_0287,3.0,3,3,2,1,1,1.0,1,True,False,False,3.0,0.0
PE,D-Root,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,landing_region_0174::landing_region_0591,landing_region_0174 -> landing_region_0591,2.0,2,2,1,1,1,1.0,1,True,False,False,0.0,2.0
PG,D-Root,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,landing_region_0041::landing_region_0758,landing_region_0041 -> landing_region_0758,2.0,2,2,2,1,1,1.0,1,True,False,False,0.0,2.0
PH,D-Root,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,landing_region_0133::landing_region_0250,landing_region_0133 -> landing_region_0250,95.66666666666667,114,114,60,31,15,0.4831649831649832,1,True,False,False,95.66666666666667,0.0
PH,D-Root,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,landing_region_0230::landing_region_0250,landing_region_0230 -> landing_region_0250,24.0,46,46,33,18,7,0.12121212121212122,2,False,True,False,0.0,24.0
PH,D-Root,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,landing_region_0133::landing_region_0230,landing_region_0133 -> landing_region_0230,22.0,44,44,31,18,7,0.1111111111111111,3,False,False,True,0.0,22.0
PH,D-Root,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,landing_region_0132::landing_region_0133,landing_region_0132 -> landing_region_0133,11.0,22,22,18,10,9,0.05555555555555555,4,False,False,False,0.0,11.0
PH,D-Root,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,landing_region_0132::landing_region_0250,landing_region_0132 -> landing_region_0250,11.0,22,22,18,10,9,0.05555555555555555,5,False,False,False,0.0,11.0
PH,D-Root,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,landing_region_0133::landing_region_0133,landing_region_0133 -> landing_region_0133,9.866666666666667,25,25,14,9,5,0.04983164983164983,6,False,False,False,9.866666666666667,0.0
PH,D-Root,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,landing_region_0133::landing_region_0172,landing_region_0133 -> landing_region_0172,2.8666666666666667,11,11,4,2,1,0.014478114478114479,7,False,False,False,2.8666666666666667,0.0
PH,D-Root,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,landing_region_0133::landing_region_0743,landing_region_0133 -> landing_region_0743,2.0,10,10,4,2,2,0.010101010101010102,8,False,False,False,2.0,0.0
PH,D-Root,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,landing_region_0250::landing_region_0743,landing_region_0250 -> landing_region_0743,2.0,10,10,4,2,2,0.010101010101010102,9,False,False,False,2.0,0.0
PH,D-Root,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,landing_region_0045::landing_region_0133,landing_region_0045 -> landing_region_0133,1.0,3,3,2,1,1,0.005050505050505051,10,False,False,False,1.0,0.0
PH,D-Root,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,landing_region_0045::landing_region_0250,landing_region_0045 -> landing_region_0250,1.0,3,3,2,1,1,0.005050505050505051,11,False,False,False,1.0,0.0
PH,D-Root,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,landing_region_0250::landing_region_0570,landing_region_0250 -> landing_region_0570,1.0,3,3,2,1,1,0.005050505050505051,12,False,False,False,1.0,0.0
PH,D-Root,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,landing_region_0133::landing_region_0815,landing_region_0133 -> landing_region_0815,0.8,4,4,2,1,1,0.00404040404040404,13,False,False,False,0.8,0.0
PH,D-Root,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,landing_region_0133::landing_region_0835,landing_region_0133 -> landing_region_0835,0.8,4,4,2,1,1,0.00404040404040404,14,False,False,False,0.8,0.0
PH,D-Root,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,landing_region_0133::landing_region_0216,landing_region_0133 -> landing_region_0216,0.75,3,3,2,1,1,0.003787878787878788,15,False,False,False,0.75,0.0
PH,D-Root,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,landing_region_0133::landing_region_0224,landing_region_0133 -> landing_region_0224,0.75,3,3,2,1,1,0.003787878787878788,16,False,False,False,0.75,0.0
PH,D-Root,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,landing_region_0133::landing_region_0901,landing_region_0133 -> landing_region_0901,0.75,3,3,2,1,1,0.003787878787878788,17,False,False,False,0.75,0.0
PH,D-Root,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,landing_region_0179::landing_region_0179,landing_region_0179 -> landing_region_0179,0.75,3,3,2,1,1,0.003787878787878788,18,False,False,False,0.75,0.0
PH,D-Root,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,landing_region_0179::landing_region_0220,landing_region_0179 -> landing_region_0220,0.75,3,3,2,1,1,0.003787878787878788,19,False,False,False,0.75,0.0
PH,D-Root,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,landing_region_0179::landing_region_0814,landing_region_0179 -> landing_region_0814,0.75,3,3,2,1,1,0.003787878787878788,20,False,False,False,0.75,0.0
PH,D-Root,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,landing_region_0199::landing_region_0250,landing_region_0199 -> landing_region_0250,0.75,3,3,2,1,1,0.003787878787878788,21,False,False,False,0.75,0.0
PH,D-Root,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,landing_region_0220::landing_region_0814,landing_region_0220 -> landing_region_0814,0.75,3,3,2,1,1,0.003787878787878788,22,False,False,False,0.75,0.0
PH,D-Root,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,landing_region_0098::landing_region_0133,landing_region_0098 -> landing_region_0133,0.6000000000000001,3,3,2,1,1,0.0030303030303030307,23,False,False,False,0.6000000000000001,0.0
PH,D-Root,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,landing_region_0099::landing_region_0250,landing_region_0099 -> landing_region_0250,0.6000000000000001,3,3,2,1,1,0.0030303030303030307,24,False,False,False,0.6000000000000001,0.0
PH,D-Root,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,landing_region_0133::landing_region_0177,landing_region_0133 -> landing_region_0177,0.6000000000000001,3,3,2,1,1,0.0030303030303030307,25,False,False,False,0.6000000000000001,0.0
PH,D-Root,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,landing_region_0133::landing_region_0254,landing_region_0133 -> landing_region_0254,0.6000000000000001,3,3,2,1,1,0.0030303030303030307,26,False,False,False,0.6000000000000001,0.0
PH,D-Root,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,landing_region_0250::landing_region_0254,landing_region_0250 -> landing_region_0254,0.6000000000000001,3,3,2,1,1,0.0030303030303030307,27,False,False,False,0.6000000000000001,0.0
PH,D-Root,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,landing_region_0098::landing_region_0177,landing_region_0098 -> landing_region_0177,0.3333333333333333,3,3,2,1,1,0.0016835016835016834,28,False,False,False,0.3333333333333333,0.0
PH,D-Root,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,landing_region_0098::landing_region_0254,landing_region_0098 -> landing_region_0254,0.3333333333333333,3,3,2,1,1,0.0016835016835016834,29,False,False,False,0.3333333333333333,0.0
PH,D-Root,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,landing_region_0098::landing_region_0594,landing_region_0098 -> landing_region_0594,0.3333333333333333,3,3,2,1,1,0.0016835016835016834,30,False,False,False,0.3333333333333333,0.0
PH,D-Root,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,landing_region_0099::landing_region_0177,landing_region_0099 -> landing_region_0177,0.3333333333333333,3,3,2,1,1,0.0016835016835016834,31,False,False,False,0.3333333333333333,0.0
PH,D-Root,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,landing_region_0177::landing_region_0177,landing_region_0177 -> landing_region_0177,0.3333333333333333,3,3,2,1,1,0.0016835016835016834,32,False,False,False,0.3333333333333333,0.0
PH,D-Root,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,landing_region_0177::landing_region_0254,landing_region_0177 -> landing_region_0254,0.3333333333333333,3,3,2,1,1,0.0016835016835016834,33,False,False,False,0.3333333333333333,0.0
PH,D-Root,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,landing_region_0177::landing_region_0594,landing_region_0177 -> landing_region_0594,0.3333333333333333,3,3,2,1,1,0.0016835016835016834,34,False,False,False,0.3333333333333333,0.0
PH,D-Root,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,landing_region_0254::landing_region_0254,landing_region_0254 -> landing_region_0254,0.3333333333333333,3,3,2,1,1,0.0016835016835016834,35,False,False,False,0.3333333333333333,0.0
PH,D-Root,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,landing_region_0254::landing_region_0594,landing_region_0254 -> landing_region_0594,0.3333333333333333,3,3,2,1,1,0.0016835016835016834,36,False,False,False,0.3333333333333333,0.0
PH,D-Root,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,landing_region_0098::landing_region_0179,landing_region_0098 -> landing_region_0179,0.1,1,1,1,1,1,0.000505050505050505,37,False,False,False,0.1,0.0
PH,D-Root,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,landing_region_0098::landing_region_0220,landing_region_0098 -> landing_region_0220,0.1,1,1,1,1,1,0.000505050505050505,38,False,False,False,0.1,0.0
PH,D-Root,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,landing_region_0098::landing_region_0814,landing_region_0098 -> landing_region_0814,0.1,1,1,1,1,1,0.000505050505050505,39,False,False,False,0.1,0.0
PH,D-Root,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,landing_region_0099::landing_region_0814,landing_region_0099 -> landing_region_0814,0.1,1,1,1,1,1,0.000505050505050505,40,False,False,False,0.1,0.0
PH,D-Root,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,landing_region_0177::landing_region_0179,landing_region_0177 -> landing_region_0179,0.1,1,1,1,1,1,0.000505050505050505,41,False,False,False,0.1,0.0
PH,D-Root,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,landing_region_0177::landing_region_0220,landing_region_0177 -> landing_region_0220,0.1,1,1,1,1,1,0.000505050505050505,42,False,False,False,0.1,0.0
PH,D-Root,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,landing_region_0177::landing_region_0814,landing_region_0177 -> landing_region_0814,0.1,1,1,1,1,1,0.000505050505050505,43,False,False,False,0.1,0.0
PH,D-Root,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,landing_region_0179::landing_region_0254,landing_region_0179 -> landing_region_0254,0.1,1,1,1,1,1,0.000505050505050505,44,False,False,False,0.1,0.0
PH,D-Root,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,landing_region_0220::landing_region_0254,landing_region_0220 -> landing_region_0254,0.1,1,1,1,1,1,0.000505050505050505,45,False,False,False,0.1,0.0
PH,D-Root,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,landing_region_0254::landing_region_0814,landing_region_0254 -> landing_region_0814,0.1,1,1,1,1,1,0.000505050505050505,46,False,False,False,0.1,0.0
PK,D-Root,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,landing_region_0132::landing_region_0485,landing_region_0132 -> landing_region_0485,4.0,4,4,4,2,2,1.0,1,True,False,False,0.0,4.0
PT,D-Root,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,landing_region_0204::landing_region_0239,landing_region_0204 -> landing_region_0239,9.0,9,9,9,5,2,0.5294117647058824,1,True,False,False,9.0,0.0
PT,D-Root,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,landing_region_0239::landing_region_0239,landing_region_0239 -> landing_region_0239,2.5,5,5,4,2,2,0.14705882352941177,2,False,True,False,2.5,0.0
PT,D-Root,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,landing_region_0239::landing_region_0872,landing_region_0239 -> landing_region_0872,2.5,5,5,4,2,2,0.14705882352941177,3,False,False,True,2.5,0.0
