probe_country,service_id,msm_id,file_name,total_mappable_segments,top1_network_transition_share,top2_network_transition_share,top3_network_transition_share,effective_network_transition_count,network_transition_concentration_tier,top1_corridor_share,top2_corridor_share,top3_corridor_share,effective_corridor_count,corridor_concentration_tier,cross_layer_distribution_class,country_fallback_share,auditable_cross_layer_case,sufficient_trace_observation,sufficient_corridor_observation,sufficient_network_transition_resolution,auditable_paper_case,observation_sufficiency_reason,failed_thresholds,unique_probes,unique_probe_asns,domestic_segment_share,international_segment_share
AE,D-Root,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,9,0.3333333333333333,0.6666666666666666,0.7777777777777777,4.326748710922226,broad_network_transition_distribution,0.5555555555555556,0.8333333333333334,1.0,2.66709451280821,moderate_corridor_observation_concentration,network_broad_physical_concentrated,0.0,False,False,False,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",3,2,0.5555555555555556,0.4444444444444444
AF,D-Root,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,6,1.0,1.0,1.0,1.0,severe_network_transition_concentration,1.0,1.0,1.0,1.0,severe_corridor_observation_concentration,network_and_physical_both_concentrated,0.0,False,False,False,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",2,1,0.0,1.0
AR,D-Root,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,1,1.0,1.0,1.0,1.0,severe_network_transition_concentration,1.0,1.0,1.0,1.0,severe_corridor_observation_concentration,network_and_physical_both_concentrated,0.0,False,False,False,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,0.0,1.0
AT,D-Root,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,7,0.42857142857142855,0.7142857142857142,1.0,2.941713421083178,weak_network_transition_concentration,1.0,1.0,1.0,1.0,severe_corridor_observation_concentration,network_broad_physical_concentrated,0.0,False,False,False,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes","minimum_mappable_segments,minimum_unique_probes",3,3,0.2857142857142857,0.7142857142857143
AU,D-Root,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,117,0.452991452991453,0.5982905982905983,0.6837606837606838,6.5232068226064275,broad_network_transition_distribution,0.1623931623931624,0.3247863247863248,0.4871794871794872,9.136832244155197,broad_corridor_observation_distribution,network_and_physical_both_broad,0.0,True,True,True,True,True,auditable,,16,8,0.9316239316239316,0.06837606837606838
AX,D-Root,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,9,1.0,1.0,1.0,1.0,severe_network_transition_concentration,0.5,0.8333333333333333,1.0,2.7494592739972052,moderate_corridor_observation_concentration,network_and_physical_both_concentrated,0.0,False,False,False,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,0.6666666666666666,0.3333333333333333
BH,D-Root,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,3,1.0,1.0,1.0,1.0,severe_network_transition_concentration,1.0,1.0,1.0,1.0,severe_corridor_observation_concentration,network_and_physical_both_concentrated,0.0,False,False,False,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,1.0,0.0
BR,D-Root,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,83,0.27710843373493976,0.4457831325301205,0.5662650602409638,8.868774249749729,broad_network_transition_distribution,0.5903614457831325,0.7108433734939759,0.8192771084337349,3.868401700386946,weak_corridor_observation_concentration,network_and_physical_both_broad,0.0,True,True,True,True,True,auditable,,25,18,0.14457831325301204,0.8554216867469879
CA,D-Root,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,51,0.3333333333333333,0.5294117647058824,0.6274509803921569,7.3184632491414305,broad_network_transition_distribution,0.35294117647058826,0.515686274509804,0.6686274509803922,5.54935108500022,broad_corridor_observation_distribution,network_and_physical_both_broad,0.0,False,False,False,True,False,insufficient_minimum_unique_probes,minimum_unique_probes,8,6,0.3529411764705882,0.6470588235294117
CH,D-Root,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,331,0.39274924471299094,0.5830815709969789,0.6435045317220544,10.263242599869626,broad_network_transition_distribution,1.0,1.0,1.0,1.0,severe_corridor_observation_concentration,network_broad_physical_concentrated,0.0,True,True,True,True,True,auditable,,85,25,0.9848942598187311,0.015105740181268883
CL,D-Root,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,9,0.3333333333333333,0.5555555555555556,0.7777777777777777,3.9311120913133446,weak_network_transition_concentration,0.7777777777777778,1.0,1.0,1.6984332340231805,moderate_corridor_observation_concentration,network_broad_physical_concentrated,0.0,False,False,False,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",3,2,1.0,0.0
CM,D-Root,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,3,1.0,1.0,1.0,1.0,severe_network_transition_concentration,0.5,1.0,1.0,2.0,moderate_corridor_observation_concentration,network_and_physical_both_concentrated,0.0,False,False,False,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,0.0,1.0
CN,D-Root,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,31,0.5161290322580645,0.6774193548387096,0.7741935483870968,4.419528874372815,broad_network_transition_distribution,0.6451612903225806,0.7419354838709677,0.8387096774193548,3.627784273375668,weak_corridor_observation_concentration,network_and_physical_both_broad,0.0,False,False,False,True,False,insufficient_minimum_unique_probes,minimum_unique_probes,8,4,0.9032258064516129,0.0967741935483871
CO,D-Root,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,27,0.7407407407407407,1.0,1.0,1.7723045383749891,moderate_network_transition_concentration,0.6296296296296297,0.7962962962962963,0.9444444444444444,2.8105479087749115,weak_corridor_observation_concentration,network_and_physical_both_concentrated,0.0,False,False,False,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes","minimum_mappable_segments,minimum_unique_probes",7,7,0.6296296296296297,0.37037037037037035
CU,D-Root,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,1,1.0,1.0,1.0,1.0,severe_network_transition_concentration,1.0,1.0,1.0,1.0,severe_corridor_observation_concentration,network_and_physical_both_concentrated,0.0,False,False,False,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,0.0,1.0
CV,D-Root,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,2,1.0,1.0,1.0,1.0,severe_network_transition_concentration,0.5,1.0,1.0,2.0,moderate_corridor_observation_concentration,network_and_physical_both_concentrated,0.0,False,False,False,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,0.0,1.0
CW,D-Root,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,5,1.0,1.0,1.0,1.0,severe_network_transition_concentration,1.0,1.0,1.0,1.0,severe_corridor_observation_concentration,network_and_physical_both_concentrated,0.0,False,False,False,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",2,2,0.0,1.0
CY,D-Root,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,13,0.38461538461538464,0.7692307692307693,1.0,2.9252919313143395,weak_network_transition_concentration,0.38461538461538464,0.6923076923076923,1.0,2.9827048407752406,weak_corridor_observation_concentration,network_and_physical_both_concentrated,0.0,False,False,False,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",4,2,0.38461538461538464,0.6153846153846154
DE,D-Root,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,94,0.5425531914893617,0.6808510638297872,0.7659574468085106,4.9246727324537245,broad_network_transition_distribution,0.32978723404255317,0.6329787234042553,0.9361702127659575,3.5435079959963764,weak_corridor_observation_concentration,network_and_physical_both_broad,0.0,True,True,True,True,True,auditable,,21,6,0.723404255319149,0.2765957446808511
DJ,D-Root,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,2,1.0,1.0,1.0,1.0,severe_network_transition_concentration,1.0,1.0,1.0,1.0,severe_corridor_observation_concentration,network_and_physical_both_concentrated,0.0,False,False,False,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",2,1,0.0,1.0
DK,D-Root,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,197,0.49746192893401014,0.6548223350253807,0.7258883248730964,5.491297436509754,broad_network_transition_distribution,0.6175972927241963,0.7622673434856175,0.8925549915397631,3.1309851144866463,weak_corridor_observation_concentration,network_and_physical_both_broad,0.0,True,True,True,True,True,auditable,,28,10,0.9746192893401016,0.025380710659898477
DO,D-Root,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,1,1.0,1.0,1.0,1.0,severe_network_transition_concentration,1.0,1.0,1.0,1.0,severe_corridor_observation_concentration,network_and_physical_both_concentrated,0.0,False,False,False,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,0.0,1.0
EC,D-Root,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,1,1.0,1.0,1.0,1.0,severe_network_transition_concentration,1.0,1.0,1.0,1.0,severe_corridor_observation_concentration,network_and_physical_both_concentrated,0.0,False,False,False,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,1.0,0.0
