probe_country,service_id,path_scope_stratum,msm_id,file_name,network_transition_key,network_transition_representation,hop_pair_as_class,network_transition_observation_count,unique_atomic_segments,share_of_network_transition_observations,rank_within_unit,is_top1_network_transition,is_top2_network_transition,is_top3_network_transition,used_country_fallback_transition,group_total_mappable_segments,group_unique_probes,group_unique_probe_asns,domestic_segment_count,international_segment_count
AE,J-Root,all_publicly_visible,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,8529->8529,as_transition,intra_as_hop_pair,2,2,0.6666666666666666,1,True,False,False,False,3,2,2,0,2
AE,J-Root,all_publicly_visible,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,5384->5384,as_transition,intra_as_hop_pair,1,1,0.3333333333333333,2,False,True,False,False,3,2,2,1,0
AF,J-Root,all_publicly_visible,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,8966->5384,as_transition,cross_as_transition,4,4,0.6666666666666666,1,True,False,False,False,6,2,1,4,0
AF,J-Root,all_publicly_visible,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,5384->5384,as_transition,intra_as_hop_pair,1,1,0.16666666666666666,2,False,True,False,False,6,2,1,1,0
AF,J-Root,all_publicly_visible,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,5384->8966,as_transition,cross_as_transition,1,1,0.16666666666666666,3,False,False,True,False,6,2,1,1,0
AU,J-Root,all_publicly_visible,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,7578->7578,as_transition,intra_as_hop_pair,102,102,0.4927536231884058,1,True,False,False,False,207,92,36,102,0
AU,J-Root,all_publicly_visible,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,COUNTRY_FALLBACK:AU->AU,country_fallback,country_fallback,80,80,0.3864734299516908,2,False,True,False,True,207,92,36,80,0
AU,J-Root,all_publicly_visible,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,4826->4826,as_transition,intra_as_hop_pair,21,21,0.10144927536231885,3,False,False,True,False,207,92,36,21,0
AU,J-Root,all_publicly_visible,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,6939->6939,as_transition,intra_as_hop_pair,2,2,0.00966183574879227,4,False,False,False,False,207,92,36,1,1
AU,J-Root,all_publicly_visible,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,20940->20940,as_transition,intra_as_hop_pair,2,2,0.00966183574879227,5,False,False,False,False,207,92,36,0,2
AX,J-Root,all_publicly_visible,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,3238->3238,as_transition,intra_as_hop_pair,4,4,1.0,1,True,False,False,False,4,1,1,0,4
BF,J-Root,all_publicly_visible,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,37721->37721,as_transition,intra_as_hop_pair,2,2,1.0,1,True,False,False,False,2,2,2,0,2
BR,J-Root,all_publicly_visible,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,COUNTRY_FALLBACK:BR->BR,country_fallback,country_fallback,1,1,1.0,1,True,False,False,True,1,1,1,1,0
CA,J-Root,all_publicly_visible,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,COUNTRY_FALLBACK:CA->US,country_fallback,country_fallback,61,61,0.7625,1,True,False,False,True,80,42,9,0,61
CA,J-Root,all_publicly_visible,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,6327->6327,as_transition,intra_as_hop_pair,10,10,0.125,2,False,True,False,False,80,42,9,0,10
CA,J-Root,all_publicly_visible,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,208951->6939,as_transition,cross_as_transition,2,2,0.025,3,False,False,True,False,80,42,9,0,2
CA,J-Root,all_publicly_visible,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,63479->63479,as_transition,intra_as_hop_pair,2,2,0.025,4,False,False,False,False,80,42,9,2,0
CA,J-Root,all_publicly_visible,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,3356->3356,as_transition,intra_as_hop_pair,2,2,0.025,5,False,False,False,False,80,42,9,0,2
CA,J-Root,all_publicly_visible,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,6939->6939,as_transition,intra_as_hop_pair,2,2,0.025,6,False,False,False,False,80,42,9,2,0
CA,J-Root,all_publicly_visible,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,COUNTRY_FALLBACK:US->CA,country_fallback,country_fallback,1,1,0.0125,7,False,False,False,True,80,42,9,0,1
CN,J-Root,all_publicly_visible,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,4134->4134,as_transition,intra_as_hop_pair,4,4,0.5,1,True,False,False,False,8,4,3,4,0
CN,J-Root,all_publicly_visible,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,2914->2914,as_transition,intra_as_hop_pair,2,2,0.25,2,False,True,False,False,8,4,3,0,2
CN,J-Root,all_publicly_visible,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,3491->2914,as_transition,cross_as_transition,2,2,0.25,3,False,False,True,False,8,4,3,0,2
CO,J-Root,all_publicly_visible,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,23520->23520,as_transition,intra_as_hop_pair,3,3,0.42857142857142855,1,True,False,False,False,7,4,4,0,3
CO,J-Root,all_publicly_visible,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,52320->52320,as_transition,intra_as_hop_pair,2,2,0.2857142857142857,2,False,True,False,False,7,4,4,0,2
CO,J-Root,all_publicly_visible,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,1299->1299,as_transition,intra_as_hop_pair,2,2,0.2857142857142857,3,False,False,True,False,7,4,4,2,0
CR,J-Root,all_publicly_visible,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,1299->1299,as_transition,intra_as_hop_pair,2,2,1.0,1,True,False,False,False,2,1,1,2,0
CU,J-Root,all_publicly_visible,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,23520->23520,as_transition,intra_as_hop_pair,1,1,1.0,1,True,False,False,False,1,1,1,0,1
CY,J-Root,all_publicly_visible,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,5504->1299,as_transition,cross_as_transition,4,4,0.6666666666666666,1,True,False,False,False,6,4,2,0,4
CY,J-Root,all_publicly_visible,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,35432->35432,as_transition,intra_as_hop_pair,2,2,0.3333333333333333,2,False,True,False,False,6,4,2,0,2
