probe_country,service_id,path_scope_stratum,msm_id,file_name,as_boundary_transition_key,as_boundary_observation_count,share_of_as_boundary_observations,rank_within_unit,is_top1_as_boundary_transition,is_top2_as_boundary_transition,is_top3_as_boundary_transition,group_total_hop_pair_segments,group_cross_as_boundary_segments,group_intra_as_hop_pair_segments,group_country_fallback_segments,cross_as_boundary_coverage_rate,intra_as_hop_pair_share,country_fallback_share,group_unique_probes,group_unique_probe_asns
NA,J-Root,all_publicly_visible,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,17476->2914,2,0.06666666666666667,8,False,False,False,251,30,188,33,0.11952191235059761,0.749003984063745,0.13147410358565736,16,0
NA,J-Root,all_publicly_visible,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,5786->20080,2,0.06666666666666667,9,False,False,False,251,30,188,33,0.11952191235059761,0.749003984063745,0.13147410358565736,16,0
NA,J-Root,all_publicly_visible,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,15735->1299,2,0.06666666666666667,10,False,False,False,251,30,188,33,0.11952191235059761,0.749003984063745,0.13147410358565736,16,0
NA,J-Root,all_publicly_visible,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,3491->2914,1,0.03333333333333333,11,False,False,False,251,30,188,33,0.11952191235059761,0.749003984063745,0.13147410358565736,16,0
NA,J-Root,all_publicly_visible,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,18041->7539,1,0.03333333333333333,12,False,False,False,251,30,188,33,0.11952191235059761,0.749003984063745,0.13147410358565736,16,0
NA,J-Root,all_publicly_visible,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,4804->7545,1,0.03333333333333333,13,False,False,False,251,30,188,33,0.11952191235059761,0.749003984063745,0.13147410358565736,16,0
NA,J-Root,all_publicly_visible,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,21859->4229,1,0.03333333333333333,14,False,False,False,251,30,188,33,0.11952191235059761,0.749003984063745,0.13147410358565736,16,0
NC,J-Root,all_publicly_visible,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,18200->4826,3,1.0,1,True,False,False,10,3,0,7,0.3,0.0,0.7,3,1
NO,J-Root,all_publicly_visible,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,49409->57829,4,0.6666666666666666,1,True,False,False,68,6,62,0,0.08823529411764706,0.9117647058823529,0.0,3,2
NO,J-Root,all_publicly_visible,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,48144->50304,2,0.3333333333333333,2,False,True,False,68,6,62,0,0.08823529411764706,0.9117647058823529,0.0,3,2
PA,J-Root,all_publicly_visible,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,11556->23520,2,1.0,1,True,False,False,2,2,0,0,1.0,0.0,0.0,1,1
PH,J-Root,all_publicly_visible,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,137818->132021,2,0.2857142857142857,1,True,False,False,40,7,33,0,0.175,0.825,0.0,4,4
PH,J-Root,all_publicly_visible,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,45209->17639,2,0.2857142857142857,2,False,True,False,40,7,33,0,0.175,0.825,0.0,4,4
PH,J-Root,all_publicly_visible,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,132400->134707,2,0.2857142857142857,3,False,False,True,40,7,33,0,0.175,0.825,0.0,4,4
PH,J-Root,all_publicly_visible,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,3491->2914,1,0.14285714285714285,4,False,False,False,40,7,33,0,0.175,0.825,0.0,4,4
PK,J-Root,all_publicly_visible,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,8966->5384,4,0.6666666666666666,1,True,False,False,7,6,1,0,0.8571428571428571,0.14285714285714285,0.0,2,2
PK,J-Root,all_publicly_visible,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,5384->8966,2,0.3333333333333333,2,False,True,False,7,6,1,0,0.8571428571428571,0.14285714285714285,0.0,2,2
RO,J-Root,all_publicly_visible,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,9158->1299,2,1.0,1,True,False,False,4,2,2,0,0.5,0.5,0.0,1,1
SG,J-Root,all_publicly_visible,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,4657->6453,4,0.5714285714285714,1,True,False,False,46,7,39,0,0.15217391304347827,0.8478260869565217,0.0,7,4
SG,J-Root,all_publicly_visible,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,7473->2914,3,0.42857142857142855,2,False,True,False,46,7,39,0,0.15217391304347827,0.8478260869565217,0.0,7,4
TG,J-Root,all_publicly_visible,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,36924->1930,2,1.0,1,True,False,False,2,2,0,0,1.0,0.0,0.0,1,1
TL,J-Root,all_publicly_visible,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,7699->4826,2,1.0,1,True,False,False,6,2,2,2,0.3333333333333333,0.3333333333333333,0.3333333333333333,1,1
TO,J-Root,all_publicly_visible,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,24390->7575,2,1.0,1,True,False,False,4,2,2,0,0.5,0.5,0.0,1,1
TW,J-Root,all_publicly_visible,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,18041->7539,4,0.4444444444444444,1,True,False,False,63,9,30,24,0.14285714285714285,0.47619047619047616,0.38095238095238093,5,4
TW,J-Root,all_publicly_visible,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,30058->5580,2,0.2222222222222222,2,False,True,False,63,9,30,24,0.14285714285714285,0.47619047619047616,0.38095238095238093,5,4
TW,J-Root,all_publicly_visible,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,1659->7539,2,0.2222222222222222,3,False,False,True,63,9,30,24,0.14285714285714285,0.47619047619047616,0.38095238095238093,5,4
TW,J-Root,all_publicly_visible,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,149791->7539,1,0.1111111111111111,4,False,False,False,63,9,30,24,0.14285714285714285,0.47619047619047616,0.38095238095238093,5,4
UG,J-Root,all_publicly_visible,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,36924->1930,2,1.0,1,True,False,False,4,2,2,0,0.5,0.5,0.0,1,1
US,J-Root,all_publicly_visible,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,14638->23520,2,1.0,1,True,False,False,21,2,16,3,0.09523809523809523,0.7619047619047619,0.14285714285714285,1,1
