probe_country,service_id,path_scope_stratum,msm_id,file_name,as_boundary_transition_key,as_boundary_observation_count,share_of_as_boundary_observations,rank_within_unit,is_top1_as_boundary_transition,is_top2_as_boundary_transition,is_top3_as_boundary_transition,group_total_hop_pair_segments,group_cross_as_boundary_segments,group_intra_as_hop_pair_segments,group_country_fallback_segments,cross_as_boundary_coverage_rate,intra_as_hop_pair_share,country_fallback_share,group_unique_probes,group_unique_probe_asns
AF,J-Root,all_publicly_visible,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,8966->5384,4,0.8,1,True,False,False,6,5,1,0,0.8333333333333334,0.16666666666666666,0.0,2,1
AF,J-Root,all_publicly_visible,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,5384->8966,1,0.2,2,False,True,False,6,5,1,0,0.8333333333333334,0.16666666666666666,0.0,2,1
CA,J-Root,all_publicly_visible,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,208951->6939,2,1.0,1,True,False,False,80,2,16,62,0.025,0.2,0.775,1,1
CN,J-Root,all_publicly_visible,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,3491->2914,2,1.0,1,True,False,False,8,2,6,0,0.25,0.75,0.0,1,1
CY,J-Root,all_publicly_visible,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,5504->1299,4,1.0,1,True,False,False,6,4,2,0,0.6666666666666666,0.3333333333333333,0.0,2,1
EE,J-Root,all_publicly_visible,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,2586->6667,8,1.0,1,True,False,False,35,8,27,0,0.22857142857142856,0.7714285714285715,0.0,4,2
ES,J-Root,all_publicly_visible,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,3352->12956,1,1.0,1,True,False,False,23,1,22,0,0.043478260869565216,0.9565217391304348,0.0,1,1
FI,J-Root,all_publicly_visible,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,39857->1741,2,1.0,1,True,False,False,13,2,11,0,0.15384615384615385,0.8461538461538461,0.0,1,1
GU,J-Root,all_publicly_visible,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,140627->4826,2,1.0,1,True,False,False,11,2,9,0,0.18181818181818182,0.8181818181818182,0.0,1,1
HK,J-Root,all_publicly_visible,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,3491->2914,8,0.8888888888888888,1,True,False,False,36,9,27,0,0.25,0.75,0.0,7,4
HK,J-Root,all_publicly_visible,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,4657->6453,1,0.1111111111111111,2,False,True,False,36,9,27,0,0.25,0.75,0.0,7,4
HN,J-Root,all_publicly_visible,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,263725->54082,8,1.0,1,True,False,False,11,8,3,0,0.7272727272727273,0.2727272727272727,0.0,4,3
ID,J-Root,all_publicly_visible,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,23700->7632,4,0.21052631578947367,1,True,False,False,70,19,46,5,0.2714285714285714,0.6571428571428571,0.07142857142857142,10,8
ID,J-Root,all_publicly_visible,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,149697->58495,3,0.15789473684210525,2,False,True,False,70,19,46,5,0.2714285714285714,0.6571428571428571,0.07142857142857142,10,8
ID,J-Root,all_publicly_visible,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,9905->7632,2,0.10526315789473684,3,False,False,True,70,19,46,5,0.2714285714285714,0.6571428571428571,0.07142857142857142,10,8
ID,J-Root,all_publicly_visible,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,24203->6453,2,0.10526315789473684,4,False,False,False,70,19,46,5,0.2714285714285714,0.6571428571428571,0.07142857142857142,10,8
ID,J-Root,all_publicly_visible,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,149728->58389,2,0.10526315789473684,5,False,False,False,70,19,46,5,0.2714285714285714,0.6571428571428571,0.07142857142857142,10,8
ID,J-Root,all_publicly_visible,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,142360->136106,2,0.10526315789473684,6,False,False,False,70,19,46,5,0.2714285714285714,0.6571428571428571,0.07142857142857142,10,8
ID,J-Root,all_publicly_visible,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,141626->58389,2,0.10526315789473684,7,False,False,False,70,19,46,5,0.2714285714285714,0.6571428571428571,0.07142857142857142,10,8
ID,J-Root,all_publicly_visible,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,138840->6939,1,0.05263157894736842,8,False,False,False,70,19,46,5,0.2714285714285714,0.6571428571428571,0.07142857142857142,10,8
ID,J-Root,all_publicly_visible,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,149697->138840,1,0.05263157894736842,9,False,False,False,70,19,46,5,0.2714285714285714,0.6571428571428571,0.07142857142857142,10,8
IN,J-Root,all_publicly_visible,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,4755->2914,2,0.6666666666666666,1,True,False,False,12,3,3,6,0.25,0.25,0.5,2,1
IN,J-Root,all_publicly_visible,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,4755->7342,1,0.3333333333333333,2,False,True,False,12,3,3,6,0.25,0.25,0.5,2,1
KY,J-Root,all_publicly_visible,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,36549->3855,2,1.0,1,True,False,False,2,2,0,0,1.0,0.0,0.0,1,1
LK,J-Root,all_publicly_visible,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,38229->24489,2,0.6666666666666666,1,True,False,False,9,3,6,0,0.3333333333333333,0.6666666666666666,0.0,2,2
LK,J-Root,all_publicly_visible,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,17470->15412,1,0.3333333333333333,2,False,True,False,9,3,6,0,0.3333333333333333,0.6666666666666666,0.0,2,2
ML,J-Root,all_publicly_visible,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,8346->6453,2,1.0,1,True,False,False,2,2,0,0,1.0,0.0,0.0,1,1
MT,J-Root,all_publicly_visible,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,15735->1299,2,1.0,1,True,False,False,2,2,0,0,1.0,0.0,0.0,1,1
MV,J-Root,all_publicly_visible,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,24016->45489,2,1.0,1,True,False,False,2,2,0,0,1.0,0.0,0.0,1,1
MX,J-Root,all_publicly_visible,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,265539->23520,4,1.0,1,True,False,False,4,4,0,0,1.0,0.0,0.0,2,2
MY,J-Root,all_publicly_visible,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,38466->6453,2,1.0,1,True,False,False,12,2,10,0,0.16666666666666666,0.8333333333333334,0.0,1,1
NA,J-Root,all_publicly_visible,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,8966->5384,6,0.2,1,True,False,False,251,30,188,33,0.11952191235059761,0.749003984063745,0.13147410358565736,16,0
NA,J-Root,all_publicly_visible,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,5384->8966,4,0.13333333333333333,2,False,True,False,251,30,188,33,0.11952191235059761,0.749003984063745,0.13147410358565736,16,0
NA,J-Root,all_publicly_visible,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,23700->7632,2,0.06666666666666667,3,False,False,True,251,30,188,33,0.11952191235059761,0.749003984063745,0.13147410358565736,16,0
NA,J-Root,all_publicly_visible,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,55885->38800,2,0.06666666666666667,4,False,False,False,251,30,188,33,0.11952191235059761,0.749003984063745,0.13147410358565736,16,0
NA,J-Root,all_publicly_visible,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,24203->6453,2,0.06666666666666667,5,False,False,False,251,30,188,33,0.11952191235059761,0.749003984063745,0.13147410358565736,16,0
NA,J-Root,all_publicly_visible,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,8434->29518,2,0.06666666666666667,6,False,False,False,251,30,188,33,0.11952191235059761,0.749003984063745,0.13147410358565736,16,0
NA,J-Root,all_publicly_visible,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,36924->1930,2,0.06666666666666667,7,False,False,False,251,30,188,33,0.11952191235059761,0.749003984063745,0.13147410358565736,16,0
