country,msm_id,file_name,total_hop_pair_segments,cross_as_boundary_segments,intra_as_hop_pair_segments,country_fallback_segments,cross_as_boundary_coverage_rate,intra_as_hop_pair_share,country_fallback_share,unique_as_boundary_transitions,top1_as_boundary_transition_key,top1_as_boundary_transition_share,top2_as_boundary_transition_share,top3_as_boundary_transition_share,effective_as_boundary_transition_count,as_boundary_transition_concentration_tier,auditable_as_boundary_case,as_boundary_observation_sufficiency_reason,unique_probes,unique_probe_asns
AE,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,28,21,7,0,0.75,0.25,0.0,2,8966->5384,0.6666666666666666,1.0,1.0,1.8898815748423097,moderate_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes",8,3
AU,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,248,3,148,97,0.012096774193548387,0.5967741935483871,0.3911290322580645,2,7699->4826,0.6666666666666666,1.0,1.0,1.8898815748423097,moderate_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",2,1
BJ,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,2,2,0,0,1.0,0.0,0.0,1,36924->1930,1.0,1.0,1.0,1.0,severe_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,0
CA,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,89,2,20,67,0.02247191011235955,0.2247191011235955,0.7528089887640449,1,208951->6939,1.0,1.0,1.0,1.0,severe_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1
CY,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,6,4,2,0,0.6666666666666666,0.3333333333333333,0.0,1,5504->1299,1.0,1.0,1.0,1.0,severe_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",2,1
DK,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,2,2,0,0,1.0,0.0,0.0,1,9158->1299,1.0,1.0,1.0,1.0,severe_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1
EE,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,25,8,17,0,0.32,0.68,0.0,1,2586->6667,1.0,1.0,1.0,1.0,severe_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",4,2
ES,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,23,1,22,0,0.043478260869565216,0.9565217391304348,0.0,1,3352->12956,1.0,1.0,1.0,1.0,severe_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1
FI,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,26,2,24,0,0.07692307692307693,0.9230769230769231,0.0,1,39857->1741,1.0,1.0,1.0,1.0,severe_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1
FJ,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,6,2,2,2,0.3333333333333333,0.3333333333333333,0.3333333333333333,1,24390->7575,1.0,1.0,1.0,1.0,severe_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1
GA,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,2,2,0,0,1.0,0.0,0.0,1,36924->1930,1.0,1.0,1.0,1.0,severe_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1
HK,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,85,20,65,0,0.23529411764705882,0.7647058823529411,0.0,5,3491->2914,0.6,0.75,0.85,3.324658640309855,weak_as_boundary_transition_concentration,False,insufficient_minimum_mappable_segments,15,6
HN,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,14,8,6,0,0.5714285714285714,0.42857142857142855,0.0,1,263725->54082,1.0,1.0,1.0,1.0,severe_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes",4,3
ID,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,84,23,56,5,0.27380952380952384,0.6666666666666666,0.05952380952380952,9,23700->7632,0.2608695652173913,0.43478260869565216,0.5652173913043478,7.710569918051682,broad_as_boundary_transition_distribution,False,insufficient_minimum_mappable_segments,12,8
IN,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,15,3,6,6,0.2,0.4,0.4,2,4755->2914,0.6666666666666666,1.0,1.0,1.8898815748423097,moderate_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",2,1
KY,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,2,2,0,0,1.0,0.0,0.0,1,36549->3855,1.0,1.0,1.0,1.0,severe_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1
LK,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,9,3,6,0,0.3333333333333333,0.6666666666666666,0.0,2,38229->24489,0.6666666666666666,1.0,1.0,1.8898815748423097,moderate_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",2,2
MT,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,4,4,0,0,1.0,0.0,0.0,1,15735->1299,1.0,1.0,1.0,1.0,severe_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",2,1
MV,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,2,2,0,0,1.0,0.0,0.0,1,24016->45489,1.0,1.0,1.0,1.0,severe_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1
MX,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,4,4,0,0,1.0,0.0,0.0,1,265539->23520,1.0,1.0,1.0,1.0,severe_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",2,2
MY,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,12,2,10,0,0.16666666666666666,0.8333333333333334,0.0,1,38466->6453,1.0,1.0,1.0,1.0,severe_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1
NC,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,10,3,0,7,0.3,0.0,0.7,1,18200->4826,1.0,1.0,1.0,1.0,severe_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",3,1
NO,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,74,6,68,0,0.08108108108108109,0.918918918918919,0.0,2,49409->57829,0.6666666666666666,1.0,1.0,1.8898815748423097,moderate_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",3,2
NU,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,2,2,0,0,1.0,0.0,0.0,1,55885->38800,1.0,1.0,1.0,1.0,severe_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,0
PA,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,2,2,0,0,1.0,0.0,0.0,1,11556->23520,1.0,1.0,1.0,1.0,severe_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1
PH,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,41,6,35,0,0.14634146341463414,0.8536585365853658,0.0,3,137818->132021,0.3333333333333333,0.6666666666666666,1.0,2.9999999999999996,weak_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes",3,3
PR,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,5,4,1,0,0.8,0.2,0.0,2,5786->20080,0.5,1.0,1.0,2.0,moderate_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",2,1
SE,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,166,2,160,4,0.012048192771084338,0.963855421686747,0.024096385542168676,1,8434->29518,1.0,1.0,1.0,1.0,severe_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,0
SG,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,58,5,53,0,0.08620689655172414,0.9137931034482759,0.0,1,4657->6453,1.0,1.0,1.0,1.0,severe_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes",5,3
SN,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,2,2,0,0,1.0,0.0,0.0,1,8346->6453,1.0,1.0,1.0,1.0,severe_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1
TG,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,2,2,0,0,1.0,0.0,0.0,1,36924->1930,1.0,1.0,1.0,1.0,severe_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1
TW,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,81,8,37,36,0.09876543209876543,0.4567901234567901,0.4444444444444444,3,18041->7539,0.625,0.875,1.0,2.4602329762891006,moderate_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes",5,3
US,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,45,2,38,5,0.044444444444444446,0.8444444444444444,0.1111111111111111,1,140627->4826,1.0,1.0,1.0,1.0,severe_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1
