country,msm_id,file_name,as_boundary_transition_key,as_boundary_observation_count,share_of_as_boundary_observations,rank_within_unit,is_top1_as_boundary_transition,is_top2_as_boundary_transition,is_top3_as_boundary_transition,group_total_hop_pair_segments,group_cross_as_boundary_segments,group_intra_as_hop_pair_segments,group_country_fallback_segments,cross_as_boundary_coverage_rate,intra_as_hop_pair_share,country_fallback_share,group_unique_probes,group_unique_probe_asns
AE,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,8966->5384,14,0.6666666666666666,1,True,False,False,28,21,7,0,0.75,0.25,0.0,8,3
AE,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,5384->8966,7,0.3333333333333333,2,False,True,False,28,21,7,0,0.75,0.25,0.0,8,3
AU,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,7699->4826,2,0.6666666666666666,1,True,False,False,248,3,148,97,0.012096774193548387,0.5967741935483871,0.3911290322580645,2,1
AU,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,4804->7545,1,0.3333333333333333,2,False,True,False,248,3,148,97,0.012096774193548387,0.5967741935483871,0.3911290322580645,2,1
BJ,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,36924->1930,2,1.0,1,True,False,False,2,2,0,0,1.0,0.0,0.0,1,0
CA,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,208951->6939,2,1.0,1,True,False,False,89,2,20,67,0.02247191011235955,0.2247191011235955,0.7528089887640449,1,1
CY,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,5504->1299,4,1.0,1,True,False,False,6,4,2,0,0.6666666666666666,0.3333333333333333,0.0,2,1
DK,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,9158->1299,2,1.0,1,True,False,False,2,2,0,0,1.0,0.0,0.0,1,1
EE,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,2586->6667,8,1.0,1,True,False,False,25,8,17,0,0.32,0.68,0.0,4,2
ES,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,3352->12956,1,1.0,1,True,False,False,23,1,22,0,0.043478260869565216,0.9565217391304348,0.0,1,1
FI,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,39857->1741,2,1.0,1,True,False,False,26,2,24,0,0.07692307692307693,0.9230769230769231,0.0,1,1
FJ,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,24390->7575,2,1.0,1,True,False,False,6,2,2,2,0.3333333333333333,0.3333333333333333,0.3333333333333333,1,1
GA,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,36924->1930,2,1.0,1,True,False,False,2,2,0,0,1.0,0.0,0.0,1,1
HK,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,3491->2914,12,0.6,1,True,False,False,85,20,65,0,0.23529411764705882,0.7647058823529411,0.0,15,6
HK,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,7473->2914,3,0.15,2,False,True,False,85,20,65,0,0.23529411764705882,0.7647058823529411,0.0,15,6
HK,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,17476->2914,2,0.1,3,False,False,True,85,20,65,0,0.23529411764705882,0.7647058823529411,0.0,15,6
HK,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,30058->5580,2,0.1,4,False,False,False,85,20,65,0,0.23529411764705882,0.7647058823529411,0.0,15,6
HK,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,21859->4229,1,0.05,5,False,False,False,85,20,65,0,0.23529411764705882,0.7647058823529411,0.0,15,6
HN,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,263725->54082,8,1.0,1,True,False,False,14,8,6,0,0.5714285714285714,0.42857142857142855,0.0,4,3
ID,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,23700->7632,6,0.2608695652173913,1,True,False,False,84,23,56,5,0.27380952380952384,0.6666666666666666,0.05952380952380952,12,8
ID,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,24203->6453,4,0.17391304347826086,2,False,True,False,84,23,56,5,0.27380952380952384,0.6666666666666666,0.05952380952380952,12,8
ID,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,149697->58495,3,0.13043478260869565,3,False,False,True,84,23,56,5,0.27380952380952384,0.6666666666666666,0.05952380952380952,12,8
ID,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,9905->7632,2,0.08695652173913043,4,False,False,False,84,23,56,5,0.27380952380952384,0.6666666666666666,0.05952380952380952,12,8
ID,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,149728->58389,2,0.08695652173913043,5,False,False,False,84,23,56,5,0.27380952380952384,0.6666666666666666,0.05952380952380952,12,8
ID,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,142360->136106,2,0.08695652173913043,6,False,False,False,84,23,56,5,0.27380952380952384,0.6666666666666666,0.05952380952380952,12,8
ID,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,141626->58389,2,0.08695652173913043,7,False,False,False,84,23,56,5,0.27380952380952384,0.6666666666666666,0.05952380952380952,12,8
ID,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,138840->6939,1,0.043478260869565216,8,False,False,False,84,23,56,5,0.27380952380952384,0.6666666666666666,0.05952380952380952,12,8
ID,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,149697->138840,1,0.043478260869565216,9,False,False,False,84,23,56,5,0.27380952380952384,0.6666666666666666,0.05952380952380952,12,8
IN,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,4755->2914,2,0.6666666666666666,1,True,False,False,15,3,6,6,0.2,0.4,0.4,2,1
IN,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,4755->7342,1,0.3333333333333333,2,False,True,False,15,3,6,6,0.2,0.4,0.4,2,1
KY,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,36549->3855,2,1.0,1,True,False,False,2,2,0,0,1.0,0.0,0.0,1,1
LK,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,38229->24489,2,0.6666666666666666,1,True,False,False,9,3,6,0,0.3333333333333333,0.6666666666666666,0.0,2,2
LK,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,17470->15412,1,0.3333333333333333,2,False,True,False,9,3,6,0,0.3333333333333333,0.6666666666666666,0.0,2,2
MT,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,15735->1299,4,1.0,1,True,False,False,4,4,0,0,1.0,0.0,0.0,2,1
MV,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,24016->45489,2,1.0,1,True,False,False,2,2,0,0,1.0,0.0,0.0,1,1
MX,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,265539->23520,4,1.0,1,True,False,False,4,4,0,0,1.0,0.0,0.0,2,2
MY,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,38466->6453,2,1.0,1,True,False,False,12,2,10,0,0.16666666666666666,0.8333333333333334,0.0,1,1
NC,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,18200->4826,3,1.0,1,True,False,False,10,3,0,7,0.3,0.0,0.7,3,1
NO,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,49409->57829,4,0.6666666666666666,1,True,False,False,74,6,68,0,0.08108108108108109,0.918918918918919,0.0,3,2
NO,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,48144->50304,2,0.3333333333333333,2,False,True,False,74,6,68,0,0.08108108108108109,0.918918918918919,0.0,3,2
NU,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,55885->38800,2,1.0,1,True,False,False,2,2,0,0,1.0,0.0,0.0,1,0
PA,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,11556->23520,2,1.0,1,True,False,False,2,2,0,0,1.0,0.0,0.0,1,1
PH,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,137818->132021,2,0.3333333333333333,1,True,False,False,41,6,35,0,0.14634146341463414,0.8536585365853658,0.0,3,3
PH,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,45209->17639,2,0.3333333333333333,2,False,True,False,41,6,35,0,0.14634146341463414,0.8536585365853658,0.0,3,3
PH,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,132400->134707,2,0.3333333333333333,3,False,False,True,41,6,35,0,0.14634146341463414,0.8536585365853658,0.0,3,3
PR,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,5786->20080,2,0.5,1,True,False,False,5,4,1,0,0.8,0.2,0.0,2,1
PR,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,14638->23520,2,0.5,2,False,True,False,5,4,1,0,0.8,0.2,0.0,2,1
SE,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,8434->29518,2,1.0,1,True,False,False,166,2,160,4,0.012048192771084338,0.963855421686747,0.024096385542168676,1,0
SG,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,4657->6453,5,1.0,1,True,False,False,58,5,53,0,0.08620689655172414,0.9137931034482759,0.0,5,3
SN,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,8346->6453,2,1.0,1,True,False,False,2,2,0,0,1.0,0.0,0.0,1,1
TG,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,36924->1930,2,1.0,1,True,False,False,2,2,0,0,1.0,0.0,0.0,1,1
TW,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,18041->7539,5,0.625,1,True,False,False,81,8,37,36,0.09876543209876543,0.4567901234567901,0.4444444444444444,5,3
TW,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,1659->7539,2,0.25,2,False,True,False,81,8,37,36,0.09876543209876543,0.4567901234567901,0.4444444444444444,5,3
TW,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,149791->7539,1,0.125,3,False,False,True,81,8,37,36,0.09876543209876543,0.4567901234567901,0.4444444444444444,5,3
US,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,140627->4826,2,1.0,1,True,False,False,45,2,38,5,0.044444444444444446,0.8444444444444444,0.1111111111111111,1,1
