probe_country,service_id,msm_id,file_name,corridor_id,corridor_label,observation_mass,raw_segment_count_with_corridor_feasible,unique_atomic_segments,unique_traceroutes,unique_probes,unique_probe_asns,share_of_unit_observation_mass,rank_within_unit,is_top1_corridor,is_top2_corridor,is_top3_corridor,domestic_segment_mass,international_segment_mass
HK,K-Root,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,landing_region_0230::landing_region_0230,landing_region_0230 -> landing_region_0230,12.0,12,12,4,2,2,0.3333333333333333,2,False,True,False,12.0,0.0
HK,K-Root,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,landing_region_0230::landing_region_0266,landing_region_0230 -> landing_region_0266,6.0,6,6,3,2,1,0.16666666666666666,3,False,False,True,0.0,6.0
HK,K-Root,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,landing_region_0132::landing_region_0288,landing_region_0132 -> landing_region_0288,4.0,4,4,2,1,1,0.1111111111111111,4,False,False,False,0.0,4.0
HN,K-Root,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,landing_region_0591::landing_region_0785,landing_region_0591 -> landing_region_0785,4.0,4,4,2,1,1,0.5,1,True,False,False,0.0,4.0
HN,K-Root,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,landing_region_0591::landing_region_0975,landing_region_0591 -> landing_region_0975,4.0,4,4,2,1,1,0.5,2,False,True,False,0.0,4.0
ID,K-Root,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,landing_region_0061::landing_region_0499,landing_region_0061 -> landing_region_0499,222.0,222,222,105,53,42,0.7449664429530202,1,True,False,False,222.0,0.0
ID,K-Root,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,landing_region_0061::landing_region_0061,landing_region_0061 -> landing_region_0061,40.0,40,40,15,8,7,0.1342281879194631,2,False,True,False,40.0,0.0
ID,K-Root,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,landing_region_0061::landing_region_0124,landing_region_0061 -> landing_region_0124,11.0,22,22,11,6,5,0.03691275167785235,3,False,False,True,11.0,0.0
ID,K-Root,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,landing_region_0061::landing_region_0600,landing_region_0061 -> landing_region_0600,11.0,22,22,11,6,5,0.03691275167785235,4,False,False,False,11.0,0.0
ID,K-Root,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,landing_region_0110::landing_region_0110,landing_region_0110 -> landing_region_0110,6.0,8,8,4,2,2,0.020134228187919462,5,False,False,False,6.0,0.0
ID,K-Root,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,landing_region_0061::landing_region_0274,landing_region_0061 -> landing_region_0274,4.0,4,4,2,1,1,0.013422818791946308,6,False,False,False,4.0,0.0
ID,K-Root,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,landing_region_0140::landing_region_0140,landing_region_0140 -> landing_region_0140,4.0,6,6,3,2,2,0.013422818791946308,7,False,False,False,4.0,0.0
IE,K-Root,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,landing_region_0149::landing_region_0174,landing_region_0149 -> landing_region_0174,26.0,26,26,13,8,2,1.0,1,True,False,False,26.0,0.0
IL,K-Root,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,landing_region_0083::landing_region_0083,landing_region_0083 -> landing_region_0083,56.0,56,56,26,14,7,0.7,1,True,False,False,56.0,0.0
IL,K-Root,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,landing_region_0083::landing_region_0431,landing_region_0083 -> landing_region_0431,24.0,24,24,12,6,3,0.3,2,False,True,False,0.0,24.0
IM,K-Root,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,landing_region_0169::landing_region_0334,landing_region_0169 -> landing_region_0334,4.0,4,4,2,1,1,1.0,1,True,False,False,0.0,4.0
IN,K-Root,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,landing_region_0260::landing_region_0663,landing_region_0260 -> landing_region_0663,14.0,14,14,6,4,2,1.0,1,True,False,False,14.0,0.0
IQ,K-Root,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,landing_region_0031::landing_region_0035,landing_region_0031 -> landing_region_0035,4.0,8,8,2,1,1,0.5,1,True,False,False,4.0,0.0
IQ,K-Root,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,landing_region_0031::landing_region_0414,landing_region_0031 -> landing_region_0414,4.0,8,8,2,1,1,0.5,2,False,True,False,4.0,0.0
IT,K-Root,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,landing_region_0217::landing_region_0276,landing_region_0217 -> landing_region_0276,4.0,4,4,2,1,1,1.0,1,True,False,False,4.0,0.0
JP,K-Root,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,landing_region_0024::landing_region_0266,landing_region_0024 -> landing_region_0266,138.0,258,258,94,49,28,0.3612565445026178,1,True,False,False,138.0,0.0
JP,K-Root,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,landing_region_0266::landing_region_0266,landing_region_0266 -> landing_region_0266,120.0,240,240,89,46,26,0.31413612565445026,2,False,True,False,120.0,0.0
