country,corridor_id,corridor_label,observation_mass,raw_segment_count_with_corridor_feasible,unique_atomic_segments,unique_traceroutes,unique_probes,unique_probe_asns,group_unique_probes,group_unique_probe_asns,share_of_country_observation_mass,rank_within_country,is_top1_corridor,is_top2_corridor,is_top3_corridor,domestic_segment_mass,international_segment_mass
AE,landing_region_1392e3aea9b8::landing_region_173727a59ebb,"Fujairah, United Arab Emirates -> Djibouti City, Djibouti",56.0,56,56,28,14,6,17,8,0.7567567567567568,1,True,False,False,0.0,56.0
AE,landing_region_1392e3aea9b8::landing_region_8dc97f28b4d0,"Fujairah, United Arab Emirates -> Sharjah, United Arab Emirates",18.0,18,18,5,3,2,17,8,0.24324324324324326,2,False,True,False,18.0,0.0
AU,landing_region_3996aeca3c5e::landing_region_58084817cbe7,"Perth, WA, Australia -> Paddington, NSW, Australia",620.0,620,620,216,115,43,270,104,0.3436807095343681,1,True,False,False,620.0,0.0
AU,landing_region_149acfcae34c::landing_region_58084817cbe7,"Melbourne, VIC, Australia -> Paddington, NSW, Australia",224.0,446,446,208,114,57,270,104,0.12416851441241686,2,False,True,False,224.0,0.0
AU,landing_region_58084817cbe7::landing_region_cf432e5aaa09,"Paddington, NSW, Australia -> Torquay, VIC, Australia",222.0,444,444,208,114,57,270,104,0.12305986696230599,3,False,False,True,222.0,0.0
AU,landing_region_3996aeca3c5e::landing_region_b204db5c9fda,"Perth, WA, Australia -> Adelaide, SA, Australia",176.0,176,176,88,44,23,270,104,0.0975609756097561,4,False,False,False,176.0,0.0
AU,landing_region_58084817cbe7::landing_region_b3ff0e144e34,"Paddington, NSW, Australia -> Maroochydore, QLD, Australia",142.0,142,142,45,23,13,270,104,0.0787139689578714,5,False,False,False,142.0,0.0
AU,landing_region_b204db5c9fda::landing_region_cf432e5aaa09,"Adelaide, SA, Australia -> Torquay, VIC, Australia",140.0,140,140,69,35,17,270,104,0.07760532150776053,6,False,False,False,140.0,0.0
AU,landing_region_58084817cbe7::landing_region_64abd2b76b5b,"Paddington, NSW, Australia -> Takapuna, New Zealand",92.0,184,184,92,48,22,270,104,0.050997782705099776,7,False,False,False,0.0,92.0
AU,landing_region_58084817cbe7::landing_region_a0bc6376e75d,"Paddington, NSW, Australia -> Mangawhai, New Zealand",92.0,184,184,92,48,22,270,104,0.050997782705099776,8,False,False,False,0.0,92.0
