country,msm_id,file_name,total_mappable_segments,unique_network_transitions_observed,top1_network_transition_key,top1_network_transition_share,top2_network_transition_share,top3_network_transition_share,effective_network_transition_count,network_transition_concentration_tier,country_fallback_share,sufficient_network_transition_resolution,auditable_paper_case,observation_sufficiency_reason,failed_thresholds,unique_probes,unique_probe_asns,domestic_segment_share,international_segment_share
IL,5010,dns-root_b-root_msm5010_20260701T000000Z_010000Z.json,9,2,1680->1680,0.5555555555555556,1.0,1.0,1.9876669750024174,moderate_network_transition_concentration,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes","minimum_mappable_segments,minimum_unique_probes",9,5,0.0,1.0
IN,5010,dns-root_b-root_msm5010_20260701T000000Z_010000Z.json,84,11,6453->2914,0.25,0.5,0.6309523809523809,7.434963719974175,broad_network_transition_distribution,0.0,True,True,auditable,,76,32,0.16666666666666666,0.8333333333333334
IT,5010,dns-root_b-root_msm5010_20260701T000000Z_010000Z.json,6,3,174->174,0.6666666666666666,0.8333333333333333,1.0,2.3811015779522995,moderate_network_transition_concentration,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes","minimum_mappable_segments,minimum_unique_probes",4,4,0.5,0.5
KE,5010,dns-root_b-root_msm5010_20260701T000000Z_010000Z.json,2,1,6939->6939,1.0,1.0,1.0,1.0,severe_network_transition_concentration,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",2,2,0.0,1.0
KY,5010,dns-root_b-root_msm5010_20260701T000000Z_010000Z.json,1,1,36549->3855,1.0,1.0,1.0,1.0,severe_network_transition_concentration,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,0.0,1.0
LC,5010,dns-root_b-root_msm5010_20260701T000000Z_010000Z.json,2,1,23520->23520,1.0,1.0,1.0,1.0,severe_network_transition_concentration,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",2,2,0.0,1.0
LK,5010,dns-root_b-root_msm5010_20260701T000000Z_010000Z.json,8,2,45489->45489,0.625,1.0,1.0,1.9378192408783848,moderate_network_transition_concentration,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes","minimum_mappable_segments,minimum_unique_probes",7,4,0.0,1.0
MM,5010,dns-root_b-root_msm5010_20260701T000000Z_010000Z.json,2,1,136168->136168,1.0,1.0,1.0,1.0,severe_network_transition_concentration,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",2,2,0.0,1.0
MP,5010,dns-root_b-root_msm5010_20260701T000000Z_010000Z.json,1,1,7131->7131,1.0,1.0,1.0,1.0,severe_network_transition_concentration,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,0.0,1.0
MT,5010,dns-root_b-root_msm5010_20260701T000000Z_010000Z.json,2,1,15735->1299,1.0,1.0,1.0,1.0,severe_network_transition_concentration,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",2,2,0.0,1.0
MV,5010,dns-root_b-root_msm5010_20260701T000000Z_010000Z.json,8,2,7642->6939,0.875,1.0,1.0,1.4575692649810903,severe_network_transition_concentration,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes","minimum_mappable_segments,minimum_unique_probes",8,3,0.0,1.0
MX,5010,dns-root_b-root_msm5010_20260701T000000Z_010000Z.json,2,1,265539->23520,1.0,1.0,1.0,1.0,severe_network_transition_concentration,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",2,2,0.0,1.0
MY,5010,dns-root_b-root_msm5010_20260701T000000Z_010000Z.json,2,2,132372->6939,0.5,1.0,1.0,2.0,moderate_network_transition_concentration,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",2,2,0.0,1.0
NC,5010,dns-root_b-root_msm5010_20260701T000000Z_010000Z.json,6,1,18200->38195,1.0,1.0,1.0,1.0,severe_network_transition_concentration,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",5,2,0.0,1.0
NG,5010,dns-root_b-root_msm5010_20260701T000000Z_010000Z.json,6,4,37282->3356,0.3333333333333333,0.6666666666666666,0.8333333333333333,3.77976314968462,weak_network_transition_concentration,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes","minimum_mappable_segments,minimum_unique_probes",6,5,0.0,1.0
NO,5010,dns-root_b-root_msm5010_20260701T000000Z_010000Z.json,44,9,29695->29695,0.5454545454545454,0.6590909090909091,0.7727272727272727,4.697383348647247,broad_network_transition_distribution,0.0,True,True,auditable,,39,13,1.0,0.0
NU,5010,dns-root_b-root_msm5010_20260701T000000Z_010000Z.json,1,1,55885->38800,1.0,1.0,1.0,1.0,severe_network_transition_concentration,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,0.0,1.0
NZ,5010,dns-root_b-root_msm5010_20260701T000000Z_010000Z.json,122,16,7578->7578,0.30327868852459017,0.540983606557377,0.6475409836065573,7.9002301898516425,broad_network_transition_distribution,0.0,True,True,auditable,,70,18,0.5163934426229508,0.48360655737704916
OM,5010,dns-root_b-root_msm5010_20260701T000000Z_010000Z.json,1,1,8529->6939,1.0,1.0,1.0,1.0,severe_network_transition_concentration,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,0.0,1.0
PA,5010,dns-root_b-root_msm5010_20260701T000000Z_010000Z.json,1,1,11556->23520,1.0,1.0,1.0,1.0,severe_network_transition_concentration,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,0.0,1.0
PG,5010,dns-root_b-root_msm5010_20260701T000000Z_010000Z.json,1,1,17828->4826,1.0,1.0,1.0,1.0,severe_network_transition_concentration,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,0.0,1.0
PH,5010,dns-root_b-root_msm5010_20260701T000000Z_010000Z.json,40,15,17639->17639,0.225,0.4,0.55,10.40830676302478,broad_network_transition_distribution,0.0,True,True,auditable,,35,19,0.125,0.875
PK,5010,dns-root_b-root_msm5010_20260701T000000Z_010000Z.json,2,1,-1->174,1.0,1.0,1.0,1.0,severe_network_transition_concentration,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",2,2,0.0,1.0
PR,5010,dns-root_b-root_msm5010_20260701T000000Z_010000Z.json,3,3,5786->20080,0.3333333333333333,0.6666666666666666,1.0,2.9999999999999996,weak_network_transition_concentration,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes","minimum_mappable_segments,minimum_unique_probes",3,3,0.0,1.0
PT,5010,dns-root_b-root_msm5010_20260701T000000Z_010000Z.json,28,5,6939->6939,0.7857142857142857,0.8571428571428571,0.9285714285714286,2.2355946851234227,moderate_network_transition_concentration,0.0,True,False,insufficient_minimum_mappable_segments,minimum_mappable_segments,25,17,0.03571428571428571,0.9642857142857143
PW,5010,dns-root_b-root_msm5010_20260701T000000Z_010000Z.json,1,1,17893->174,1.0,1.0,1.0,1.0,severe_network_transition_concentration,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,0.0,1.0
QA,5010,dns-root_b-root_msm5010_20260701T000000Z_010000Z.json,1,1,8781->8781,1.0,1.0,1.0,1.0,severe_network_transition_concentration,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,0.0,1.0
SA,5010,dns-root_b-root_msm5010_20260701T000000Z_010000Z.json,3,1,39386->1299,1.0,1.0,1.0,1.0,severe_network_transition_concentration,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",3,2,0.0,1.0
SE,5010,dns-root_b-root_msm5010_20260701T000000Z_010000Z.json,36,9,2603->2603,0.3055555555555556,0.5555555555555556,0.75,6.095962238619136,broad_network_transition_distribution,0.0,True,True,auditable,,30,16,0.5555555555555556,0.4444444444444444
SG,5010,dns-root_b-root_msm5010_20260701T000000Z_010000Z.json,19,2,174->174,0.631578947368421,1.0,1.0,1.9311390062938603,moderate_network_transition_concentration,0.0,True,False,insufficient_minimum_mappable_segments,minimum_mappable_segments,18,10,0.0,1.0
SL,5010,dns-root_b-root_msm5010_20260701T000000Z_010000Z.json,2,1,329109->60171,1.0,1.0,1.0,1.0,severe_network_transition_concentration,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,0.0,1.0
SN,5010,dns-root_b-root_msm5010_20260701T000000Z_010000Z.json,1,1,8346->6453,1.0,1.0,1.0,1.0,severe_network_transition_concentration,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,0.0,1.0
TH,5010,dns-root_b-root_msm5010_20260701T000000Z_010000Z.json,1,1,38040->38040,1.0,1.0,1.0,1.0,severe_network_transition_concentration,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,0.0,1.0
TO,5010,dns-root_b-root_msm5010_20260701T000000Z_010000Z.json,1,1,24390->24390,1.0,1.0,1.0,1.0,severe_network_transition_concentration,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,0.0,1.0
TW,5010,dns-root_b-root_msm5010_20260701T000000Z_010000Z.json,106,13,-1->2914,0.33962264150943394,0.5377358490566038,0.7075471698113207,6.21960348430627,broad_network_transition_distribution,0.0,True,True,auditable,,68,22,0.3490566037735849,0.6509433962264151
TZ,5010,dns-root_b-root_msm5010_20260701T000000Z_010000Z.json,1,1,37035->37662,1.0,1.0,1.0,1.0,severe_network_transition_concentration,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,0.0,1.0
US,5010,dns-root_b-root_msm5010_20260701T000000Z_010000Z.json,36,17,137409->7578,0.3055555555555556,0.3888888888888889,0.4444444444444445,12.057904925514908,broad_network_transition_distribution,0.0,True,True,auditable,,36,19,0.4444444444444444,0.5555555555555556
VI,5010,dns-root_b-root_msm5010_20260701T000000Z_010000Z.json,2,1,14434->14434,1.0,1.0,1.0,1.0,severe_network_transition_concentration,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",2,1,0.0,1.0
VN,5010,dns-root_b-root_msm5010_20260701T000000Z_010000Z.json,1,1,45899->45899,1.0,1.0,1.0,1.0,severe_network_transition_concentration,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,0.0,1.0
ZA,5010,dns-root_b-root_msm5010_20260701T000000Z_010000Z.json,9,3,37100->37100,0.4444444444444444,0.7777777777777777,1.0,2.8888455168024434,weak_network_transition_concentration,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes","minimum_mappable_segments,minimum_unique_probes",9,6,0.2222222222222222,0.7777777777777778
