probe_country,service_id,path_scope_stratum,msm_id,file_name,network_transition_key,network_transition_representation,network_transition_observation_count,unique_atomic_segments,share_of_network_transition_observations,rank_within_unit,is_top1_network_transition,is_top2_network_transition,is_top3_network_transition,used_country_fallback_transition,group_total_mappable_segments,group_unique_probes,group_unique_probe_asns,domestic_segment_count,international_segment_count
AE,B-Root,all_publicly_visible,5010,dns-root_b-root_msm5010_20260701T000000Z_010000Z.json,8966->5384,as_transition,2,2,0.4,1,True,False,False,False,5,4,3,2,0
AE,B-Root,all_publicly_visible,5010,dns-root_b-root_msm5010_20260701T000000Z_010000Z.json,8529->8529,as_transition,1,1,0.2,2,False,True,False,False,5,4,3,0,1
AE,B-Root,all_publicly_visible,5010,dns-root_b-root_msm5010_20260701T000000Z_010000Z.json,8529->6939,as_transition,1,1,0.2,3,False,False,True,False,5,4,3,0,1
AE,B-Root,all_publicly_visible,5010,dns-root_b-root_msm5010_20260701T000000Z_010000Z.json,5384->5384,as_transition,1,1,0.2,4,False,False,False,False,5,4,3,1,0
AL,B-Root,all_publicly_visible,5010,dns-root_b-root_msm5010_20260701T000000Z_010000Z.json,6939->6939,as_transition,2,2,1.0,1,True,False,False,False,2,2,2,0,2
AO,B-Root,all_publicly_visible,5010,dns-root_b-root_msm5010_20260701T000000Z_010000Z.json,37468->-1,as_transition,1,1,1.0,1,True,False,False,False,1,1,1,0,1
AU,B-Root,all_publicly_visible,5010,dns-root_b-root_msm5010_20260701T000000Z_010000Z.json,7578->7578,as_transition,92,92,0.5287356321839081,1,True,False,False,False,174,94,41,92,0
AU,B-Root,all_publicly_visible,5010,dns-root_b-root_msm5010_20260701T000000Z_010000Z.json,-1->-1,as_transition,21,21,0.1206896551724138,2,False,True,False,False,174,94,41,21,0
AU,B-Root,all_publicly_visible,5010,dns-root_b-root_msm5010_20260701T000000Z_010000Z.json,1221->1221,as_transition,16,16,0.09195402298850575,3,False,False,True,False,174,94,41,16,0
AU,B-Root,all_publicly_visible,5010,dns-root_b-root_msm5010_20260701T000000Z_010000Z.json,136557->136557,as_transition,16,16,0.09195402298850575,4,False,False,False,False,174,94,41,16,0
AU,B-Root,all_publicly_visible,5010,dns-root_b-root_msm5010_20260701T000000Z_010000Z.json,7575->7575,as_transition,4,4,0.022988505747126436,5,False,False,False,False,174,94,41,4,0
AU,B-Root,all_publicly_visible,5010,dns-root_b-root_msm5010_20260701T000000Z_010000Z.json,7545->7545,as_transition,4,4,0.022988505747126436,6,False,False,False,False,174,94,41,4,0
AU,B-Root,all_publicly_visible,5010,dns-root_b-root_msm5010_20260701T000000Z_010000Z.json,137409->7578,as_transition,3,3,0.017241379310344827,7,False,False,False,False,174,94,41,0,3
AU,B-Root,all_publicly_visible,5010,dns-root_b-root_msm5010_20260701T000000Z_010000Z.json,45118->-1,as_transition,2,2,0.011494252873563218,8,False,False,False,False,174,94,41,2,0
AU,B-Root,all_publicly_visible,5010,dns-root_b-root_msm5010_20260701T000000Z_010000Z.json,9942->7545,as_transition,2,2,0.011494252873563218,9,False,False,False,False,174,94,41,2,0
AU,B-Root,all_publicly_visible,5010,dns-root_b-root_msm5010_20260701T000000Z_010000Z.json,4826->6939,as_transition,2,2,0.011494252873563218,10,False,False,False,False,174,94,41,0,2
AU,B-Root,all_publicly_visible,5010,dns-root_b-root_msm5010_20260701T000000Z_010000Z.json,1221->4637,as_transition,2,2,0.011494252873563218,11,False,False,False,False,174,94,41,0,2
AU,B-Root,all_publicly_visible,5010,dns-root_b-root_msm5010_20260701T000000Z_010000Z.json,58511->-1,as_transition,1,1,0.005747126436781609,12,False,False,False,False,174,94,41,1,0
AU,B-Root,all_publicly_visible,5010,dns-root_b-root_msm5010_20260701T000000Z_010000Z.json,134697->7578,as_transition,1,1,0.005747126436781609,13,False,False,False,False,174,94,41,1,0
AU,B-Root,all_publicly_visible,5010,dns-root_b-root_msm5010_20260701T000000Z_010000Z.json,-1->7545,as_transition,1,1,0.005747126436781609,14,False,False,False,False,174,94,41,1,0
AU,B-Root,all_publicly_visible,5010,dns-root_b-root_msm5010_20260701T000000Z_010000Z.json,174->174,as_transition,1,1,0.005747126436781609,15,False,False,False,False,174,94,41,0,1
AU,B-Root,all_publicly_visible,5010,dns-root_b-root_msm5010_20260701T000000Z_010000Z.json,38195->38195,as_transition,1,1,0.005747126436781609,16,False,False,False,False,174,94,41,1,0
AU,B-Root,all_publicly_visible,5010,dns-root_b-root_msm5010_20260701T000000Z_010000Z.json,151660->7578,as_transition,1,1,0.005747126436781609,17,False,False,False,False,174,94,41,1,0
AU,B-Root,all_publicly_visible,5010,dns-root_b-root_msm5010_20260701T000000Z_010000Z.json,4826->-1,as_transition,1,1,0.005747126436781609,18,False,False,False,False,174,94,41,0,1
AU,B-Root,all_publicly_visible,5010,dns-root_b-root_msm5010_20260701T000000Z_010000Z.json,18390->18390,as_transition,1,1,0.005747126436781609,19,False,False,False,False,174,94,41,1,0
AU,B-Root,all_publicly_visible,5010,dns-root_b-root_msm5010_20260701T000000Z_010000Z.json,4826->4826,as_transition,1,1,0.005747126436781609,20,False,False,False,False,174,94,41,1,0
AU,B-Root,all_publicly_visible,5010,dns-root_b-root_msm5010_20260701T000000Z_010000Z.json,4804->7474,as_transition,1,1,0.005747126436781609,21,False,False,False,False,174,94,41,1,0
AX,B-Root,all_publicly_visible,5010,dns-root_b-root_msm5010_20260701T000000Z_010000Z.json,3238->3238,as_transition,1,1,0.5,1,True,False,False,False,2,2,2,0,1
AX,B-Root,all_publicly_visible,5010,dns-root_b-root_msm5010_20260701T000000Z_010000Z.json,1299->1299,as_transition,1,1,0.5,2,False,True,False,False,2,2,2,0,1
BF,B-Root,all_publicly_visible,5010,dns-root_b-root_msm5010_20260701T000000Z_010000Z.json,6939->6939,as_transition,5,5,0.8333333333333334,1,True,False,False,False,6,2,1,0,5
BF,B-Root,all_publicly_visible,5010,dns-root_b-root_msm5010_20260701T000000Z_010000Z.json,37721->37721,as_transition,1,1,0.16666666666666666,2,False,True,False,False,6,2,1,0,1
BH,B-Root,all_publicly_visible,5010,dns-root_b-root_msm5010_20260701T000000Z_010000Z.json,8966->5384,as_transition,2,2,0.4,1,True,False,False,False,5,2,1,2,0
BH,B-Root,all_publicly_visible,5010,dns-root_b-root_msm5010_20260701T000000Z_010000Z.json,5384->5384,as_transition,2,2,0.4,2,False,True,False,False,5,2,1,2,0
BH,B-Root,all_publicly_visible,5010,dns-root_b-root_msm5010_20260701T000000Z_010000Z.json,5416->8966,as_transition,1,1,0.2,3,False,False,True,False,5,2,1,0,1
BJ,B-Root,all_publicly_visible,5010,dns-root_b-root_msm5010_20260701T000000Z_010000Z.json,28683->174,as_transition,3,3,0.6,1,True,False,False,False,5,4,3,0,3
BJ,B-Root,all_publicly_visible,5010,dns-root_b-root_msm5010_20260701T000000Z_010000Z.json,6939->6939,as_transition,2,2,0.4,2,False,True,False,False,5,4,3,0,2
