probe_country,service_id,path_scope_stratum,msm_id,file_name,as_boundary_transition_key,as_boundary_observation_count,share_of_as_boundary_observations,rank_within_unit,is_top1_as_boundary_transition,is_top2_as_boundary_transition,is_top3_as_boundary_transition,group_total_hop_pair_segments,group_cross_as_boundary_segments,group_intra_as_hop_pair_segments,group_country_fallback_segments,cross_as_boundary_coverage_rate,intra_as_hop_pair_share,country_fallback_share,group_unique_probes,group_unique_probe_asns
AE,B-Root,all_publicly_visible,5010,dns-root_b-root_msm5010_20260701T000000Z_010000Z.json,8966->5384,2,0.6666666666666666,1,True,False,False,5,3,2,0,0.6,0.4,0.0,3,2
AE,B-Root,all_publicly_visible,5010,dns-root_b-root_msm5010_20260701T000000Z_010000Z.json,8529->6939,1,0.3333333333333333,2,False,True,False,5,3,2,0,0.6,0.4,0.0,3,2
AU,B-Root,all_publicly_visible,5010,dns-root_b-root_msm5010_20260701T000000Z_010000Z.json,137409->7578,3,0.25,1,True,False,False,174,12,136,26,0.06896551724137931,0.7816091954022989,0.14942528735632185,12,9
AU,B-Root,all_publicly_visible,5010,dns-root_b-root_msm5010_20260701T000000Z_010000Z.json,9942->7545,2,0.16666666666666666,2,False,True,False,174,12,136,26,0.06896551724137931,0.7816091954022989,0.14942528735632185,12,9
AU,B-Root,all_publicly_visible,5010,dns-root_b-root_msm5010_20260701T000000Z_010000Z.json,4826->6939,2,0.16666666666666666,3,False,False,True,174,12,136,26,0.06896551724137931,0.7816091954022989,0.14942528735632185,12,9
AU,B-Root,all_publicly_visible,5010,dns-root_b-root_msm5010_20260701T000000Z_010000Z.json,1221->4637,2,0.16666666666666666,4,False,False,False,174,12,136,26,0.06896551724137931,0.7816091954022989,0.14942528735632185,12,9
AU,B-Root,all_publicly_visible,5010,dns-root_b-root_msm5010_20260701T000000Z_010000Z.json,134697->7578,1,0.08333333333333333,5,False,False,False,174,12,136,26,0.06896551724137931,0.7816091954022989,0.14942528735632185,12,9
AU,B-Root,all_publicly_visible,5010,dns-root_b-root_msm5010_20260701T000000Z_010000Z.json,151660->7578,1,0.08333333333333333,6,False,False,False,174,12,136,26,0.06896551724137931,0.7816091954022989,0.14942528735632185,12,9
AU,B-Root,all_publicly_visible,5010,dns-root_b-root_msm5010_20260701T000000Z_010000Z.json,4804->7474,1,0.08333333333333333,7,False,False,False,174,12,136,26,0.06896551724137931,0.7816091954022989,0.14942528735632185,12,9
BH,B-Root,all_publicly_visible,5010,dns-root_b-root_msm5010_20260701T000000Z_010000Z.json,8966->5384,2,0.6666666666666666,1,True,False,False,5,3,2,0,0.6,0.4,0.0,2,1
BH,B-Root,all_publicly_visible,5010,dns-root_b-root_msm5010_20260701T000000Z_010000Z.json,5416->8966,1,0.3333333333333333,2,False,True,False,5,3,2,0,0.6,0.4,0.0,2,1
BJ,B-Root,all_publicly_visible,5010,dns-root_b-root_msm5010_20260701T000000Z_010000Z.json,28683->174,3,1.0,1,True,False,False,5,3,2,0,0.6,0.4,0.0,3,2
CA,B-Root,all_publicly_visible,5010,dns-root_b-root_msm5010_20260701T000000Z_010000Z.json,852->2914,31,0.9393939393939394,1,True,False,False,60,33,27,0,0.55,0.45,0.0,30,4
CA,B-Root,all_publicly_visible,5010,dns-root_b-root_msm5010_20260701T000000Z_010000Z.json,11260->2914,1,0.030303030303030304,2,False,True,False,60,33,27,0,0.55,0.45,0.0,30,4
CA,B-Root,all_publicly_visible,5010,dns-root_b-root_msm5010_20260701T000000Z_010000Z.json,208951->6939,1,0.030303030303030304,3,False,False,True,60,33,27,0,0.55,0.45,0.0,30,4
CI,B-Root,all_publicly_visible,5010,dns-root_b-root_msm5010_20260701T000000Z_010000Z.json,37721->6939,1,1.0,1,True,False,False,4,1,3,0,0.25,0.75,0.0,1,1
