analysis_scope,country,network_atomic_segments,corridor_atomic_segments,shared_atomic_segments,network_only_atomic_segments,corridor_only_atomic_segments,segment_population_aligned,probe_country,service_id,path_scope_stratum
transition_near_country,AE,83,83,83,0,0,True,,,
transition_near_country,AL,11,11,11,0,0,True,,,
transition_near_country,AO,1,1,1,0,0,True,,,
transition_near_country,AU,966,966,966,0,0,True,,,
transition_near_country,AX,3,3,3,0,0,True,,,
transition_near_country,BB,1,1,1,0,0,True,,,
transition_near_country,BH,15,15,15,0,0,True,,,
transition_near_country,BJ,11,11,11,0,0,True,,,
transition_near_country,BR,186,186,186,0,0,True,,,
transition_near_country,CA,190,190,190,0,0,True,,,
transition_near_country,CL,1,1,1,0,0,True,,,
transition_near_country,CM,3,3,3,0,0,True,,,
transition_near_country,CN,51,51,51,0,0,True,,,
transition_near_country,CO,6,6,6,0,0,True,,,
transition_near_country,CV,4,4,4,0,0,True,,,
transition_near_country,CW,21,21,21,0,0,True,,,
transition_near_country,CY,21,21,21,0,0,True,,,
transition_near_country,DJ,23,23,23,0,0,True,,,
transition_near_country,DK,79,79,79,0,0,True,,,
transition_near_country,DO,14,14,14,0,0,True,,,
transition_near_country,EE,59,59,59,0,0,True,,,
transition_near_country,ES,124,124,124,0,0,True,,,
transition_near_country,FI,361,361,361,0,0,True,,,
transition_near_country,FJ,8,8,8,0,0,True,,,
transition_near_country,FR,955,955,955,0,0,True,,,
transition_near_country,GB,13,13,13,0,0,True,,,
transition_near_country,GH,7,7,7,0,0,True,,,
transition_near_country,GP,3,3,3,0,0,True,,,
transition_near_country,GQ,2,2,2,0,0,True,,,
transition_near_country,GR,2,2,2,0,0,True,,,
transition_near_country,GU,23,23,23,0,0,True,,,
transition_near_country,HK,269,269,269,0,0,True,,,
transition_near_country,HN,26,26,26,0,0,True,,,
transition_near_country,ID,275,275,275,0,0,True,,,
transition_near_country,IE,19,19,19,0,0,True,,,
transition_near_country,IL,14,14,14,0,0,True,,,
transition_near_country,IN,184,184,184,0,0,True,,,
transition_near_country,IT,47,47,47,0,0,True,,,
transition_near_country,JM,1,1,1,0,0,True,,,
transition_near_country,JP,21,21,21,0,0,True,,,
transition_near_country,KE,28,28,28,0,0,True,,,
transition_near_country,KN,1,1,1,0,0,True,,,
transition_near_country,KY,3,3,3,0,0,True,,,
transition_near_country,LC,1,1,1,0,0,True,,,
transition_near_country,LK,31,31,31,0,0,True,,,
transition_near_country,LY,3,3,3,0,0,True,,,
transition_near_country,MM,8,8,8,0,0,True,,,
transition_near_country,MP,3,3,3,0,0,True,,,
transition_near_country,MT,5,5,5,0,0,True,,,
transition_near_country,MV,12,12,12,0,0,True,,,
transition_near_country,MX,6,6,6,0,0,True,,,
transition_near_country,MY,23,23,23,0,0,True,,,
transition_near_country,NC,13,13,13,0,0,True,,,
transition_near_country,NG,34,34,34,0,0,True,,,
transition_near_country,NL,1,1,1,0,0,True,,,
transition_near_country,NO,123,123,123,0,0,True,,,
transition_near_country,NU,3,3,3,0,0,True,,,
transition_near_country,NZ,381,381,381,0,0,True,,,
transition_near_country,OM,8,8,8,0,0,True,,,
transition_near_country,PA,7,7,7,0,0,True,,,
transition_near_country,PE,6,6,6,0,0,True,,,
transition_near_country,PG,3,3,3,0,0,True,,,
transition_near_country,PH,118,118,118,0,0,True,,,
transition_near_country,PK,8,8,8,0,0,True,,,
transition_near_country,PR,13,13,13,0,0,True,,,
transition_near_country,PT,153,153,153,0,0,True,,,
transition_near_country,PW,1,1,1,0,0,True,,,
transition_near_country,QA,4,4,4,0,0,True,,,
transition_near_country,RE,6,6,6,0,0,True,,,
transition_near_country,SA,16,16,16,0,0,True,,,
transition_near_country,SE,960,960,960,0,0,True,,,
transition_near_country,SG,1069,1069,1069,0,0,True,,,
transition_near_country,SL,3,3,3,0,0,True,,,
transition_near_country,SN,3,3,3,0,0,True,,,
transition_near_country,TG,1,1,1,0,0,True,,,
transition_near_country,TH,3,3,3,0,0,True,,,
transition_near_country,TO,3,3,3,0,0,True,,,
transition_near_country,TW,259,259,259,0,0,True,,,
transition_near_country,TZ,3,3,3,0,0,True,,,
transition_near_country,US,726,726,726,0,0,True,,,
transition_near_country,VI,6,6,6,0,0,True,,,
transition_near_country,VN,2,2,2,0,0,True,,,
transition_near_country,ZA,78,78,78,0,0,True,,,
probe_country_service,,6,6,6,0,0,True,AD,Topology-IPv4-UDP,all_publicly_visible
probe_country_service,,27,27,27,0,0,True,AE,Topology-IPv4-UDP,all_publicly_visible
probe_country_service,,12,12,12,0,0,True,AE,Topology-IPv4-UDP,resolved_entry_only
probe_country_service,,4,4,4,0,0,True,AF,Topology-IPv4-UDP,all_publicly_visible
probe_country_service,,1,1,1,0,0,True,AF,Topology-IPv4-UDP,resolved_entry_only
probe_country_service,,14,14,14,0,0,True,AL,Topology-IPv4-UDP,all_publicly_visible
probe_country_service,,6,6,6,0,0,True,AL,Topology-IPv4-UDP,resolved_entry_only
probe_country_service,,5,5,5,0,0,True,AM,Topology-IPv4-UDP,all_publicly_visible
probe_country_service,,2,2,2,0,0,True,AM,Topology-IPv4-UDP,resolved_entry_only
probe_country_service,,5,5,5,0,0,True,AO,Topology-IPv4-UDP,all_publicly_visible
probe_country_service,,23,23,23,0,0,True,AR,Topology-IPv4-UDP,all_publicly_visible
probe_country_service,,11,11,11,0,0,True,AR,Topology-IPv4-UDP,resolved_entry_only
probe_country_service,,62,62,62,0,0,True,AT,Topology-IPv4-UDP,all_publicly_visible
probe_country_service,,27,27,27,0,0,True,AT,Topology-IPv4-UDP,resolved_entry_only
probe_country_service,,621,621,621,0,0,True,AU,Topology-IPv4-UDP,all_publicly_visible
probe_country_service,,272,272,272,0,0,True,AU,Topology-IPv4-UDP,resolved_entry_only
probe_country_service,,6,6,6,0,0,True,AX,Topology-IPv4-UDP,all_publicly_visible
probe_country_service,,4,4,4,0,0,True,AX,Topology-IPv4-UDP,resolved_entry_only
probe_country_service,,3,3,3,0,0,True,AZ,Topology-IPv4-UDP,all_publicly_visible
probe_country_service,,2,2,2,0,0,True,AZ,Topology-IPv4-UDP,resolved_entry_only
probe_country_service,,2,2,2,0,0,True,BA,Topology-IPv4-UDP,all_publicly_visible
probe_country_service,,2,2,2,0,0,True,BB,Topology-IPv4-UDP,all_publicly_visible
probe_country_service,,1,1,1,0,0,True,BB,Topology-IPv4-UDP,resolved_entry_only
probe_country_service,,6,6,6,0,0,True,BD,Topology-IPv4-UDP,all_publicly_visible
probe_country_service,,1,1,1,0,0,True,BD,Topology-IPv4-UDP,resolved_entry_only
probe_country_service,,39,39,39,0,0,True,BE,Topology-IPv4-UDP,all_publicly_visible
probe_country_service,,21,21,21,0,0,True,BE,Topology-IPv4-UDP,resolved_entry_only
probe_country_service,,5,5,5,0,0,True,BF,Topology-IPv4-UDP,all_publicly_visible
probe_country_service,,4,4,4,0,0,True,BF,Topology-IPv4-UDP,resolved_entry_only
probe_country_service,,19,19,19,0,0,True,BG,Topology-IPv4-UDP,all_publicly_visible
probe_country_service,,13,13,13,0,0,True,BG,Topology-IPv4-UDP,resolved_entry_only
probe_country_service,,9,9,9,0,0,True,BH,Topology-IPv4-UDP,all_publicly_visible
probe_country_service,,3,3,3,0,0,True,BH,Topology-IPv4-UDP,resolved_entry_only
probe_country_service,,11,11,11,0,0,True,BJ,Topology-IPv4-UDP,all_publicly_visible
probe_country_service,,5,5,5,0,0,True,BJ,Topology-IPv4-UDP,resolved_entry_only
probe_country_service,,2,2,2,0,0,True,BL,Topology-IPv4-UDP,all_publicly_visible
probe_country_service,,2,2,2,0,0,True,BL,Topology-IPv4-UDP,resolved_entry_only
probe_country_service,,9,9,9,0,0,True,BO,Topology-IPv4-UDP,all_publicly_visible
probe_country_service,,4,4,4,0,0,True,BO,Topology-IPv4-UDP,resolved_entry_only
probe_country_service,,39,39,39,0,0,True,BR,Topology-IPv4-UDP,all_publicly_visible
probe_country_service,,30,30,30,0,0,True,BR,Topology-IPv4-UDP,resolved_entry_only
probe_country_service,,7,7,7,0,0,True,BY,Topology-IPv4-UDP,all_publicly_visible
probe_country_service,,3,3,3,0,0,True,BY,Topology-IPv4-UDP,resolved_entry_only
probe_country_service,,210,210,210,0,0,True,CA,Topology-IPv4-UDP,all_publicly_visible
probe_country_service,,79,79,79,0,0,True,CA,Topology-IPv4-UDP,resolved_entry_only
probe_country_service,,4,4,4,0,0,True,CD,Topology-IPv4-UDP,all_publicly_visible
probe_country_service,,4,4,4,0,0,True,CD,Topology-IPv4-UDP,resolved_entry_only
probe_country_service,,113,113,113,0,0,True,CH,Topology-IPv4-UDP,all_publicly_visible
probe_country_service,,64,64,64,0,0,True,CH,Topology-IPv4-UDP,resolved_entry_only
probe_country_service,,2,2,2,0,0,True,CI,Topology-IPv4-UDP,all_publicly_visible
probe_country_service,,2,2,2,0,0,True,CK,Topology-IPv4-UDP,all_publicly_visible
probe_country_service,,2,2,2,0,0,True,CK,Topology-IPv4-UDP,resolved_entry_only
probe_country_service,,24,24,24,0,0,True,CL,Topology-IPv4-UDP,all_publicly_visible
