probe_country,service_id,path_scope_stratum,msm_id,file_name,total_mappable_segments,unique_network_transitions_observed,top1_network_transition_key,top1_network_transition_share,top2_network_transition_share,top3_network_transition_share,effective_network_transition_count,network_transition_concentration_tier,cross_as_boundary_segments,intra_as_hop_pair_segments,country_fallback_segments,cross_as_boundary_share,intra_as_hop_pair_share,country_fallback_share,sufficient_network_transition_resolution,auditable_paper_case,observation_sufficiency_reason,failed_thresholds,unique_probes,unique_probe_asns,domestic_segment_share,international_segment_share
AD,Topology-IPv4-UDP,all_publicly_visible,5051,topology-baseline_topology-ipv4-udp_msm5051_20260701T000000Z_010000Z.json,6,4,174->174,0.5,0.6666666666666666,0.8333333333333333,3.464101615137755,weak_network_transition_concentration,1,5,0,0.16666666666666666,0.8333333333333334,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",3,1,0.0,1.0
AE,Topology-IPv4-UDP,all_publicly_visible,5051,topology-baseline_topology-ipv4-udp_msm5051_20260701T000000Z_010000Z.json,27,16,4637->4637,0.14814814814814814,0.25925925925925924,0.37037037037037035,14.026479234036312,broad_network_transition_distribution,7,16,4,0.25925925925925924,0.5925925925925926,0.14814814814814814,True,False,insufficient_minimum_mappable_segments,minimum_mappable_segments,11,8,0.4444444444444444,0.5555555555555556
AE,Topology-IPv4-UDP,resolved_entry_only,5051,topology-baseline_topology-ipv4-udp_msm5051_20260701T000000Z_010000Z.json,12,9,8529->8529,0.16666666666666666,0.3333333333333333,0.5,8.485281374238575,broad_network_transition_distribution,4,7,1,0.3333333333333333,0.5833333333333334,0.08333333333333333,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes","minimum_mappable_segments,minimum_unique_probes",6,5,0.25,0.75
AF,Topology-IPv4-UDP,all_publicly_visible,5051,topology-baseline_topology-ipv4-udp_msm5051_20260701T000000Z_010000Z.json,4,3,COUNTRY_FALLBACK:PK->IT,0.5,0.75,1.0,2.82842712474619,weak_network_transition_concentration,0,2,2,0.0,0.5,0.5,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns,maximum_country_fallback_share","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns,maximum_country_fallback_share",4,1,0.25,0.75
AF,Topology-IPv4-UDP,resolved_entry_only,5051,topology-baseline_topology-ipv4-udp_msm5051_20260701T000000Z_010000Z.json,1,1,1299->1299,1.0,1.0,1.0,1.0,severe_network_transition_concentration,0,1,0,0.0,1.0,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,1.0,0.0
AL,Topology-IPv4-UDP,all_publicly_visible,5051,topology-baseline_topology-ipv4-udp_msm5051_20260701T000000Z_010000Z.json,14,7,6939->6939,0.5714285714285714,0.6428571428571428,0.7142857142857142,4.2665477897156645,broad_network_transition_distribution,0,14,0,0.0,1.0,0.0,True,False,insufficient_minimum_mappable_segments,minimum_mappable_segments,10,7,0.14285714285714285,0.8571428571428571
AL,Topology-IPv4-UDP,resolved_entry_only,5051,topology-baseline_topology-ipv4-udp_msm5051_20260701T000000Z_010000Z.json,6,4,6939->6939,0.5,0.6666666666666666,0.8333333333333333,3.464101615137755,weak_network_transition_concentration,0,6,0,0.0,1.0,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes","minimum_mappable_segments,minimum_unique_probes",6,5,0.16666666666666666,0.8333333333333334
AM,Topology-IPv4-UDP,all_publicly_visible,5051,topology-baseline_topology-ipv4-udp_msm5051_20260701T000000Z_010000Z.json,5,5,174->174,0.2,0.4,0.6000000000000001,5.000000000000001,broad_network_transition_distribution,1,4,0,0.2,0.8,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes","minimum_mappable_segments,minimum_unique_probes",5,4,0.0,1.0
AM,Topology-IPv4-UDP,resolved_entry_only,5051,topology-baseline_topology-ipv4-udp_msm5051_20260701T000000Z_010000Z.json,2,2,1299->1299,0.5,1.0,1.0,2.0,moderate_network_transition_concentration,0,2,0,0.0,1.0,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",2,2,0.0,1.0
AO,Topology-IPv4-UDP,all_publicly_visible,5051,topology-baseline_topology-ipv4-udp_msm5051_20260701T000000Z_010000Z.json,5,4,12956->12956,0.4,0.6000000000000001,0.8,3.7892914162759954,weak_network_transition_concentration,2,2,1,0.4,0.4,0.2,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",3,2,0.0,1.0
AR,Topology-IPv4-UDP,all_publicly_visible,5051,topology-baseline_topology-ipv4-udp_msm5051_20260701T000000Z_010000Z.json,23,15,6939->6939,0.21739130434782608,0.34782608695652173,0.43478260869565216,12.450637396235942,broad_network_transition_distribution,5,16,2,0.21739130434782608,0.6956521739130435,0.08695652173913043,True,False,insufficient_minimum_mappable_segments,minimum_mappable_segments,13,13,0.2608695652173913,0.7391304347826086
AR,Topology-IPv4-UDP,resolved_entry_only,5051,topology-baseline_topology-ipv4-udp_msm5051_20260701T000000Z_010000Z.json,11,9,6939->6939,0.2727272727272727,0.36363636363636365,0.45454545454545453,8.152085136711108,broad_network_transition_distribution,2,8,1,0.18181818181818182,0.7272727272727273,0.09090909090909091,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes","minimum_mappable_segments,minimum_unique_probes",8,8,0.18181818181818182,0.8181818181818182
AT,Topology-IPv4-UDP,all_publicly_visible,5051,topology-baseline_topology-ipv4-udp_msm5051_20260701T000000Z_010000Z.json,62,33,1299->1299,0.16129032258064516,0.27419354838709675,0.3387096774193548,23.80408703190764,broad_network_transition_distribution,10,43,9,0.16129032258064516,0.6935483870967742,0.14516129032258066,True,True,auditable,,41,24,0.20967741935483872,0.7903225806451613
AT,Topology-IPv4-UDP,resolved_entry_only,5051,topology-baseline_topology-ipv4-udp_msm5051_20260701T000000Z_010000Z.json,27,15,1299->1299,0.25925925925925924,0.37037037037037035,0.4444444444444444,11.750510279770928,broad_network_transition_distribution,5,19,3,0.18518518518518517,0.7037037037037037,0.1111111111111111,True,False,insufficient_minimum_mappable_segments,minimum_mappable_segments,19,14,0.14814814814814814,0.8518518518518519
AU,Topology-IPv4-UDP,all_publicly_visible,5051,topology-baseline_topology-ipv4-udp_msm5051_20260701T000000Z_010000Z.json,621,79,7578->7578,0.4106280193236715,0.5024154589371981,0.5813204508856683,15.256802821475514,broad_network_transition_distribution,92,440,89,0.14814814814814814,0.7085346215780999,0.143317230273752,True,True,auditable,,168,60,0.6859903381642513,0.3140096618357488
AU,Topology-IPv4-UDP,resolved_entry_only,5051,topology-baseline_topology-ipv4-udp_msm5051_20260701T000000Z_010000Z.json,272,51,7578->7578,0.41544117647058826,0.49264705882352944,0.5625,14.235192923930448,broad_network_transition_distribution,42,194,36,0.15441176470588236,0.7132352941176471,0.1323529411764706,True,True,auditable,,105,44,0.6764705882352942,0.3235294117647059
AX,Topology-IPv4-UDP,all_publicly_visible,5051,topology-baseline_topology-ipv4-udp_msm5051_20260701T000000Z_010000Z.json,6,2,1299->1299,0.5,1.0,1.0,2.0,moderate_network_transition_concentration,0,6,0,0.0,1.0,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",2,2,0.16666666666666666,0.8333333333333334
AX,Topology-IPv4-UDP,resolved_entry_only,5051,topology-baseline_topology-ipv4-udp_msm5051_20260701T000000Z_010000Z.json,4,2,1299->1299,0.75,1.0,1.0,1.7547653506033232,moderate_network_transition_concentration,0,4,0,0.0,1.0,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",2,2,0.25,0.75
AZ,Topology-IPv4-UDP,all_publicly_visible,5051,topology-baseline_topology-ipv4-udp_msm5051_20260701T000000Z_010000Z.json,3,1,1299->1299,1.0,1.0,1.0,1.0,severe_network_transition_concentration,0,3,0,0.0,1.0,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes","minimum_mappable_segments,minimum_unique_probes",3,3,0.3333333333333333,0.6666666666666666
