country,corridor_id,corridor_label,observation_mass,raw_segment_count_with_corridor_feasible,unique_atomic_segments,unique_traceroutes,unique_probes,unique_probe_asns,group_unique_probes,group_unique_probe_asns,share_of_country_observation_mass,rank_within_country,is_top1_corridor,is_top2_corridor,is_top3_corridor,domestic_segment_mass,international_segment_mass
AE,landing_region_1392e3aea9b8::landing_region_8dc97f28b4d0,"Fujairah, United Arab Emirates -> Sharjah, United Arab Emirates",60.0,60,60,17,10,5,11,6,0.9375,1,True,False,False,60.0,0.0
AE,landing_region_6fa1e5de30e2::landing_region_8dc97f28b4d0,"Al Seeb, Oman -> Sharjah, United Arab Emirates",4.0,4,4,2,1,1,11,6,0.0625,2,False,True,False,0.0,4.0
AU,landing_region_3996aeca3c5e::landing_region_58084817cbe7,"Perth, WA, Australia -> Paddington, NSW, Australia",218.0,218,218,66,34,10,104,38,0.367003367003367,1,True,False,False,218.0,0.0
AU,landing_region_149acfcae34c::landing_region_58084817cbe7,"Melbourne, VIC, Australia -> Paddington, NSW, Australia",76.0,141,141,63,46,25,104,38,0.12794612794612795,2,False,True,False,76.0,0.0
AU,landing_region_58084817cbe7::landing_region_b3ff0e144e34,"Paddington, NSW, Australia -> Maroochydore, QLD, Australia",74.0,74,74,33,23,10,104,38,0.12457912457912458,3,False,False,True,74.0,0.0
AU,landing_region_58084817cbe7::landing_region_cf432e5aaa09,"Paddington, NSW, Australia -> Torquay, VIC, Australia",65.0,130,130,58,43,23,104,38,0.10942760942760943,4,False,False,False,65.0,0.0
AU,landing_region_3996aeca3c5e::landing_region_b204db5c9fda,"Perth, WA, Australia -> Adelaide, SA, Australia",59.0,59,59,26,13,3,104,38,0.09932659932659933,5,False,False,False,59.0,0.0
AU,landing_region_b204db5c9fda::landing_region_cf432e5aaa09,"Adelaide, SA, Australia -> Torquay, VIC, Australia",46.0,46,46,20,12,7,104,38,0.07744107744107744,6,False,False,False,46.0,0.0
AU,landing_region_3996aeca3c5e::landing_region_cf432e5aaa09,"Perth, WA, Australia -> Torquay, VIC, Australia",34.0,34,34,14,10,6,104,38,0.05723905723905724,7,False,False,False,34.0,0.0
AU,landing_region_58084817cbe7::landing_region_ea9847129f13,"Paddington, NSW, Australia -> Maruyama, Japan",9.0,9,9,4,2,1,104,38,0.015151515151515152,8,False,False,False,0.0,9.0
AU,landing_region_58084817cbe7::landing_region_b204db5c9fda,"Paddington, NSW, Australia -> Adelaide, SA, Australia",7.0,7,7,3,2,2,104,38,0.011784511784511785,9,False,False,False,7.0,0.0
AU,landing_region_58084817cbe7::landing_region_bc6c664daa8f,"Paddington, NSW, Australia -> Alupang, Guam",4.0,4,4,2,1,1,104,38,0.006734006734006734,10,False,False,False,0.0,4.0
AU,landing_region_3996aeca3c5e::landing_region_d0ecf913edd7,"Perth, WA, Australia -> Katong, Singapore",2.0,2,2,1,1,1,104,38,0.003367003367003367,11,False,False,False,0.0,2.0
AX,landing_region_3eb4f4d89687::landing_region_f4011a851fe0,"Hamnäs, Finland -> Östhammar, Sweden",7.5,10,10,2,1,1,1,1,0.75,1,True,False,False,5.0,2.5
AX,landing_region_3eb4f4d89687::landing_region_71db3ba08a92,"Hamnäs, Finland -> Stockholm, Sweden",2.5,5,5,2,1,1,1,1,0.25,2,False,True,False,0.0,2.5
BH,landing_region_39715153c465::landing_region_445416594174,"Al Faw, Iraq -> Amwaj Island, Bahrain",1.5,3,3,1,1,0,1,0,0.5,1,True,False,False,0.0,1.5
BH,landing_region_445416594174::landing_region_fab792fddadd,"Amwaj Island, Bahrain -> Kuwait City, Kuwait",1.5,3,3,1,1,0,1,0,0.5,2,False,True,False,0.0,1.5
BJ,landing_region_8afa8229a8fd::landing_region_c88b92706e9c,"Cotonou, Benin -> Seixal, Portugal",5.0,5,5,2,1,0,1,0,1.0,1,True,False,False,0.0,5.0
BR,landing_region_0c894d5ef6d3::landing_region_5113b57f1083,"Dania Beach, FL, United States -> Praia Grande, Brazil",16.0,16,16,7,5,4,9,8,0.5,1,True,False,False,0.0,16.0
BR,landing_region_5113b57f1083::landing_region_7f124bf07cd8,"Praia Grande, Brazil -> Rio de Janeiro, Brazil",6.0,6,6,3,2,2,9,8,0.1875,2,False,True,False,6.0,0.0
BR,landing_region_38c81e7bfa6f::landing_region_5113b57f1083,"Porto Alegre, Brazil -> Praia Grande, Brazil",5.0,5,5,2,1,1,9,8,0.15625,3,False,False,True,5.0,0.0
BR,landing_region_5113b57f1083::landing_region_b3d356cd3c9f,"Praia Grande, Brazil -> Wall Township, NJ, United States",3.0,3,3,1,1,1,9,8,0.09375,4,False,False,False,0.0,3.0
BR,landing_region_38c81e7bfa6f::landing_region_7f124bf07cd8,"Porto Alegre, Brazil -> Rio de Janeiro, Brazil",2.0,2,2,1,1,1,9,8,0.0625,5,False,False,False,2.0,0.0
CA,landing_region_94c53aa4a6d7::landing_region_fee5a5fdbba8,"Vancouver, BC, Canada -> Cama Beach, WA, United States",45.71666666666667,208,208,96,50,8,57,11,0.1638590203106332,1,True,False,False,0.0,45.71666666666667
CA,landing_region_f41a83b9b5b3::landing_region_fee5a5fdbba8,"Cordova Bay, BC, Canada -> Cama Beach, WA, United States",45.71666666666667,208,208,96,50,8,57,11,0.1638590203106332,2,False,True,False,0.0,45.71666666666667
CA,landing_region_5f578929a68a::landing_region_94c53aa4a6d7,"Harbour Pointe, WA, United States -> Vancouver, BC, Canada",42.0,168,168,78,41,5,57,11,0.15053763440860216,3,False,False,True,0.0,42.0
CA,landing_region_5f578929a68a::landing_region_f41a83b9b5b3,"Harbour Pointe, WA, United States -> Cordova Bay, BC, Canada",42.0,168,168,78,41,5,57,11,0.15053763440860216,4,False,False,False,0.0,42.0
CA,landing_region_ad2e1f237edf::landing_region_df3d1db01d0e,"Buffalo, NY, United States -> Toronto, ON, Canada",24.0,24,24,10,5,3,57,11,0.08602150537634409,5,False,False,False,5.0,19.0
CA,landing_region_19da5dac2df8::landing_region_4da2bf713882,"Eastbourne, BC, Canada -> Bowser, BC, Canada",7.751731601731602,87,87,32,16,5,57,11,0.02778398423559714,6,False,False,False,4.035064935064935,3.716666666666667
CA,landing_region_19da5dac2df8::landing_region_70abce74b352,"Eastbourne, BC, Canada -> Snaw-naw-as, BC, Canada",7.751731601731602,87,87,32,16,5,57,11,0.02778398423559714,7,False,False,False,4.035064935064935,3.716666666666667
CA,landing_region_19da5dac2df8::landing_region_94c53aa4a6d7,"Eastbourne, BC, Canada -> Vancouver, BC, Canada",7.751731601731602,87,87,32,16,5,57,11,0.02778398423559714,8,False,False,False,4.035064935064935,3.716666666666667
CA,landing_region_19da5dac2df8::landing_region_ed5425cf5b7d,"Eastbourne, BC, Canada -> Powell River, BC, Canada",7.751731601731602,87,87,32,16,5,57,11,0.02778398423559714,9,False,False,False,4.035064935064935,3.716666666666667
CA,landing_region_4da2bf713882::landing_region_94c53aa4a6d7,"Bowser, BC, Canada -> Vancouver, BC, Canada",7.751731601731602,87,87,32,16,5,57,11,0.02778398423559714,10,False,False,False,4.035064935064935,3.716666666666667
CA,landing_region_70abce74b352::landing_region_94c53aa4a6d7,"Snaw-naw-as, BC, Canada -> Vancouver, BC, Canada",7.751731601731602,87,87,32,16,5,57,11,0.02778398423559714,11,False,False,False,4.035064935064935,3.716666666666667
CA,landing_region_94c53aa4a6d7::landing_region_ed5425cf5b7d,"Vancouver, BC, Canada -> Powell River, BC, Canada",7.751731601731602,87,87,32,16,5,57,11,0.02778398423559714,12,False,False,False,4.035064935064935,3.716666666666667
CA,landing_region_94c53aa4a6d7::landing_region_f41a83b9b5b3,"Vancouver, BC, Canada -> Cordova Bay, BC, Canada",7.751731601731602,87,87,32,16,5,57,11,0.02778398423559714,13,False,False,False,4.035064935064935,3.716666666666667
CA,landing_region_4da2bf713882::landing_region_70abce74b352,"Bowser, BC, Canada -> Snaw-naw-as, BC, Canada",5.451731601731602,64,64,22,11,2,57,11,0.01954025663703083,14,False,False,False,4.035064935064935,1.4166666666666665
CA,landing_region_70abce74b352::landing_region_ed5425cf5b7d,"Snaw-naw-as, BC, Canada -> Powell River, BC, Canada",5.451731601731602,64,64,22,11,2,57,11,0.01954025663703083,15,False,False,False,4.035064935064935,1.4166666666666665
