mapping_resolution_state,atomic_segment_count,atomic_segment_share,rtt_conclusive_segments,rtt_inconclusive_segments,rtt_conclusive_share,rtt_inconclusive_share,insufficiently_resolved_traces,total_valid_traces,interpretation
uniquely_resolved,3046,0.020967997301557798,1855,1191,0.6089954038082731,0.39100459619172684,4100,27047,exactly one feasible inter-region corridor candidate
bounded_candidate_set,308,0.0021202045859749843,221,87,0.7175324675324676,0.2824675324675325,4100,27047,two or more feasible inter-region corridor candidates retained
no_matched_corridor,97433,0.6707074461860411,68180,29253,0.6997629140024427,0.3002370859975573,4100,27047,sufficient atomic segment with no feasible inter-region corridor candidate
insufficiently_resolved,44482,0.30620435192642614,35885,8597,0.8067308124634683,0.19326918753653163,4100,27047,atomic segment lacks required country-level resolution
