country,msm_id,file_name,total_hop_pair_segments,cross_as_boundary_segments,intra_as_hop_pair_segments,country_fallback_segments,cross_as_boundary_coverage_rate,intra_as_hop_pair_share,country_fallback_share,unique_as_boundary_transitions,top1_as_boundary_transition_key,top1_as_boundary_transition_share,top2_as_boundary_transition_share,top3_as_boundary_transition_share,effective_as_boundary_transition_count,as_boundary_transition_concentration_tier,auditable_as_boundary_case,as_boundary_observation_sufficiency_reason,unique_probes,unique_probe_asns
DO,5014,dns-root_g-root_msm5014_20260701T000000Z_010000Z.json,7,4,3,0,0.5714285714285714,0.42857142857142855,0.0,2,64126->174,0.5,1.0,1.0,2.0,moderate_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",2,2
EE,5014,dns-root_g-root_msm5014_20260701T000000Z_010000Z.json,59,11,48,0,0.1864406779661017,0.8135593220338984,0.0,2,2586->6667,0.6363636363636364,1.0,1.0,1.9260702242522327,moderate_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes",6,3
ES,5014,dns-root_g-root_msm5014_20260701T000000Z_010000Z.json,6,2,4,0,0.3333333333333333,0.6666666666666666,0.0,1,8220->3356,1.0,1.0,1.0,1.0,severe_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1
FI,5014,dns-root_g-root_msm5014_20260701T000000Z_010000Z.json,64,37,27,0,0.578125,0.421875,0.0,5,16086->3356,0.4594594594594595,0.6756756756756757,0.8378378378378379,3.981543641138467,weak_as_boundary_transition_concentration,True,auditable,20,7
FJ,5014,dns-root_g-root_msm5014_20260701T000000Z_010000Z.json,6,2,2,2,0.3333333333333333,0.3333333333333333,0.3333333333333333,1,24390->7575,1.0,1.0,1.0,1.0,severe_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1
HK,5014,dns-root_g-root_msm5014_20260701T000000Z_010000Z.json,18,16,2,0,0.8888888888888888,0.1111111111111111,0.0,2,58453->3356,0.6875,1.0,1.0,1.8609486313308101,moderate_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes",9,6
HN,5014,dns-root_g-root_msm5014_20260701T000000Z_010000Z.json,12,8,4,0,0.6666666666666666,0.3333333333333333,0.0,1,263725->54082,1.0,1.0,1.0,1.0,severe_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes",4,3
ID,5014,dns-root_g-root_msm5014_20260701T000000Z_010000Z.json,110,47,49,14,0.42727272727272725,0.44545454545454544,0.12727272727272726,15,58389->3356,0.1702127659574468,0.3191489361702128,0.44680851063829785,12.116710273045324,broad_as_boundary_transition_distribution,True,auditable,27,19
IN,5014,dns-root_g-root_msm5014_20260701T000000Z_010000Z.json,159,18,109,32,0.11320754716981132,0.6855345911949685,0.20125786163522014,3,4755->6453,0.6666666666666666,0.8888888888888888,1.0,2.336573541485641,moderate_as_boundary_transition_concentration,False,insufficient_minimum_mappable_segments,10,4
KY,5014,dns-root_g-root_msm5014_20260701T000000Z_010000Z.json,1,1,0,0,1.0,0.0,0.0,1,36549->3855,1.0,1.0,1.0,1.0,severe_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1
LK,5014,dns-root_g-root_msm5014_20260701T000000Z_010000Z.json,20,12,8,0,0.6,0.4,0.0,1,18001->8966,1.0,1.0,1.0,1.0,severe_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",6,2
MT,5014,dns-root_g-root_msm5014_20260701T000000Z_010000Z.json,4,4,0,0,1.0,0.0,0.0,1,15735->1299,1.0,1.0,1.0,1.0,severe_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",2,1
MV,5014,dns-root_g-root_msm5014_20260701T000000Z_010000Z.json,18,18,0,0,1.0,0.0,0.0,2,7642->174,0.9444444444444444,1.0,1.0,1.239315430729068,severe_as_boundary_transition_concentration,False,insufficient_minimum_mappable_segments,10,3
MX,5014,dns-root_g-root_msm5014_20260701T000000Z_010000Z.json,4,4,0,0,1.0,0.0,0.0,1,265539->23520,1.0,1.0,1.0,1.0,severe_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",2,2
MY,5014,dns-root_g-root_msm5014_20260701T000000Z_010000Z.json,4,2,2,0,0.5,0.5,0.0,1,38466->6453,1.0,1.0,1.0,1.0,severe_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1
NC,5014,dns-root_g-root_msm5014_20260701T000000Z_010000Z.json,9,9,0,0,1.0,0.0,0.0,1,18200->38195,1.0,1.0,1.0,1.0,severe_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",5,2
NG,5014,dns-root_g-root_msm5014_20260701T000000Z_010000Z.json,10,3,7,0,0.3,0.7,0.0,2,37282->3356,0.6666666666666666,1.0,1.0,1.8898815748423097,moderate_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes",3,3
NO,5014,dns-root_g-root_msm5014_20260701T000000Z_010000Z.json,81,12,69,0,0.14814814814814814,0.8518518518518519,0.0,5,49409->57829,0.3333333333333333,0.6666666666666666,0.8333333333333333,4.242640687119285,weak_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes",4,3
NU,5014,dns-root_g-root_msm5014_20260701T000000Z_010000Z.json,2,2,0,0,1.0,0.0,0.0,1,55885->38800,1.0,1.0,1.0,1.0,severe_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,0
NZ,5014,dns-root_g-root_msm5014_20260701T000000Z_010000Z.json,216,22,194,0,0.10185185185185185,0.8981481481481481,0.0,4,64073->137409,0.45454545454545453,0.7272727272727273,0.9090909090909091,3.4579789224902,weak_as_boundary_transition_concentration,False,insufficient_minimum_mappable_segments,14,5
PA,5014,dns-root_g-root_msm5014_20260701T000000Z_010000Z.json,2,2,0,0,1.0,0.0,0.0,1,11556->23520,1.0,1.0,1.0,1.0,severe_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1
PG,5014,dns-root_g-root_msm5014_20260701T000000Z_010000Z.json,2,2,0,0,1.0,0.0,0.0,1,17828->4826,1.0,1.0,1.0,1.0,severe_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1
PH,5014,dns-root_g-root_msm5014_20260701T000000Z_010000Z.json,38,20,18,0,0.5263157894736842,0.47368421052631576,0.0,6,135607->3549,0.55,0.7000000000000001,0.8,3.9490245304671587,weak_as_boundary_transition_concentration,False,insufficient_minimum_mappable_segments,11,7
PR,5014,dns-root_g-root_msm5014_20260701T000000Z_010000Z.json,6,4,2,0,0.6666666666666666,0.3333333333333333,0.0,2,5786->20080,0.5,1.0,1.0,2.0,moderate_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",2,1
SA,5014,dns-root_g-root_msm5014_20260701T000000Z_010000Z.json,1,1,0,0,1.0,0.0,0.0,1,39386->3356,1.0,1.0,1.0,1.0,severe_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,0
SE,5014,dns-root_g-root_msm5014_20260701T000000Z_010000Z.json,104,2,102,0,0.019230769230769232,0.9807692307692307,0.0,1,8434->29518,1.0,1.0,1.0,1.0,severe_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,0
SG,5014,dns-root_g-root_msm5014_20260701T000000Z_010000Z.json,43,8,35,0,0.18604651162790697,0.813953488372093,0.0,5,152144->174,0.375,0.625,0.75,4.455659733512512,broad_as_boundary_transition_distribution,False,"insufficient_minimum_mappable_segments,minimum_unique_probes",7,3
SL,5014,dns-root_g-root_msm5014_20260701T000000Z_010000Z.json,2,2,0,0,1.0,0.0,0.0,1,329109->60171,1.0,1.0,1.0,1.0,severe_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1
SN,5014,dns-root_g-root_msm5014_20260701T000000Z_010000Z.json,4,4,0,0,1.0,0.0,0.0,2,8346->6453,0.5,1.0,1.0,2.0,moderate_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",2,1
TW,5014,dns-root_g-root_msm5014_20260701T000000Z_010000Z.json,147,2,63,82,0.013605442176870748,0.42857142857142855,0.5578231292517006,2,18041->3356,0.5,1.0,1.0,2.0,moderate_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",2,1
TZ,5014,dns-root_g-root_msm5014_20260701T000000Z_010000Z.json,2,2,0,0,1.0,0.0,0.0,1,37035->37662,1.0,1.0,1.0,1.0,severe_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1
US,5014,dns-root_g-root_msm5014_20260701T000000Z_010000Z.json,166,57,107,2,0.3433734939759036,0.6445783132530121,0.012048192771084338,6,137409->7578,0.3157894736842105,0.6140350877192982,0.7368421052631579,4.994640966240295,broad_as_boundary_transition_distribution,True,auditable,41,16
ZA,5014,dns-root_g-root_msm5014_20260701T000000Z_010000Z.json,50,6,44,0,0.12,0.88,0.0,1,37640->60171,1.0,1.0,1.0,1.0,severe_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",3,1
