probe_country,service_id,path_scope_stratum,msm_id,file_name,as_boundary_transition_key,as_boundary_observation_count,share_of_as_boundary_observations,rank_within_unit,is_top1_as_boundary_transition,is_top2_as_boundary_transition,is_top3_as_boundary_transition,group_total_hop_pair_segments,group_cross_as_boundary_segments,group_intra_as_hop_pair_segments,group_country_fallback_segments,cross_as_boundary_coverage_rate,intra_as_hop_pair_share,country_fallback_share,group_unique_probes,group_unique_probe_asns
AE,G-Root,all_publicly_visible,5014,dns-root_g-root_msm5014_20260701T000000Z_010000Z.json,58453->3356,2,1.0,1,True,False,False,10,2,8,0,0.2,0.8,0.0,1,1
AO,G-Root,all_publicly_visible,5014,dns-root_g-root_msm5014_20260701T000000Z_010000Z.json,37468->1299,2,1.0,1,True,False,False,13,2,11,0,0.15384615384615385,0.8461538461538461,0.0,2,1
AU,G-Root,all_publicly_visible,5014,dns-root_g-root_msm5014_20260701T000000Z_010000Z.json,137409->7578,4,0.5,1,True,False,False,135,8,94,33,0.05925925925925926,0.6962962962962963,0.24444444444444444,7,6
AU,G-Root,all_publicly_visible,5014,dns-root_g-root_msm5014_20260701T000000Z_010000Z.json,38008->7578,2,0.25,2,False,True,False,135,8,94,33,0.05925925925925926,0.6962962962962963,0.24444444444444444,7,6
AU,G-Root,all_publicly_visible,5014,dns-root_g-root_msm5014_20260701T000000Z_010000Z.json,4804->7474,1,0.125,3,False,False,True,135,8,94,33,0.05925925925925926,0.6962962962962963,0.24444444444444444,7,6
AU,G-Root,all_publicly_visible,5014,dns-root_g-root_msm5014_20260701T000000Z_010000Z.json,134697->7578,1,0.125,4,False,False,False,135,8,94,33,0.05925925925925926,0.6962962962962963,0.24444444444444444,7,6
BJ,G-Root,all_publicly_visible,5014,dns-root_g-root_msm5014_20260701T000000Z_010000Z.json,28683->174,2,1.0,1,True,False,False,3,2,1,0,0.6666666666666666,0.3333333333333333,0.0,1,1
CA,G-Root,all_publicly_visible,5014,dns-root_g-root_msm5014_20260701T000000Z_010000Z.json,852->3257,46,0.4842105263157895,1,True,False,False,166,95,69,2,0.572289156626506,0.41566265060240964,0.012048192771084338,57,14
CA,G-Root,all_publicly_visible,5014,dns-root_g-root_msm5014_20260701T000000Z_010000Z.json,812->3356,20,0.21052631578947367,2,False,True,False,166,95,69,2,0.572289156626506,0.41566265060240964,0.012048192771084338,57,14
CA,G-Root,all_publicly_visible,5014,dns-root_g-root_msm5014_20260701T000000Z_010000Z.json,6939->3356,8,0.08421052631578947,3,False,False,True,166,95,69,2,0.572289156626506,0.41566265060240964,0.012048192771084338,57,14
