country,msm_id,file_name,network_transition_key,network_transition_representation,hop_pair_as_class,network_transition_observation_count,unique_atomic_segments,share_of_network_transition_observations,rank_within_unit,is_top1_network_transition,is_top2_network_transition,is_top3_network_transition,used_country_fallback_transition,group_total_mappable_segments,group_unique_probes,group_unique_probe_asns,domestic_segment_count,international_segment_count
AE,5014,dns-root_g-root_msm5014_20260701T000000Z_010000Z.json,5384->5384,as_transition,intra_as_hop_pair,15,15,0.4411764705882353,1,True,False,False,False,34,10,5,15,0
AE,5014,dns-root_g-root_msm5014_20260701T000000Z_010000Z.json,8966->5384,as_transition,cross_as_transition,13,13,0.38235294117647056,2,False,True,False,False,34,10,5,13,0
AE,5014,dns-root_g-root_msm5014_20260701T000000Z_010000Z.json,4637->4637,as_transition,intra_as_hop_pair,4,4,0.11764705882352941,3,False,False,True,False,34,10,5,2,2
AE,5014,dns-root_g-root_msm5014_20260701T000000Z_010000Z.json,8529->8529,as_transition,intra_as_hop_pair,2,2,0.058823529411764705,4,False,False,False,False,34,10,5,0,2
AU,5014,dns-root_g-root_msm5014_20260701T000000Z_010000Z.json,COUNTRY_FALLBACK:AU->AU,country_fallback,country_fallback,46,46,0.2948717948717949,1,True,False,False,True,156,78,36,46,0
AU,5014,dns-root_g-root_msm5014_20260701T000000Z_010000Z.json,1221->1221,as_transition,intra_as_hop_pair,30,30,0.19230769230769232,2,False,True,False,False,156,78,36,30,0
AU,5014,dns-root_g-root_msm5014_20260701T000000Z_010000Z.json,7575->7575,as_transition,intra_as_hop_pair,23,23,0.14743589743589744,3,False,False,True,False,156,78,36,15,8
AU,5014,dns-root_g-root_msm5014_20260701T000000Z_010000Z.json,7578->7578,as_transition,intra_as_hop_pair,17,17,0.10897435897435898,4,False,False,False,False,156,78,36,17,0
AU,5014,dns-root_g-root_msm5014_20260701T000000Z_010000Z.json,7545->7545,as_transition,intra_as_hop_pair,12,12,0.07692307692307693,5,False,False,False,False,156,78,36,12,0
AU,5014,dns-root_g-root_msm5014_20260701T000000Z_010000Z.json,4764->4764,as_transition,intra_as_hop_pair,6,6,0.038461538461538464,6,False,False,False,False,156,78,36,6,0
AU,5014,dns-root_g-root_msm5014_20260701T000000Z_010000Z.json,136557->136557,as_transition,intra_as_hop_pair,6,6,0.038461538461538464,7,False,False,False,False,156,78,36,6,0
AU,5014,dns-root_g-root_msm5014_20260701T000000Z_010000Z.json,4826->4826,as_transition,intra_as_hop_pair,5,5,0.03205128205128205,8,False,False,False,False,156,78,36,5,0
AU,5014,dns-root_g-root_msm5014_20260701T000000Z_010000Z.json,4804->7474,as_transition,cross_as_transition,3,3,0.019230769230769232,9,False,False,False,False,156,78,36,3,0
AU,5014,dns-root_g-root_msm5014_20260701T000000Z_010000Z.json,7699->4826,as_transition,cross_as_transition,2,2,0.01282051282051282,10,False,False,False,False,156,78,36,2,0
AU,5014,dns-root_g-root_msm5014_20260701T000000Z_010000Z.json,38008->7578,as_transition,cross_as_transition,2,2,0.01282051282051282,11,False,False,False,False,156,78,36,2,0
AU,5014,dns-root_g-root_msm5014_20260701T000000Z_010000Z.json,38195->38195,as_transition,intra_as_hop_pair,1,1,0.00641025641025641,12,False,False,False,False,156,78,36,1,0
AU,5014,dns-root_g-root_msm5014_20260701T000000Z_010000Z.json,137409->7578,as_transition,cross_as_transition,1,1,0.00641025641025641,13,False,False,False,False,156,78,36,1,0
AU,5014,dns-root_g-root_msm5014_20260701T000000Z_010000Z.json,18390->18390,as_transition,intra_as_hop_pair,1,1,0.00641025641025641,14,False,False,False,False,156,78,36,1,0
AU,5014,dns-root_g-root_msm5014_20260701T000000Z_010000Z.json,134697->7578,as_transition,cross_as_transition,1,1,0.00641025641025641,15,False,False,False,False,156,78,36,1,0
AX,5014,dns-root_g-root_msm5014_20260701T000000Z_010000Z.json,3238->3238,as_transition,intra_as_hop_pair,2,2,1.0,1,True,False,False,False,2,1,1,0,2
BH,5014,dns-root_g-root_msm5014_20260701T000000Z_010000Z.json,6453->6453,as_transition,intra_as_hop_pair,7,7,1.0,1,True,False,False,False,7,4,1,0,7
