probe_country,service_id,path_scope_stratum,msm_id,file_name,network_transition_key,network_transition_representation,hop_pair_as_class,network_transition_observation_count,unique_atomic_segments,share_of_network_transition_observations,rank_within_unit,is_top1_network_transition,is_top2_network_transition,is_top3_network_transition,used_country_fallback_transition,group_total_mappable_segments,group_unique_probes,group_unique_probe_asns,domestic_segment_count,international_segment_count
AE,G-Root,all_publicly_visible,5014,dns-root_g-root_msm5014_20260701T000000Z_010000Z.json,4637->4637,as_transition,intra_as_hop_pair,4,4,0.4,1,True,False,False,False,10,3,3,2,2
AE,G-Root,all_publicly_visible,5014,dns-root_g-root_msm5014_20260701T000000Z_010000Z.json,8529->8529,as_transition,intra_as_hop_pair,2,2,0.2,2,False,True,False,False,10,3,3,0,2
AE,G-Root,all_publicly_visible,5014,dns-root_g-root_msm5014_20260701T000000Z_010000Z.json,58453->3356,as_transition,cross_as_transition,2,2,0.2,3,False,False,True,False,10,3,3,0,2
AE,G-Root,all_publicly_visible,5014,dns-root_g-root_msm5014_20260701T000000Z_010000Z.json,5384->5384,as_transition,intra_as_hop_pair,2,2,0.2,4,False,False,False,False,10,3,3,2,0
AF,G-Root,all_publicly_visible,5014,dns-root_g-root_msm5014_20260701T000000Z_010000Z.json,COUNTRY_FALLBACK:PK->IT,country_fallback,country_fallback,4,4,1.0,1,True,False,False,True,4,2,1,0,4
AO,G-Root,all_publicly_visible,5014,dns-root_g-root_msm5014_20260701T000000Z_010000Z.json,12956->12956,as_transition,intra_as_hop_pair,11,11,0.8461538461538461,1,True,False,False,False,13,8,3,0,11
AO,G-Root,all_publicly_visible,5014,dns-root_g-root_msm5014_20260701T000000Z_010000Z.json,37468->1299,as_transition,cross_as_transition,2,2,0.15384615384615385,2,False,True,False,False,13,8,3,0,2
AU,G-Root,all_publicly_visible,5014,dns-root_g-root_msm5014_20260701T000000Z_010000Z.json,COUNTRY_FALLBACK:AU->AU,country_fallback,country_fallback,33,33,0.24444444444444444,1,True,False,False,True,135,70,33,33,0
AU,G-Root,all_publicly_visible,5014,dns-root_g-root_msm5014_20260701T000000Z_010000Z.json,1221->1221,as_transition,intra_as_hop_pair,30,30,0.2222222222222222,2,False,True,False,False,135,70,33,30,0
AU,G-Root,all_publicly_visible,5014,dns-root_g-root_msm5014_20260701T000000Z_010000Z.json,7575->7575,as_transition,intra_as_hop_pair,19,19,0.14074074074074075,3,False,False,True,False,135,70,33,11,8
AU,G-Root,all_publicly_visible,5014,dns-root_g-root_msm5014_20260701T000000Z_010000Z.json,7578->7578,as_transition,intra_as_hop_pair,15,15,0.1111111111111111,4,False,False,False,False,135,70,33,15,0
AU,G-Root,all_publicly_visible,5014,dns-root_g-root_msm5014_20260701T000000Z_010000Z.json,7545->7545,as_transition,intra_as_hop_pair,12,12,0.08888888888888889,5,False,False,False,False,135,70,33,12,0
AU,G-Root,all_publicly_visible,5014,dns-root_g-root_msm5014_20260701T000000Z_010000Z.json,4764->4764,as_transition,intra_as_hop_pair,6,6,0.044444444444444446,6,False,False,False,False,135,70,33,6,0
AU,G-Root,all_publicly_visible,5014,dns-root_g-root_msm5014_20260701T000000Z_010000Z.json,136557->136557,as_transition,intra_as_hop_pair,6,6,0.044444444444444446,7,False,False,False,False,135,70,33,6,0
AU,G-Root,all_publicly_visible,5014,dns-root_g-root_msm5014_20260701T000000Z_010000Z.json,137409->7578,as_transition,cross_as_transition,4,4,0.02962962962962963,8,False,False,False,False,135,70,33,1,3
AU,G-Root,all_publicly_visible,5014,dns-root_g-root_msm5014_20260701T000000Z_010000Z.json,4826->4826,as_transition,intra_as_hop_pair,4,4,0.02962962962962963,9,False,False,False,False,135,70,33,4,0
AU,G-Root,all_publicly_visible,5014,dns-root_g-root_msm5014_20260701T000000Z_010000Z.json,38008->7578,as_transition,cross_as_transition,2,2,0.014814814814814815,10,False,False,False,False,135,70,33,2,0
AU,G-Root,all_publicly_visible,5014,dns-root_g-root_msm5014_20260701T000000Z_010000Z.json,38195->38195,as_transition,intra_as_hop_pair,1,1,0.007407407407407408,11,False,False,False,False,135,70,33,1,0
AU,G-Root,all_publicly_visible,5014,dns-root_g-root_msm5014_20260701T000000Z_010000Z.json,18390->18390,as_transition,intra_as_hop_pair,1,1,0.007407407407407408,12,False,False,False,False,135,70,33,1,0
AU,G-Root,all_publicly_visible,5014,dns-root_g-root_msm5014_20260701T000000Z_010000Z.json,4804->7474,as_transition,cross_as_transition,1,1,0.007407407407407408,13,False,False,False,False,135,70,33,1,0
AU,G-Root,all_publicly_visible,5014,dns-root_g-root_msm5014_20260701T000000Z_010000Z.json,134697->7578,as_transition,cross_as_transition,1,1,0.007407407407407408,14,False,False,False,False,135,70,33,1,0
AX,G-Root,all_publicly_visible,5014,dns-root_g-root_msm5014_20260701T000000Z_010000Z.json,3238->3238,as_transition,intra_as_hop_pair,2,2,1.0,1,True,False,False,False,2,1,1,0,2
AZ,G-Root,all_publicly_visible,5014,dns-root_g-root_msm5014_20260701T000000Z_010000Z.json,1299->1299,as_transition,intra_as_hop_pair,8,8,1.0,1,True,False,False,False,8,4,4,0,8
BB,G-Root,all_publicly_visible,5014,dns-root_g-root_msm5014_20260701T000000Z_010000Z.json,23520->23520,as_transition,intra_as_hop_pair,1,1,1.0,1,True,False,False,False,1,1,1,0,1
BD,G-Root,all_publicly_visible,5014,dns-root_g-root_msm5014_20260701T000000Z_010000Z.json,COUNTRY_FALLBACK:IN->SG,country_fallback,country_fallback,1,1,1.0,1,True,False,False,True,1,1,1,0,1
BH,G-Root,all_publicly_visible,5014,dns-root_g-root_msm5014_20260701T000000Z_010000Z.json,6453->6453,as_transition,intra_as_hop_pair,5,5,1.0,1,True,False,False,False,5,3,1,0,5
BJ,G-Root,all_publicly_visible,5014,dns-root_g-root_msm5014_20260701T000000Z_010000Z.json,28683->174,as_transition,cross_as_transition,2,2,0.6666666666666666,1,True,False,False,False,3,2,2,0,2
BJ,G-Root,all_publicly_visible,5014,dns-root_g-root_msm5014_20260701T000000Z_010000Z.json,36937->36937,as_transition,intra_as_hop_pair,1,1,0.3333333333333333,2,False,True,False,False,3,2,2,0,1
BR,G-Root,all_publicly_visible,5014,dns-root_g-root_msm5014_20260701T000000Z_010000Z.json,12956->12956,as_transition,intra_as_hop_pair,2,2,0.5,1,True,False,False,False,4,3,3,0,2
BR,G-Root,all_publicly_visible,5014,dns-root_g-root_msm5014_20260701T000000Z_010000Z.json,COUNTRY_FALLBACK:BR->BR,country_fallback,country_fallback,1,1,0.25,2,False,True,False,True,4,3,3,1,0
BR,G-Root,all_publicly_visible,5014,dns-root_g-root_msm5014_20260701T000000Z_010000Z.json,6762->6762,as_transition,intra_as_hop_pair,1,1,0.25,3,False,False,True,False,4,3,3,0,1
CA,G-Root,all_publicly_visible,5014,dns-root_g-root_msm5014_20260701T000000Z_010000Z.json,852->3257,as_transition,cross_as_transition,46,46,0.27710843373493976,1,True,False,False,False,166,86,26,0,46
CA,G-Root,all_publicly_visible,5014,dns-root_g-root_msm5014_20260701T000000Z_010000Z.json,6461->6461,as_transition,intra_as_hop_pair,42,42,0.25301204819277107,2,False,True,False,False,166,86,26,0,42
CA,G-Root,all_publicly_visible,5014,dns-root_g-root_msm5014_20260701T000000Z_010000Z.json,812->3356,as_transition,cross_as_transition,20,20,0.12048192771084337,3,False,False,True,False,166,86,26,0,20
CA,G-Root,all_publicly_visible,5014,dns-root_g-root_msm5014_20260701T000000Z_010000Z.json,174->174,as_transition,intra_as_hop_pair,11,11,0.06626506024096386,4,False,False,False,False,166,86,26,0,11
