country,msm_id,file_name,total_mappable_segments,top1_network_transition_share,top2_network_transition_share,top3_network_transition_share,effective_network_transition_count,network_transition_concentration_tier,top1_corridor_share,top2_corridor_share,top3_corridor_share,effective_corridor_count,corridor_concentration_tier,cross_layer_distribution_class,country_fallback_share,auditable_cross_layer_case,sufficient_trace_observation,sufficient_corridor_observation,sufficient_network_transition_resolution,auditable_paper_case,observation_sufficiency_reason,failed_thresholds,unique_probes,unique_probe_asns,domestic_segment_share,international_segment_share,paper_case_scope,probe_country,service_id
CH,5051,topology-baseline_topology-ipv4-udp_msm5051_20260701T000000Z_010000Z.json,164,0.43902439024390244,0.5670731707317074,0.676829268292683,8.034848431050758,broad_network_transition_distribution,1.0,1.0,1.0,1.0,severe_corridor_observation_concentration,network_broad_physical_concentrated,0.0,True,True,True,True,True,auditable,,46,19,0.9451219512195121,0.054878048780487805,country_cross_layer_distribution_audit,,
IL,5051,topology-baseline_topology-ipv4-udp_msm5051_20260701T000000Z_010000Z.json,217,0.35944700460829493,0.543778801843318,0.6221198156682027,12.945326714871197,broad_network_transition_distribution,0.9354838709677419,1.0,1.0,1.2702542710002684,severe_corridor_observation_concentration,network_broad_physical_concentrated,0.0,True,True,True,True,True,auditable,,65,48,0.9262672811059908,0.07373271889400922,country_cross_layer_distribution_audit,,
MT,5051,topology-baseline_topology-ipv4-udp_msm5051_20260701T000000Z_010000Z.json,70,0.35714285714285715,0.6571428571428571,0.7714285714285715,5.578716412322337,broad_network_transition_distribution,0.9285714285714286,1.0,1.0,1.2934572090113128,severe_corridor_observation_concentration,network_broad_physical_concentrated,0.0,True,True,True,True,True,auditable,,12,6,0.9285714285714286,0.07142857142857142,country_cross_layer_distribution_audit,,
HK,5051,topology-baseline_topology-ipv4-udp_msm5051_20260701T000000Z_010000Z.json,3136,0.15816326530612246,0.225765306122449,0.2911352040816327,74.48999204726287,broad_network_transition_distribution,0.9142219387755102,0.9598214285714285,0.9713010204081632,1.5330394511266001,severe_corridor_observation_concentration,network_broad_physical_concentrated,0.0,True,True,True,True,True,auditable,,1401,719,0.8877551020408163,0.11224489795918367,country_cross_layer_distribution_audit,,
MV,5051,topology-baseline_topology-ipv4-udp_msm5051_20260701T000000Z_010000Z.json,87,0.6781609195402298,0.7471264367816092,0.793103448275862,3.6044509857626115,weak_network_transition_concentration,0.8620689655172413,0.9540229885057471,1.0,1.6306601288903453,severe_corridor_observation_concentration,network_broad_physical_concentrated,0.0,True,True,True,True,True,auditable,,14,7,0.8620689655172413,0.13793103448275862,country_cross_layer_distribution_audit,,
TW,5051,topology-baseline_topology-ipv4-udp_msm5051_20260701T000000Z_010000Z.json,1775,0.1656338028169014,0.2563380281690141,0.3391549295774648,35.213256583824354,broad_network_transition_distribution,0.8540845070422535,0.9391549295774647,0.9633802816901408,1.8305815237317689,severe_corridor_observation_concentration,network_broad_physical_concentrated,0.0,True,True,True,True,True,auditable,,366,226,0.9690140845070423,0.030985915492957747,country_cross_layer_distribution_audit,,
DK,5051,topology-baseline_topology-ipv4-udp_msm5051_20260701T000000Z_010000Z.json,886,0.10609480812641084,0.20316027088036118,0.28103837471783294,37.2895432281466,broad_network_transition_distribution,0.8295711060948081,0.9187358916478555,0.9926636568848758,1.8205750187776948,severe_corridor_observation_concentration,network_broad_physical_concentrated,0.0,True,True,True,True,True,auditable,,166,87,0.7787810383747178,0.22121896162528218,country_cross_layer_distribution_audit,,
SG,5051,topology-baseline_topology-ipv4-udp_msm5051_20260701T000000Z_010000Z.json,5681,0.08994895264918149,0.16986446048230947,0.24766766414363667,104.62819085166313,broad_network_transition_distribution,0.8118289033620841,0.8591797218799507,0.8984333744059144,2.4218357180121948,severe_corridor_observation_concentration,network_broad_physical_concentrated,0.0,True,True,True,True,True,auditable,,2031,932,0.7958105967259286,0.20418940327407148,country_cross_layer_distribution_audit,,
PR,5051,topology-baseline_topology-ipv4-udp_msm5051_20260701T000000Z_010000Z.json,65,0.3230769230769231,0.4461538461538462,0.5538461538461539,11.440393187033282,broad_network_transition_distribution,0.8,0.9538461538461539,0.9692307692307693,1.933145433457058,severe_corridor_observation_concentration,network_broad_physical_concentrated,0.0,True,True,True,True,True,auditable,,21,20,0.8153846153846154,0.18461538461538463,country_cross_layer_distribution_audit,,
PT,5051,topology-baseline_topology-ipv4-udp_msm5051_20260701T000000Z_010000Z.json,792,0.1717171717171717,0.3068181818181818,0.4292929292929293,25.666488852809582,broad_network_transition_distribution,0.7992424242424242,0.851010101010101,0.8914141414141413,2.536793748420959,moderate_corridor_observation_concentration,network_broad_physical_concentrated,0.0,True,True,True,True,True,auditable,,279,166,0.8093434343434344,0.19065656565656566,country_cross_layer_distribution_audit,,
KE,5051,topology-baseline_topology-ipv4-udp_msm5051_20260701T000000Z_010000Z.json,135,0.3333333333333333,0.5703703703703704,0.8,4.914176486508577,weak_network_transition_concentration,0.7925925925925926,0.9185185185185185,0.9777777777777779,2.0081431160985885,moderate_corridor_observation_concentration,network_broad_physical_concentrated,0.0,True,True,True,True,True,auditable,,65,50,0.7925925925925926,0.2074074074074074,country_cross_layer_distribution_audit,,
CN,5051,topology-baseline_topology-ipv4-udp_msm5051_20260701T000000Z_010000Z.json,255,0.5333333333333333,0.592156862745098,0.6392156862745098,8.792031994865992,broad_network_transition_distribution,0.792156862745098,0.9333333333333333,0.9568627450980391,2.1317198764471756,moderate_corridor_observation_concentration,network_broad_physical_concentrated,0.0,True,True,True,True,True,auditable,,126,90,0.8313725490196079,0.16862745098039217,country_cross_layer_distribution_audit,,
,5051,topology-baseline_topology-ipv4-udp_msm5051_20260701T000000Z_010000Z.json,967,0.10134436401240951,0.156153050672182,0.20579110651499483,75.09765828651383,broad_network_transition_distribution,0.7900723888314375,0.8335056876938987,0.8697001034126164,2.775862771636073,moderate_corridor_observation_concentration,network_broad_physical_concentrated,0.0,True,True,True,True,True,auditable,,98,51,0.8965873836608066,0.10341261633919338,service_country_cross_layer_distribution_audit,SG,Topology-IPv4-UDP
,5051,topology-baseline_topology-ipv4-udp_msm5051_20260701T000000Z_010000Z.json,343,0.08746355685131195,0.15451895043731778,0.21865889212827988,55.033726344968784,broad_network_transition_distribution,0.7725947521865889,0.8571428571428571,0.9037900874635568,2.7227512070118847,moderate_corridor_observation_concentration,network_broad_physical_concentrated,0.0,True,True,True,True,True,auditable,,38,25,0.9183673469387755,0.08163265306122448,service_country_cross_layer_distribution_audit,HK,Topology-IPv4-UDP
,5051,topology-baseline_topology-ipv4-udp_msm5051_20260701T000000Z_010000Z.json,863,0.11703360370799537,0.20393974507531865,0.287369640787949,46.96640460282797,broad_network_transition_distribution,0.7589803012746235,0.8157589803012747,0.8516801853997683,3.2195231563566233,moderate_corridor_observation_concentration,network_broad_physical_concentrated,0.0,True,True,True,True,True,auditable,,86,30,0.8296639629200464,0.17033603707995365,service_country_cross_layer_distribution_audit,DK,Topology-IPv4-UDP
NO,5051,topology-baseline_topology-ipv4-udp_msm5051_20260701T000000Z_010000Z.json,586,0.17064846416382254,0.3020477815699659,0.37713310580204784,28.462021560728143,broad_network_transition_distribution,0.7491467576791809,0.8191126279863482,0.8498293515358362,3.124598313633295,moderate_corridor_observation_concentration,network_broad_physical_concentrated,0.0,True,True,True,True,True,auditable,,99,52,1.0,0.0,country_cross_layer_distribution_audit,,
FI,5051,topology-baseline_topology-ipv4-udp_msm5051_20260701T000000Z_010000Z.json,361,0.4515235457063712,0.5650969529085873,0.6371191135734072,9.832123638622523,broad_network_transition_distribution,0.7285318559556787,0.8365650969529086,0.9168975069252078,2.659104253927165,moderate_corridor_observation_concentration,network_broad_physical_concentrated,0.0,True,True,True,True,True,auditable,,153,62,0.1440443213296399,0.8559556786703602,country_cross_layer_distribution_audit,,
GU,5051,topology-baseline_topology-ipv4-udp_msm5051_20260701T000000Z_010000Z.json,78,0.3333333333333333,0.48717948717948717,0.6153846153846154,7.344850738702642,broad_network_transition_distribution,0.7051282051282052,0.8846153846153847,0.9615384615384616,2.4639051675364168,moderate_corridor_observation_concentration,network_broad_physical_concentrated,0.0,True,True,True,True,True,auditable,,11,6,0.7051282051282052,0.2948717948717949,country_cross_layer_distribution_audit,,
AU,5051,topology-baseline_topology-ipv4-udp_msm5051_20260701T000000Z_010000Z.json,3164,0.22597977243994943,0.34102402022756007,0.41276864728192164,33.844423933483775,broad_network_transition_distribution,0.6946902654867256,0.8027812895069532,0.8754740834386852,3.1478282272280884,moderate_corridor_observation_concentration,network_broad_physical_concentrated,0.0,True,True,True,True,True,auditable,,798,425,0.9421618204804045,0.057838179519595447,country_cross_layer_distribution_audit,,
MY,5051,topology-baseline_topology-ipv4-udp_msm5051_20260701T000000Z_010000Z.json,33,0.21212121212121213,0.30303030303030304,0.3939393939393939,12.186779050946985,broad_network_transition_distribution,0.6666666666666666,0.9696969696969697,1.0,2.0918723665285857,moderate_corridor_observation_concentration,network_broad_physical_concentrated,0.0,True,True,True,True,True,auditable,,17,14,0.30303030303030304,0.696969696969697,country_cross_layer_distribution_audit,,
ID,5051,topology-baseline_topology-ipv4-udp_msm5051_20260701T000000Z_010000Z.json,1499,0.104736490993996,0.1801200800533689,0.2274849899933289,98.57454189095496,broad_network_transition_distribution,0.6597731821214142,0.8118745830553702,0.9412941961307537,3.0398802924906962,moderate_corridor_observation_concentration,network_broad_physical_concentrated,0.0,True,True,True,True,True,auditable,,323,210,0.904603068712475,0.09539693128752502,country_cross_layer_distribution_audit,,
CA,5051,topology-baseline_topology-ipv4-udp_msm5051_20260701T000000Z_010000Z.json,527,0.19165085388994307,0.2884250474383302,0.3738140417457305,25.715678348924406,broad_network_transition_distribution,0.6375711574952562,0.8425047438330171,0.9848197343453511,2.6260044359529204,moderate_corridor_observation_concentration,network_broad_physical_concentrated,0.0,True,True,True,True,True,auditable,,86,44,0.6129032258064516,0.3870967741935484,country_cross_layer_distribution_audit,,
EE,5051,topology-baseline_topology-ipv4-udp_msm5051_20260701T000000Z_010000Z.json,59,0.423728813559322,0.6440677966101694,0.847457627118644,4.104866572241738,weak_network_transition_concentration,0.5932203389830508,1.0,1.0,1.9653394959301573,moderate_corridor_observation_concentration,network_broad_physical_concentrated,0.0,True,True,True,True,True,auditable,,19,13,0.0,1.0,country_cross_layer_distribution_audit,,
,5051,topology-baseline_topology-ipv4-udp_msm5051_20260701T000000Z_010000Z.json,166,0.13253012048192772,0.25903614457831325,0.3373493975903614,33.72966531307258,broad_network_transition_distribution,0.5843373493975904,0.8132530120481928,0.8614457831325302,3.919546178889024,moderate_corridor_observation_concentration,network_broad_physical_concentrated,0.0,True,True,True,True,True,auditable,,19,13,0.9156626506024096,0.08433734939759036,service_country_cross_layer_distribution_audit,VN,Topology-IPv4-UDP
SE,5051,topology-baseline_topology-ipv4-udp_msm5051_20260701T000000Z_010000Z.json,1638,0.4877899877899878,0.6336996336996337,0.7148962148962149,8.511994492689295,broad_network_transition_distribution,0.4993894993894994,0.9133089133089133,0.9835164835164835,2.675637465788828,moderate_corridor_observation_concentration,network_broad_physical_concentrated,0.0,True,True,True,True,True,auditable,,610,330,0.7368742368742369,0.26312576312576313,country_cross_layer_distribution_audit,,
