probe_country,service_id,msm_id,file_name,total_mappable_segments,total_observation_mass,unique_corridors_observed,top1_corridor_id,top1_corridor_share,top2_corridor_share,top3_corridor_share,effective_corridor_count,corridor_concentration_tier,is_corridor_concentrated,auditable_corridor_concentration,sufficient_corridor_observation,auditable_paper_case,observation_sufficiency_reason,failed_thresholds,unique_probes,unique_probe_asns,unique_measurements_or_targets,domestic_segment_share,international_segment_share,analysis_scope
AD,Topology-IPv4-UDP,5051,topology-baseline_topology-ipv4-udp_msm5051_20260701T000000Z_010000Z.json,11,11.0,5,landing_region_0230::landing_region_0230,0.45454545454545453,0.7272727272727273,0.8181818181818181,3.9224287932686073,weak_corridor_observation_concentration,True,False,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",2,1,1,0.45454545454545453,0.5454545454545454,probe_country_service
AE,Topology-IPv4-UDP,5051,topology-baseline_topology-ipv4-udp_msm5051_20260701T000000Z_010000Z.json,37,37.0,19,landing_region_0337::landing_region_0377,0.2702702702702703,0.40540540540540543,0.4864864864864865,13.060952971423914,broad_corridor_observation_distribution,False,False,False,False,insufficient_minimum_unique_probes,minimum_unique_probes,6,5,1,0.5945945945945946,0.40540540540540543,probe_country_service
AF,Topology-IPv4-UDP,5051,topology-baseline_topology-ipv4-udp_msm5051_20260701T000000Z_010000Z.json,12,12.0,6,landing_region_0132::landing_region_0132,0.3333333333333333,0.5833333333333333,0.75,5.11732032057026,broad_corridor_observation_distribution,False,False,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",3,2,1,0.75,0.25,probe_country_service
AL,Topology-IPv4-UDP,5051,topology-baseline_topology-ipv4-udp_msm5051_20260701T000000Z_010000Z.json,31,31.0,10,landing_region_0128::landing_region_0341,0.25806451612903225,0.45161290322580644,0.6129032258064516,7.55842757756425,broad_corridor_observation_distribution,False,False,False,False,insufficient_minimum_unique_probes,minimum_unique_probes,4,4,1,0.6129032258064516,0.3870967741935484,probe_country_service
AM,Topology-IPv4-UDP,5051,topology-baseline_topology-ipv4-udp_msm5051_20260701T000000Z_010000Z.json,17,17.0,10,landing_region_0041::landing_region_0041,0.23529411764705882,0.4117647058823529,0.5882352941176471,8.325148902642463,broad_corridor_observation_distribution,False,False,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes","minimum_mappable_segments,minimum_unique_probes",3,3,1,0.7058823529411765,0.29411764705882354,probe_country_service
AO,Topology-IPv4-UDP,5051,topology-baseline_topology-ipv4-udp_msm5051_20260701T000000Z_010000Z.json,22,22.0,6,landing_region_0230::landing_region_0230,0.36363636363636365,0.5909090909090909,0.7727272727272727,4.793382218620182,broad_corridor_observation_distribution,False,False,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",3,2,1,0.7727272727272727,0.22727272727272727,probe_country_service
AR,Topology-IPv4-UDP,5051,topology-baseline_topology-ipv4-udp_msm5051_20260701T000000Z_010000Z.json,70,70.0,22,landing_region_0230::landing_region_0230,0.22857142857142856,0.4,0.5285714285714286,13.026479547289444,broad_corridor_observation_distribution,False,False,False,False,insufficient_minimum_unique_probes,minimum_unique_probes,8,8,1,0.7571428571428571,0.24285714285714285,probe_country_service
AT,Topology-IPv4-UDP,5051,topology-baseline_topology-ipv4-udp_msm5051_20260701T000000Z_010000Z.json,211,211.0,51,landing_region_0132::landing_region_0132,0.1943127962085308,0.3459715639810427,0.47393364928909953,21.310133073755946,broad_corridor_observation_distribution,False,False,True,True,auditable,,24,16,1,0.7582938388625592,0.24170616113744076,probe_country_service
AU,Topology-IPv4-UDP,5051,topology-baseline_topology-ipv4-udp_msm5051_20260701T000000Z_010000Z.json,1660,1660.0,51,landing_region_0041::landing_region_0041,0.472289156626506,0.5746987951807229,0.6638554216867469,8.197303826687275,broad_corridor_observation_distribution,False,False,True,True,auditable,,142,60,1,0.8795180722891566,0.12048192771084337,probe_country_service
AX,Topology-IPv4-UDP,5051,topology-baseline_topology-ipv4-udp_msm5051_20260701T000000Z_010000Z.json,11,11.0,4,landing_region_0415::landing_region_0415,0.45454545454545453,0.7272727272727273,0.9090909090909091,3.4579789224902,weak_corridor_observation_concentration,True,False,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,1,0.5454545454545454,0.45454545454545453,probe_country_service
