raw_results_total,unique_traces_total,duplicate_results_removed,valid_traces_total,traces_with_service_entry_resolved,traces_with_feasible_submarine_candidates,missing_timestamp_count,timestamp_fallback_count
43667,43667,0,43667,17603,11726,0,0
