probe_country,service_id,service_class,deployment_type,total_valid_traces,mappable_traces,submarine_exposed_traces,service_physical_exposure_rate,mappable_trace_rate,unique_probes,unique_probe_asns,unique_target_ips,unique_target_asns,service_entry_resolution_rate,sufficient_trace_observation,auditable_paper_case,observation_sufficiency_reason,failed_thresholds,analysis_scope
AD,Topology-IPv4-UDP,topology_baseline,dynamic_multi_target,9,9,6,0.6666666666666666,1.0,3,1,7,7,0.1111111111111111,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",probe_country_service
AE,Topology-IPv4-UDP,topology_baseline,dynamic_multi_target,63,59,21,0.3333333333333333,0.9365079365079365,20,14,61,59,0.38095238095238093,True,True,auditable,,probe_country_service
AF,Topology-IPv4-UDP,topology_baseline,dynamic_multi_target,18,17,9,0.5,0.9444444444444444,6,2,16,15,0.2222222222222222,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",probe_country_service
AL,Topology-IPv4-UDP,topology_baseline,dynamic_multi_target,73,66,22,0.3013698630136986,0.9041095890410958,23,14,73,70,0.273972602739726,True,True,auditable,,probe_country_service
AM,Topology-IPv4-UDP,topology_baseline,dynamic_multi_target,44,44,9,0.20454545454545456,1.0,14,7,44,42,0.5,True,True,auditable,,probe_country_service
AO,Topology-IPv4-UDP,topology_baseline,dynamic_multi_target,32,28,11,0.34375,0.875,10,4,31,31,0.34375,True,True,auditable,,probe_country_service
AR,Topology-IPv4-UDP,topology_baseline,dynamic_multi_target,165,157,34,0.20606060606060606,0.9515151515151515,52,40,163,153,0.3333333333333333,True,True,auditable,,probe_country_service
AT,Topology-IPv4-UDP,topology_baseline,dynamic_multi_target,657,640,107,0.1628614916286149,0.974124809741248,206,81,641,526,0.4322678843226788,True,True,auditable,,probe_country_service
AU,Topology-IPv4-UDP,topology_baseline,dynamic_multi_target,767,655,503,0.6558018252933507,0.8539765319426337,240,71,747,594,0.3559322033898305,True,True,auditable,,probe_country_service
AX,Topology-IPv4-UDP,topology_baseline,dynamic_multi_target,6,6,5,0.8333333333333334,1.0,2,2,6,6,0.5,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",probe_country_service
AZ,Topology-IPv4-UDP,topology_baseline,dynamic_multi_target,27,21,5,0.18518518518518517,0.7777777777777778,9,8,27,26,0.37037037037037035,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes","minimum_mappable_segments,minimum_unique_probes",probe_country_service
BA,Topology-IPv4-UDP,topology_baseline,dynamic_multi_target,48,41,3,0.0625,0.8541666666666666,15,6,46,46,0.4166666666666667,True,True,auditable,,probe_country_service
BB,Topology-IPv4-UDP,topology_baseline,dynamic_multi_target,4,4,2,0.5,1.0,1,1,4,4,0.5,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",probe_country_service
BD,Topology-IPv4-UDP,topology_baseline,dynamic_multi_target,27,27,12,0.4444444444444444,1.0,9,6,26,25,0.4074074074074074,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes","minimum_mappable_segments,minimum_unique_probes",probe_country_service
BE,Topology-IPv4-UDP,topology_baseline,dynamic_multi_target,467,452,71,0.15203426124197003,0.9678800856531049,146,25,452,389,0.43897216274089934,True,True,auditable,,probe_country_service
BF,Topology-IPv4-UDP,topology_baseline,dynamic_multi_target,12,9,4,0.3333333333333333,0.75,4,3,12,12,0.5,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes","minimum_mappable_segments,minimum_unique_probes",probe_country_service
BG,Topology-IPv4-UDP,topology_baseline,dynamic_multi_target,275,264,36,0.13090909090909092,0.96,83,51,266,240,0.41818181818181815,True,True,auditable,,probe_country_service
