probe_country,service_id,service_class,deployment_type,total_valid_traces,mappable_traces,submarine_exposed_traces,service_physical_exposure_rate,mappable_trace_rate,unique_probes,unique_probe_asns,unique_target_ips,unique_target_asns,service_entry_resolution_rate,sufficient_trace_observation,auditable_paper_case,observation_sufficiency_reason,failed_thresholds,analysis_scope
AD,D-Root,dns_root,anycast,6,4,0,0.0,0.6666666666666666,3,1,1,1,0.6666666666666666,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",probe_country_service
AE,D-Root,dns_root,anycast,40,40,5,0.125,1.0,20,14,1,1,0.95,True,True,auditable,,probe_country_service
AF,D-Root,dns_root,anycast,12,12,4,0.3333333333333333,1.0,6,2,1,1,1.0,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",probe_country_service
AL,D-Root,dns_root,anycast,46,42,0,0.0,0.9130434782608695,23,14,1,1,0.8695652173913043,True,True,auditable,,probe_country_service
AM,D-Root,dns_root,anycast,28,28,0,0.0,1.0,14,7,1,1,1.0,False,False,insufficient_minimum_mappable_segments,minimum_mappable_segments,probe_country_service
AO,D-Root,dns_root,anycast,19,19,0,0.0,1.0,10,4,1,1,1.0,False,False,insufficient_minimum_mappable_segments,minimum_mappable_segments,probe_country_service
AR,D-Root,dns_root,anycast,103,98,0,0.0,0.9514563106796117,52,40,1,1,0.9514563106796117,True,True,auditable,,probe_country_service
AT,D-Root,dns_root,anycast,411,405,2,0.004866180048661801,0.9854014598540146,205,80,1,1,0.9659367396593674,True,True,auditable,,probe_country_service
AU,D-Root,dns_root,anycast,481,373,165,0.34303534303534305,0.7754677754677755,241,71,1,1,0.762993762993763,True,True,auditable,,probe_country_service
AX,D-Root,dns_root,anycast,4,4,2,0.5,1.0,2,2,1,1,1.0,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",probe_country_service
AZ,D-Root,dns_root,anycast,18,14,0,0.0,0.7777777777777778,9,8,1,1,0.7777777777777778,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes","minimum_mappable_segments,minimum_unique_probes",probe_country_service
BA,D-Root,dns_root,anycast,30,28,0,0.0,0.9333333333333333,15,6,1,1,0.9333333333333333,True,True,auditable,,probe_country_service
BB,D-Root,dns_root,anycast,2,2,0,0.0,1.0,1,1,1,1,1.0,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",probe_country_service
BD,D-Root,dns_root,anycast,18,18,0,0.0,1.0,9,6,1,1,1.0,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes","minimum_mappable_segments,minimum_unique_probes",probe_country_service
BE,D-Root,dns_root,anycast,292,292,0,0.0,1.0,146,25,1,1,1.0,True,True,auditable,,probe_country_service
BF,D-Root,dns_root,anycast,8,6,0,0.0,0.75,4,3,1,1,0.75,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes","minimum_mappable_segments,minimum_unique_probes",probe_country_service
BG,D-Root,dns_root,anycast,166,164,0,0.0,0.9879518072289156,83,51,1,1,0.9759036144578314,True,True,auditable,,probe_country_service
BH,D-Root,dns_root,anycast,10,10,5,0.5,1.0,5,2,1,1,1.0,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",probe_country_service
BI,D-Root,dns_root,anycast,2,2,0,0.0,1.0,1,1,1,1,1.0,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",probe_country_service
BJ,D-Root,dns_root,anycast,14,14,3,0.21428571428571427,1.0,7,4,1,1,0.7142857142857143,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes","minimum_mappable_segments,minimum_unique_probes",probe_country_service
BL,D-Root,dns_root,anycast,2,2,2,1.0,1.0,1,1,1,1,1.0,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",probe_country_service
BO,D-Root,dns_root,anycast,36,36,0,0.0,1.0,18,9,1,1,1.0,True,True,auditable,,probe_country_service
BR,D-Root,dns_root,anycast,174,159,5,0.028735632183908046,0.9137931034482759,87,58,1,1,0.8275862068965517,True,True,auditable,,probe_country_service
BT,D-Root,dns_root,anycast,4,2,0,0.0,0.5,2,2,1,1,0.5,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",probe_country_service
BW,D-Root,dns_root,anycast,2,2,0,0.0,1.0,1,1,1,1,1.0,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",probe_country_service
BY,D-Root,dns_root,anycast,45,45,0,0.0,1.0,23,14,1,1,1.0,True,True,auditable,,probe_country_service
BZ,D-Root,dns_root,anycast,2,2,0,0.0,1.0,1,1,1,1,1.0,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",probe_country_service
CA,D-Root,dns_root,anycast,536,516,88,0.16417910447761194,0.9626865671641791,269,84,1,1,0.9496268656716418,True,True,auditable,,probe_country_service
CD,D-Root,dns_root,anycast,6,6,0,0.0,1.0,3,3,1,1,1.0,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes","minimum_mappable_segments,minimum_unique_probes",probe_country_service
