probe_country,service_id,service_class,deployment_type,total_valid_traces,mappable_traces,submarine_exposed_traces,service_physical_exposure_rate,mappable_trace_rate,unique_probes,unique_probe_asns,unique_target_ips,unique_target_asns,service_entry_resolution_rate,sufficient_trace_observation,auditable_paper_case,observation_sufficiency_reason,failed_thresholds,analysis_scope
AD,C-Root,dns_root,anycast,6,6,0,0.0,1.0,3,1,1,1,1.0,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",probe_country_service
AE,C-Root,dns_root,anycast,37,37,7,0.1891891891891892,1.0,20,14,1,1,1.0,True,True,auditable,,probe_country_service
AF,C-Root,dns_root,anycast,11,11,2,0.18181818181818182,1.0,6,2,1,1,1.0,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",probe_country_service
AL,C-Root,dns_root,anycast,40,37,0,0.0,0.925,23,14,1,1,0.875,True,True,auditable,,probe_country_service
AM,C-Root,dns_root,anycast,26,26,4,0.15384615384615385,1.0,14,7,1,1,1.0,False,False,insufficient_minimum_mappable_segments,minimum_mappable_segments,probe_country_service
AO,C-Root,dns_root,anycast,18,18,0,0.0,1.0,10,4,1,1,1.0,False,False,insufficient_minimum_mappable_segments,minimum_mappable_segments,probe_country_service
AR,C-Root,dns_root,anycast,93,89,0,0.0,0.956989247311828,51,39,1,1,0.956989247311828,True,True,auditable,,probe_country_service
AT,C-Root,dns_root,anycast,370,365,2,0.005405405405405406,0.9864864864864865,205,80,1,1,0.9621621621621622,True,True,auditable,,probe_country_service
AU,C-Root,dns_root,anycast,447,416,322,0.7203579418344519,0.930648769574944,241,71,1,1,0.9239373601789709,True,True,auditable,,probe_country_service
AX,C-Root,dns_root,anycast,4,4,4,1.0,1.0,2,2,1,1,1.0,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",probe_country_service
AZ,C-Root,dns_root,anycast,17,13,7,0.4117647058823529,0.7647058823529411,9,8,1,1,0.7647058823529411,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes","minimum_mappable_segments,minimum_unique_probes",probe_country_service
BA,C-Root,dns_root,anycast,27,26,0,0.0,0.9629629629629629,15,6,1,1,0.9629629629629629,False,False,insufficient_minimum_mappable_segments,minimum_mappable_segments,probe_country_service
BB,C-Root,dns_root,anycast,1,1,0,0.0,1.0,1,1,1,1,1.0,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",probe_country_service
BD,C-Root,dns_root,anycast,16,16,16,1.0,1.0,9,6,1,1,1.0,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes","minimum_mappable_segments,minimum_unique_probes",probe_country_service
BE,C-Root,dns_root,anycast,269,269,0,0.0,1.0,146,25,1,1,1.0,True,True,auditable,,probe_country_service
BF,C-Root,dns_root,anycast,8,6,4,0.5,0.75,4,3,1,1,0.75,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes","minimum_mappable_segments,minimum_unique_probes",probe_country_service
BG,C-Root,dns_root,anycast,144,142,0,0.0,0.9861111111111112,83,51,1,1,0.9791666666666666,True,True,auditable,,probe_country_service
BH,C-Root,dns_root,anycast,9,9,6,0.6666666666666666,1.0,5,2,1,1,1.0,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",probe_country_service
BI,C-Root,dns_root,anycast,2,2,1,0.5,1.0,1,1,1,1,1.0,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",probe_country_service
BJ,C-Root,dns_root,anycast,13,13,8,0.6153846153846154,1.0,7,4,1,1,1.0,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes","minimum_mappable_segments,minimum_unique_probes",probe_country_service
BL,C-Root,dns_root,anycast,2,2,0,0.0,1.0,1,1,1,1,1.0,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",probe_country_service
BO,C-Root,dns_root,anycast,33,33,0,0.0,1.0,18,9,1,1,1.0,True,True,auditable,,probe_country_service
BR,C-Root,dns_root,anycast,156,142,9,0.057692307692307696,0.9102564102564102,87,58,1,1,0.8333333333333334,True,True,auditable,,probe_country_service
BT,C-Root,dns_root,anycast,4,2,2,0.5,0.5,2,2,1,1,0.5,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",probe_country_service
BW,C-Root,dns_root,anycast,1,1,0,0.0,1.0,1,1,1,1,1.0,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",probe_country_service
BY,C-Root,dns_root,anycast,42,42,0,0.0,1.0,23,14,1,1,1.0,True,True,auditable,,probe_country_service
BZ,C-Root,dns_root,anycast,2,2,0,0.0,1.0,1,1,1,1,1.0,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",probe_country_service
CA,C-Root,dns_root,anycast,483,467,87,0.18012422360248448,0.9668737060041408,269,84,1,1,0.9606625258799172,True,True,auditable,,probe_country_service
CD,C-Root,dns_root,anycast,6,6,0,0.0,1.0,3,3,1,1,1.0,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes","minimum_mappable_segments,minimum_unique_probes",probe_country_service
CG,C-Root,dns_root,anycast,4,4,0,0.0,1.0,2,2,1,1,0.5,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",probe_country_service
CH,C-Root,dns_root,anycast,583,559,32,0.0548885077186964,0.9588336192109777,322,81,1,1,0.9468267581475128,True,True,auditable,,probe_country_service
CI,C-Root,dns_root,anycast,2,2,2,1.0,1.0,1,1,1,1,1.0,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",probe_country_service
CK,C-Root,dns_root,anycast,2,2,2,1.0,1.0,1,1,1,1,1.0,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",probe_country_service
CL,C-Root,dns_root,anycast,134,132,0,0.0,0.9850746268656716,76,33,1,1,0.9776119402985075,True,True,auditable,,probe_country_service
CM,C-Root,dns_root,anycast,4,4,3,0.75,1.0,2,2,1,1,0.5,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",probe_country_service
CN,C-Root,dns_root,anycast,92,88,20,0.21739130434782608,0.9565217391304348,50,23,1,1,0.9347826086956522,True,True,auditable,,probe_country_service
CO,C-Root,dns_root,anycast,59,57,9,0.15254237288135594,0.9661016949152542,31,22,1,1,0.9322033898305084,True,True,auditable,,probe_country_service
CR,C-Root,dns_root,anycast,29,24,0,0.0,0.8275862068965517,16,8,1,1,0.8275862068965517,False,False,insufficient_minimum_mappable_segments,minimum_mappable_segments,probe_country_service
CU,C-Root,dns_root,anycast,2,2,1,0.5,1.0,1,1,1,1,1.0,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",probe_country_service
CV,C-Root,dns_root,anycast,7,7,1,0.14285714285714285,1.0,4,2,1,1,1.0,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",probe_country_service
CW,C-Root,dns_root,anycast,4,4,3,0.75,1.0,2,2,1,1,1.0,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",probe_country_service
CY,C-Root,dns_root,anycast,23,21,16,0.6956521739130435,0.9130434782608695,13,6,1,1,0.9130434782608695,False,False,insufficient_minimum_mappable_segments,minimum_mappable_segments,probe_country_service
CZ,C-Root,dns_root,anycast,502,496,0,0.0,0.9880478087649402,276,112,1,1,0.9701195219123506,True,True,auditable,,probe_country_service
DE,C-Root,dns_root,anycast,2906,2843,29,0.009979353062629044,0.9783207157604955,1595,376,1,1,0.9707501720578114,True,True,auditable,,probe_country_service
DJ,C-Root,dns_root,anycast,6,6,0,0.0,1.0,3,2,1,1,1.0,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",probe_country_service
DK,C-Root,dns_root,anycast,190,180,100,0.5263157894736842,0.9473684210526315,108,35,1,1,0.9315789473684211,True,True,auditable,,probe_country_service
DO,C-Root,dns_root,anycast,17,17,10,0.5882352941176471,1.0,9,7,1,1,1.0,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes","minimum_mappable_segments,minimum_unique_probes",probe_country_service
DZ,C-Root,dns_root,anycast,2,2,0,0.0,1.0,1,1,1,1,1.0,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",probe_country_service
EC,C-Root,dns_root,anycast,43,41,6,0.13953488372093023,0.9534883720930233,24,19,1,1,0.9534883720930233,True,True,auditable,,probe_country_service
EE,C-Root,dns_root,anycast,69,59,58,0.8405797101449275,0.855072463768116,37,21,1,1,0.855072463768116,True,True,auditable,,probe_country_service
EG,C-Root,dns_root,anycast,4,4,0,0.0,1.0,2,1,1,1,1.0,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",probe_country_service
ES,C-Root,dns_root,anycast,415,395,9,0.021686746987951807,0.9518072289156626,230,73,1,1,0.9421686746987952,True,True,auditable,,probe_country_service
ET,C-Root,dns_root,anycast,1,1,0,0.0,1.0,1,1,1,1,0.0,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",probe_country_service
FI,C-Root,dns_root,anycast,263,252,179,0.6806083650190115,0.9581749049429658,141,49,1,1,0.9505703422053232,True,True,auditable,,probe_country_service
FJ,C-Root,dns_root,anycast,2,1,1,0.5,0.5,2,2,1,1,0.5,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",probe_country_service
FM,C-Root,dns_root,anycast,4,2,2,0.5,0.5,2,1,1,1,0.5,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",probe_country_service
FR,C-Root,dns_root,anycast,1716,1646,0,0.0,0.9592074592074592,950,163,1,1,0.9493006993006993,True,True,auditable,,probe_country_service
GB,C-Root,dns_root,anycast,945,906,2,0.0021164021164021165,0.9587301587301588,524,185,1,1,0.9248677248677248,True,True,auditable,,probe_country_service
GE,C-Root,dns_root,anycast,18,18,0,0.0,1.0,10,6,1,1,1.0,False,False,insufficient_minimum_mappable_segments,minimum_mappable_segments,probe_country_service
GF,C-Root,dns_root,anycast,2,2,0,0.0,1.0,1,1,1,1,1.0,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",probe_country_service
GG,C-Root,dns_root,anycast,1,1,1,1.0,1.0,1,1,1,1,1.0,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",probe_country_service
GH,C-Root,dns_root,anycast,6,6,4,0.6666666666666666,1.0,3,3,1,1,1.0,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes","minimum_mappable_segments,minimum_unique_probes",probe_country_service
GP,C-Root,dns_root,anycast,4,4,2,0.5,1.0,2,2,1,1,1.0,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",probe_country_service
