country,msm_id,file_name,total_mappable_segments,total_observation_mass,unique_corridors_observed,top1_corridor_id,top1_corridor_share,top2_corridor_share,top3_corridor_share,effective_corridor_count,corridor_concentration_tier,is_corridor_concentrated,auditable_corridor_concentration,sufficient_corridor_observation,auditable_paper_case,observation_sufficiency_reason,failed_thresholds,unique_probes,unique_probe_asns,unique_measurements_or_targets,domestic_segment_share,international_segment_share,paper_case_scope,probe_country,service_id
CH,5011,dns-root_c-root_msm5011_20260701T000000Z_010000Z.json,89,89.0,1,landing_region_0376::landing_region_0376,1.0,1.0,1.0,1.0,severe_corridor_observation_concentration,True,True,True,True,auditable,,24,14,1,1.0,0.0,country_corridor_concentration_summary,,
,5011,dns-root_c-root_msm5011_20260701T000000Z_010000Z.json,70,70.0,1,landing_region_0376::landing_region_0376,1.0,1.0,1.0,1.0,severe_corridor_observation_concentration,True,True,True,True,auditable,,19,11,1,1.0,0.0,service_country_corridor_concentration_summary,CH,C-Root
IL,5011,dns-root_c-root_msm5011_20260701T000000Z_010000Z.json,47,47.0,1,landing_region_0083::landing_region_0083,1.0,1.0,1.0,1.0,severe_corridor_observation_concentration,True,True,True,True,auditable,,18,9,1,1.0,0.0,country_corridor_concentration_summary,,
,5011,dns-root_c-root_msm5011_20260701T000000Z_010000Z.json,43,43.0,1,landing_region_0083::landing_region_0083,1.0,1.0,1.0,1.0,severe_corridor_observation_concentration,True,True,True,True,auditable,,15,8,1,1.0,0.0,service_country_corridor_concentration_summary,IL,C-Root
,5011,dns-root_c-root_msm5011_20260701T000000Z_010000Z.json,39,39.0,1,landing_region_0051::landing_region_0512,1.0,1.0,1.0,1.0,severe_corridor_observation_concentration,True,True,True,True,auditable,,20,11,1,0.0,1.0,service_country_corridor_concentration_summary,LV,C-Root
SG,5011,dns-root_c-root_msm5011_20260701T000000Z_010000Z.json,4045,4045.0,3,landing_region_0132::landing_region_0132,0.992336217552534,0.9985166872682324,1.0,1.0499388920271857,severe_corridor_observation_concentration,True,True,True,True,auditable,,707,279,1,0.992336217552534,0.007663782447466007,country_corridor_concentration_summary,,
,5011,dns-root_c-root_msm5011_20260701T000000Z_010000Z.json,891,891.0,5,landing_region_0132::landing_region_0132,0.9315375982042648,0.9696969696969697,0.9831649831649831,1.387114967315186,severe_corridor_observation_concentration,True,True,True,True,auditable,,103,50,1,0.9730639730639731,0.026936026936026935,service_country_corridor_concentration_summary,SG,C-Root
,5011,dns-root_c-root_msm5011_20260701T000000Z_010000Z.json,650,650.0,4,landing_region_0051::landing_region_0512,0.9276923076923077,0.9876923076923076,0.9938461538461538,1.3513272286024944,severe_corridor_observation_concentration,True,True,True,True,auditable,,331,214,1,0.0,1.0,service_country_corridor_concentration_summary,RU,C-Root
,5011,dns-root_c-root_msm5011_20260701T000000Z_010000Z.json,184,184.0,5,landing_region_0132::landing_region_0132,0.9130434782608695,0.9456521739130435,0.9782608695652173,1.4987202360423233,severe_corridor_observation_concentration,True,True,True,True,auditable,,35,22,1,0.9456521739130435,0.05434782608695652,service_country_corridor_concentration_summary,TH,C-Root
DK,5011,dns-root_c-root_msm5011_20260701T000000Z_010000Z.json,363,363.0,4,landing_region_0051::landing_region_0051,0.9035812672176309,0.9462809917355373,0.9765840220385675,1.5221684161027158,severe_corridor_observation_concentration,True,True,True,True,auditable,,80,39,1,0.859504132231405,0.14049586776859505,country_corridor_concentration_summary,,
